D = 8;
n = [ 2 2 2 2 2 2 2 2 ];
N = 21;
d = [1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 8 8 8 8 8 ];
m = [
[1.00 0.31 0.88 0.06 0.47 0.42 0.30 0.60 0.37 0.36 0.50 0.75 0.17 0.84 0.04 0.36 0.02 0.12 0.84 0.92 0.41 ]
[0.31 1.00 0.47 0.39 0.42 0.65 0.04 0.40 0.08 0.68 0.71 0.95 0.54 0.74 0.06 0.42 0.81 0.58 0.11 0.12 0.94 ]
[0.88 0.47 1.00 0.34 0.37 0.42 0.36 0.96 0.67 0.70 0.17 0.65 0.78 0.64 0.74 0.41 0.84 0.05 0.11 0.69 0.98 ]
[0.06 0.39 0.34 1.00 0.56 0.80 0.96 0.79 0.52 0.36 0.00 0.31 0.66 0.63 0.80 0.29 0.54 0.34 0.60 0.07 0.74 ]
[0.47 0.42 0.37 0.56 1.00 0.83 0.08 0.82 0.74 0.13 0.52 0.88 0.69 0.21 0.44 0.36 0.49 0.79 0.69 0.68 0.68 ]
[0.42 0.65 0.42 0.80 0.83 1.00 0.32 0.83 0.14 0.20 0.06 0.26 0.94 0.50 0.33 0.27 0.48 0.92 0.36 0.58 0.96 ]
[0.30 0.04 0.36 0.96 0.08 0.32 1.00 0.94 0.52 0.21 0.99 0.69 0.48 0.80 0.78 0.22 0.90 0.77 0.97 0.12 0.55 ]
[0.60 0.40 0.96 0.79 0.82 0.83 0.94 1.00 0.20 0.35 0.55 0.67 0.64 0.64 0.25 0.60 0.75 0.31 0.31 0.86 0.10 ]
[0.37 0.08 0.67 0.52 0.74 0.14 0.52 0.20 1.00 0.34 0.37 0.76 0.97 0.21 0.67 0.36 0.62 0.53 0.63 0.14 0.74 ]
[0.36 0.68 0.70 0.36 0.13 0.20 0.21 0.35 0.34 1.00 0.66 0.21 0.51 0.05 0.39 0.66 0.35 0.11 0.04 0.61 0.88 ]
[0.50 0.71 0.17 0.00 0.52 0.06 0.99 0.55 0.37 0.66 1.00 0.55 0.27 0.50 0.77 0.54 0.73 0.08 0.50 0.56 0.30 ]
[0.75 0.95 0.65 0.31 0.88 0.26 0.69 0.67 0.76 0.21 0.55 1.00 0.36 0.82 0.54 0.82 0.47 0.33 0.43 0.34 0.96 ]
[0.17 0.54 0.78 0.66 0.69 0.94 0.48 0.64 0.97 0.51 0.27 0.36 1.00 0.83 0.09 0.47 0.04 0.94 0.87 0.65 0.96 ]
[0.84 0.74 0.64 0.63 0.21 0.50 0.80 0.64 0.21 0.05 0.50 0.82 0.83 1.00 0.68 0.10 0.05 0.68 0.94 0.11 0.63 ]
[0.04 0.06 0.74 0.80 0.44 0.33 0.78 0.25 0.67 0.39 0.77 0.54 0.09 0.68 1.00 0.00 0.84 0.39 0.78 0.11 0.44 ]
[0.36 0.42 0.41 0.29 0.36 0.27 0.22 0.60 0.36 0.66 0.54 0.82 0.47 0.10 0.00 1.00 0.14 0.64 0.67 0.55 0.89 ]
[0.02 0.81 0.84 0.54 0.49 0.48 0.90 0.75 0.62 0.35 0.73 0.47 0.04 0.05 0.84 0.14 1.00 0.29 0.21 0.18 0.79 ]
[0.12 0.58 0.05 0.34 0.79 0.92 0.77 0.31 0.53 0.11 0.08 0.33 0.94 0.68 0.39 0.64 0.29 1.00 0.98 0.36 0.67 ]
[0.84 0.11 0.11 0.60 0.69 0.36 0.97 0.31 0.63 0.04 0.50 0.43 0.87 0.94 0.78 0.67 0.21 0.98 1.00 0.42 0.97 ]
[0.92 0.12 0.69 0.07 0.68 0.58 0.12 0.86 0.14 0.61 0.56 0.34 0.65 0.11 0.11 0.55 0.18 0.36 0.42 1.00 0.85 ]
[0.41 0.94 0.98 0.74 0.68 0.96 0.55 0.10 0.74 0.88 0.30 0.96 0.96 0.63 0.44 0.89 0.79 0.67 0.97 0.85 1.00 ]
];
