D = 2;
n = [ 4 4 ];
N = 31;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.61 0.23 0.48 0.25 0.12 0.35 0.45 0.46 0.70 0.62 0.44 0.44 0.76 0.67 0.79 0.68 0.31 0.72 0.68 0.43 0.42 0.55 0.02 0.10 0.20 0.84 0.95 0.77 0.88 0.07 ]
[0.61 1.00 0.85 0.10 0.86 0.14 0.95 0.76 0.18 0.33 0.40 0.04 0.15 0.45 0.68 0.52 0.43 0.14 0.26 0.09 0.38 0.29 0.42 0.58 0.95 0.31 0.43 0.12 0.51 0.26 0.26 ]
[0.23 0.85 1.00 0.49 0.53 0.53 0.22 0.96 0.08 0.21 0.23 0.94 0.93 0.05 0.75 0.23 0.39 0.79 0.05 0.91 0.83 0.01 0.49 0.43 0.46 1.00 0.44 0.08 0.81 0.76 0.54 ]
[0.48 0.10 0.49 1.00 0.84 0.24 0.54 0.35 0.58 0.54 0.08 0.17 0.26 0.05 0.35 0.06 0.53 0.43 0.18 0.22 0.55 0.89 0.32 0.01 0.41 0.53 0.43 0.02 0.95 0.23 0.02 ]
[0.25 0.86 0.53 0.84 1.00 0.13 0.01 0.32 0.93 0.99 0.82 0.64 0.91 0.92 0.09 0.76 0.27 0.36 0.41 0.08 0.35 0.35 0.87 0.94 0.44 0.69 0.01 0.75 0.02 0.74 0.26 ]
[0.12 0.14 0.53 0.24 0.13 1.00 0.17 0.77 0.64 0.03 0.02 0.21 0.29 0.57 0.12 0.20 0.22 0.32 0.63 0.85 0.32 0.31 0.87 0.01 0.85 0.55 0.94 0.89 0.62 0.33 0.48 ]
[0.35 0.95 0.22 0.54 0.01 0.17 1.00 0.66 0.79 0.14 0.53 0.06 0.68 0.80 0.04 0.95 0.17 0.27 0.18 0.66 0.15 0.23 0.14 0.13 0.76 0.79 0.09 0.14 0.78 0.80 0.20 ]
[0.45 0.76 0.96 0.35 0.32 0.77 0.66 1.00 0.19 0.54 0.37 0.68 0.53 0.42 0.08 0.51 0.07 0.33 0.15 0.31 0.62 0.67 0.32 0.51 0.20 0.24 0.87 0.55 0.22 0.76 0.57 ]
[0.46 0.18 0.08 0.58 0.93 0.64 0.79 0.19 1.00 0.70 0.40 0.40 0.49 0.67 0.70 0.56 0.81 0.67 0.47 0.97 0.38 0.86 0.14 0.66 0.77 0.69 0.58 0.89 0.20 0.34 0.40 ]
[0.70 0.33 0.21 0.54 0.99 0.03 0.14 0.54 0.70 1.00 0.95 0.62 0.98 0.41 0.60 0.33 0.30 0.46 0.20 0.33 0.46 0.04 0.25 0.23 0.01 0.88 0.64 0.51 0.26 0.38 0.52 ]
[0.62 0.40 0.23 0.08 0.82 0.02 0.53 0.37 0.40 0.95 1.00 0.53 0.21 0.46 0.56 0.71 0.26 0.28 0.82 0.95 0.66 0.77 0.96 0.42 0.22 0.88 0.90 0.72 0.01 0.71 0.65 ]
[0.44 0.04 0.94 0.17 0.64 0.21 0.06 0.68 0.40 0.62 0.53 1.00 0.75 0.58 0.46 0.45 0.48 0.62 0.15 0.28 0.80 0.77 0.19 0.13 0.28 0.60 0.64 0.41 0.84 0.99 0.63 ]
[0.44 0.15 0.93 0.26 0.91 0.29 0.68 0.53 0.49 0.98 0.21 0.75 1.00 0.28 0.63 0.26 0.87 0.80 0.86 0.61 0.10 0.95 0.12 0.11 0.39 0.91 0.14 0.14 0.68 0.38 0.29 ]
[0.76 0.45 0.05 0.05 0.92 0.57 0.80 0.42 0.67 0.41 0.46 0.58 0.28 1.00 0.76 0.19 0.72 0.33 0.08 0.86 0.95 0.86 0.40 0.64 0.16 1.00 0.35 0.29 0.25 0.83 0.32 ]
[0.67 0.68 0.75 0.35 0.09 0.12 0.04 0.08 0.70 0.60 0.56 0.46 0.63 0.76 1.00 0.95 0.10 0.70 0.62 0.67 0.35 0.65 0.81 0.83 0.35 0.97 0.62 0.04 0.04 0.51 0.67 ]
[0.79 0.52 0.23 0.06 0.76 0.20 0.95 0.51 0.56 0.33 0.71 0.45 0.26 0.19 0.95 1.00 0.29 0.35 0.30 0.55 0.42 0.27 0.14 0.43 0.82 0.94 0.85 0.31 0.04 0.45 0.17 ]
[0.68 0.43 0.39 0.53 0.27 0.22 0.17 0.07 0.81 0.30 0.26 0.48 0.87 0.72 0.10 0.29 1.00 0.04 0.15 0.30 0.79 0.47 0.37 0.27 0.62 0.23 0.18 0.37 0.07 0.46 0.64 ]
[0.31 0.14 0.79 0.43 0.36 0.32 0.27 0.33 0.67 0.46 0.28 0.62 0.80 0.33 0.70 0.35 0.04 1.00 0.12 0.39 0.34 0.83 0.57 0.82 0.42 0.14 0.70 0.42 0.28 0.17 0.37 ]
[0.72 0.26 0.05 0.18 0.41 0.63 0.18 0.15 0.47 0.20 0.82 0.15 0.86 0.08 0.62 0.30 0.15 0.12 1.00 0.55 0.89 0.60 0.83 0.97 0.39 0.40 0.12 0.90 0.94 0.66 0.40 ]
[0.68 0.09 0.91 0.22 0.08 0.85 0.66 0.31 0.97 0.33 0.95 0.28 0.61 0.86 0.67 0.55 0.30 0.39 0.55 1.00 0.91 0.04 0.46 0.10 0.88 0.64 0.56 0.30 0.14 0.51 0.86 ]
[0.43 0.38 0.83 0.55 0.35 0.32 0.15 0.62 0.38 0.46 0.66 0.80 0.10 0.95 0.35 0.42 0.79 0.34 0.89 0.91 1.00 0.45 0.44 0.11 0.05 0.35 0.63 0.75 0.81 0.41 0.50 ]
[0.42 0.29 0.01 0.89 0.35 0.31 0.23 0.67 0.86 0.04 0.77 0.77 0.95 0.86 0.65 0.27 0.47 0.83 0.60 0.04 0.45 1.00 0.25 0.50 0.05 0.78 0.46 0.91 0.02 0.65 0.82 ]
[0.55 0.42 0.49 0.32 0.87 0.87 0.14 0.32 0.14 0.25 0.96 0.19 0.12 0.40 0.81 0.14 0.37 0.57 0.83 0.46 0.44 0.25 1.00 0.18 0.96 0.53 0.57 0.88 0.53 0.12 0.72 ]
[0.02 0.58 0.43 0.01 0.94 0.01 0.13 0.51 0.66 0.23 0.42 0.13 0.11 0.64 0.83 0.43 0.27 0.82 0.97 0.10 0.11 0.50 0.18 1.00 0.70 0.95 0.19 0.98 0.34 0.57 0.64 ]
[0.10 0.95 0.46 0.41 0.44 0.85 0.76 0.20 0.77 0.01 0.22 0.28 0.39 0.16 0.35 0.82 0.62 0.42 0.39 0.88 0.05 0.05 0.96 0.70 1.00 0.70 1.00 0.40 0.46 0.41 0.13 ]
[0.20 0.31 1.00 0.53 0.69 0.55 0.79 0.24 0.69 0.88 0.88 0.60 0.91 1.00 0.97 0.94 0.23 0.14 0.40 0.64 0.35 0.78 0.53 0.95 0.70 1.00 0.82 0.72 0.06 0.56 0.82 ]
[0.84 0.43 0.44 0.43 0.01 0.94 0.09 0.87 0.58 0.64 0.90 0.64 0.14 0.35 0.62 0.85 0.18 0.70 0.12 0.56 0.63 0.46 0.57 0.19 1.00 0.82 1.00 0.97 0.44 0.90 0.47 ]
[0.95 0.12 0.08 0.02 0.75 0.89 0.14 0.55 0.89 0.51 0.72 0.41 0.14 0.29 0.04 0.31 0.37 0.42 0.90 0.30 0.75 0.91 0.88 0.98 0.40 0.72 0.97 1.00 0.39 0.88 0.10 ]
[0.77 0.51 0.81 0.95 0.02 0.62 0.78 0.22 0.20 0.26 0.01 0.84 0.68 0.25 0.04 0.04 0.07 0.28 0.94 0.14 0.81 0.02 0.53 0.34 0.46 0.06 0.44 0.39 1.00 0.59 0.19 ]
[0.88 0.26 0.76 0.23 0.74 0.33 0.80 0.76 0.34 0.38 0.71 0.99 0.38 0.83 0.51 0.45 0.46 0.17 0.66 0.51 0.41 0.65 0.12 0.57 0.41 0.56 0.90 0.88 0.59 1.00 0.39 ]
[0.07 0.26 0.54 0.02 0.26 0.48 0.20 0.57 0.40 0.52 0.65 0.63 0.29 0.32 0.67 0.17 0.64 0.37 0.40 0.86 0.50 0.82 0.72 0.64 0.13 0.82 0.47 0.10 0.19 0.39 1.00 ]
];
