D = 2;
n = [ 4 4 ];
N = 25;
d = [1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.09 0.91 0.24 0.79 0.53 0.40 0.67 0.15 0.44 0.98 0.10 0.71 0.36 0.80 0.98 0.52 0.73 0.01 0.05 0.85 0.46 0.40 0.96 0.93 ]
[0.09 1.00 0.61 0.65 0.56 0.35 0.10 0.74 0.81 0.71 0.28 0.67 0.59 0.96 0.20 0.08 0.91 0.40 0.46 0.34 0.42 0.96 0.66 1.00 0.80 ]
[0.91 0.61 1.00 0.47 0.16 0.24 0.40 0.67 0.33 0.70 0.94 0.71 0.37 0.33 0.15 0.63 0.62 0.60 0.25 0.25 0.53 0.82 0.82 0.46 0.27 ]
[0.24 0.65 0.47 1.00 0.61 0.64 0.26 0.48 0.30 0.59 0.48 0.06 0.95 0.17 0.96 0.77 0.35 0.94 0.70 0.61 0.41 0.84 0.69 0.48 0.62 ]
[0.79 0.56 0.16 0.61 1.00 0.89 0.29 0.88 0.66 0.01 0.34 0.11 0.34 0.60 0.80 0.81 0.72 0.61 0.94 0.75 0.70 0.06 0.92 0.64 0.11 ]
[0.53 0.35 0.24 0.64 0.89 1.00 0.39 0.17 0.61 0.38 0.26 0.55 0.60 0.08 0.65 0.78 0.20 0.89 0.84 0.33 0.93 0.20 0.22 0.85 0.17 ]
[0.40 0.10 0.40 0.26 0.29 0.39 1.00 0.09 0.77 0.10 0.45 0.85 0.31 0.16 0.80 0.51 0.54 0.50 0.79 0.78 0.89 0.98 0.87 0.51 0.31 ]
[0.67 0.74 0.67 0.48 0.88 0.17 0.09 1.00 0.11 0.71 0.33 0.83 0.58 0.45 0.58 0.11 0.02 0.82 0.33 0.68 0.77 0.30 0.87 0.75 0.81 ]
[0.15 0.81 0.33 0.30 0.66 0.61 0.77 0.11 1.00 0.52 0.02 0.81 0.43 0.26 0.28 0.60 0.62 0.90 0.73 0.10 0.25 0.65 0.30 0.94 0.41 ]
[0.44 0.71 0.70 0.59 0.01 0.38 0.10 0.71 0.52 1.00 0.38 0.10 0.15 0.75 0.60 0.90 0.65 0.09 0.61 0.24 0.64 0.57 0.63 0.91 0.93 ]
[0.98 0.28 0.94 0.48 0.34 0.26 0.45 0.33 0.02 0.38 1.00 0.06 0.64 0.50 0.92 0.90 0.70 0.30 0.87 0.84 0.78 0.07 0.39 0.67 0.97 ]
[0.10 0.67 0.71 0.06 0.11 0.55 0.85 0.83 0.81 0.10 0.06 1.00 0.38 0.61 0.50 0.50 0.40 0.77 0.17 0.78 0.07 0.67 0.42 0.31 0.06 ]
[0.71 0.59 0.37 0.95 0.34 0.60 0.31 0.58 0.43 0.15 0.64 0.38 1.00 0.42 0.42 0.53 0.75 0.48 0.72 0.34 0.45 0.09 0.80 0.21 0.91 ]
[0.36 0.96 0.33 0.17 0.60 0.08 0.16 0.45 0.26 0.75 0.50 0.61 0.42 1.00 0.10 0.25 0.56 0.47 0.70 0.16 0.57 1.00 0.80 0.88 0.54 ]
[0.80 0.20 0.15 0.96 0.80 0.65 0.80 0.58 0.28 0.60 0.92 0.50 0.42 0.10 1.00 0.57 0.65 0.18 0.69 0.95 0.07 0.70 0.69 0.41 0.73 ]
[0.98 0.08 0.63 0.77 0.81 0.78 0.51 0.11 0.60 0.90 0.90 0.50 0.53 0.25 0.57 1.00 0.04 0.81 0.13 0.20 0.24 0.20 0.11 0.54 0.90 ]
[0.52 0.91 0.62 0.35 0.72 0.20 0.54 0.02 0.62 0.65 0.70 0.40 0.75 0.56 0.65 0.04 1.00 0.99 0.46 0.99 0.04 0.88 0.97 0.81 0.20 ]
[0.73 0.40 0.60 0.94 0.61 0.89 0.50 0.82 0.90 0.09 0.30 0.77 0.48 0.47 0.18 0.81 0.99 1.00 0.86 0.32 0.36 0.43 0.26 0.89 0.70 ]
[0.01 0.46 0.25 0.70 0.94 0.84 0.79 0.33 0.73 0.61 0.87 0.17 0.72 0.70 0.69 0.13 0.46 0.86 1.00 0.79 0.77 0.24 0.42 0.82 0.73 ]
[0.05 0.34 0.25 0.61 0.75 0.33 0.78 0.68 0.10 0.24 0.84 0.78 0.34 0.16 0.95 0.20 0.99 0.32 0.79 1.00 0.70 0.93 0.33 0.93 0.63 ]
[0.85 0.42 0.53 0.41 0.70 0.93 0.89 0.77 0.25 0.64 0.78 0.07 0.45 0.57 0.07 0.24 0.04 0.36 0.77 0.70 1.00 0.73 0.02 0.45 0.51 ]
[0.46 0.96 0.82 0.84 0.06 0.20 0.98 0.30 0.65 0.57 0.07 0.67 0.09 1.00 0.70 0.20 0.88 0.43 0.24 0.93 0.73 1.00 0.14 0.09 0.67 ]
[0.40 0.66 0.82 0.69 0.92 0.22 0.87 0.87 0.30 0.63 0.39 0.42 0.80 0.80 0.69 0.11 0.97 0.26 0.42 0.33 0.02 0.14 1.00 0.15 0.17 ]
[0.96 1.00 0.46 0.48 0.64 0.85 0.51 0.75 0.94 0.91 0.67 0.31 0.21 0.88 0.41 0.54 0.81 0.89 0.82 0.93 0.45 0.09 0.15 1.00 0.19 ]
[0.93 0.80 0.27 0.62 0.11 0.17 0.31 0.81 0.41 0.93 0.97 0.06 0.91 0.54 0.73 0.90 0.20 0.70 0.73 0.63 0.51 0.67 0.17 0.19 1.00 ]
];
