D = 6;
n = [ 5 5 5 5 5 5 ];
N = 31;
d = [1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 4 4 4 4 4 5 5 5 5 5 6 6 6 6 6 6 ];
m = [
[1.00 0.82 0.64 0.93 0.65 0.19 0.65 0.29 0.52 0.45 0.27 0.73 0.41 0.88 0.25 0.31 0.22 0.94 0.12 0.70 0.03 0.66 0.85 0.32 0.29 0.25 0.36 0.99 0.01 0.73 0.18 ]
[0.82 1.00 0.22 0.51 0.62 0.31 0.41 0.80 0.20 0.40 0.43 0.22 0.16 0.43 0.76 0.12 0.40 0.03 0.58 0.61 0.16 0.55 0.31 0.85 0.30 0.61 0.64 0.01 0.50 0.52 0.72 ]
[0.64 0.22 1.00 0.47 0.94 0.18 0.89 0.25 0.18 0.44 0.11 0.78 0.37 0.34 0.43 0.00 0.44 0.74 1.00 0.61 0.27 0.54 0.67 0.12 0.25 0.15 0.43 0.22 0.41 0.13 0.50 ]
[0.93 0.51 0.47 1.00 0.63 0.48 0.66 0.36 0.74 0.95 0.21 0.59 0.02 0.67 0.32 0.32 0.32 0.70 0.22 0.67 0.68 0.50 0.03 0.17 0.61 0.20 0.85 0.70 0.44 0.58 0.82 ]
[0.65 0.62 0.94 0.63 1.00 0.07 0.82 0.16 0.24 0.32 0.02 0.91 0.14 0.07 0.40 0.17 0.13 0.76 0.14 0.07 0.23 0.67 0.61 0.81 0.98 0.17 0.01 0.08 0.16 0.17 0.82 ]
[0.19 0.31 0.18 0.48 0.07 1.00 0.37 0.00 0.06 0.14 0.84 0.28 0.77 0.09 0.02 0.61 0.04 0.92 0.67 0.55 0.70 0.43 0.82 0.31 0.93 0.15 0.81 0.88 0.98 0.37 0.04 ]
[0.65 0.41 0.89 0.66 0.82 0.37 1.00 0.94 0.75 0.67 0.55 0.51 0.87 0.39 0.67 0.46 1.00 0.06 0.34 0.71 0.91 0.64 0.27 0.07 0.99 0.02 0.86 0.88 0.31 0.80 0.96 ]
[0.29 0.80 0.25 0.36 0.16 0.00 0.94 1.00 0.17 0.06 0.83 0.27 0.40 0.62 0.77 0.94 0.61 0.85 0.18 0.96 0.05 0.87 0.90 0.31 0.87 0.81 0.48 0.93 0.69 0.95 0.52 ]
[0.52 0.20 0.18 0.74 0.24 0.06 0.75 0.17 1.00 0.20 0.92 0.05 0.88 0.05 0.57 0.47 0.08 0.19 0.70 0.22 0.53 0.20 0.82 0.07 0.04 0.44 0.54 0.68 0.55 0.35 0.27 ]
[0.45 0.40 0.44 0.95 0.32 0.14 0.67 0.06 0.20 1.00 0.57 0.03 0.17 0.75 0.74 0.52 0.64 0.20 0.84 0.69 0.47 0.45 0.21 0.32 0.36 0.75 0.76 0.68 0.28 0.83 0.13 ]
[0.27 0.43 0.11 0.21 0.02 0.84 0.55 0.83 0.92 0.57 1.00 0.34 0.18 0.38 0.93 0.01 0.47 0.51 0.44 0.82 0.89 0.48 0.25 0.61 0.80 0.77 0.17 0.36 0.04 0.54 0.27 ]
[0.73 0.22 0.78 0.59 0.91 0.28 0.51 0.27 0.05 0.03 0.34 1.00 0.52 0.82 0.92 0.84 0.17 0.22 0.88 0.51 0.15 0.39 0.58 0.61 0.42 0.32 0.98 0.25 0.82 0.13 0.13 ]
[0.41 0.16 0.37 0.02 0.14 0.77 0.87 0.40 0.88 0.17 0.18 0.52 1.00 0.14 0.51 0.82 0.13 0.61 0.71 0.28 0.34 0.41 0.27 0.46 0.73 0.38 0.21 0.36 0.98 0.75 0.27 ]
[0.88 0.43 0.34 0.67 0.07 0.09 0.39 0.62 0.05 0.75 0.38 0.82 0.14 1.00 0.19 0.40 0.11 0.61 0.92 0.03 0.31 0.26 0.62 0.45 0.32 0.49 0.90 0.49 0.76 0.13 0.12 ]
[0.25 0.76 0.43 0.32 0.40 0.02 0.67 0.77 0.57 0.74 0.93 0.92 0.51 0.19 1.00 0.85 0.16 0.38 0.17 0.76 0.32 0.10 0.01 0.35 0.29 0.34 0.63 0.89 0.03 0.17 0.51 ]
[0.31 0.12 0.00 0.32 0.17 0.61 0.46 0.94 0.47 0.52 0.01 0.84 0.82 0.40 0.85 1.00 0.22 0.77 0.96 0.78 0.02 0.09 0.81 0.76 0.06 0.04 0.68 0.05 0.77 0.30 0.90 ]
