D = 2;
n = [ 4 4 ];
N = 63;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.08 0.67 0.60 0.06 0.02 0.77 0.61 1.00 0.07 0.34 0.66 0.66 0.22 0.32 0.20 0.09 0.63 0.92 0.54 0.77 0.24 0.26 0.78 0.01 0.23 0.41 0.45 0.36 0.95 0.89 0.71 0.89 0.59 0.77 0.36 0.33 0.50 0.76 0.09 0.24 0.31 0.70 0.18 0.61 0.74 0.79 0.29 0.42 0.99 0.75 0.39 0.76 0.47 0.90 0.38 0.92 0.35 0.11 0.16 0.72 0.77 0.01 ]
[0.08 1.00 0.92 0.80 0.51 0.97 0.77 0.23 0.25 0.82 0.75 0.05 0.37 0.91 0.08 0.00 0.68 0.23 0.50 0.71 0.48 0.92 0.14 0.00 0.70 0.47 0.57 0.50 0.92 0.48 0.26 0.39 0.91 0.01 0.44 0.05 0.02 0.86 0.55 0.28 0.51 0.75 0.18 0.44 0.03 0.22 0.02 0.71 0.52 0.01 0.74 0.90 0.50 0.67 0.66 0.03 0.17 0.03 0.27 0.79 0.18 1.00 0.90 ]
[0.67 0.92 1.00 0.49 0.03 0.68 0.81 0.57 0.75 0.80 0.34 0.58 0.73 0.36 0.12 0.16 0.20 0.79 0.05 0.58 0.11 0.70 0.39 0.32 0.10 0.20 0.16 0.00 0.72 0.60 0.96 0.64 0.86 0.65 0.71 0.79 0.49 0.21 0.33 0.97 0.49 0.30 0.05 0.24 0.81 0.98 0.11 0.36 0.90 0.58 0.28 0.12 0.14 0.69 0.65 0.14 0.94 0.07 0.64 0.49 0.46 0.34 0.57 ]
[0.60 0.80 0.49 1.00 0.62 0.08 0.23 0.72 0.75 0.80 0.21 0.76 0.67 0.28 0.21 0.20 0.19 0.70 0.87 0.34 0.56 0.98 0.57 0.85 0.50 0.70 0.53 0.54 0.40 0.40 0.24 0.69 0.14 0.48 0.47 0.23 0.81 0.11 0.13 0.65 0.54 0.82 0.33 0.18 0.19 0.42 0.30 0.61 0.07 0.23 0.93 0.87 0.06 0.24 0.61 0.55 0.33 0.07 0.95 0.73 0.42 0.56 0.45 ]
[0.06 0.51 0.03 0.62 1.00 0.80 0.80 0.03 0.34 0.46 0.97 0.58 0.28 0.61 0.09 0.24 0.83 0.12 0.93 0.71 0.73 0.39 0.07 0.67 0.73 0.12 0.87 0.75 0.88 0.31 0.74 0.83 0.74 0.41 0.55 0.10 0.05 0.74 0.03 0.67 0.22 0.26 0.91 0.23 0.12 0.77 0.56 0.84 0.08 1.00 0.59 0.86 0.85 0.12 0.21 0.36 0.00 0.48 0.24 0.97 0.18 0.62 0.53 ]
[0.02 0.97 0.68 0.08 0.80 1.00 0.31 0.26 0.36 0.98 0.07 0.60 0.89 0.30 0.97 0.30 0.76 0.60 0.82 0.64 0.37 0.63 0.48 0.80 0.67 0.22 0.05 0.87 0.29 0.05 0.61 0.42 0.61 0.37 0.42 0.79 0.44 0.73 0.56 0.36 0.72 0.86 0.04 0.44 0.19 0.81 0.36 0.91 0.14 0.69 0.66 0.62 0.64 0.22 0.11 0.46 0.41 0.44 0.09 0.36 0.28 0.74 0.97 ]
[0.77 0.77 0.81 0.23 0.80 0.31 1.00 0.25 0.37 0.80 0.17 0.77 0.94 0.13 0.64 0.30 0.57 0.40 0.47 0.32 0.25 0.08 0.63 0.40 0.09 0.19 0.86 0.60 0.91 0.54 0.14 0.61 0.62 0.45 0.64 0.26 0.13 0.02 0.03 0.40 0.67 0.92 0.36 0.70 0.45 0.68 0.31 0.82 0.81 0.22 0.26 0.73 0.08 0.17 0.68 0.60 0.17 0.92 0.40 0.65 0.18 0.47 0.26 ]
[0.61 0.23 0.57 0.72 0.03 0.26 0.25 1.00 0.12 0.94 0.98 0.66 0.32 0.06 0.59 0.58 0.10 0.05 0.90 0.75 0.66 0.96 0.27 0.22 0.06 0.94 0.36 0.78 0.46 0.70 0.79 0.24 0.28 0.00 0.47 0.54 0.37 0.44 0.14 0.61 0.46 0.51 0.64 0.30 0.89 0.45 0.25 0.85 0.90 0.46 0.76 0.36 0.28 0.57 0.98 0.10 0.02 0.33 0.91 0.84 0.05 0.51 0.73 ]
[1.00 0.25 0.75 0.75 0.34 0.36 0.37 0.12 1.00 1.00 0.52 0.78 0.33 0.15 0.59 0.74 0.44 0.30 0.33 0.44 0.69 0.10 0.38 0.24 0.02 0.17 0.58 0.29 0.92 0.46 0.43 0.45 0.61 0.71 0.59 0.24 0.19 0.06 0.65 0.51 0.18 0.57 0.49 0.28 0.01 0.72 0.47 0.09 0.87 0.08 0.55 0.40 0.66 0.71 0.22 0.25 0.94 0.03 0.89 0.70 0.50 0.28 1.00 ]
[0.07 0.82 0.80 0.80 0.46 0.98 0.80 0.94 1.00 1.00 0.97 0.14 0.24 0.43 1.00 0.13 0.33 0.58 0.57 0.50 0.09 0.95 0.10 0.78 0.68 0.92 0.00 0.46 0.05 0.88 0.86 0.91 0.23 0.41 0.76 0.55 0.86 0.66 0.22 0.56 0.82 0.30 0.09 0.18 0.43 0.35 0.33 0.39 0.42 0.78 0.72 0.59 0.68 0.67 0.31 0.23 0.05 0.13 0.39 0.05 0.45 0.71 0.09 ]
[0.34 0.75 0.34 0.21 0.97 0.07 0.17 0.98 0.52 0.97 1.00 0.75 0.90 0.70 0.29 0.35 0.53 0.47 0.35 0.83 0.59 0.06 0.39 0.67 0.48 0.36 0.03 0.80 0.85 0.13 0.88 0.48 0.10 0.80 0.66 0.42 0.24 0.24 0.04 0.49 0.97 0.24 0.46 0.94 0.49 0.79 0.36 0.76 0.63 0.90 0.89 0.62 0.53 0.09 0.06 0.39 0.73 0.00 0.58 0.44 0.23 0.29 0.03 ]
[0.66 0.05 0.58 0.76 0.58 0.60 0.77 0.66 0.78 0.14 0.75 1.00 0.50 0.46 0.86 0.10 0.61 0.86 0.33 0.82 0.16 0.89 0.54 0.65 0.97 0.02 0.22 0.78 0.72 0.11 0.71 0.41 0.49 0.51 0.45 0.61 0.29 0.19 0.73 0.42 0.33 0.72 0.78 0.81 0.68 0.68 0.50 0.22 0.71 0.56 0.28 0.87 0.06 0.53 0.30 0.62 0.06 0.13 0.80 0.44 0.09 0.53 0.90 ]
[0.66 0.37 0.73 0.67 0.28 0.89 0.94 0.32 0.33 0.24 0.90 0.50 1.00 0.09 0.93 0.05 0.69 0.02 0.40 0.10 0.03 0.09 0.02 0.17 0.60 0.42 0.91 0.61 0.10 0.17 0.54 0.01 0.91 0.58 0.78 0.93 0.38 0.64 0.65 0.11 0.28 0.58 0.58 0.74 0.27 0.93 0.99 0.92 0.00 0.77 0.77 0.44 0.28 0.03 0.95 0.67 0.27 0.33 0.28 0.77 0.55 0.49 0.02 ]
[0.22 0.91 0.36 0.28 0.61 0.30 0.13 0.06 0.15 0.43 0.70 0.46 0.09 1.00 0.65 0.70 0.70 0.86 0.61 0.38 0.50 0.62 0.62 0.58 0.14 1.00 0.95 0.55 0.28 0.80 0.38 0.90 0.80 0.50 0.29 0.81 0.08 0.49 0.14 0.86 0.75 0.81 0.31 0.97 0.45 0.55 0.98 0.47 0.53 0.39 0.04 0.64 0.93 0.25 0.50 0.24 0.52 0.43 0.12 0.52 0.47 0.99 0.95 ]
[0.32 0.08 0.12 0.21 0.09 0.97 0.64 0.59 0.59 1.00 0.29 0.86 0.93 0.65 1.00 0.43 0.38 0.79 0.46 0.98 0.36 0.50 0.08 0.27 0.77 0.48 0.22 0.56 0.92 0.30 0.81 0.50 0.51 0.84 0.09 0.63 0.23 0.55 0.87 0.89 0.81 0.17 0.38 0.72 0.44 0.49 0.32 0.72 0.55 0.62 0.18 0.60 0.89 0.14 0.25 0.99 0.55 0.82 0.45 0.39 0.80 0.71 0.89 ]
[0.20 0.00 0.16 0.20 0.24 0.30 0.30 0.58 0.74 0.13 0.35 0.10 0.05 0.70 0.43 1.00 0.84 0.65 0.95 0.27 0.66 0.70 0.88 1.00 0.19 0.03 0.03 0.06 0.42 0.38 0.53 0.17 0.47 0.25 0.66 0.99 0.71 0.68 0.74 0.71 0.88 0.29 0.07 0.62 0.92 0.81 0.49 0.23 0.19 0.87 0.84 0.66 0.67 0.06 0.18 0.35 0.04 0.29 0.32 0.55 0.27 0.22 0.34 ]
[0.09 0.68 0.20 0.19 0.83 0.76 0.57 0.10 0.44 0.33 0.53 0.61 0.69 0.70 0.38 0.84 1.00 0.12 0.75 0.72 0.37 0.96 0.66 0.24 0.20 0.69 0.13 0.30 0.44 0.62 0.82 0.94 0.23 0.46 0.70 0.93 0.77 0.92 0.66 0.87 0.41 0.87 0.28 0.87 0.58 0.95 0.94 0.11 0.11 0.51 0.80 0.66 0.80 0.45 0.07 0.42 0.76 0.39 0.93 0.72 0.98 0.44 0.98 ]
[0.63 0.23 0.79 0.70 0.12 0.60 0.40 0.05 0.30 0.58 0.47 0.86 0.02 0.86 0.79 0.65 0.12 1.00 0.15 0.88 0.36 0.14 0.62 0.04 0.12 0.62 0.12 0.00 0.09 0.93 0.04 0.02 0.27 0.98 0.52 0.11 0.39 0.56 0.27 0.91 0.26 0.26 0.00 0.97 0.46 0.41 0.16 0.64 0.21 0.58 0.65 0.83 0.52 0.37 0.32 0.33 0.55 0.25 0.64 0.81 0.78 0.61 0.99 ]
[0.92 0.50 0.05 0.87 0.93 0.82 0.47 0.90 0.33 0.57 0.35 0.33 0.40 0.61 0.46 0.95 0.75 0.15 1.00 0.14 0.11 0.62 0.62 0.99 0.15 0.51 0.17 0.96 0.08 0.07 0.02 0.86 0.20 0.40 0.06 0.68 0.95 0.17 0.50 0.10 0.56 0.19 0.01 0.57 0.87 0.86 0.39 0.53 0.93 0.39 0.21 0.92 0.41 0.93 0.57 0.23 0.50 0.06 0.54 0.21 0.86 0.56 0.52 ]
[0.54 0.71 0.58 0.34 0.71 0.64 0.32 0.75 0.44 0.50 0.83 0.82 0.10 0.38 0.98 0.27 0.72 0.88 0.14 1.00 0.13 0.47 0.66 0.11 0.51 0.46 0.53 0.61 0.20 0.78 0.16 0.76 0.97 0.18 0.07 0.27 0.98 0.24 0.61 0.22 0.06 0.21 0.78 0.20 0.60 0.89 0.47 0.80 0.95 0.61 0.46 0.73 0.92 0.36 0.38 0.07 0.42 0.46 0.93 0.46 0.38 0.64 0.68 ]
[0.77 0.48 0.11 0.56 0.73 0.37 0.25 0.66 0.69 0.09 0.59 0.16 0.03 0.50 0.36 0.66 0.37 0.36 0.11 0.13 1.00 0.48 0.90 0.02 0.70 0.60 0.48 0.80 0.93 0.79 0.63 0.93 0.85 0.72 0.90 0.45 0.34 0.57 0.57 0.58 0.78 0.53 0.62 0.99 0.54 0.86 0.98 0.89 0.63 0.76 0.45 0.18 0.71 0.43 0.31 0.14 0.73 0.48 0.40 0.49 1.00 0.37 0.71 ]
[0.24 0.92 0.70 0.98 0.39 0.63 0.08 0.96 0.10 0.95 0.06 0.89 0.09 0.62 0.50 0.70 0.96 0.14 0.62 0.47 0.48 1.00 0.80 0.56 0.26 0.48 0.86 0.44 0.00 0.11 0.40 0.57 0.90 0.35 0.01 0.04 0.38 0.36 0.85 0.93 0.81 0.87 0.15 0.69 0.67 0.29 0.32 0.79 0.16 0.30 0.85 0.16 0.07 0.06 0.40 0.30 0.83 0.68 0.21 0.28 0.01 0.36 0.45 ]
