D = 8;
n = [ 3 3 3 3 3 3 3 3 ];
N = 36;
d = [1 1 1 1 2 2 2 2 3 3 3 3 4 4 4 4 5 5 5 5 6 6 6 6 7 7 7 7 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.96 0.28 0.42 0.93 0.85 0.85 0.72 0.52 0.36 0.11 0.84 0.96 0.54 0.01 0.27 0.16 0.87 0.47 0.19 0.74 0.42 0.92 0.05 0.02 0.32 0.96 0.99 0.71 0.54 0.91 0.10 0.80 0.36 0.91 0.82 ]
[0.96 1.00 0.46 0.59 0.97 0.97 0.68 0.02 0.79 0.97 0.84 0.12 0.16 0.53 0.54 0.37 0.50 0.92 0.81 0.65 0.21 0.26 0.48 0.25 0.89 0.09 0.42 0.12 0.85 0.22 0.48 0.72 0.17 0.20 0.46 0.87 ]
[0.28 0.46 1.00 0.19 0.03 0.89 0.68 0.41 0.97 0.37 0.22 0.15 0.79 0.03 0.54 0.30 0.08 0.41 0.24 0.05 0.51 0.51 0.43 0.39 0.39 0.79 0.30 0.52 0.27 0.55 0.39 0.12 0.43 0.58 0.39 0.79 ]
[0.42 0.59 0.19 1.00 0.34 0.51 0.71 0.28 0.97 0.73 0.31 0.07 0.61 0.06 0.85 0.17 0.68 0.70 0.92 0.57 0.61 0.58 0.69 0.65 0.41 0.50 0.04 0.21 0.87 0.58 0.52 0.55 0.27 0.98 0.76 0.96 ]
[0.93 0.97 0.03 0.34 1.00 0.41 0.06 0.79 0.22 0.12 0.55 0.10 0.86 0.68 0.77 0.22 0.89 0.84 0.15 0.61 0.06 0.82 0.55 0.18 0.65 0.87 0.03 0.42 0.16 0.02 0.69 0.43 0.03 0.47 0.50 0.93 ]
[0.85 0.97 0.89 0.51 0.41 1.00 0.55 0.78 0.80 0.98 0.62 0.69 0.31 0.34 0.00 0.66 0.98 0.57 0.79 0.83 0.81 0.45 0.59 0.53 0.99 0.93 0.46 0.15 0.60 0.76 0.04 0.35 0.74 0.42 0.83 0.53 ]
[0.85 0.68 0.68 0.71 0.06 0.55 1.00 0.51 0.81 0.09 0.01 0.26 0.71 0.68 0.71 0.12 0.83 0.68 0.11 0.50 0.48 0.43 0.16 0.42 0.37 0.09 0.76 0.72 0.28 0.39 0.92 0.66 0.52 0.79 0.21 0.95 ]
[0.72 0.02 0.41 0.28 0.79 0.78 0.51 1.00 0.20 0.46 0.27 0.65 0.75 0.76 0.87 0.53 0.31 0.42 0.03 0.96 0.25 0.07 0.61 0.79 0.18 0.39 0.95 0.62 0.32 0.61 0.88 0.46 0.67 0.36 0.99 0.67 ]
[0.52 0.79 0.97 0.97 0.22 0.80 0.81 0.20 1.00 0.08 0.24 0.49 0.68 0.83 0.72 0.16 0.63 0.74 0.93 0.77 0.10 0.18 0.53 0.16 0.76 0.33 0.46 0.50 0.14 0.99 0.22 0.27 0.97 0.73 0.46 0.16 ]
[0.36 0.97 0.37 0.73 0.12 0.98 0.09 0.46 0.08 1.00 0.76 0.14 0.57 0.71 0.75 0.72 0.12 0.12 0.41 0.64 0.76 0.83 0.04 0.13 0.40 1.00 0.78 0.01 0.81 0.49 0.12 0.06 0.04 0.35 0.35 0.66 ]
[0.11 0.84 0.22 0.31 0.55 0.62 0.01 0.27 0.24 0.76 1.00 0.60 0.68 0.81 0.12 0.47 0.21 0.37 0.24 0.71 0.15 0.65 0.73 0.47 0.14 0.36 0.04 0.30 0.10 0.63 0.34 0.91 0.55 0.28 0.45 0.06 ]
