D = 6;
n = [ 2 2 2 2 2 2 ];
N = 45;
d = [1 1 1 1 1 1 1 2 2 2 2 2 2 2 3 3 3 3 3 3 3 4 4 4 4 4 4 4 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.82 0.76 0.16 0.88 0.99 0.29 0.90 0.52 0.78 0.76 0.60 0.38 0.96 0.60 0.99 0.68 0.01 0.95 0.46 0.83 0.97 0.28 0.15 0.76 0.36 0.67 0.15 0.80 0.16 0.09 0.47 0.39 0.46 0.28 0.03 0.85 0.30 0.05 0.92 0.41 0.84 0.58 0.65 0.18 ]
[0.82 1.00 0.53 0.35 0.68 0.45 0.18 0.52 0.89 0.91 0.39 0.75 0.75 0.43 0.52 0.45 0.65 0.40 0.07 0.31 0.99 0.54 0.12 0.57 0.95 0.25 0.04 0.92 0.22 0.95 0.76 0.33 0.05 0.11 0.16 0.55 0.68 0.58 0.41 0.53 0.23 0.50 0.02 0.61 0.15 ]
[0.76 0.53 1.00 0.05 0.35 0.44 0.84 0.86 0.01 0.42 0.31 0.68 0.31 0.22 0.20 0.49 0.26 0.73 0.74 0.03 0.29 0.67 0.01 0.08 0.16 0.42 0.83 0.98 0.76 0.12 0.87 0.19 0.86 0.91 0.21 0.85 0.92 0.30 0.45 0.78 0.03 0.74 0.30 0.85 0.10 ]
[0.16 0.35 0.05 1.00 0.94 0.43 0.16 0.39 0.40 0.52 0.97 0.19 0.05 0.61 0.36 0.40 0.42 0.10 0.60 0.79 0.23 0.02 0.53 0.26 0.48 0.01 0.38 0.60 0.36 0.15 0.52 0.08 0.65 0.36 0.19 0.15 0.35 0.71 0.43 0.45 0.51 0.89 0.71 0.47 0.81 ]
[0.88 0.68 0.35 0.94 1.00 0.41 0.59 0.02 0.60 0.92 0.48 0.74 0.45 0.16 0.99 0.14 0.66 0.55 0.98 0.10 0.46 0.03 0.91 0.83 0.44 0.52 0.98 0.99 0.36 0.81 0.86 0.96 0.92 0.86 0.57 0.61 0.43 0.92 0.62 0.40 0.46 0.89 0.04 0.26 0.31 ]
[0.99 0.45 0.44 0.43 0.41 1.00 0.20 0.42 0.89 0.09 0.45 0.13 0.46 0.01 0.80 0.28 0.11 0.68 0.84 0.58 1.00 0.23 0.07 0.99 0.83 0.64 0.96 0.12 0.88 0.23 0.64 0.86 0.90 0.66 0.64 0.51 0.63 0.36 0.17 0.52 0.61 0.17 0.35 0.43 0.62 ]
[0.29 0.18 0.84 0.16 0.59 0.20 1.00 0.33 0.95 0.07 0.43 0.34 0.81 0.27 0.68 0.67 0.66 0.69 0.64 0.43 0.65 0.66 0.72 0.04 0.22 0.46 0.45 0.89 0.54 0.99 0.88 0.29 0.99 0.19 0.34 0.39 0.91 0.30 0.07 0.83 0.34 0.25 0.35 0.67 0.36 ]
[0.90 0.52 0.86 0.39 0.02 0.42 0.33 1.00 0.43 0.96 0.66 0.37 0.63 0.87 0.61 0.04 0.16 0.31 0.19 0.56 0.93 0.13 0.28 0.11 0.62 0.86 0.52 0.52 0.18 0.25 0.72 0.16 0.43 0.41 0.38 0.31 0.02 0.82 0.13 0.18 0.36 0.19 0.96 0.22 0.20 ]
[0.52 0.89 0.01 0.40 0.60 0.89 0.95 0.43 1.00 0.21 0.20 0.40 0.64 0.60 0.79 0.69 0.17 0.57 0.29 0.82 0.73 0.99 0.98 0.06 0.93 0.93 0.43 0.50 0.91 0.27 0.21 0.80 0.71 0.56 0.11 0.74 0.90 0.40 0.09 0.63 0.38 0.90 0.30 0.40 0.65 ]
[0.78 0.91 0.42 0.52 0.92 0.09 0.07 0.96 0.21 1.00 0.11 0.14 0.34 0.49 0.06 0.60 0.43 0.23 0.24 0.21 0.29 0.46 0.10 0.46 0.49 0.95 0.31 0.17 0.20 0.64 0.05 0.14 0.49 0.09 0.38 0.78 0.48 0.41 0.77 0.48 0.13 0.50 0.03 0.70 0.09 ]
