D = 4;
n = [ 5 5 5 5 ];
N = 24;
d = [1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 ];
m = [
[1.00 0.77 0.84 0.80 0.02 0.13 0.07 0.44 0.29 0.43 0.16 0.53 0.91 0.93 0.76 0.09 0.28 0.33 0.88 0.94 0.40 0.96 0.51 0.82 ]
[0.77 1.00 0.84 0.42 0.84 0.66 0.46 0.86 0.37 0.13 0.95 0.86 0.12 0.25 0.16 0.63 0.47 0.50 0.95 0.40 0.13 0.33 0.64 0.51 ]
[0.84 0.84 1.00 0.76 0.83 0.66 0.90 0.29 0.90 0.97 0.60 0.62 0.35 0.62 0.14 0.93 0.79 0.87 0.59 0.96 0.65 0.70 0.09 0.22 ]
[0.80 0.42 0.76 1.00 0.49 0.62 0.18 0.50 0.52 0.69 0.39 0.17 0.45 0.70 0.49 0.50 0.82 0.12 0.37 0.36 0.50 0.79 0.50 0.07 ]
[0.02 0.84 0.83 0.49 1.00 0.32 0.84 0.09 0.14 0.83 0.24 0.90 0.56 0.76 0.04 0.32 0.44 0.37 0.54 0.30 0.58 0.15 0.83 0.15 ]
[0.13 0.66 0.66 0.62 0.32 1.00 0.05 0.07 0.20 0.84 0.16 0.60 0.84 0.07 0.16 0.70 0.62 0.03 0.17 0.06 0.49 0.48 0.21 0.48 ]
[0.07 0.46 0.90 0.18 0.84 0.05 1.00 0.25 0.22 0.50 0.81 0.65 0.11 0.24 0.06 0.47 0.29 0.92 0.73 0.95 0.60 0.98 0.85 0.55 ]
[0.44 0.86 0.29 0.50 0.09 0.07 0.25 1.00 0.96 0.13 0.55 0.52 0.97 0.52 0.15 0.05 0.24 0.03 0.41 0.22 0.42 0.37 0.32 0.42 ]
[0.29 0.37 0.90 0.52 0.14 0.20 0.22 0.96 1.00 0.77 0.66 0.07 0.74 0.13 0.36 0.65 0.87 0.64 0.39 0.43 0.34 0.87 0.68 0.62 ]
[0.43 0.13 0.97 0.69 0.83 0.84 0.50 0.13 0.77 1.00 0.80 0.87 0.50 0.08 0.18 0.34 0.06 0.84 0.46 0.76 0.62 0.23 0.93 0.72 ]
[0.16 0.95 0.60 0.39 0.24 0.16 0.81 0.55 0.66 0.80 1.00 0.96 0.27 0.72 0.37 0.57 0.08 0.55 0.97 0.48 0.82 0.75 0.96 0.18 ]
[0.53 0.86 0.62 0.17 0.90 0.60 0.65 0.52 0.07 0.87 0.96 1.00 0.08 0.10 0.90 0.69 0.40 0.10 0.28 0.16 0.04 0.25 0.90 0.85 ]
[0.91 0.12 0.35 0.45 0.56 0.84 0.11 0.97 0.74 0.50 0.27 0.08 1.00 0.69 0.12 0.18 0.76 0.07 0.88 0.96 0.45 0.63 0.19 0.65 ]
[0.93 0.25 0.62 0.70 0.76 0.07 0.24 0.52 0.13 0.08 0.72 0.10 0.69 1.00 0.76 0.62 0.93 0.87 0.45 0.97 0.47 0.02 0.00 0.90 ]
[0.76 0.16 0.14 0.49 0.04 0.16 0.06 0.15 0.36 0.18 0.37 0.90 0.12 0.76 1.00 0.47 0.34 0.19 0.84 0.90 0.19 0.73 0.30 0.01 ]
[0.09 0.63 0.93 0.50 0.32 0.70 0.47 0.05 0.65 0.34 0.57 0.69 0.18 0.62 0.47 1.00 0.42 0.53 0.69 0.68 0.75 0.78 0.68 0.93 ]
[0.28 0.47 0.79 0.82 0.44 0.62 0.29 0.24 0.87 0.06 0.08 0.40 0.76 0.93 0.34 0.42 1.00 0.47 0.23 0.79 0.36 0.86 0.38 0.33 ]
[0.33 0.50 0.87 0.12 0.37 0.03 0.92 0.03 0.64 0.84 0.55 0.10 0.07 0.87 0.19 0.53 0.47 1.00 0.96 0.90 0.87 0.94 0.63 0.41 ]
[0.88 0.95 0.59 0.37 0.54 0.17 0.73 0.41 0.39 0.46 0.97 0.28 0.88 0.45 0.84 0.69 0.23 0.96 1.00 0.49 0.47 0.31 0.79 0.28 ]
[0.94 0.40 0.96 0.36 0.30 0.06 0.95 0.22 0.43 0.76 0.48 0.16 0.96 0.97 0.90 0.68 0.79 0.90 0.49 1.00 0.63 0.44 0.68 0.16 ]
[0.40 0.13 0.65 0.50 0.58 0.49 0.60 0.42 0.34 0.62 0.82 0.04 0.45 0.47 0.19 0.75 0.36 0.87 0.47 0.63 1.00 0.04 1.00 0.53 ]
[0.96 0.33 0.70 0.79 0.15 0.48 0.98 0.37 0.87 0.23 0.75 0.25 0.63 0.02 0.73 0.78 0.86 0.94 0.31 0.44 0.04 1.00 0.02 0.85 ]
[0.51 0.64 0.09 0.50 0.83 0.21 0.85 0.32 0.68 0.93 0.96 0.90 0.19 0.00 0.30 0.68 0.38 0.63 0.79 0.68 1.00 0.02 1.00 0.16 ]
[0.82 0.51 0.22 0.07 0.15 0.48 0.55 0.42 0.62 0.72 0.18 0.85 0.65 0.90 0.01 0.93 0.33 0.41 0.28 0.16 0.53 0.85 0.16 1.00 ]
];
