D = 8;
n = [ 4 4 4 4 4 4 4 4 ];
N = 66;
d = [1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.40 0.81 0.59 0.02 0.91 0.62 0.72 0.14 0.28 0.23 0.00 0.30 0.91 0.18 0.78 0.83 0.16 0.91 0.11 0.26 0.26 0.63 0.89 0.29 0.32 0.27 0.00 0.38 0.18 0.05 0.62 0.82 0.81 0.78 0.93 0.83 0.48 0.61 0.23 0.15 0.98 0.61 0.66 0.02 0.67 0.82 0.70 0.69 0.54 0.17 0.19 0.70 0.74 0.20 0.12 0.76 0.65 0.84 0.03 0.23 0.93 0.78 0.53 0.18 0.89 ]
[0.40 1.00 0.69 0.34 0.01 0.26 0.63 0.52 0.52 0.01 0.28 0.32 0.37 0.67 0.48 0.36 0.16 0.18 0.37 0.07 0.55 0.58 0.60 0.89 0.89 0.92 0.56 0.69 0.38 0.02 0.62 0.82 0.33 0.80 0.60 0.30 0.40 0.47 0.39 0.67 0.98 0.40 0.23 0.93 0.50 0.23 0.65 0.69 0.88 0.50 0.56 0.17 0.01 0.69 0.06 0.73 0.76 0.22 0.73 0.68 0.99 0.25 0.88 0.70 0.58 0.88 ]
[0.81 0.69 1.00 0.29 0.89 0.89 0.54 0.02 0.52 0.49 0.66 0.13 0.02 0.37 0.91 0.60 0.50 0.20 0.81 0.67 0.42 0.76 0.75 0.05 0.72 0.83 0.68 0.60 0.91 0.97 0.58 0.07 0.02 0.60 0.43 0.93 0.15 0.16 0.22 0.88 0.78 0.96 0.99 0.17 0.25 0.40 0.04 0.36 0.55 0.46 0.41 0.02 0.36 0.95 0.69 0.21 0.01 0.59 0.46 0.63 0.23 0.12 0.39 0.62 0.27 0.31 ]
[0.59 0.34 0.29 1.00 0.26 0.58 0.16 0.62 0.94 0.52 0.79 0.72 0.62 0.30 0.42 0.58 0.44 0.94 0.86 0.06 0.50 0.40 0.92 0.56 0.17 0.98 0.98 0.63 0.22 0.45 0.07 0.73 0.70 0.15 0.81 0.35 0.94 0.58 0.16 0.22 0.15 0.15 0.57 0.00 0.78 0.48 0.79 0.64 0.34 0.58 0.46 0.90 0.68 0.31 0.54 0.80 0.87 0.59 0.75 0.72 0.38 0.97 0.81 0.06 0.74 0.83 ]
[0.02 0.01 0.89 0.26 1.00 0.51 0.17 0.93 0.95 0.29 0.39 0.32 0.93 0.29 0.54 0.38 0.15 0.73 0.99 0.03 0.93 0.36 0.11 0.14 0.29 0.11 0.59 0.69 0.42 0.96 0.58 0.71 0.13 0.93 0.65 0.57 0.18 0.39 0.31 0.37 0.06 0.39 0.20 0.13 0.81 0.35 0.51 0.35 0.79 0.40 0.66 0.34 0.69 0.59 0.03 0.82 0.53 0.70 0.68 0.28 0.97 0.98 0.58 0.89 0.01 0.03 ]
[0.91 0.26 0.89 0.58 0.51 1.00 0.40 0.39 0.81 0.58 0.51 0.82 0.07 0.35 0.63 0.26 0.15 0.15 0.96 0.08 0.13 0.36 0.81 0.58 0.16 0.58 0.80 0.52 0.55 0.42 0.11 0.32 0.98 0.72 0.92 0.04 0.95 0.92 0.40 0.18 0.40 0.45 0.71 0.50 0.66 0.86 0.43 0.65 0.54 0.12 0.26 0.94 0.41 0.59 0.97 0.47 0.16 0.92 0.11 0.90 0.62 0.33 0.39 0.58 0.54 0.79 ]
[0.62 0.63 0.54 0.16 0.17 0.40 1.00 0.50 0.37 0.90 0.29 0.73 0.01 0.09 0.61 0.20 0.18 0.69 0.31 0.35 0.17 0.27 0.42 0.36 0.15 0.87 0.02 0.84 0.31 0.51 0.63 0.09 0.16 0.79 0.73 0.22 0.38 0.86 0.48 0.93 0.59 0.58 0.76 0.99 0.22 0.26 0.72 0.16 0.61 0.98 0.56 0.31 0.12 0.96 0.98 0.65 0.88 0.94 0.98 0.18 0.10 0.61 0.63 0.03 0.55 0.01 ]
[0.72 0.52 0.02 0.62 0.93 0.39 0.50 1.00 0.21 0.12 0.40 0.95 0.52 0.81 0.81 0.51 0.44 0.21 0.04 0.40 0.41 0.74 0.69 0.96 0.18 0.21 0.54 0.88 0.89 0.46 0.03 0.70 0.72 0.68 0.50 0.96 0.70 0.82 0.01 0.46 0.55 0.01 0.70 0.44 0.82 0.48 0.37 0.09 0.50 0.48 0.81 0.48 0.38 0.25 0.09 0.93 0.31 0.86 0.79 0.05 0.77 0.32 0.90 0.71 0.77 0.80 ]
[0.14 0.52 0.52 0.94 0.95 0.81 0.37 0.21 1.00 0.56 0.27 0.54 0.60 0.79 0.31 0.10 0.48 0.38 0.51 0.24 0.63 0.99 0.73 0.10 0.83 0.65 0.71 0.41 0.98 0.61 0.89 0.53 0.94 0.98 0.01 0.88 0.75 0.34 0.29 0.71 0.01 0.77 0.33 0.46 0.20 0.22 0.43 0.16 0.41 0.08 0.43 0.65 0.63 0.91 0.93 0.66 0.97 0.72 0.47 0.71 0.36 0.27 0.33 0.21 0.72 0.04 ]
[0.28 0.01 0.49 0.52 0.29 0.58 0.90 0.12 0.56 1.00 0.93 0.63 0.41 0.14 0.84 1.00 0.03 0.62 0.42 0.01 0.06 0.79 0.42 0.50 0.15 0.17 0.48 0.35 0.17 0.53 0.65 0.36 0.72 0.50 0.47 0.42 0.75 0.33 0.68 0.16 0.48 0.22 0.09 0.03 0.22 0.17 0.29 0.07 0.54 0.42 0.22 0.63 0.68 0.19 0.58 0.31 0.40 0.88 0.76 0.07 0.50 0.33 0.62 0.99 0.70 0.76 ]
