D = 8;
n = [ 5 5 5 5 5 5 5 5 ];
N = 68;
d = [1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.26 0.74 0.90 0.09 0.11 0.88 0.63 0.95 0.67 0.72 0.74 0.54 0.10 0.89 0.58 0.89 0.07 0.88 0.17 0.55 0.28 0.86 0.82 0.33 0.68 0.63 0.23 0.86 0.11 0.87 0.12 0.90 0.01 0.37 0.68 0.46 0.34 0.22 0.95 0.97 0.27 0.99 0.71 0.32 0.34 0.64 0.13 0.85 0.85 0.72 0.72 0.56 0.80 0.83 0.58 0.50 0.34 0.69 0.54 0.32 0.23 0.86 0.46 0.53 0.77 0.65 0.71 ]
[0.26 1.00 0.30 0.43 0.00 0.68 0.38 0.44 0.81 0.65 0.79 0.40 0.93 0.89 0.88 0.85 0.98 0.52 0.85 0.32 0.45 0.01 0.48 0.48 0.79 0.43 0.78 0.21 0.49 0.58 0.69 0.07 0.34 0.52 0.20 0.88 0.75 0.75 0.22 0.16 0.15 0.22 0.60 0.47 0.52 0.57 0.21 0.41 0.73 0.50 0.43 0.77 0.03 0.15 0.73 0.55 0.87 0.84 0.01 0.03 0.19 0.45 0.23 0.80 0.58 0.34 0.88 0.23 ]
[0.74 0.30 1.00 0.93 0.27 0.58 0.39 0.41 0.18 0.28 0.14 0.68 0.11 0.01 0.75 0.45 0.21 0.64 0.14 0.97 0.83 0.90 0.10 0.30 0.48 0.50 0.29 0.20 0.10 0.95 0.78 0.69 0.23 0.63 0.13 0.08 0.16 0.62 0.80 0.98 0.80 0.68 0.74 0.02 0.20 0.81 0.25 0.62 0.45 0.54 0.16 0.28 0.12 0.36 0.37 0.32 0.71 0.24 0.27 0.42 0.42 0.69 0.28 0.29 0.50 0.59 0.91 0.15 ]
[0.90 0.43 0.93 1.00 0.92 0.91 0.40 0.81 0.64 0.96 0.83 0.51 0.74 0.08 0.26 0.86 0.13 0.66 0.20 0.41 0.27 0.80 0.34 0.94 0.51 0.73 0.26 0.01 0.82 0.41 0.90 0.94 0.94 0.90 0.41 0.31 0.76 0.55 0.22 0.44 0.83 0.54 0.41 0.48 0.28 0.54 0.50 0.64 0.63 0.11 0.98 0.35 0.36 0.34 0.14 0.62 0.92 0.82 0.90 0.25 0.12 0.35 0.24 0.33 0.10 0.14 0.33 0.63 ]
[0.09 0.00 0.27 0.92 1.00 0.18 0.72 0.80 0.44 0.23 0.36 0.66 0.57 0.11 0.84 0.65 0.40 0.67 0.72 0.80 0.63 0.18 0.66 0.97 0.20 0.64 0.52 0.97 0.57 0.46 0.81 0.73 0.74 0.41 0.66 0.03 0.78 0.69 0.87 0.36 0.85 0.93 0.70 0.82 0.21 0.77 0.21 0.88 0.90 0.41 0.52 0.81 0.64 0.52 0.90 0.05 0.62 0.20 0.62 0.89 0.53 0.30 0.21 0.56 0.58 0.59 0.17 0.32 ]
[0.11 0.68 0.58 0.91 0.18 1.00 0.66 0.26 0.63 0.62 0.14 0.94 0.44 0.15 0.08 0.19 0.87 0.45 0.37 0.39 0.42 0.91 0.53 0.07 0.47 0.23 0.82 0.21 0.57 0.50 0.68 0.15 0.56 0.48 0.67 0.20 0.11 0.26 0.48 0.76 0.89 0.49 0.64 0.84 0.38 0.18 0.61 0.45 0.94 0.80 0.94 0.77 0.91 0.02 0.97 0.12 0.85 0.25 0.46 0.24 0.33 0.33 0.68 0.18 0.84 0.20 0.26 0.35 ]
[0.88 0.38 0.39 0.40 0.72 0.66 1.00 0.54 0.33 0.36 0.43 0.90 0.88 0.58 0.20 0.08 0.27 0.24 0.63 0.30 0.59 0.55 0.24 0.75 0.91 0.81 0.61 0.57 0.36 0.74 0.59 0.35 0.04 0.41 0.63 1.00 0.59 0.46 0.03 0.72 0.01 0.31 0.54 0.25 0.91 0.08 0.75 0.38 0.51 0.48 0.18 0.78 0.08 0.79 0.88 0.27 0.76 0.89 0.60 0.67 0.09 0.29 0.83 0.40 0.90 0.83 0.93 0.41 ]
[0.63 0.44 0.41 0.81 0.80 0.26 0.54 1.00 0.73 0.74 0.88 0.98 0.14 0.57 0.88 0.80 0.57 0.70 0.19 0.02 0.28 0.65 0.52 0.89 0.07 0.08 0.06 0.60 0.24 0.68 0.62 0.11 0.51 0.49 0.14 0.48 0.12 0.81 0.64 0.23 0.60 0.59 0.83 0.92 0.82 0.93 0.26 0.02 0.31 0.03 0.68 0.33 0.24 0.54 0.27 0.06 0.74 0.23 0.73 0.95 0.60 0.42 0.81 0.64 0.06 0.84 0.88 0.74 ]
[0.95 0.81 0.18 0.64 0.44 0.63 0.33 0.73 1.00 0.19 0.59 0.77 0.69 0.24 0.65 0.92 0.93 0.91 0.69 0.65 0.13 0.15 0.35 0.90 0.25 0.77 0.40 0.86 0.94 0.96 0.29 0.11 0.19 0.13 0.88 0.10 0.73 0.73 0.12 0.03 0.53 0.30 0.23 0.45 0.97 0.41 0.61 0.24 0.47 0.85 0.65 0.68 0.10 0.57 0.88 0.68 0.07 0.19 0.09 0.20 0.78 0.71 0.55 0.96 0.10 0.77 0.90 0.73 ]
[0.67 0.65 0.28 0.96 0.23 0.62 0.36 0.74 0.19 1.00 0.42 0.66 0.11 0.53 0.05 0.46 1.00 0.94 0.60 0.79 0.77 0.61 0.19 0.39 0.89 0.51 0.13 0.70 0.40 0.42 0.52 0.46 0.74 0.62 0.09 0.81 0.25 0.13 0.62 0.70 0.18 0.44 0.05 0.89 0.44 0.89 0.55 0.27 0.06 0.06 0.71 0.14 0.00 0.84 0.96 0.27 0.68 0.11 0.96 0.42 0.72 0.04 0.05 0.61 0.16 0.54 0.75 0.26 ]
[0.72 0.79 0.14 0.83 0.36 0.14 0.43 0.88 0.59 0.42 1.00 0.34 0.92 0.67 0.82 0.22 0.87 0.95 0.12 0.70 0.73 0.50 0.42 0.83 0.06 0.18 0.61 0.34 0.22 0.54 0.30 0.53 0.18 0.35 0.02 0.90 0.17 0.17 0.14 0.68 0.95 0.36 0.63 0.85 0.22 0.99 0.67 0.27 0.72 0.61 0.24 0.16 0.62 0.97 0.51 0.18 0.35 0.68 0.88 0.32 0.61 0.08 0.20 0.18 0.01 0.85 0.98 0.71 ]
[0.74 0.40 0.68 0.51 0.66 0.94 0.90 0.98 0.77 0.66 0.34 1.00 0.14 0.95 0.79 0.19 0.33 0.85 0.94 0.89 0.91 0.84 0.78 0.96 0.01 0.60 0.74 0.82 0.83 0.96 0.42 0.28 0.55 0.20 0.59 0.87 0.55 0.16 0.34 0.13 0.23 0.63 0.61 0.08 0.62 0.56 0.33 0.93 0.77 0.12 0.19 0.03 0.72 0.54 0.17 0.31 0.25 0.75 0.24 0.80 0.31 0.48 0.25 0.56 0.49 0.60 0.66 0.51 ]
