D = 6;
n = [ 2 2 2 2 2 2 ];
N = 37;
d = [1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 5 5 5 5 5 5 6 6 6 6 6 6 6 ];
m = [
[1.00 0.18 0.62 0.04 0.53 0.86 0.85 0.20 0.10 0.32 0.09 0.57 0.49 0.80 0.73 0.16 0.71 0.25 0.67 0.91 0.80 0.51 0.23 0.10 0.91 0.69 0.70 0.86 0.77 0.74 0.84 0.72 0.15 0.27 0.85 0.51 0.99 ]
[0.18 1.00 0.48 0.67 0.61 0.71 0.85 0.77 0.81 0.17 0.33 0.07 0.94 0.12 0.14 0.94 0.02 0.74 0.31 0.83 0.31 0.45 0.37 0.51 0.19 0.20 0.12 0.66 0.95 0.89 0.22 0.14 0.73 0.73 0.36 0.44 0.07 ]
[0.62 0.48 1.00 0.08 0.01 0.38 0.07 0.17 0.10 0.63 0.28 0.17 0.47 0.77 0.23 0.21 0.62 0.64 0.29 0.73 0.71 0.40 0.19 0.94 0.26 0.86 0.20 0.00 0.37 0.47 0.69 0.02 0.51 0.11 0.19 0.82 0.68 ]
[0.04 0.67 0.08 1.00 0.76 0.36 0.84 0.48 0.65 0.26 0.25 0.96 0.08 0.91 0.29 0.66 0.87 0.69 0.58 0.34 0.21 0.57 0.39 0.02 0.66 0.72 0.06 0.74 0.31 0.64 0.13 0.37 0.30 0.26 0.50 0.76 0.53 ]
[0.53 0.61 0.01 0.76 1.00 0.71 0.83 0.77 0.30 0.43 0.15 0.28 0.28 0.52 0.88 0.69 0.50 0.36 0.77 0.93 0.85 0.72 0.90 0.73 0.04 0.78 0.64 0.74 0.69 0.55 0.72 0.58 0.82 0.46 0.52 0.22 0.56 ]
[0.86 0.71 0.38 0.36 0.71 1.00 0.23 0.99 0.90 0.59 0.40 0.52 0.48 0.49 0.61 0.87 0.35 0.98 0.88 0.57 0.90 0.81 0.13 0.89 0.98 0.45 0.75 0.98 0.25 0.64 0.65 0.49 0.83 0.94 0.66 0.11 0.92 ]
[0.85 0.85 0.07 0.84 0.83 0.23 1.00 0.39 0.84 0.23 0.83 0.36 0.92 0.92 0.28 0.18 0.74 0.03 0.80 0.65 0.77 0.19 0.46 0.45 0.07 0.45 0.47 0.04 0.17 0.72 0.81 0.92 0.63 0.27 0.31 0.31 0.48 ]
[0.20 0.77 0.17 0.48 0.77 0.99 0.39 1.00 0.89 0.42 0.05 0.70 0.82 0.99 0.55 0.15 0.10 0.20 0.18 0.52 0.08 0.03 0.36 0.53 0.52 0.61 0.95 0.82 0.29 0.01 0.96 0.18 0.92 0.95 0.13 0.42 0.90 ]
[0.10 0.81 0.10 0.65 0.30 0.90 0.84 0.89 1.00 0.08 0.65 0.92 0.89 0.51 0.67 0.39 0.86 0.73 0.60 0.87 0.52 0.65 0.85 0.97 0.36 0.96 0.66 0.37 0.69 0.99 0.18 0.81 0.55 0.01 0.17 0.05 0.66 ]
[0.32 0.17 0.63 0.26 0.43 0.59 0.23 0.42 0.08 1.00 0.03 0.91 0.98 0.99 0.74 0.92 0.98 0.94 0.65 0.76 0.84 0.48 0.72 0.32 0.53 0.23 0.40 0.03 0.20 0.76 0.38 0.09 0.50 0.64 0.72 0.82 0.83 ]
[0.09 0.33 0.28 0.25 0.15 0.40 0.83 0.05 0.65 0.03 1.00 0.82 0.19 0.56 0.03 0.27 0.43 0.94 0.21 0.76 1.00 0.43 0.74 0.30 0.80 0.55 0.71 0.30 0.11 0.16 0.26 0.03 0.51 0.20 0.23 0.95 0.61 ]
[0.57 0.07 0.17 0.96 0.28 0.52 0.36 0.70 0.92 0.91 0.82 1.00 0.66 0.87 0.51 0.23 1.00 1.00 0.84 0.74 0.30 0.46 0.67 0.60 0.75 0.69 0.60 0.12 0.79 0.98 0.44 0.41 0.98 0.15 0.75 0.20 0.58 ]
[0.49 0.94 0.47 0.08 0.28 0.48 0.92 0.82 0.89 0.98 0.19 0.66 1.00 0.72 0.56 0.26 0.18 0.08 0.24 0.13 0.08 0.61 0.46 0.71 0.46 0.37 0.56 0.72 0.67 0.06 0.27 0.64 0.76 0.15 0.36 0.79 0.92 ]
[0.80 0.12 0.77 0.91 0.52 0.49 0.92 0.99 0.51 0.99 0.56 0.87 0.72 1.00 0.44 0.55 0.74 0.05 0.07 0.66 0.94 0.47 0.88 0.83 0.15 0.43 0.02 0.53 0.39 0.21 0.63 0.58 0.23 0.49 0.95 0.85 0.87 ]
[0.73 0.14 0.23 0.29 0.88 0.61 0.28 0.55 0.67 0.74 0.03 0.51 0.56 0.44 1.00 0.75 0.77 0.21 0.09 0.40 0.55 0.78 0.34 0.11 0.42 0.38 0.43 0.05 0.40 0.63 0.77 0.98 0.05 0.12 0.92 0.45 0.09 ]
[0.16 0.94 0.21 0.66 0.69 0.87 0.18 0.15 0.39 0.92 0.27 0.23 0.26 0.55 0.75 1.00 0.71 0.47 0.66 0.59 0.16 0.36 0.68 0.95 0.92 0.48 0.36 0.40 0.19 0.69 0.58 0.95 0.68 0.79 0.84 0.34 0.16 ]
[0.71 0.02 0.62 0.87 0.50 0.35 0.74 0.10 0.86 0.98 0.43 1.00 0.18 0.74 0.77 0.71 1.00 0.23 0.69 0.25 0.95 0.37 0.81 0.12 0.43 0.29 0.50 0.16 0.10 0.82 0.59 0.09 0.24 0.08 0.07 0.00 0.58 ]
[0.25 0.74 0.64 0.69 0.36 0.98 0.03 0.20 0.73 0.94 0.94 1.00 0.08 0.05 0.21 0.47 0.23 1.00 0.75 0.51 0.84 0.01 0.79 0.37 0.62 0.57 0.43 0.60 0.33 0.13 0.24 0.28 0.95 0.94 0.35 0.88 0.36 ]
[0.67 0.31 0.29 0.58 0.77 0.88 0.80 0.18 0.60 0.65 0.21 0.84 0.24 0.07 0.09 0.66 0.69 0.75 1.00 0.37 0.87 0.91 0.95 0.10 0.24 0.05 0.68 1.00 0.83 0.91 0.42 0.81 0.14 0.78 0.91 0.78 0.41 ]
[0.91 0.83 0.73 0.34 0.93 0.57 0.65 0.52 0.87 0.76 0.76 0.74 0.13 0.66 0.40 0.59 0.25 0.51 0.37 1.00 0.01 0.45 0.46 0.47 0.48 0.95 0.15 0.57 0.84 0.70 0.94 0.03 0.85 0.64 0.33 0.07 0.03 ]
[0.80 0.31 0.71 0.21 0.85 0.90 0.77 0.08 0.52 0.84 1.00 0.30 0.08 0.94 0.55 0.16 0.95 0.84 0.87 0.01 1.00 0.46 0.40 0.14 0.46 0.01 0.17 0.75 0.57 0.02 0.94 0.37 0.57 0.62 0.58 0.14 0.99 ]
[0.51 0.45 0.40 0.57 0.72 0.81 0.19 0.03 0.65 0.48 0.43 0.46 0.61 0.47 0.78 0.36 0.37 0.01 0.91 0.45 0.46 1.00 0.38 0.64 0.67 0.79 0.89 0.32 0.10 0.92 0.30 0.14 0.43 0.43 0.34 0.89 0.15 ]
[0.23 0.37 0.19 0.39 0.90 0.13 0.46 0.36 0.85 0.72 0.74 0.67 0.46 0.88 0.34 0.68 0.81 0.79 0.95 0.46 0.40 0.38 1.00 0.39 0.49 0.61 0.16 0.40 0.51 0.15 0.35 0.05 0.10 0.18 0.38 0.87 0.36 ]
[0.10 0.51 0.94 0.02 0.73 0.89 0.45 0.53 0.97 0.32 0.30 0.60 0.71 0.83 0.11 0.95 0.12 0.37 0.10 0.47 0.14 0.64 0.39 1.00 0.84 0.75 0.64 0.21 0.27 0.21 0.35 0.36 0.14 0.49 0.74 0.94 0.39 ]
[0.91 0.19 0.26 0.66 0.04 0.98 0.07 0.52 0.36 0.53 0.80 0.75 0.46 0.15 0.42 0.92 0.43 0.62 0.24 0.48 0.46 0.67 0.49 0.84 1.00 0.18 0.10 0.91 0.57 0.73 0.67 0.46 0.89 0.45 0.23 0.69 0.05 ]
[0.69 0.20 0.86 0.72 0.78 0.45 0.45 0.61 0.96 0.23 0.55 0.69 0.37 0.43 0.38 0.48 0.29 0.57 0.05 0.95 0.01 0.79 0.61 0.75 0.18 1.00 0.36 0.50 0.96 0.94 0.71 0.66 0.33 0.59 0.61 0.37 0.91 ]
[0.70 0.12 0.20 0.06 0.64 0.75 0.47 0.95 0.66 0.40 0.71 0.60 0.56 0.02 0.43 0.36 0.50 0.43 0.68 0.15 0.17 0.89 0.16 0.64 0.10 0.36 1.00 0.66 0.91 0.43 0.42 0.64 0.35 0.01 0.03 0.14 0.63 ]
[0.86 0.66 0.00 0.74 0.74 0.98 0.04 0.82 0.37 0.03 0.30 0.12 0.72 0.53 0.05 0.40 0.16 0.60 1.00 0.57 0.75 0.32 0.40 0.21 0.91 0.50 0.66 1.00 0.00 0.20 0.00 0.69 0.62 0.15 0.27 0.39 0.97 ]
[0.77 0.95 0.37 0.31 0.69 0.25 0.17 0.29 0.69 0.20 0.11 0.79 0.67 0.39 0.40 0.19 0.10 0.33 0.83 0.84 0.57 0.10 0.51 0.27 0.57 0.96 0.91 0.00 1.00 0.34 0.60 0.11 0.06 0.68 0.80 0.99 0.72 ]
[0.74 0.89 0.47 0.64 0.55 0.64 0.72 0.01 0.99 0.76 0.16 0.98 0.06 0.21 0.63 0.69 0.82 0.13 0.91 0.70 0.02 0.92 0.15 0.21 0.73 0.94 0.43 0.20 0.34 1.00 0.48 0.56 0.23 0.44 0.49 0.14 0.81 ]
[0.84 0.22 0.69 0.13 0.72 0.65 0.81 0.96 0.18 0.38 0.26 0.44 0.27 0.63 0.77 0.58 0.59 0.24 0.42 0.94 0.94 0.30 0.35 0.35 0.67 0.71 0.42 0.00 0.60 0.48 1.00 0.40 0.98 0.52 0.05 0.12 0.94 ]
[0.72 0.14 0.02 0.37 0.58 0.49 0.92 0.18 0.81 0.09 0.03 0.41 0.64 0.58 0.98 0.95 0.09 0.28 0.81 0.03 0.37 0.14 0.05 0.36 0.46 0.66 0.64 0.69 0.11 0.56 0.40 1.00 0.97 0.38 0.55 0.87 0.94 ]
[0.15 0.73 0.51 0.30 0.82 0.83 0.63 0.92 0.55 0.50 0.51 0.98 0.76 0.23 0.05 0.68 0.24 0.95 0.14 0.85 0.57 0.43 0.10 0.14 0.89 0.33 0.35 0.62 0.06 0.23 0.98 0.97 1.00 0.56 0.52 0.86 0.60 ]
[0.27 0.73 0.11 0.26 0.46 0.94 0.27 0.95 0.01 0.64 0.20 0.15 0.15 0.49 0.12 0.79 0.08 0.94 0.78 0.64 0.62 0.43 0.18 0.49 0.45 0.59 0.01 0.15 0.68 0.44 0.52 0.38 0.56 1.00 0.50 0.42 0.99 ]
[0.85 0.36 0.19 0.50 0.52 0.66 0.31 0.13 0.17 0.72 0.23 0.75 0.36 0.95 0.92 0.84 0.07 0.35 0.91 0.33 0.58 0.34 0.38 0.74 0.23 0.61 0.03 0.27 0.80 0.49 0.05 0.55 0.52 0.50 1.00 0.05 0.61 ]
[0.51 0.44 0.82 0.76 0.22 0.11 0.31 0.42 0.05 0.82 0.95 0.20 0.79 0.85 0.45 0.34 0.00 0.88 0.78 0.07 0.14 0.89 0.87 0.94 0.69 0.37 0.14 0.39 0.99 0.14 0.12 0.87 0.86 0.42 0.05 1.00 0.92 ]
[0.99 0.07 0.68 0.53 0.56 0.92 0.48 0.90 0.66 0.83 0.61 0.58 0.92 0.87 0.09 0.16 0.58 0.36 0.41 0.03 0.99 0.15 0.36 0.39 0.05 0.91 0.63 0.97 0.72 0.81 0.94 0.94 0.60 0.99 0.61 0.92 1.00 ]
];
