D = 8;
n = [ 2 2 2 2 2 2 2 2 ];
N = 70;
d = [1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.00 0.43 0.61 0.87 0.11 0.11 0.50 0.52 0.86 0.37 0.63 0.39 0.37 0.43 0.89 0.88 0.18 0.85 0.74 0.97 0.38 0.73 0.57 0.51 0.32 0.22 0.53 0.61 0.12 0.52 0.51 0.94 0.68 0.33 0.49 0.84 1.00 0.47 0.58 0.87 0.06 0.51 0.87 0.92 0.24 0.52 0.66 0.97 0.08 0.38 0.55 0.47 0.08 0.44 0.60 0.63 0.44 0.40 0.51 0.30 0.06 0.84 0.15 0.56 0.28 0.56 0.10 0.55 0.10 ]
[0.00 1.00 0.17 0.08 0.23 0.39 0.86 0.70 0.71 0.85 0.65 0.31 0.48 0.12 0.78 0.61 0.90 0.61 0.77 0.30 0.10 0.17 0.45 0.65 0.21 0.95 0.33 0.06 0.01 0.18 0.60 0.05 0.70 0.37 0.70 0.07 0.53 0.22 0.59 0.39 0.15 0.85 0.43 0.72 0.95 0.89 0.45 0.82 0.95 0.34 0.17 0.21 0.86 0.26 0.65 0.07 0.84 0.84 0.14 0.56 0.70 0.84 0.16 0.10 0.68 0.98 0.09 0.03 0.79 0.35 ]
[0.43 0.17 1.00 0.74 0.54 0.86 0.79 0.99 0.91 0.62 0.05 0.08 0.79 0.88 0.51 0.05 0.14 0.22 0.92 0.09 0.69 0.52 0.03 0.57 0.74 0.01 0.01 0.71 0.49 0.43 0.94 0.30 0.27 0.70 0.03 0.48 0.05 0.67 0.09 0.22 0.87 0.82 0.83 0.13 0.19 0.27 0.20 0.58 0.06 0.85 0.14 0.04 0.31 0.10 0.40 0.67 0.67 0.71 0.14 0.16 0.75 0.26 0.26 0.54 0.03 0.35 0.05 0.26 0.37 0.67 ]
[0.61 0.08 0.74 1.00 0.34 0.64 0.88 0.11 0.02 0.94 0.86 0.05 0.10 0.72 0.16 0.69 0.30 0.77 0.26 0.17 1.00 0.38 0.83 0.44 0.05 0.79 0.84 0.81 0.93 0.70 0.22 0.48 0.79 0.90 0.03 0.00 0.75 0.82 0.03 0.90 0.03 0.53 0.08 0.63 0.00 0.11 0.17 0.97 0.58 0.86 0.30 0.04 0.11 0.60 0.75 0.96 0.13 0.89 0.27 0.22 0.27 0.11 0.65 0.96 0.12 0.87 0.98 0.21 0.41 0.76 ]
[0.87 0.23 0.54 0.34 1.00 0.21 0.12 0.42 0.25 0.93 0.09 0.63 0.88 0.40 0.77 0.79 0.50 0.85 0.25 0.34 0.59 0.05 0.29 0.03 0.53 0.89 0.29 0.66 0.44 0.56 0.88 0.21 0.58 0.59 0.38 0.02 0.56 0.50 0.37 0.71 0.96 0.86 0.79 0.13 0.44 0.51 0.65 0.95 0.73 0.13 0.62 0.02 0.89 0.95 0.37 0.42 0.99 0.74 0.53 0.57 0.69 0.41 0.41 0.08 0.91 0.53 0.34 0.25 0.99 0.72 ]
[0.11 0.39 0.86 0.64 0.21 1.00 0.34 0.55 0.75 0.56 0.72 0.75 0.30 0.20 0.92 0.72 0.56 0.63 0.39 0.76 0.50 0.82 0.67 0.71 0.65 0.19 0.23 0.88 0.89 0.21 0.09 0.95 0.26 0.20 0.10 0.37 0.10 0.45 0.07 0.16 0.39 0.52 0.54 0.58 0.14 0.07 0.69 0.24 0.10 0.34 0.22 0.10 0.92 0.54 0.50 0.99 0.48 0.53 0.45 0.52 0.32 0.42 0.39 0.99 0.77 0.06 0.03 0.03 0.80 0.38 ]
[0.11 0.86 0.79 0.88 0.12 0.34 1.00 0.31 0.40 0.28 0.97 0.92 0.97 0.14 0.75 0.38 0.30 0.20 0.27 0.22 0.34 0.79 0.01 0.78 0.08 0.23 0.57 0.90 0.61 0.57 0.92 0.64 0.44 0.64 0.17 0.96 0.63 0.56 0.46 0.21 0.19 0.85 0.49 0.84 0.13 0.87 0.93 0.05 0.42 0.30 0.20 0.58 0.84 0.20 0.47 0.56 0.26 0.79 0.36 0.91 0.13 0.66 0.67 0.61 0.18 0.16 0.06 0.48 0.74 0.71 ]
[0.50 0.70 0.99 0.11 0.42 0.55 0.31 1.00 0.22 0.28 0.50 0.76 0.92 0.30 0.96 0.85 0.67 0.49 0.17 0.59 0.26 0.02 0.71 0.25 0.61 0.04 0.71 0.10 0.85 0.81 0.30 0.96 0.76 0.27 0.88 0.31 0.53 0.17 0.40 0.36 0.47 0.56 0.53 0.39 0.56 0.25 0.65 0.89 0.14 0.63 0.94 0.14 0.80 0.44 0.61 0.43 0.42 0.47 0.83 0.49 0.60 0.67 0.23 0.61 0.90 0.88 0.47 0.98 0.21 0.66 ]
[0.52 0.71 0.91 0.02 0.25 0.75 0.40 0.22 1.00 0.51 0.83 0.31 0.76 0.61 0.23 0.30 0.95 0.65 0.45 0.58 0.32 0.52 0.77 1.00 0.84 0.43 0.07 0.69 0.06 0.04 0.33 0.64 0.76 0.86 0.82 0.64 0.51 0.87 0.41 0.12 0.42 0.92 0.45 0.66 0.31 0.53 0.43 0.95 0.74 0.50 0.46 0.37 0.50 0.16 0.13 0.69 0.84 0.53 0.25 0.38 0.32 0.62 0.24 0.68 0.81 0.01 0.56 0.95 0.24 0.58 ]
[0.86 0.85 0.62 0.94 0.93 0.56 0.28 0.28 0.51 1.00 0.16 0.14 0.92 0.06 0.69 0.43 0.84 0.01 0.45 0.00 0.93 0.03 0.95 0.68 0.02 0.23 0.93 0.57 0.90 0.92 0.62 0.26 0.69 0.44 0.45 0.71 0.90 0.72 0.12 0.67 0.47 0.05 0.45 0.73 0.97 0.80 0.81 0.39 0.43 0.21 0.21 0.29 0.59 0.15 0.33 0.56 0.82 0.97 0.06 0.09 0.81 0.58 0.85 0.42 0.58 0.40 0.14 0.33 0.85 0.15 ]
