D = 6;
n = [ 5 5 5 5 5 5 ];
N = 86;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.76 0.19 0.90 0.46 0.19 0.52 0.82 0.43 0.19 0.71 0.71 0.60 0.85 0.41 0.66 0.14 0.58 0.76 0.95 0.21 1.00 0.32 0.52 0.75 0.93 0.33 0.95 0.33 0.40 0.92 0.67 0.78 0.27 0.22 0.88 0.54 0.89 0.43 0.21 0.74 0.62 0.71 0.88 0.96 0.16 0.79 0.98 0.87 0.53 0.81 0.79 0.81 0.94 0.72 0.05 0.30 0.51 0.24 0.80 0.86 0.84 0.48 0.22 0.05 0.45 0.79 0.90 0.83 0.81 0.62 0.44 0.47 0.43 0.24 0.04 0.43 0.18 0.43 0.56 0.16 0.11 0.52 0.78 0.18 0.96 ]
[0.76 1.00 0.35 0.17 0.76 0.04 0.39 0.11 0.48 0.52 0.46 0.80 0.85 0.19 0.39 0.39 0.53 0.72 0.01 0.56 0.33 0.69 0.37 0.02 0.78 0.56 0.43 0.10 0.83 0.53 0.56 0.18 0.69 0.28 0.91 0.41 0.21 0.24 0.18 0.59 0.15 0.01 0.95 0.25 0.64 0.44 0.77 0.78 0.62 0.31 0.76 0.40 0.20 0.57 0.60 0.75 0.71 0.56 0.10 0.28 0.90 0.49 0.17 0.58 0.70 0.28 0.62 0.27 0.34 0.45 0.11 0.07 0.48 0.46 0.74 0.53 0.87 0.20 0.15 0.07 0.47 0.24 0.81 0.50 0.97 0.92 ]
[0.19 0.35 1.00 0.74 0.16 0.72 0.92 0.37 0.78 0.88 0.02 0.18 0.09 0.01 0.42 0.67 0.51 0.95 0.40 0.75 0.46 0.65 0.48 0.69 0.89 0.71 0.95 0.85 0.97 0.55 0.14 0.26 0.37 0.03 0.93 0.66 0.37 0.94 0.11 0.97 0.96 0.30 0.79 0.31 0.52 0.09 0.06 0.19 0.49 0.40 0.88 0.07 0.92 0.69 0.14 0.90 0.14 0.28 0.74 0.47 0.66 0.36 0.44 0.83 0.36 0.09 0.21 0.68 0.41 0.54 0.98 0.37 0.14 0.54 0.46 0.90 0.38 0.11 0.94 0.66 0.25 0.68 0.87 0.45 0.32 0.04 ]
[0.90 0.17 0.74 1.00 0.77 0.10 0.23 0.86 0.09 0.42 0.32 0.69 0.95 0.37 0.24 0.01 0.36 0.92 0.76 0.66 0.70 0.69 0.21 0.84 0.10 0.77 0.57 0.34 0.99 0.92 0.02 0.92 0.81 0.06 0.99 0.87 0.20 0.25 0.44 0.43 0.11 0.04 0.40 0.02 0.53 0.17 0.62 0.55 0.61 0.80 0.81 0.87 0.27 0.15 0.32 0.91 0.62 0.34 0.97 0.96 0.81 0.40 0.15 0.45 0.45 0.06 0.45 0.85 0.91 0.60 0.38 0.79 0.26 0.67 0.67 0.20 0.54 0.40 0.44 0.60 0.35 0.35 0.80 0.32 0.27 0.19 ]
[0.46 0.76 0.16 0.77 1.00 0.67 0.83 0.07 0.84 0.13 0.08 0.05 0.45 0.10 0.45 0.88 0.52 0.90 0.70 0.36 0.94 0.32 0.93 0.83 0.98 0.34 0.53 0.35 0.37 0.32 0.38 0.69 0.29 0.20 0.51 0.92 0.53 0.62 0.38 0.17 0.97 0.43 0.57 0.67 0.17 0.10 0.58 0.62 0.98 0.98 0.40 0.06 0.61 0.66 0.50 0.20 0.14 0.08 0.69 0.38 0.64 0.56 0.51 0.52 0.31 0.66 0.40 0.46 0.94 0.49 0.41 0.39 0.12 0.41 0.76 0.99 0.66 0.92 0.43 0.22 0.87 0.10 0.22 0.58 0.05 0.01 ]
[0.19 0.04 0.72 0.10 0.67 1.00 0.51 0.01 0.51 0.54 0.45 0.32 0.35 0.84 0.92 0.78 0.35 0.97 0.98 0.65 0.82 0.35 0.92 0.41 0.94 0.36 0.19 0.73 0.86 0.45 0.14 0.30 0.61 0.48 0.60 0.60 0.73 0.61 0.29 0.05 0.47 0.95 0.71 0.26 0.40 0.83 0.51 0.72 0.67 0.76 0.00 0.87 0.16 0.96 0.00 0.66 0.90 0.09 0.58 0.38 0.41 0.68 0.85 0.60 0.32 0.94 0.20 0.09 0.36 0.04 0.54 0.00 0.50 0.44 0.35 1.00 0.44 0.95 0.86 0.05 0.42 0.48 0.38 0.39 0.05 0.31 ]
[0.52 0.39 0.92 0.23 0.83 0.51 1.00 0.27 0.74 0.23 0.16 0.76 0.00 0.44 0.60 0.13 0.84 0.49 0.79 0.37 0.76 0.11 0.86 0.74 0.92 0.21 0.64 0.89 0.60 0.17 0.25 0.63 0.46 0.71 0.86 0.98 0.47 0.27 0.42 0.34 0.26 0.80 0.35 0.86 0.84 0.08 0.80 0.31 0.88 0.10 0.39 0.91 0.70 0.80 0.34 0.63 0.08 0.46 0.59 0.34 0.47 0.49 0.45 0.45 0.66 0.23 0.79 0.86 0.72 0.50 0.63 0.38 0.24 0.78 0.11 0.60 0.27 0.86 0.33 0.80 0.47 0.77 0.46 0.98 0.59 0.63 ]
[0.82 0.11 0.37 0.86 0.07 0.01 0.27 1.00 0.39 0.57 0.12 0.98 0.24 0.49 0.25 0.40 0.47 0.36 0.96 0.00 0.88 0.86 0.00 0.68 0.59 0.91 0.68 1.00 0.51 0.10 0.03 0.85 0.88 0.88 0.67 0.08 0.41 0.39 0.42 0.31 0.86 0.00 0.21 0.34 0.76 0.71 0.82 0.51 0.26 0.99 0.21 0.58 0.37 0.49 0.43 0.42 0.33 0.93 0.89 0.76 0.85 0.16 0.55 1.00 0.05 0.20 0.38 0.00 0.87 0.94 0.66 0.86 0.39 0.43 0.13 0.05 0.62 0.78 0.61 0.80 0.41 0.50 0.07 0.30 0.42 0.01 ]
[0.43 0.48 0.78 0.09 0.84 0.51 0.74 0.39 1.00 0.77 0.93 0.68 0.65 0.76 0.79 0.69 0.50 0.24 0.75 0.66 0.05 0.78 0.26 0.97 0.53 0.96 0.51 0.59 0.66 0.85 0.51 0.84 0.41 0.57 0.56 0.61 0.65 0.22 0.78 0.16 0.68 0.25 0.70 0.31 0.96 0.35 0.69 0.53 0.83 0.59 0.07 0.64 0.29 0.56 0.35 0.80 0.92 0.51 0.58 0.79 0.96 0.46 0.89 0.63 0.20 0.45 0.10 0.98 0.30 0.84 0.75 0.78 0.27 0.62 0.95 0.95 0.94 0.89 0.34 0.26 0.70 0.78 0.05 0.21 0.19 0.68 ]
[0.19 0.52 0.88 0.42 0.13 0.54 0.23 0.57 0.77 1.00 0.25 0.14 0.92 0.94 0.91 0.45 0.66 0.02 0.18 0.56 0.51 0.28 0.93 0.09 0.04 0.22 0.35 0.11 1.00 0.92 0.90 0.15 0.01 0.79 0.99 0.57 0.01 0.85 0.28 0.69 0.56 0.43 0.26 0.59 0.61 0.30 0.86 1.00 0.97 0.87 0.33 0.05 0.15 0.25 0.07 0.76 0.73 0.44 0.61 0.80 0.21 0.78 0.49 0.65 0.20 0.44 0.55 0.28 1.00 0.64 0.90 0.59 0.92 0.00 0.05 0.37 0.58 0.46 0.47 0.94 0.24 0.15 0.51 0.93 0.59 0.91 ]
[0.71 0.46 0.02 0.32 0.08 0.45 0.16 0.12 0.93 0.25 1.00 0.20 0.21 0.42 0.99 0.21 0.07 0.89 0.66 0.13 0.55 0.13 0.95 0.40 0.73 0.80 0.59 0.63 0.26 0.88 0.96 0.59 0.49 0.22 0.79 0.20 0.07 0.30 0.41 0.20 0.34 0.97 0.38 0.35 0.73 0.50 0.04 0.86 0.09 0.83 0.82 0.55 0.85 0.48 0.84 0.31 0.01 0.97 0.74 0.96 0.63 0.94 0.86 0.56 0.18 0.36 0.70 0.45 0.08 0.23 0.20 0.10 0.36 0.14 0.03 0.40 0.98 0.96 0.18 0.69 0.73 0.00 0.81 0.94 0.97 0.86 ]
[0.71 0.80 0.18 0.69 0.05 0.32 0.76 0.98 0.68 0.14 0.20 1.00 0.51 0.44 0.06 0.32 0.06 0.18 0.32 0.70 0.09 0.96 0.53 0.27 0.20 0.42 0.46 0.16 0.62 0.81 0.44 0.58 0.70 0.57 0.34 0.66 0.89 0.56 0.86 0.32 0.69 0.61 0.18 0.05 0.19 0.93 0.97 1.00 0.03 0.65 0.47 0.45 0.58 0.19 0.30 0.18 0.68 0.22 0.15 0.18 0.97 0.73 0.23 0.77 0.72 0.20 0.72 0.72 0.32 0.35 0.70 0.57 0.23 0.32 0.93 0.30 0.58 0.23 0.60 0.01 0.11 0.02 0.18 0.04 0.80 0.94 ]
[0.60 0.85 0.09 0.95 0.45 0.35 0.00 0.24 0.65 0.92 0.21 0.51 1.00 0.33 0.88 0.53 0.77 0.58 0.49 0.63 0.02 0.30 0.23 0.89 0.61 0.43 0.75 0.12 0.52 0.89 0.71 0.11 0.10 0.31 0.43 0.76 0.11 0.21 0.26 0.53 0.45 0.77 0.44 0.60 0.68 0.50 0.58 0.96 0.21 0.20 0.01 0.77 0.34 0.71 0.63 0.05 0.04 0.43 0.13 0.30 0.85 0.46 0.66 0.30 0.43 0.86 0.79 0.62 0.86 0.76 0.81 0.58 0.53 0.92 0.35 0.00 0.73 0.74 0.39 0.69 0.78 0.79 0.99 0.39 0.15 0.46 ]
