D = 8;
n = [ 5 5 5 5 5 5 5 5 ];
N = 66;
d = [1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.68 0.88 0.28 0.45 0.46 0.61 0.18 0.50 0.36 0.47 0.98 0.92 0.55 0.92 0.48 0.43 0.76 0.72 0.84 0.55 0.00 0.40 0.26 0.72 0.04 0.55 0.11 0.84 0.13 0.97 0.50 0.86 0.25 0.32 0.15 0.88 0.10 0.37 0.42 0.13 0.20 0.76 0.70 0.31 0.70 0.14 0.58 0.03 0.14 0.24 0.62 0.94 0.62 0.39 0.40 0.73 0.59 0.36 0.36 0.15 0.54 0.92 0.05 0.58 0.44 ]
[0.68 1.00 0.11 0.01 0.34 0.38 0.31 0.45 0.66 0.05 0.19 0.71 0.71 0.26 0.65 0.08 0.96 0.99 0.66 0.18 0.16 0.19 0.84 0.60 0.49 0.29 0.22 0.19 0.29 0.02 0.02 0.61 0.82 0.49 0.50 0.22 0.46 0.15 0.98 0.26 0.09 0.42 0.41 0.47 0.29 0.93 0.19 0.56 0.41 0.07 0.91 0.50 0.08 0.32 0.96 0.67 0.80 0.29 0.58 0.11 0.23 0.55 0.08 0.91 0.92 0.69 ]
[0.88 0.11 1.00 0.91 0.98 0.27 0.46 0.52 0.60 0.65 0.10 0.30 0.09 0.79 0.83 0.58 0.64 0.79 0.74 0.46 0.37 0.42 0.58 0.72 0.27 0.18 0.02 0.81 0.24 0.36 0.30 0.08 0.12 0.39 0.66 0.18 0.74 0.92 0.67 0.42 0.54 0.16 0.13 0.81 0.77 0.99 0.16 0.07 0.74 0.21 0.31 0.51 0.12 0.96 0.97 0.53 0.08 0.62 0.79 0.58 0.59 0.29 0.55 0.83 0.24 0.42 ]
[0.28 0.01 0.91 1.00 0.54 0.97 0.74 0.89 0.86 0.56 0.12 0.85 0.23 0.62 0.25 0.47 0.73 0.06 0.28 0.46 0.01 0.71 0.38 0.08 1.00 0.01 0.57 0.30 0.91 0.64 0.00 0.69 0.07 0.26 0.28 0.03 0.65 0.24 0.67 0.20 0.76 0.46 0.64 0.90 0.86 0.69 0.74 0.81 0.15 0.77 0.03 0.52 0.74 0.27 0.21 0.99 0.54 0.06 0.39 0.55 0.89 0.78 0.71 0.05 0.76 0.89 ]
[0.45 0.34 0.98 0.54 1.00 0.08 0.14 0.38 0.01 0.36 0.51 0.69 0.39 0.05 0.88 0.94 0.14 0.99 0.45 0.90 0.92 0.39 0.30 0.25 0.01 0.17 0.07 0.45 0.42 0.75 0.34 0.98 0.83 0.70 0.96 0.24 0.91 0.10 0.26 0.64 0.92 0.00 0.28 0.43 0.20 0.76 0.43 0.96 0.66 0.21 0.73 0.32 0.45 0.79 0.09 0.98 0.28 0.94 0.33 0.59 0.87 0.08 0.00 0.43 0.83 0.03 ]
[0.46 0.38 0.27 0.97 0.08 1.00 0.12 0.11 0.47 0.72 0.57 0.18 0.30 0.30 0.41 0.16 0.29 0.61 0.02 0.36 0.25 0.03 0.35 0.28 0.02 0.24 0.54 0.26 0.09 0.96 0.17 0.89 0.96 0.25 0.58 0.12 0.78 0.95 0.34 0.21 0.79 0.84 0.63 0.22 0.66 0.83 0.89 0.93 0.67 0.11 0.82 0.07 0.08 0.91 0.42 0.59 0.42 0.21 0.34 0.89 0.73 0.30 0.17 0.75 0.56 0.19 ]
[0.61 0.31 0.46 0.74 0.14 0.12 1.00 0.10 0.90 0.71 0.15 0.33 0.42 0.99 0.34 0.93 0.52 0.58 0.46 0.04 0.35 0.50 0.51 0.07 0.88 0.22 0.70 0.90 0.03 0.23 0.62 0.69 0.38 0.04 0.83 0.31 0.11 0.03 0.18 0.71 0.45 0.93 0.48 0.82 0.06 0.02 0.56 0.76 0.92 0.80 0.55 0.57 0.81 0.81 0.73 0.28 0.18 0.15 0.46 0.04 0.19 0.00 0.85 0.69 0.00 0.51 ]
[0.18 0.45 0.52 0.89 0.38 0.11 0.10 1.00 0.65 0.06 0.56 0.45 0.82 0.19 0.69 0.63 0.15 0.38 0.80 0.66 0.90 0.80 0.10 0.88 0.46 0.67 0.85 0.99 0.02 0.62 0.17 0.88 0.16 0.30 0.33 0.93 0.09 0.13 0.96 0.90 0.21 0.38 0.63 0.43 0.61 0.27 0.14 0.68 0.70 0.70 0.39 0.80 0.98 0.73 0.74 0.76 0.75 0.18 0.22 0.33 0.33 0.21 0.19 0.18 0.13 0.09 ]
[0.50 0.66 0.60 0.86 0.01 0.47 0.90 0.65 1.00 0.22 0.82 0.78 0.51 0.83 0.67 0.95 0.08 0.89 0.59 0.66 0.29 0.09 0.01 0.25 0.82 0.50 0.28 0.04 0.29 0.49 0.32 0.23 0.92 0.88 0.46 0.25 0.11 0.57 0.03 0.76 0.89 0.59 0.90 0.32 0.85 0.85 0.13 0.15 0.46 0.83 0.61 0.99 0.56 0.75 0.42 0.27 0.80 0.90 0.24 0.43 0.47 0.24 0.35 0.57 0.39 0.87 ]
[0.36 0.05 0.65 0.56 0.36 0.72 0.71 0.06 0.22 1.00 0.73 0.18 0.02 0.89 0.73 0.20 0.44 0.69 0.60 0.91 0.00 0.86 0.20 0.70 0.68 0.67 0.38 0.37 0.88 0.27 0.10 0.94 0.55 0.53 0.97 0.53 0.06 0.87 0.74 0.98 0.76 0.99 0.20 0.81 0.90 0.97 0.68 0.08 0.31 0.07 0.80 0.27 0.33 0.66 0.30 0.56 0.80 0.83 0.28 0.32 1.00 0.75 0.07 0.24 0.89 0.04 ]
