D = 8;
n = [ 2 2 2 2 2 2 2 2 ];
N = 25;
d = [1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 8 ];
m = [
[1.00 0.37 0.21 0.32 0.93 0.27 0.40 0.06 0.26 0.55 0.58 0.33 0.62 0.09 0.87 0.48 0.35 0.08 0.71 0.74 0.57 0.79 0.57 0.07 0.68 ]
[0.37 1.00 0.11 0.95 0.08 0.21 0.09 0.70 0.96 0.84 0.47 0.88 0.89 0.28 0.38 0.59 0.24 0.14 0.04 0.76 0.84 0.71 0.13 0.23 0.98 ]
[0.21 0.11 1.00 0.57 0.63 0.10 0.51 0.27 0.58 0.91 0.99 0.42 0.60 0.28 0.46 0.29 0.10 0.88 0.19 0.04 0.78 0.97 0.03 0.10 0.71 ]
[0.32 0.95 0.57 1.00 0.96 0.22 0.37 0.34 0.84 0.58 0.97 0.26 0.52 0.32 0.31 0.18 0.00 0.63 0.51 0.00 0.67 0.29 0.21 0.28 0.34 ]
[0.93 0.08 0.63 0.96 1.00 0.01 0.90 0.90 0.70 0.39 0.87 0.45 0.85 0.94 0.25 0.00 0.40 0.65 0.03 0.04 0.14 0.15 0.03 0.25 0.45 ]
[0.27 0.21 0.10 0.22 0.01 1.00 0.58 0.37 0.82 0.50 0.11 0.48 0.89 0.29 0.93 0.49 0.82 0.82 0.61 0.86 0.78 0.84 0.25 0.17 0.89 ]
[0.40 0.09 0.51 0.37 0.90 0.58 1.00 0.02 0.01 0.23 0.05 0.00 0.15 0.48 0.02 0.41 0.26 0.53 0.95 0.57 0.75 0.05 0.74 0.21 0.56 ]
[0.06 0.70 0.27 0.34 0.90 0.37 0.02 1.00 0.93 1.00 0.59 0.19 0.16 0.95 0.97 0.68 0.02 0.50 0.50 0.28 0.89 0.32 0.74 0.45 0.47 ]
[0.26 0.96 0.58 0.84 0.70 0.82 0.01 0.93 1.00 0.27 0.76 0.49 0.91 0.38 0.32 0.66 0.75 0.67 0.04 0.72 0.88 0.66 0.63 0.09 0.79 ]
[0.55 0.84 0.91 0.58 0.39 0.50 0.23 1.00 0.27 1.00 0.59 0.68 0.62 0.19 0.06 0.87 0.55 0.35 0.41 0.97 0.66 0.32 0.84 0.26 0.83 ]
[0.58 0.47 0.99 0.97 0.87 0.11 0.05 0.59 0.76 0.59 1.00 0.24 0.84 0.71 0.09 0.91 0.35 0.31 0.71 0.09 0.56 0.66 0.12 0.49 0.32 ]
[0.33 0.88 0.42 0.26 0.45 0.48 0.00 0.19 0.49 0.68 0.24 1.00 0.97 0.40 0.73 0.39 0.08 0.03 0.32 0.64 0.83 0.54 0.04 0.07 0.26 ]
[0.62 0.89 0.60 0.52 0.85 0.89 0.15 0.16 0.91 0.62 0.84 0.97 1.00 0.83 0.52 0.23 0.61 0.47 0.31 0.79 0.48 0.29 0.59 0.65 0.91 ]
[0.09 0.28 0.28 0.32 0.94 0.29 0.48 0.95 0.38 0.19 0.71 0.40 0.83 1.00 0.87 0.62 0.59 0.53 0.37 0.66 0.25 0.76 0.90 0.49 0.95 ]
[0.87 0.38 0.46 0.31 0.25 0.93 0.02 0.97 0.32 0.06 0.09 0.73 0.52 0.87 1.00 0.95 0.88 0.37 0.00 0.73 0.17 0.96 0.60 0.90 0.60 ]
[0.48 0.59 0.29 0.18 0.00 0.49 0.41 0.68 0.66 0.87 0.91 0.39 0.23 0.62 0.95 1.00 0.22 0.06 0.45 0.33 0.14 0.28 0.45 0.19 0.06 ]
[0.35 0.24 0.10 0.00 0.40 0.82 0.26 0.02 0.75 0.55 0.35 0.08 0.61 0.59 0.88 0.22 1.00 0.58 0.76 0.61 0.49 0.90 0.42 0.54 0.85 ]
[0.08 0.14 0.88 0.63 0.65 0.82 0.53 0.50 0.67 0.35 0.31 0.03 0.47 0.53 0.37 0.06 0.58 1.00 0.31 0.71 0.93 0.34 0.98 0.45 0.05 ]
[0.71 0.04 0.19 0.51 0.03 0.61 0.95 0.50 0.04 0.41 0.71 0.32 0.31 0.37 0.00 0.45 0.76 0.31 1.00 0.13 0.70 0.53 0.31 0.15 0.16 ]
[0.74 0.76 0.04 0.00 0.04 0.86 0.57 0.28 0.72 0.97 0.09 0.64 0.79 0.66 0.73 0.33 0.61 0.71 0.13 1.00 0.22 0.46 0.64 0.14 0.42 ]
[0.57 0.84 0.78 0.67 0.14 0.78 0.75 0.89 0.88 0.66 0.56 0.83 0.48 0.25 0.17 0.14 0.49 0.93 0.70 0.22 1.00 0.42 0.41 0.55 0.32 ]
[0.79 0.71 0.97 0.29 0.15 0.84 0.05 0.32 0.66 0.32 0.66 0.54 0.29 0.76 0.96 0.28 0.90 0.34 0.53 0.46 0.42 1.00 0.98 0.33 0.77 ]
[0.57 0.13 0.03 0.21 0.03 0.25 0.74 0.74 0.63 0.84 0.12 0.04 0.59 0.90 0.60 0.45 0.42 0.98 0.31 0.64 0.41 0.98 1.00 0.66 0.02 ]
[0.07 0.23 0.10 0.28 0.25 0.17 0.21 0.45 0.09 0.26 0.49 0.07 0.65 0.49 0.90 0.19 0.54 0.45 0.15 0.14 0.55 0.33 0.66 1.00 0.64 ]
[0.68 0.98 0.71 0.34 0.45 0.89 0.56 0.47 0.79 0.83 0.32 0.26 0.91 0.95 0.60 0.06 0.85 0.05 0.16 0.42 0.32 0.77 0.02 0.64 1.00 ]
];
