D = 2;
n = [ 1 1 ];
N = 53;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.14 0.41 0.56 0.28 0.06 0.41 0.60 0.31 0.36 0.47 0.80 0.30 0.78 0.40 0.02 0.47 0.71 0.01 0.93 0.46 0.85 0.51 0.59 0.83 0.71 0.47 0.15 0.41 0.95 0.70 0.21 0.52 0.69 0.07 0.93 0.60 0.10 0.55 0.56 0.74 0.48 0.68 0.68 0.08 0.86 0.61 0.51 0.51 0.28 0.97 0.23 0.95 ]
[0.14 1.00 0.51 0.37 0.26 0.23 0.81 0.95 0.67 0.31 0.51 0.27 0.37 0.59 0.70 1.00 0.46 0.04 0.80 0.64 0.58 0.65 0.82 0.73 0.45 0.40 0.13 0.25 0.81 0.59 0.46 0.24 0.76 0.37 0.58 0.09 0.30 0.19 0.92 0.77 0.29 0.42 0.52 0.32 0.74 0.34 0.02 0.05 0.52 0.70 0.45 0.64 0.96 ]
[0.41 0.51 1.00 0.26 0.82 0.82 0.30 0.97 0.38 0.66 0.30 0.18 0.44 0.82 0.17 0.87 0.87 0.59 0.38 0.42 0.50 0.03 0.82 0.67 0.49 0.28 0.08 0.07 0.02 0.49 0.63 0.44 0.12 0.75 0.25 0.23 0.33 0.30 0.66 0.46 0.58 0.30 0.24 0.90 0.87 0.98 0.62 1.00 0.60 0.34 0.74 0.85 0.24 ]
[0.56 0.37 0.26 1.00 0.58 0.12 0.52 0.02 0.58 0.70 0.33 0.85 0.92 0.87 0.63 0.93 0.09 0.47 0.16 0.79 0.18 0.56 0.42 0.47 0.93 0.33 0.88 0.09 0.88 0.54 0.43 0.85 0.21 0.01 0.70 0.94 0.60 0.03 0.14 0.45 0.73 0.67 0.65 0.65 0.44 0.33 0.77 0.84 0.37 0.07 0.90 0.66 0.20 ]
[0.28 0.26 0.82 0.58 1.00 0.06 0.43 0.52 0.34 0.24 0.65 0.54 0.87 0.26 0.47 0.84 0.31 0.33 0.93 0.12 0.36 0.18 0.42 0.75 0.27 0.70 0.17 0.45 0.73 0.03 0.59 0.34 0.51 0.92 0.35 0.25 0.15 0.91 0.42 0.54 0.94 0.98 0.24 0.12 0.14 0.27 0.03 0.57 0.29 0.73 0.21 0.80 0.43 ]
[0.06 0.23 0.82 0.12 0.06 1.00 0.56 0.22 0.21 0.16 0.52 0.17 0.65 0.98 0.57 0.64 0.42 0.88 0.64 0.71 0.29 0.16 0.90 0.52 0.01 0.55 0.28 0.32 0.11 0.42 0.22 0.13 0.92 0.88 0.41 0.46 0.91 0.16 0.58 0.34 0.02 0.77 0.75 0.31 0.37 0.71 0.15 0.39 0.24 0.43 0.39 0.47 0.75 ]
[0.41 0.81 0.30 0.52 0.43 0.56 1.00 0.56 0.59 0.90 0.96 0.72 0.48 0.62 0.57 0.44 0.18 0.86 0.66 0.37 0.73 0.02 0.46 0.90 0.28 0.62 0.65 0.81 0.32 0.60 0.82 0.73 0.70 1.00 0.18 0.68 0.63 0.80 0.96 0.45 0.19 0.56 0.63 0.34 0.37 0.20 0.31 0.97 0.03 0.03 0.81 0.11 0.88 ]
[0.60 0.95 0.97 0.02 0.52 0.22 0.56 1.00 0.53 0.62 0.40 0.85 0.57 0.66 0.72 0.78 0.32 0.13 0.81 0.28 0.69 0.87 0.95 0.45 0.11 0.31 0.92 0.25 0.69 0.24 0.34 0.71 0.29 0.73 0.14 0.71 0.06 0.18 0.20 0.40 0.39 0.14 0.98 0.79 0.84 0.65 0.75 0.36 0.80 0.91 0.72 0.16 0.09 ]
[0.31 0.67 0.38 0.58 0.34 0.21 0.59 0.53 1.00 0.96 0.80 0.73 0.26 0.82 0.88 0.67 0.74 1.00 0.40 0.58 0.75 0.33 0.71 0.83 0.89 0.05 0.38 0.70 0.29 0.02 0.99 0.06 0.75 0.10 0.75 0.48 0.12 0.95 0.47 0.11 0.27 0.10 0.81 0.64 0.99 0.54 0.83 0.42 0.32 0.51 0.67 0.10 0.25 ]
[0.36 0.31 0.66 0.70 0.24 0.16 0.90 0.62 0.96 1.00 0.12 0.41 0.84 0.06 0.76 0.49 0.99 0.77 0.03 0.11 0.78 0.69 0.84 0.82 0.96 0.90 0.76 0.09 0.87 0.90 0.81 0.06 0.39 0.30 0.69 0.91 0.35 0.78 0.37 0.81 0.43 0.28 0.91 0.63 0.90 0.88 0.19 0.91 0.12 0.75 0.87 0.32 0.19 ]
