D = 4;
n = [ 2 2 2 2 ];
N = 69;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.77 0.91 0.36 0.47 0.17 0.38 0.95 0.27 0.82 0.53 0.11 0.51 0.14 0.91 0.22 0.35 0.09 0.34 0.32 0.39 0.33 0.43 0.01 0.10 0.60 0.97 0.72 0.86 0.35 0.65 0.38 0.87 0.87 0.98 0.79 0.18 0.59 0.13 0.80 0.78 0.41 0.45 0.44 0.66 0.19 0.69 0.61 0.14 0.85 0.79 0.64 0.68 0.96 0.92 0.44 0.98 0.57 0.89 0.18 0.04 0.53 0.51 0.57 0.00 0.07 0.30 0.83 0.40 ]
[0.77 1.00 0.61 0.17 0.76 0.76 0.54 0.90 0.05 0.92 0.05 0.80 0.98 0.80 0.62 0.71 0.54 0.58 0.49 0.32 0.93 0.15 0.43 0.70 0.10 0.72 0.31 0.22 0.81 0.24 0.73 0.67 0.76 0.83 0.89 0.50 0.33 0.66 0.91 0.29 0.55 0.91 0.12 0.50 0.74 0.87 0.05 0.06 0.97 0.21 0.43 0.88 0.71 0.29 0.21 0.17 0.04 0.63 0.07 0.29 0.68 0.93 0.27 0.39 0.77 0.37 0.87 0.35 0.32 ]
[0.91 0.61 1.00 0.34 0.42 0.32 0.89 0.54 0.54 0.31 0.56 0.96 0.38 0.83 0.75 0.21 0.15 0.45 0.98 0.77 0.75 0.31 0.40 0.29 0.34 0.27 0.13 0.26 0.27 0.55 0.24 0.68 0.39 0.77 0.51 0.94 0.19 0.02 0.94 0.05 0.94 0.72 0.24 0.08 0.02 0.07 0.65 0.37 0.56 0.30 0.06 0.48 0.91 0.74 0.16 0.57 0.41 0.34 0.50 0.99 0.26 0.33 0.30 0.12 0.86 0.86 0.56 0.27 0.50 ]
[0.36 0.17 0.34 1.00 0.86 0.53 0.89 0.61 0.47 0.82 0.15 0.23 0.26 0.62 0.92 0.25 0.31 0.86 0.27 0.85 0.64 0.16 0.93 0.37 0.77 0.77 0.69 0.50 0.43 0.14 0.79 0.09 0.44 0.13 0.07 0.69 0.43 0.67 0.29 0.91 0.58 0.20 0.83 0.51 0.13 0.44 0.72 0.26 0.60 0.46 0.01 0.31 0.51 0.90 0.54 0.61 0.32 0.13 0.66 0.14 0.46 0.40 0.31 0.02 0.68 0.75 0.46 0.94 0.97 ]
[0.47 0.76 0.42 0.86 1.00 0.86 0.45 0.99 0.29 0.20 0.05 0.05 0.99 0.98 0.97 0.56 0.79 0.24 0.83 0.11 0.75 0.34 0.37 0.28 0.77 0.90 0.54 0.22 0.87 0.46 0.36 0.89 0.20 0.95 0.16 0.01 0.94 0.80 0.85 0.48 0.48 0.46 0.65 0.45 0.80 0.52 0.74 0.10 0.15 0.09 0.02 0.27 0.99 0.10 0.97 0.05 0.85 0.68 0.35 0.28 0.96 0.90 0.62 0.03 0.93 0.83 0.18 0.72 0.78 ]
[0.17 0.76 0.32 0.53 0.86 1.00 0.94 0.93 0.70 0.39 0.05 0.60 0.87 0.00 0.49 0.57 0.50 0.01 0.27 0.59 0.00 0.83 0.44 0.97 0.54 0.77 0.50 0.48 0.34 0.00 0.61 0.80 0.08 0.48 0.89 0.75 0.80 0.14 0.37 0.31 0.14 0.88 0.07 0.55 0.39 0.47 0.33 0.04 0.91 0.76 0.06 0.63 0.55 0.13 0.86 0.62 0.91 0.90 0.29 0.01 0.52 0.15 0.87 0.93 0.78 0.21 0.72 0.10 0.08 ]
[0.38 0.54 0.89 0.89 0.45 0.94 1.00 0.44 0.94 0.99 0.33 0.96 0.96 0.94 0.66 0.71 0.67 0.70 0.41 0.07 0.87 0.84 0.50 0.14 0.53 0.56 0.74 0.19 0.35 0.89 0.76 0.24 0.56 0.58 0.55 0.52 0.33 0.80 0.06 0.26 0.21 0.37 0.69 0.20 0.07 0.52 0.50 0.57 0.56 0.14 0.10 0.06 0.46 0.86 0.07 0.79 0.66 0.95 0.91 0.57 0.14 0.96 0.09 0.34 0.24 0.51 0.43 0.33 0.78 ]
[0.95 0.90 0.54 0.61 0.99 0.93 0.44 1.00 0.03 0.54 0.42 0.08 0.97 0.67 0.11 0.19 0.64 0.49 0.61 0.55 0.99 0.79 0.94 0.99 0.08 0.41 0.53 0.08 0.92 0.98 0.15 0.17 0.56 0.74 0.84 0.09 0.56 0.68 0.58 0.56 0.97 0.13 0.17 0.05 0.43 0.19 0.09 0.40 0.88 0.99 0.59 0.70 0.01 0.72 0.83 0.20 0.54 0.59 0.53 0.18 0.22 0.13 0.68 0.38 0.53 0.00 0.67 0.72 0.02 ]
[0.27 0.05 0.54 0.47 0.29 0.70 0.94 0.03 1.00 0.61 0.64 0.85 0.78 0.12 0.03 0.60 0.05 0.36 0.12 0.95 0.53 0.70 0.98 0.48 0.86 0.62 0.03 0.57 0.49 0.23 0.04 0.77 0.73 0.19 0.31 0.02 0.02 0.85 0.47 0.08 0.22 0.45 0.75 0.51 0.68 0.62 0.20 0.23 0.17 0.89 0.08 0.22 0.56 0.58 0.50 0.11 0.06 0.96 0.21 0.43 0.06 0.50 0.37 0.46 0.85 0.60 0.87 1.00 0.42 ]
[0.82 0.92 0.31 0.82 0.20 0.39 0.99 0.54 0.61 1.00 0.28 0.62 0.87 0.40 0.48 0.62 0.93 0.60 0.99 0.32 0.14 0.18 0.21 0.21 0.38 0.85 0.43 0.36 0.20 0.66 0.83 0.30 0.62 0.22 0.42 0.62 0.30 0.05 0.28 0.36 0.98 0.29 0.40 0.02 0.87 0.64 0.01 0.39 0.89 0.16 0.31 0.95 0.10 0.63 0.90 0.32 0.83 0.98 0.87 0.72 0.11 0.66 0.33 0.99 0.79 0.87 0.76 0.10 0.41 ]
