D = 4;
n = [ 4 4 4 4 ];
N = 64;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.37 0.30 0.54 0.72 0.81 0.42 0.56 0.88 0.87 0.24 0.80 0.86 0.26 0.63 0.49 0.45 0.43 0.46 0.94 0.15 0.41 0.70 0.83 0.24 0.87 0.71 0.91 0.47 0.02 0.79 0.36 0.74 0.18 0.31 0.48 0.68 0.85 0.80 0.31 0.16 0.71 0.97 0.60 0.41 0.07 0.91 0.18 0.93 0.89 0.10 0.82 0.27 0.16 0.24 0.39 0.81 0.96 0.82 0.97 0.85 0.15 0.12 0.09 ]
[0.37 1.00 0.88 0.46 0.53 0.56 0.19 0.95 0.67 0.63 0.70 0.10 0.40 0.80 0.65 0.22 0.83 0.06 0.79 0.94 0.29 0.41 0.57 0.39 0.86 0.76 0.43 0.60 0.13 0.88 0.89 0.90 0.53 0.28 0.80 0.32 0.05 0.43 0.95 0.56 0.56 0.46 0.03 0.07 0.82 0.16 0.74 0.99 0.17 0.72 0.21 0.66 0.37 0.35 0.16 0.72 0.90 0.48 0.98 0.33 0.62 0.95 0.54 0.23 ]
[0.30 0.88 1.00 0.33 0.56 0.04 0.05 0.52 0.18 0.38 0.42 0.45 0.25 0.75 0.77 0.80 0.83 0.44 0.74 0.96 0.82 0.54 0.38 0.08 0.65 0.95 0.99 0.90 0.39 0.83 0.18 0.06 0.94 0.94 0.32 0.35 0.00 0.16 0.20 0.83 0.84 0.38 0.07 0.99 0.24 0.70 0.25 0.37 0.77 0.91 0.79 0.76 0.79 0.34 0.06 0.57 0.51 0.31 0.09 0.33 0.92 0.30 0.57 0.94 ]
[0.54 0.46 0.33 1.00 0.89 0.49 0.47 0.67 0.56 0.20 0.88 0.10 0.62 0.17 0.82 0.30 0.34 0.88 0.66 0.55 0.26 0.39 0.99 0.53 0.39 0.71 0.13 0.73 0.01 0.66 0.23 0.50 0.91 0.80 0.73 0.02 0.41 0.73 0.98 0.54 0.76 0.69 0.74 0.91 0.03 0.21 0.70 0.40 0.22 0.45 0.95 0.42 0.59 0.92 0.06 0.48 0.82 0.50 0.47 0.53 0.69 0.96 0.48 0.77 ]
[0.72 0.53 0.56 0.89 1.00 0.62 0.33 0.52 0.64 0.30 0.62 0.74 0.15 0.02 0.47 0.23 0.26 0.07 0.16 0.56 0.88 0.25 0.79 0.65 0.26 0.70 0.80 0.84 0.62 0.46 0.01 0.98 0.60 0.64 0.81 0.21 0.58 0.11 0.43 0.12 0.55 0.62 0.90 0.29 0.54 0.40 0.49 0.92 0.95 0.82 0.04 0.43 0.61 0.66 0.72 0.64 0.27 0.21 0.02 0.05 0.08 0.35 0.89 0.03 ]
[0.81 0.56 0.04 0.49 0.62 1.00 0.17 0.25 0.58 0.41 0.40 0.42 0.12 0.23 0.24 0.60 0.45 0.71 0.18 0.68 0.27 0.13 0.92 0.13 0.67 0.78 0.28 0.01 0.13 0.99 0.43 0.68 0.34 0.68 0.86 0.13 0.18 0.96 0.98 0.99 0.18 0.50 0.08 0.38 0.48 0.71 0.53 0.87 0.84 0.24 0.22 0.40 0.53 0.41 0.60 0.59 0.08 0.99 0.18 0.44 0.75 0.61 0.40 0.10 ]
[0.42 0.19 0.05 0.47 0.33 0.17 1.00 0.58 0.61 0.49 0.30 0.45 0.76 0.86 0.10 0.33 0.02 0.94 0.48 0.99 0.88 0.30 0.05 0.66 0.94 0.21 0.25 1.00 0.83 0.83 0.82 0.95 0.57 0.02 0.39 0.54 0.64 0.98 0.30 0.81 0.96 0.57 0.34 0.18 0.02 0.99 0.08 0.88 0.75 0.53 0.14 0.40 0.19 0.21 0.97 0.68 0.19 0.81 0.39 0.12 0.46 0.93 0.05 0.23 ]
[0.56 0.95 0.52 0.67 0.52 0.25 0.58 1.00 0.24 0.59 0.14 0.46 0.72 0.24 0.80 0.16 0.90 0.53 0.13 0.59 0.63 0.83 0.80 0.30 0.18 0.59 0.37 0.24 0.27 0.76 0.11 0.69 0.79 0.60 0.79 0.86 0.93 0.89 0.96 0.42 0.75 0.20 0.36 0.75 0.57 0.07 0.97 0.57 0.17 0.88 0.07 0.65 0.77 0.99 0.10 0.81 0.13 0.03 0.59 0.55 0.69 0.20 0.07 0.64 ]
[0.88 0.67 0.18 0.56 0.64 0.58 0.61 0.24 1.00 0.27 0.05 0.43 0.85 0.98 0.48 0.10 0.85 0.68 0.09 0.30 0.33 0.56 0.09 0.31 0.74 0.20 0.59 0.08 0.72 0.60 0.80 0.48 0.31 0.46 0.07 0.73 0.14 0.76 0.52 0.39 0.40 0.24 0.11 0.30 0.08 0.63 0.94 0.35 0.16 0.92 0.15 0.28 0.95 0.68 0.95 0.61 0.65 0.88 0.83 0.76 0.94 0.16 0.76 0.67 ]
[0.87 0.63 0.38 0.20 0.30 0.41 0.49 0.59 0.27 1.00 0.88 0.46 0.61 0.30 0.90 0.31 0.21 0.24 0.87 0.43 0.33 0.50 0.42 0.06 0.75 0.61 0.81 0.63 0.55 0.12 0.81 0.05 0.11 0.49 0.11 0.31 0.29 0.08 0.51 0.41 0.43 0.82 0.42 0.72 0.57 0.27 0.31 0.30 0.43 0.40 0.64 0.79 0.85 0.99 0.24 0.70 0.13 0.87 0.09 0.07 0.48 0.63 0.82 0.49 ]
