D = 2;
n = [ 2 2 ];
N = 21;
d = [1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.35 0.96 0.76 0.80 0.86 0.53 0.33 0.37 0.13 0.04 0.97 0.13 0.93 0.12 0.85 0.68 0.28 0.47 0.26 0.65 ]
[0.35 1.00 0.16 0.95 0.86 0.92 0.79 0.93 0.18 0.24 0.18 0.60 0.80 0.49 0.73 0.38 0.07 0.99 0.46 0.05 0.09 ]
[0.96 0.16 1.00 0.95 0.54 0.10 0.31 0.27 0.59 0.46 1.00 0.23 0.88 0.54 0.48 0.66 0.51 0.89 0.48 0.01 0.45 ]
[0.76 0.95 0.95 1.00 0.69 0.04 0.21 0.80 0.75 0.18 0.84 0.36 0.58 0.82 0.51 0.31 0.56 0.09 0.08 0.57 0.22 ]
[0.80 0.86 0.54 0.69 1.00 0.31 0.16 0.14 0.82 0.30 0.87 0.28 0.34 0.50 0.56 0.67 0.10 0.37 0.68 0.55 0.39 ]
[0.86 0.92 0.10 0.04 0.31 1.00 0.29 0.66 0.20 0.39 0.76 0.77 0.74 0.20 0.69 0.66 0.44 0.86 0.22 0.87 0.00 ]
[0.53 0.79 0.31 0.21 0.16 0.29 1.00 0.89 0.48 0.21 0.00 0.88 0.42 0.00 0.12 0.91 0.19 0.14 0.68 0.98 0.64 ]
[0.33 0.93 0.27 0.80 0.14 0.66 0.89 1.00 0.80 0.12 0.81 0.31 0.57 0.26 0.12 0.79 0.94 0.98 0.96 0.41 0.33 ]
[0.37 0.18 0.59 0.75 0.82 0.20 0.48 0.80 1.00 0.67 0.67 0.16 0.21 0.53 0.44 0.94 0.88 0.14 0.61 0.31 0.19 ]
[0.13 0.24 0.46 0.18 0.30 0.39 0.21 0.12 0.67 1.00 0.45 0.27 0.68 0.30 0.60 0.29 0.89 0.65 0.40 0.94 0.84 ]
[0.04 0.18 1.00 0.84 0.87 0.76 0.00 0.81 0.67 0.45 1.00 0.30 0.11 0.94 0.10 0.65 0.80 0.80 0.59 0.21 0.16 ]
[0.97 0.60 0.23 0.36 0.28 0.77 0.88 0.31 0.16 0.27 0.30 1.00 0.38 0.72 0.92 0.11 0.65 0.33 0.08 0.54 0.66 ]
[0.13 0.80 0.88 0.58 0.34 0.74 0.42 0.57 0.21 0.68 0.11 0.38 1.00 0.56 0.52 0.35 0.13 0.19 0.32 0.43 0.70 ]
[0.93 0.49 0.54 0.82 0.50 0.20 0.00 0.26 0.53 0.30 0.94 0.72 0.56 1.00 0.36 0.52 1.00 0.73 0.11 0.73 0.98 ]
[0.12 0.73 0.48 0.51 0.56 0.69 0.12 0.12 0.44 0.60 0.10 0.92 0.52 0.36 1.00 0.24 0.89 0.68 0.20 0.76 0.55 ]
[0.85 0.38 0.66 0.31 0.67 0.66 0.91 0.79 0.94 0.29 0.65 0.11 0.35 0.52 0.24 1.00 0.17 0.90 0.70 0.07 0.58 ]
[0.68 0.07 0.51 0.56 0.10 0.44 0.19 0.94 0.88 0.89 0.80 0.65 0.13 1.00 0.89 0.17 1.00 0.32 0.25 0.68 0.89 ]
[0.28 0.99 0.89 0.09 0.37 0.86 0.14 0.98 0.14 0.65 0.80 0.33 0.19 0.73 0.68 0.90 0.32 1.00 0.91 0.96 0.33 ]
[0.47 0.46 0.48 0.08 0.68 0.22 0.68 0.96 0.61 0.40 0.59 0.08 0.32 0.11 0.20 0.70 0.25 0.91 1.00 0.91 0.03 ]
[0.26 0.05 0.01 0.57 0.55 0.87 0.98 0.41 0.31 0.94 0.21 0.54 0.43 0.73 0.76 0.07 0.68 0.96 0.91 1.00 0.55 ]
[0.65 0.09 0.45 0.22 0.39 0.00 0.64 0.33 0.19 0.84 0.16 0.66 0.70 0.98 0.55 0.58 0.89 0.33 0.03 0.55 1.00 ]
];
