D = 8;
n = [ 5 5 5 5 5 5 5 5 ];
N = 64;
d = [1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.80 0.26 0.10 0.72 0.45 0.25 0.50 0.82 0.74 0.03 0.11 0.23 0.19 0.37 0.94 0.22 0.52 0.55 0.43 0.82 0.59 0.59 0.04 0.70 0.07 0.71 0.45 0.50 0.23 0.66 0.65 0.72 0.46 0.09 0.22 0.78 0.23 0.80 0.02 0.99 0.65 0.72 0.17 0.43 0.56 0.10 0.87 0.37 0.61 0.25 0.24 0.37 0.94 0.45 0.77 0.64 0.55 0.66 0.45 0.62 0.71 0.67 0.95 ]
[0.80 1.00 0.52 0.54 0.31 0.41 0.27 0.73 0.02 0.22 0.76 0.99 0.46 0.97 0.81 0.93 0.38 0.14 0.59 0.58 0.81 0.94 0.56 0.68 0.98 1.00 0.88 0.81 0.86 0.85 0.37 0.83 0.78 0.02 0.66 0.22 0.06 0.68 0.21 0.84 0.49 0.66 0.80 0.39 0.88 0.84 0.43 0.69 0.14 0.63 0.43 0.66 0.50 0.61 0.69 0.27 0.80 0.39 0.89 0.03 0.33 0.14 0.50 0.21 ]
[0.26 0.52 1.00 0.12 0.05 0.60 0.43 0.43 0.64 0.97 0.42 0.53 0.22 0.65 0.17 0.78 0.70 0.22 0.02 0.68 0.71 0.50 0.28 0.24 0.72 0.44 0.23 0.80 0.08 0.01 0.94 0.63 0.99 0.98 0.07 0.00 0.14 0.55 0.98 0.55 0.10 0.21 0.64 0.58 0.08 0.66 0.45 0.32 0.93 0.55 0.31 0.90 0.94 0.46 0.54 0.50 0.70 0.60 0.38 0.62 0.06 0.35 0.03 0.32 ]
[0.10 0.54 0.12 1.00 0.99 0.60 0.92 0.73 0.94 0.59 0.58 0.51 0.80 0.09 0.02 0.75 0.67 0.28 0.63 0.35 0.82 0.26 0.17 0.08 0.14 0.35 0.19 0.94 0.48 0.64 0.01 0.26 0.09 0.71 0.71 0.32 0.96 0.48 0.32 0.51 0.93 0.77 0.04 0.33 0.61 0.28 0.59 0.63 0.38 0.73 0.46 0.35 0.31 0.23 0.88 0.58 0.75 0.28 0.55 0.09 0.17 0.13 0.45 0.72 ]
[0.72 0.31 0.05 0.99 1.00 0.93 0.84 0.67 0.38 0.70 0.06 0.88 0.08 0.82 0.84 0.07 0.32 0.77 0.93 0.10 0.87 0.76 0.68 0.73 0.23 0.65 0.61 0.29 0.83 0.93 0.30 0.49 0.19 0.59 0.88 0.41 0.74 0.79 0.25 0.91 0.15 0.76 0.65 0.38 0.85 0.47 0.34 0.42 0.50 0.31 0.83 0.01 0.39 0.38 0.05 0.49 0.33 0.12 0.35 0.27 0.05 0.45 0.62 0.95 ]
[0.45 0.41 0.60 0.60 0.93 1.00 0.16 0.71 0.44 0.99 0.27 0.95 0.44 0.22 0.23 0.42 0.79 0.10 0.62 0.05 0.54 0.10 0.26 0.45 0.59 0.09 0.00 0.86 0.12 0.96 0.72 0.61 0.94 0.31 0.86 0.48 0.28 0.94 0.87 0.78 0.94 0.56 0.62 0.48 0.75 0.04 0.68 0.10 0.70 0.55 0.32 0.15 0.85 0.94 0.05 0.49 0.83 0.13 0.72 0.56 0.79 0.58 0.04 0.11 ]
[0.25 0.27 0.43 0.92 0.84 0.16 1.00 0.92 0.87 0.50 0.50 0.79 0.15 0.84 0.34 0.82 0.53 0.36 0.48 0.51 0.64 0.67 0.14 0.67 0.67 0.84 0.58 0.31 0.68 0.67 0.94 0.86 0.51 0.39 0.28 0.81 0.02 0.25 0.61 0.96 0.21 0.38 0.25 0.27 0.20 0.16 0.63 0.01 0.79 0.40 0.98 0.11 0.96 0.94 0.22 0.05 0.25 0.16 0.82 0.34 0.22 0.67 0.39 0.30 ]
[0.50 0.73 0.43 0.73 0.67 0.71 0.92 1.00 0.54 0.92 0.15 0.80 0.41 1.00 0.46 0.73 0.54 0.98 0.92 0.12 0.41 0.30 0.21 0.69 0.60 0.05 0.60 0.46 0.66 0.24 0.35 0.99 0.11 0.18 0.67 0.38 0.38 0.67 0.59 0.38 0.52 0.50 1.00 0.43 0.09 0.64 0.09 0.32 0.73 0.72 0.72 0.21 0.68 0.30 0.44 0.29 0.56 0.22 0.34 0.17 0.95 0.92 0.55 0.31 ]
[0.82 0.02 0.64 0.94 0.38 0.44 0.87 0.54 1.00 0.90 0.90 0.88 0.74 0.79 0.60 0.03 0.34 0.45 0.34 0.34 0.25 0.45 0.45 0.11 0.99 0.95 0.18 0.46 0.38 0.58 0.75 0.37 0.62 0.71 0.37 0.97 0.47 0.70 0.41 0.96 0.76 0.36 0.80 0.82 0.72 0.42 0.06 0.60 0.46 0.11 0.73 0.59 0.79 0.23 0.31 0.66 0.97 0.68 0.83 0.65 0.43 0.67 0.43 0.21 ]
[0.74 0.22 0.97 0.59 0.70 0.99 0.50 0.92 0.90 1.00 0.65 0.27 0.63 0.76 0.70 0.78 0.50 0.65 0.69 0.21 0.96 0.58 0.90 0.66 0.32 0.71 0.65 0.07 0.33 0.16 0.82 0.38 0.98 0.51 0.38 0.84 0.89 0.06 0.31 0.81 0.09 0.55 0.66 0.88 0.61 0.45 0.11 0.52 0.18 0.78 0.97 0.57 0.41 0.05 0.63 0.05 0.14 0.85 0.27 0.94 0.25 0.33 0.99 0.42 ]
