D = 8;
n = [ 3 3 3 3 3 3 3 3 ];
N = 29;
d = [1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.22 0.17 0.03 0.35 0.06 0.32 0.16 0.37 0.86 0.35 0.10 0.97 0.25 0.25 0.49 0.16 0.08 0.44 0.16 0.28 0.49 0.44 0.45 0.75 0.47 0.73 0.63 0.50 ]
[0.22 1.00 0.69 0.40 0.42 0.98 0.61 0.53 0.34 0.95 0.22 0.36 0.43 0.94 0.31 0.15 0.89 0.43 0.39 0.95 0.96 0.49 0.30 0.58 0.64 0.23 0.97 0.23 0.95 ]
[0.17 0.69 1.00 0.56 0.11 0.15 0.04 0.87 0.23 0.09 0.42 0.47 0.71 0.22 0.17 0.91 0.61 0.58 0.77 0.11 0.57 0.74 0.08 0.74 0.23 0.17 1.00 0.61 0.98 ]
[0.03 0.40 0.56 1.00 0.33 0.52 0.14 0.47 0.05 0.81 0.38 0.69 0.42 0.15 0.85 0.83 0.85 0.06 0.60 0.24 0.91 0.14 0.53 0.43 0.19 0.89 0.90 0.03 0.07 ]
[0.35 0.42 0.11 0.33 1.00 0.82 0.80 0.10 0.19 0.88 0.70 0.46 0.83 0.14 0.78 0.84 0.43 0.69 0.04 0.63 0.02 0.21 0.51 0.31 0.48 0.43 0.81 0.89 0.33 ]
[0.06 0.98 0.15 0.52 0.82 1.00 0.01 0.14 0.65 0.84 0.12 0.15 0.99 0.02 0.76 0.17 0.58 0.39 0.72 0.24 0.91 0.87 0.77 0.11 0.01 0.22 0.68 0.94 0.85 ]
[0.32 0.61 0.04 0.14 0.80 0.01 1.00 0.90 0.14 0.97 0.12 0.65 0.72 0.41 0.64 0.90 0.41 0.44 0.51 0.71 0.23 0.73 0.19 0.84 0.37 0.86 0.80 0.49 0.71 ]
[0.16 0.53 0.87 0.47 0.10 0.14 0.90 1.00 0.91 0.20 0.88 0.05 0.70 0.65 0.00 0.76 0.15 0.83 0.78 0.96 0.91 0.19 0.16 0.60 0.05 0.99 0.86 0.60 0.09 ]
[0.37 0.34 0.23 0.05 0.19 0.65 0.14 0.91 1.00 0.66 0.30 0.79 0.57 0.32 0.02 0.59 0.99 0.61 0.76 0.12 0.54 0.59 0.71 0.87 0.62 0.44 0.13 0.12 0.94 ]
[0.86 0.95 0.09 0.81 0.88 0.84 0.97 0.20 0.66 1.00 0.10 0.28 0.38 0.71 0.66 0.68 0.92 0.20 0.89 0.08 0.58 0.04 0.38 0.41 0.40 0.03 0.56 0.26 0.15 ]
[0.35 0.22 0.42 0.38 0.70 0.12 0.12 0.88 0.30 0.10 1.00 0.86 0.52 0.72 0.42 0.36 0.36 0.80 0.57 0.73 0.54 0.29 0.92 0.67 0.52 0.61 0.35 0.97 0.54 ]
[0.10 0.36 0.47 0.69 0.46 0.15 0.65 0.05 0.79 0.28 0.86 1.00 0.30 0.08 0.81 0.12 0.93 0.87 0.81 0.30 0.25 0.39 0.99 0.09 0.44 0.71 0.03 0.25 0.00 ]
[0.97 0.43 0.71 0.42 0.83 0.99 0.72 0.70 0.57 0.38 0.52 0.30 1.00 0.25 0.28 0.57 0.06 0.45 0.47 0.27 0.30 0.70 0.63 0.42 0.90 0.23 0.35 0.59 0.41 ]
[0.25 0.94 0.22 0.15 0.14 0.02 0.41 0.65 0.32 0.71 0.72 0.08 0.25 1.00 0.04 0.45 0.51 0.43 0.54 0.50 0.16 0.39 0.35 0.24 0.10 0.33 0.71 0.52 0.67 ]
