D = 2;
n = [ 1 1 ];
N = 54;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.55 0.13 0.34 0.32 0.61 0.67 0.85 0.21 0.63 0.02 0.62 0.27 0.66 0.66 0.14 0.01 0.25 0.45 0.26 0.80 0.80 0.51 0.40 0.62 0.28 0.24 0.10 0.13 0.48 0.30 0.78 0.03 0.68 0.16 0.76 0.39 0.41 0.10 0.24 0.79 0.71 0.72 0.54 0.20 0.07 0.87 0.03 0.56 0.66 0.49 0.47 0.35 0.49 ]
[0.55 1.00 0.29 0.03 0.76 0.67 0.27 0.91 0.58 0.17 0.17 0.32 0.24 0.76 0.14 0.92 0.72 0.49 0.93 0.33 0.84 0.37 0.87 0.88 0.56 0.25 0.82 0.16 0.13 0.09 0.36 0.75 0.99 0.51 0.16 0.73 0.84 0.83 0.20 0.71 0.27 0.61 0.99 0.68 0.36 0.73 0.21 0.45 0.14 0.04 0.77 0.95 0.14 0.36 ]
[0.13 0.29 1.00 0.04 0.67 1.00 0.59 0.34 0.52 0.65 0.72 0.14 0.66 0.49 0.19 0.47 0.59 0.50 0.08 0.33 0.04 0.54 0.60 0.81 0.31 0.93 0.44 0.56 0.52 0.92 0.24 0.48 0.71 0.38 0.47 0.41 0.49 0.41 0.41 0.84 0.20 0.76 0.22 0.81 0.42 0.47 0.03 0.00 0.93 0.87 0.78 0.53 0.88 0.44 ]
[0.34 0.03 0.04 1.00 0.07 0.86 0.71 0.49 0.06 0.40 1.00 0.66 0.34 0.45 0.68 0.74 0.12 0.75 0.92 0.41 0.45 0.03 0.58 0.84 0.28 0.85 0.87 0.70 0.60 0.87 0.19 0.44 0.04 0.85 0.45 0.76 0.38 0.49 0.43 0.70 0.64 0.30 0.30 0.65 0.39 0.71 0.49 0.85 0.86 0.78 0.95 0.61 0.61 0.99 ]
[0.32 0.76 0.67 0.07 1.00 0.93 0.94 0.71 0.18 0.84 0.88 0.21 0.17 0.24 0.91 0.99 0.22 0.94 0.43 1.00 0.40 0.93 0.24 0.07 0.96 0.78 0.17 0.40 0.76 0.32 0.95 0.52 0.49 0.83 0.40 0.11 0.08 0.58 0.81 0.94 0.06 0.76 0.36 0.97 0.71 0.84 0.20 0.92 0.07 0.62 0.06 0.72 0.84 0.90 ]
[0.61 0.67 1.00 0.86 0.93 1.00 0.16 0.53 0.28 0.86 0.90 0.21 0.56 0.77 0.16 0.90 0.75 0.90 0.65 0.21 0.42 0.43 0.53 0.22 0.01 0.89 0.03 0.50 0.85 0.28 0.20 0.53 0.59 0.30 0.45 0.94 0.74 0.02 0.59 0.60 0.72 0.52 0.84 0.30 0.87 0.69 0.33 0.32 0.55 0.24 0.33 0.72 0.55 0.83 ]
[0.67 0.27 0.59 0.71 0.94 0.16 1.00 0.53 0.70 1.00 0.48 0.20 0.28 0.50 0.69 0.84 0.47 0.94 0.55 0.17 0.26 0.68 0.44 0.21 0.83 0.70 0.08 0.39 0.76 0.09 0.31 0.84 0.09 0.99 0.15 0.53 0.74 0.78 0.95 0.47 0.32 0.22 0.61 0.05 0.22 0.95 0.92 0.89 0.38 0.41 0.23 0.54 0.81 0.05 ]
[0.85 0.91 0.34 0.49 0.71 0.53 0.53 1.00 0.24 0.21 0.54 0.74 0.66 0.87 0.32 0.01 0.09 0.61 0.35 0.08 0.05 0.98 0.00 0.50 0.23 0.38 0.97 0.54 0.07 0.15 0.95 0.16 0.71 0.24 0.83 0.24 0.66 0.69 0.20 0.60 0.30 0.79 0.77 0.28 0.96 0.26 0.29 0.31 0.40 0.57 0.48 0.36 0.12 0.55 ]
[0.21 0.58 0.52 0.06 0.18 0.28 0.70 0.24 1.00 0.37 0.93 0.33 0.80 0.52 0.80 0.03 0.56 0.53 0.47 0.80 0.76 0.52 0.87 0.21 0.66 0.02 0.34 0.45 0.49 0.93 0.08 0.71 0.13 0.88 0.47 0.91 0.35 0.76 0.94 0.80 0.22 0.87 0.48 0.79 0.89 0.95 0.59 0.26 0.50 0.91 0.28 0.17 0.34 0.79 ]
[0.63 0.17 0.65 0.40 0.84 0.86 1.00 0.21 0.37 1.00 0.19 0.36 0.31 0.33 0.87 0.71 0.46 0.10 0.14 0.69 0.68 0.84 0.72 0.75 0.98 0.57 0.07 0.53 0.76 0.69 0.76 0.34 0.45 0.44 0.62 0.50 0.01 0.78 0.06 0.86 0.15 0.78 0.66 0.59 0.32 0.94 0.96 0.76 0.54 0.69 0.87 0.25 0.61 0.32 ]
