D = 8;
n = [ 3 3 3 3 3 3 3 3 ];
N = 24;
d = [1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 ];
m = [
[1.00 0.92 0.67 0.18 0.63 0.05 0.83 0.23 0.28 0.79 0.60 0.72 0.84 0.58 0.33 0.34 0.64 0.31 0.44 0.08 0.40 0.19 0.46 0.07 ]
[0.92 1.00 0.28 0.79 0.36 0.03 0.23 0.24 0.77 0.87 0.61 0.37 0.16 0.92 0.49 0.05 0.51 0.78 0.86 0.63 0.49 0.14 0.83 0.25 ]
[0.67 0.28 1.00 0.25 0.84 0.72 0.58 0.86 0.94 0.57 0.82 0.92 0.89 0.00 0.80 0.76 0.57 0.51 0.59 0.49 0.50 0.87 0.01 0.67 ]
[0.18 0.79 0.25 1.00 0.04 0.81 0.19 0.93 0.67 0.82 0.58 1.00 0.79 0.27 0.40 0.23 0.32 0.78 0.25 0.41 0.56 0.69 0.54 0.16 ]
[0.63 0.36 0.84 0.04 1.00 0.95 0.45 0.54 0.91 0.64 0.05 0.35 0.08 0.45 0.80 0.47 0.73 0.08 0.13 0.05 0.60 0.78 0.05 0.03 ]
[0.05 0.03 0.72 0.81 0.95 1.00 0.88 0.55 0.37 0.18 0.43 0.90 0.90 0.17 0.39 0.75 0.68 0.53 0.36 0.69 0.62 0.92 0.48 0.85 ]
[0.83 0.23 0.58 0.19 0.45 0.88 1.00 0.69 0.28 0.16 0.26 0.99 0.21 0.07 0.25 0.29 0.76 0.81 0.56 0.38 1.00 0.05 0.66 0.90 ]
[0.23 0.24 0.86 0.93 0.54 0.55 0.69 1.00 0.77 0.65 0.99 0.61 0.30 0.47 0.17 0.42 0.63 0.50 0.80 0.21 0.16 0.64 0.61 0.54 ]
[0.28 0.77 0.94 0.67 0.91 0.37 0.28 0.77 1.00 0.54 0.92 0.01 0.62 0.51 0.69 0.99 0.95 0.89 0.75 0.59 0.92 0.70 0.68 0.37 ]
[0.79 0.87 0.57 0.82 0.64 0.18 0.16 0.65 0.54 1.00 0.64 0.76 0.26 0.24 0.49 0.58 0.41 0.44 0.18 0.71 0.76 0.20 0.77 0.46 ]
[0.60 0.61 0.82 0.58 0.05 0.43 0.26 0.99 0.92 0.64 1.00 0.87 0.14 0.35 0.41 0.97 0.68 0.26 0.51 0.18 0.88 0.46 0.95 0.08 ]
[0.72 0.37 0.92 1.00 0.35 0.90 0.99 0.61 0.01 0.76 0.87 1.00 1.00 0.17 0.38 0.77 0.25 0.03 0.69 0.73 0.75 0.01 0.35 0.77 ]
[0.84 0.16 0.89 0.79 0.08 0.90 0.21 0.30 0.62 0.26 0.14 1.00 1.00 0.46 0.39 0.60 0.34 0.85 0.91 0.17 0.49 0.10 0.84 0.34 ]
[0.58 0.92 0.00 0.27 0.45 0.17 0.07 0.47 0.51 0.24 0.35 0.17 0.46 1.00 0.06 0.63 0.35 0.14 0.06 0.80 0.08 0.23 0.09 0.97 ]
[0.33 0.49 0.80 0.40 0.80 0.39 0.25 0.17 0.69 0.49 0.41 0.38 0.39 0.06 1.00 0.41 0.21 0.33 0.85 0.24 0.16 0.99 0.03 0.60 ]
[0.34 0.05 0.76 0.23 0.47 0.75 0.29 0.42 0.99 0.58 0.97 0.77 0.60 0.63 0.41 1.00 0.54 0.30 0.40 0.56 0.71 0.47 0.60 0.93 ]
[0.64 0.51 0.57 0.32 0.73 0.68 0.76 0.63 0.95 0.41 0.68 0.25 0.34 0.35 0.21 0.54 1.00 0.26 0.23 0.51 0.58 0.47 0.58 0.30 ]
[0.31 0.78 0.51 0.78 0.08 0.53 0.81 0.50 0.89 0.44 0.26 0.03 0.85 0.14 0.33 0.30 0.26 1.00 0.78 0.72 0.10 0.41 0.71 0.89 ]
[0.44 0.86 0.59 0.25 0.13 0.36 0.56 0.80 0.75 0.18 0.51 0.69 0.91 0.06 0.85 0.40 0.23 0.78 1.00 0.52 0.19 0.07 0.35 0.04 ]
[0.08 0.63 0.49 0.41 0.05 0.69 0.38 0.21 0.59 0.71 0.18 0.73 0.17 0.80 0.24 0.56 0.51 0.72 0.52 1.00 0.11 0.31 0.29 0.86 ]
[0.40 0.49 0.50 0.56 0.60 0.62 1.00 0.16 0.92 0.76 0.88 0.75 0.49 0.08 0.16 0.71 0.58 0.10 0.19 0.11 1.00 0.28 0.58 0.02 ]
[0.19 0.14 0.87 0.69 0.78 0.92 0.05 0.64 0.70 0.20 0.46 0.01 0.10 0.23 0.99 0.47 0.47 0.41 0.07 0.31 0.28 1.00 0.84 0.16 ]
[0.46 0.83 0.01 0.54 0.05 0.48 0.66 0.61 0.68 0.77 0.95 0.35 0.84 0.09 0.03 0.60 0.58 0.71 0.35 0.29 0.58 0.84 1.00 0.22 ]
[0.07 0.25 0.67 0.16 0.03 0.85 0.90 0.54 0.37 0.46 0.08 0.77 0.34 0.97 0.60 0.93 0.30 0.89 0.04 0.86 0.02 0.16 0.22 1.00 ]
];
