D = 4;
n = [ 2 2 2 2 ];
N = 17;
d = [1 1 1 1 2 2 2 2 3 3 3 3 4 4 4 4 4 ];
m = [
[1.00 0.09 0.91 0.38 0.56 0.78 0.59 0.18 0.89 0.71 0.98 0.94 0.87 0.44 0.65 0.29 0.83 ]
[0.09 1.00 0.93 0.66 0.56 0.93 0.90 0.82 0.55 0.98 0.58 0.47 0.28 0.15 0.74 0.43 0.24 ]
[0.91 0.93 1.00 0.61 0.23 0.21 0.57 0.75 0.01 0.78 0.80 0.62 0.47 0.46 0.95 0.74 0.99 ]
[0.38 0.66 0.61 1.00 0.44 0.85 0.58 0.08 0.29 0.06 0.66 0.50 0.70 0.26 0.20 0.56 0.40 ]
[0.56 0.56 0.23 0.44 1.00 0.49 0.70 0.38 0.36 0.08 0.32 0.98 0.28 0.05 0.03 0.30 0.89 ]
[0.78 0.93 0.21 0.85 0.49 1.00 0.00 0.86 0.56 0.55 0.51 0.98 0.65 0.75 0.12 0.75 0.60 ]
[0.59 0.90 0.57 0.58 0.70 0.00 1.00 0.05 0.28 0.73 0.52 0.51 0.67 0.98 0.61 0.04 0.16 ]
[0.18 0.82 0.75 0.08 0.38 0.86 0.05 1.00 0.70 0.20 0.06 0.86 0.41 0.38 0.59 0.92 0.32 ]
[0.89 0.55 0.01 0.29 0.36 0.56 0.28 0.70 1.00 0.67 0.40 0.53 0.81 0.63 0.59 0.44 0.60 ]
[0.71 0.98 0.78 0.06 0.08 0.55 0.73 0.20 0.67 1.00 0.06 0.36 0.30 0.87 0.29 0.09 0.67 ]
[0.98 0.58 0.80 0.66 0.32 0.51 0.52 0.06 0.40 0.06 1.00 0.09 0.28 0.21 0.99 0.85 0.23 ]
[0.94 0.47 0.62 0.50 0.98 0.98 0.51 0.86 0.53 0.36 0.09 1.00 0.54 0.52 0.44 0.18 0.85 ]
[0.87 0.28 0.47 0.70 0.28 0.65 0.67 0.41 0.81 0.30 0.28 0.54 1.00 0.56 0.42 0.43 0.78 ]
[0.44 0.15 0.46 0.26 0.05 0.75 0.98 0.38 0.63 0.87 0.21 0.52 0.56 1.00 0.98 0.89 0.14 ]
[0.65 0.74 0.95 0.20 0.03 0.12 0.61 0.59 0.59 0.29 0.99 0.44 0.42 0.98 1.00 0.07 0.81 ]
[0.29 0.43 0.74 0.56 0.30 0.75 0.04 0.92 0.44 0.09 0.85 0.18 0.43 0.89 0.07 1.00 0.69 ]
[0.83 0.24 0.99 0.40 0.89 0.60 0.16 0.32 0.60 0.67 0.23 0.85 0.78 0.14 0.81 0.69 1.00 ]
];
