D = 6;
n = [ 5 5 5 5 5 5 ];
N = 35;
d = [1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 4 4 4 4 4 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.43 0.58 0.73 0.11 0.10 0.49 0.59 1.00 0.16 0.52 0.88 0.05 0.53 0.36 0.77 0.35 0.34 0.73 0.75 0.09 0.46 0.49 0.52 0.09 0.10 0.79 0.98 0.25 0.09 0.99 0.66 0.78 0.46 0.30 ]
[0.43 1.00 0.05 0.66 0.62 0.61 0.18 0.63 0.73 0.22 0.36 0.34 0.87 0.30 0.32 0.74 0.33 0.78 0.48 0.41 0.42 0.54 0.11 0.16 0.32 0.44 0.50 0.69 0.99 0.60 0.88 0.46 0.74 0.74 0.31 ]
[0.58 0.05 1.00 0.13 0.65 0.33 0.77 0.13 0.61 0.03 0.90 0.92 0.71 0.15 0.03 0.70 0.54 0.65 0.66 0.66 0.59 0.78 0.91 0.43 0.02 0.81 0.88 0.71 0.03 0.92 0.16 0.60 0.15 0.50 0.32 ]
[0.73 0.66 0.13 1.00 0.71 0.81 0.10 0.63 0.22 0.04 0.19 0.58 0.06 0.25 0.13 0.77 0.07 0.35 0.21 0.60 0.58 0.84 0.83 0.16 0.43 0.57 0.66 0.53 0.39 0.01 0.72 0.67 0.10 0.17 0.97 ]
[0.11 0.62 0.65 0.71 1.00 0.45 0.96 0.06 0.55 0.47 0.25 0.30 0.90 0.07 0.72 0.32 0.11 0.40 0.80 0.59 0.21 0.62 0.77 0.28 0.11 0.37 0.34 0.48 0.88 0.13 0.75 0.67 0.52 0.34 0.65 ]
[0.10 0.61 0.33 0.81 0.45 1.00 0.38 0.76 0.90 0.33 0.25 0.53 0.50 0.60 0.02 0.62 0.05 0.08 0.46 0.86 0.52 0.09 0.83 0.47 0.99 0.57 0.15 0.30 0.17 0.79 0.05 0.22 0.24 0.48 0.50 ]
[0.49 0.18 0.77 0.10 0.96 0.38 1.00 0.65 0.22 0.52 0.22 0.75 0.97 0.25 0.21 0.39 0.09 0.17 0.99 0.79 0.34 0.30 0.61 0.06 0.28 0.58 0.49 0.85 0.32 0.86 0.89 0.28 0.19 0.43 0.61 ]
[0.59 0.63 0.13 0.63 0.06 0.76 0.65 1.00 0.99 0.39 0.54 0.41 0.74 0.42 0.13 0.93 0.23 0.59 0.10 0.27 0.08 0.65 0.80 0.86 0.92 0.21 0.02 0.29 0.91 0.14 0.83 1.00 0.95 0.53 0.09 ]
[1.00 0.73 0.61 0.22 0.55 0.90 0.22 0.99 1.00 0.19 0.01 0.38 0.72 0.23 0.71 0.05 0.89 0.19 0.28 0.65 0.96 0.93 0.69 0.21 0.51 0.29 0.96 0.83 0.75 0.11 0.47 0.99 0.92 0.68 0.47 ]
[0.16 0.22 0.03 0.04 0.47 0.33 0.52 0.39 0.19 1.00 0.87 0.79 0.79 0.42 0.77 0.60 0.35 0.92 0.31 0.09 0.80 0.50 0.15 0.19 0.88 0.90 0.39 0.16 0.26 0.84 0.29 0.72 0.24 0.44 0.14 ]
[0.52 0.36 0.90 0.19 0.25 0.25 0.22 0.54 0.01 0.87 1.00 0.74 0.04 0.21 0.43 0.54 0.73 0.98 0.41 0.76 0.84 0.03 0.94 0.89 0.72 0.23 0.07 0.92 0.91 0.01 0.14 0.15 0.40 0.28 0.01 ]
[0.88 0.34 0.92 0.58 0.30 0.53 0.75 0.41 0.38 0.79 0.74 1.00 0.61 0.94 0.48 0.31 0.72 0.17 0.08 0.79 0.37 0.65 0.33 0.53 0.34 0.25 0.57 0.42 0.92 0.12 0.06 0.10 0.30 0.82 0.99 ]
[0.05 0.87 0.71 0.06 0.90 0.50 0.97 0.74 0.72 0.79 0.04 0.61 1.00 0.09 0.73 0.57 0.19 0.48 0.00 0.95 0.29 0.13 0.66 0.10 0.86 0.47 0.71 0.18 0.48 0.98 0.69 0.65 0.89 0.23 0.78 ]
[0.53 0.30 0.15 0.25 0.07 0.60 0.25 0.42 0.23 0.42 0.21 0.94 0.09 1.00 0.24 0.58 0.82 0.75 0.52 0.15 0.72 0.87 0.39 0.03 0.57 0.04 0.36 0.26 0.84 0.86 0.71 0.92 0.42 0.01 0.26 ]
[0.36 0.32 0.03 0.13 0.72 0.02 0.21 0.13 0.71 0.77 0.43 0.48 0.73 0.24 1.00 0.78 0.26 0.81 0.86 0.61 0.27 0.46 0.36 0.87 0.18 0.88 0.85 0.49 0.03 0.94 0.02 0.11 0.88 0.32 0.53 ]
[0.77 0.74 0.70 0.77 0.32 0.62 0.39 0.93 0.05 0.60 0.54 0.31 0.57 0.58 0.78 1.00 0.72 0.94 0.77 0.91 0.93 0.34 0.10 0.43 0.38 0.62 0.49 0.07 0.52 0.58 0.91 0.40 0.99 0.55 0.73 ]
[0.35 0.33 0.54 0.07 0.11 0.05 0.09 0.23 0.89 0.35 0.73 0.72 0.19 0.82 0.26 0.72 1.00 0.83 0.02 0.40 0.86 0.94 0.09 0.47 0.01 0.55 0.25 0.66 0.60 0.15 0.89 0.35 0.22 0.54 0.83 ]
[0.34 0.78 0.65 0.35 0.40 0.08 0.17 0.59 0.19 0.92 0.98 0.17 0.48 0.75 0.81 0.94 0.83 1.00 0.06 0.40 0.37 0.87 0.68 0.01 0.67 0.10 0.77 0.58 0.80 0.64 0.94 0.67 0.04 0.60 0.60 ]
[0.73 0.48 0.66 0.21 0.80 0.46 0.99 0.10 0.28 0.31 0.41 0.08 0.00 0.52 0.86 0.77 0.02 0.06 1.00 0.84 0.62 0.00 0.34 0.04 0.28 0.33 0.60 0.01 0.68 0.88 0.25 0.55 0.00 0.03 0.44 ]
[0.75 0.41 0.66 0.60 0.59 0.86 0.79 0.27 0.65 0.09 0.76 0.79 0.95 0.15 0.61 0.91 0.40 0.40 0.84 1.00 0.91 0.50 0.18 0.38 0.67 0.46 0.27 0.25 0.33 0.64 0.47 0.80 0.45 0.29 0.97 ]
[0.09 0.42 0.59 0.58 0.21 0.52 0.34 0.08 0.96 0.80 0.84 0.37 0.29 0.72 0.27 0.93 0.86 0.37 0.62 0.91 1.00 0.38 0.31 0.71 0.18 0.19 0.15 0.23 0.85 0.84 0.88 0.70 0.14 0.07 0.46 ]
[0.46 0.54 0.78 0.84 0.62 0.09 0.30 0.65 0.93 0.50 0.03 0.65 0.13 0.87 0.46 0.34 0.94 0.87 0.00 0.50 0.38 1.00 0.22 0.66 0.96 0.41 0.91 0.36 0.86 0.74 0.00 0.20 0.36 0.04 0.53 ]
[0.49 0.11 0.91 0.83 0.77 0.83 0.61 0.80 0.69 0.15 0.94 0.33 0.66 0.39 0.36 0.10 0.09 0.68 0.34 0.18 0.31 0.22 1.00 0.43 0.26 0.98 0.92 0.91 0.88 0.65 0.96 0.08 0.85 0.14 0.98 ]
[0.52 0.16 0.43 0.16 0.28 0.47 0.06 0.86 0.21 0.19 0.89 0.53 0.10 0.03 0.87 0.43 0.47 0.01 0.04 0.38 0.71 0.66 0.43 1.00 0.03 0.59 0.89 0.20 0.74 0.26 0.89 0.23 0.55 0.38 0.21 ]
[0.09 0.32 0.02 0.43 0.11 0.99 0.28 0.92 0.51 0.88 0.72 0.34 0.86 0.57 0.18 0.38 0.01 0.67 0.28 0.67 0.18 0.96 0.26 0.03 1.00 0.86 0.86 0.89 0.70 0.71 0.84 0.00 0.84 0.13 0.00 ]
[0.10 0.44 0.81 0.57 0.37 0.57 0.58 0.21 0.29 0.90 0.23 0.25 0.47 0.04 0.88 0.62 0.55 0.10 0.33 0.46 0.19 0.41 0.98 0.59 0.86 1.00 0.73 0.79 0.05 0.77 0.26 0.03 0.66 0.21 0.10 ]
[0.79 0.50 0.88 0.66 0.34 0.15 0.49 0.02 0.96 0.39 0.07 0.57 0.71 0.36 0.85 0.49 0.25 0.77 0.60 0.27 0.15 0.91 0.92 0.89 0.86 0.73 1.00 0.33 0.40 0.30 0.98 0.49 0.63 0.87 0.27 ]
[0.98 0.69 0.71 0.53 0.48 0.30 0.85 0.29 0.83 0.16 0.92 0.42 0.18 0.26 0.49 0.07 0.66 0.58 0.01 0.25 0.23 0.36 0.91 0.20 0.89 0.79 0.33 1.00 0.87 0.16 0.69 0.05 0.93 0.94 0.05 ]
[0.25 0.99 0.03 0.39 0.88 0.17 0.32 0.91 0.75 0.26 0.91 0.92 0.48 0.84 0.03 0.52 0.60 0.80 0.68 0.33 0.85 0.86 0.88 0.74 0.70 0.05 0.40 0.87 1.00 0.64 0.51 0.72 0.48 0.10 0.89 ]
[0.09 0.60 0.92 0.01 0.13 0.79 0.86 0.14 0.11 0.84 0.01 0.12 0.98 0.86 0.94 0.58 0.15 0.64 0.88 0.64 0.84 0.74 0.65 0.26 0.71 0.77 0.30 0.16 0.64 1.00 0.83 0.83 0.86 0.32 0.98 ]
[0.99 0.88 0.16 0.72 0.75 0.05 0.89 0.83 0.47 0.29 0.14 0.06 0.69 0.71 0.02 0.91 0.89 0.94 0.25 0.47 0.88 0.00 0.96 0.89 0.84 0.26 0.98 0.69 0.51 0.83 1.00 0.16 0.38 0.19 0.53 ]
[0.66 0.46 0.60 0.67 0.67 0.22 0.28 1.00 0.99 0.72 0.15 0.10 0.65 0.92 0.11 0.40 0.35 0.67 0.55 0.80 0.70 0.20 0.08 0.23 0.00 0.03 0.49 0.05 0.72 0.83 0.16 1.00 0.69 0.68 0.32 ]
[0.78 0.74 0.15 0.10 0.52 0.24 0.19 0.95 0.92 0.24 0.40 0.30 0.89 0.42 0.88 0.99 0.22 0.04 0.00 0.45 0.14 0.36 0.85 0.55 0.84 0.66 0.63 0.93 0.48 0.86 0.38 0.69 1.00 0.28 0.05 ]
[0.46 0.74 0.50 0.17 0.34 0.48 0.43 0.53 0.68 0.44 0.28 0.82 0.23 0.01 0.32 0.55 0.54 0.60 0.03 0.29 0.07 0.04 0.14 0.38 0.13 0.21 0.87 0.94 0.10 0.32 0.19 0.68 0.28 1.00 0.71 ]
[0.30 0.31 0.32 0.97 0.65 0.50 0.61 0.09 0.47 0.14 0.01 0.99 0.78 0.26 0.53 0.73 0.83 0.60 0.44 0.97 0.46 0.53 0.98 0.21 0.00 0.10 0.27 0.05 0.89 0.98 0.53 0.32 0.05 0.71 1.00 ]
];
