D = 8;
n = [ 4 4 4 4 4 4 4 4 ];
N = 50;
d = [1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 5 5 5 5 5 5 6 6 6 6 6 6 7 7 7 7 7 7 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.66 0.66 0.04 0.06 0.03 0.70 0.37 0.03 0.94 0.81 0.40 0.24 0.42 0.40 0.77 0.83 0.11 0.91 0.73 0.73 0.21 0.37 0.36 0.27 0.58 0.96 0.51 0.20 0.01 0.82 0.08 0.99 0.68 0.93 0.03 0.67 0.09 0.05 0.65 0.64 0.32 0.41 0.53 0.82 0.23 0.16 0.81 0.84 0.33 ]
[0.66 1.00 0.22 0.88 0.59 0.89 0.31 0.99 0.55 0.11 0.39 0.05 0.98 0.66 0.22 0.39 0.67 0.39 0.09 0.41 0.90 0.20 0.16 0.82 0.55 0.21 0.42 0.76 0.08 0.76 0.01 0.60 0.74 0.85 0.75 0.21 0.36 0.43 0.47 0.95 0.78 0.80 0.21 0.44 0.32 0.69 0.70 0.47 0.85 0.57 ]
[0.66 0.22 1.00 0.21 0.19 0.80 0.91 0.40 0.48 0.68 0.79 0.06 0.65 0.91 0.08 0.21 0.39 0.78 0.11 0.31 0.43 0.21 0.67 0.40 0.91 0.43 0.62 0.82 0.41 0.47 0.94 0.83 0.91 0.72 0.93 0.35 0.15 0.62 0.32 0.74 0.72 0.22 0.20 0.91 0.41 0.19 0.66 0.24 0.34 0.85 ]
[0.04 0.88 0.21 1.00 0.52 0.56 0.61 0.07 0.84 0.55 0.59 0.04 0.99 0.32 0.58 0.03 0.36 0.84 0.78 0.14 0.46 0.66 0.49 0.15 0.54 0.96 0.57 0.08 0.18 0.20 0.53 0.77 0.63 0.40 0.40 0.97 0.19 0.44 0.76 0.79 0.53 0.26 0.87 0.90 0.57 0.61 0.07 0.63 0.54 0.16 ]
[0.06 0.59 0.19 0.52 1.00 0.24 0.71 0.85 0.77 0.13 0.60 0.39 0.32 0.76 0.90 0.84 0.62 0.17 0.71 0.58 0.38 0.19 0.10 0.30 0.41 0.28 0.41 0.56 0.79 0.61 0.76 0.15 0.76 0.93 0.58 0.50 0.68 0.86 0.01 0.06 0.83 0.16 0.95 0.56 0.65 0.28 0.30 0.90 0.68 0.17 ]
[0.03 0.89 0.80 0.56 0.24 1.00 0.69 0.44 0.32 0.35 0.33 0.59 0.42 0.76 0.26 0.60 0.04 0.99 0.17 0.70 0.67 0.93 0.39 0.12 0.57 0.88 0.18 0.23 0.58 0.32 0.64 0.17 0.73 0.74 0.19 0.38 0.63 0.79 0.24 0.22 0.83 0.69 0.47 0.67 0.66 0.83 0.77 0.97 0.07 0.72 ]
[0.70 0.31 0.91 0.61 0.71 0.69 1.00 0.34 0.80 0.97 0.23 0.78 0.76 0.90 0.24 0.05 0.70 0.78 0.41 0.08 0.96 0.30 0.06 0.11 0.42 0.05 0.59 0.59 0.69 0.14 0.67 0.99 0.65 0.86 0.45 0.24 0.64 0.14 0.97 0.16 0.77 0.78 0.38 0.41 0.49 0.21 0.46 0.02 0.41 0.97 ]
[0.37 0.99 0.40 0.07 0.85 0.44 0.34 1.00 0.36 0.75 0.98 0.28 0.77 0.67 0.48 0.85 0.41 0.45 0.04 0.62 0.33 0.21 0.65 0.94 0.20 0.55 0.06 0.76 0.98 0.02 0.60 0.49 0.31 0.97 0.55 0.91 0.30 0.25 0.29 0.76 0.25 0.21 0.79 0.62 0.49 0.74 0.73 0.44 0.93 0.19 ]
[0.03 0.55 0.48 0.84 0.77 0.32 0.80 0.36 1.00 0.08 0.97 0.49 0.60 0.47 0.72 0.86 0.67 0.62 0.66 0.64 0.90 0.65 0.20 0.14 0.65 0.47 0.55 0.86 0.96 0.58 0.93 0.03 0.16 0.39 0.11 0.58 0.01 0.22 0.18 0.07 0.80 0.34 0.39 0.18 0.66 0.62 0.77 0.01 0.78 0.00 ]
[0.94 0.11 0.68 0.55 0.13 0.35 0.97 0.75 0.08 1.00 0.35 0.32 0.98 0.55 0.98 0.05 0.19 0.56 0.01 0.28 0.48 0.46 0.31 0.42 0.90 0.01 0.62 0.80 0.32 0.05 0.23 0.95 0.20 0.61 0.89 0.43 0.69 0.71 0.46 0.19 0.23 0.26 0.10 0.11 0.53 0.49 0.83 0.34 0.36 0.56 ]
