D = 2;
n = [ 3 3 ];
N = 40;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.43 0.59 0.19 0.09 0.87 0.96 0.37 0.17 0.36 0.15 0.35 0.67 0.81 0.49 0.97 0.99 0.73 0.03 0.54 0.70 0.34 0.03 0.93 0.53 0.09 0.01 0.84 0.86 0.54 0.40 0.06 0.27 0.27 0.84 0.17 0.68 0.98 0.77 0.03 ]
[0.43 1.00 0.07 0.32 0.57 0.14 0.96 0.43 0.52 0.70 0.25 0.57 0.05 0.58 0.31 0.80 0.66 0.73 0.26 0.18 0.70 0.80 0.88 0.56 0.57 0.75 0.20 0.20 0.97 0.59 0.14 0.23 0.80 0.39 0.01 0.40 0.94 0.30 0.54 0.45 ]
[0.59 0.07 1.00 0.44 0.46 0.22 0.68 0.62 0.72 0.75 0.70 0.38 0.06 0.13 0.38 0.57 0.11 0.09 0.36 0.64 0.03 0.68 0.98 0.83 0.16 0.26 0.86 0.40 0.72 0.28 0.05 0.24 0.34 0.42 0.01 0.77 0.34 0.74 0.96 0.27 ]
[0.19 0.32 0.44 1.00 0.27 0.44 0.68 0.00 0.50 0.45 0.63 0.19 0.12 0.59 0.66 0.66 0.03 0.23 0.39 0.45 0.27 0.57 0.46 0.56 0.88 0.65 0.61 0.14 0.77 0.21 0.64 0.79 0.88 0.59 0.62 0.95 0.61 0.12 0.58 0.08 ]
[0.09 0.57 0.46 0.27 1.00 0.23 0.50 0.15 0.06 0.14 0.42 0.65 0.63 0.65 0.18 0.71 0.78 0.00 0.09 0.26 0.51 0.64 0.82 0.22 0.27 0.91 0.98 0.57 0.39 0.80 0.77 0.61 0.87 0.59 0.32 0.89 0.35 0.39 0.54 0.59 ]
[0.87 0.14 0.22 0.44 0.23 1.00 1.00 0.30 0.07 0.79 0.36 0.24 0.68 0.84 0.93 0.81 0.45 0.17 0.48 0.05 0.08 0.03 0.86 0.92 0.81 0.45 0.69 0.19 0.51 0.64 0.66 0.43 0.59 0.73 0.97 0.98 0.35 0.67 0.71 0.29 ]
[0.96 0.96 0.68 0.68 0.50 1.00 1.00 0.59 0.87 0.49 0.65 0.01 0.90 0.07 0.38 0.76 0.39 0.62 0.83 0.96 0.13 0.13 0.18 0.78 0.36 0.07 0.92 0.22 0.65 0.26 0.65 0.43 0.72 0.64 0.25 0.74 0.94 0.64 0.70 0.92 ]
[0.37 0.43 0.62 0.00 0.15 0.30 0.59 1.00 0.78 0.20 0.99 0.49 0.94 0.48 0.70 0.32 0.52 0.48 0.58 0.84 0.82 0.94 0.23 0.33 0.33 0.20 0.05 0.56 0.22 0.93 0.06 0.77 0.65 0.09 0.80 0.25 0.60 0.92 0.06 0.70 ]
[0.17 0.52 0.72 0.50 0.06 0.07 0.87 0.78 1.00 0.44 0.17 0.85 0.88 0.79 1.00 0.13 0.43 0.87 0.91 0.18 0.26 0.11 0.56 0.59 0.18 0.02 0.40 0.49 0.66 0.49 0.78 0.43 0.18 0.57 0.61 0.59 0.66 0.32 0.55 0.21 ]
[0.36 0.70 0.75 0.45 0.14 0.79 0.49 0.20 0.44 1.00 0.10 0.17 0.53 0.51 0.08 0.86 0.84 0.40 0.78 0.85 0.84 0.68 0.82 0.75 0.20 0.86 0.64 0.83 0.98 0.93 0.17 0.78 0.20 0.46 0.62 0.07 0.75 0.15 0.19 0.94 ]
