D = 4;
n = [ 3 3 3 3 ];
N = 20;
d = [1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 4 4 4 4 4 ];
m = [
[1.00 0.63 0.51 0.58 0.77 0.30 0.02 0.02 0.01 1.00 0.69 0.28 0.14 0.31 0.62 0.94 0.71 0.20 0.79 1.00 ]
[0.63 1.00 0.32 0.51 0.03 0.73 0.71 0.18 0.58 0.86 0.03 0.91 0.98 0.61 0.17 0.86 0.01 0.19 0.48 0.16 ]
[0.51 0.32 1.00 0.97 0.09 0.44 0.55 0.46 0.45 0.90 0.82 0.16 0.35 0.16 0.15 0.30 0.73 0.43 0.83 0.34 ]
[0.58 0.51 0.97 1.00 0.38 0.75 0.08 0.86 0.31 0.55 0.03 0.25 0.77 0.21 0.13 0.20 0.71 0.14 0.47 0.44 ]
[0.77 0.03 0.09 0.38 1.00 0.11 0.30 0.96 0.33 0.22 0.28 0.13 0.06 0.88 0.77 0.22 0.24 0.73 0.81 0.76 ]
[0.30 0.73 0.44 0.75 0.11 1.00 0.50 0.23 0.55 0.25 0.01 0.98 0.74 0.18 0.10 0.18 0.33 0.47 0.80 0.95 ]
[0.02 0.71 0.55 0.08 0.30 0.50 1.00 0.10 0.08 0.32 0.53 0.09 0.83 0.22 0.25 0.56 0.92 0.81 0.10 0.72 ]
[0.02 0.18 0.46 0.86 0.96 0.23 0.10 1.00 0.23 0.86 0.86 0.98 0.29 0.03 0.17 0.28 0.99 0.85 0.16 0.23 ]
[0.01 0.58 0.45 0.31 0.33 0.55 0.08 0.23 1.00 0.63 0.48 0.23 0.50 0.99 0.47 0.48 0.45 0.52 0.12 0.56 ]
[1.00 0.86 0.90 0.55 0.22 0.25 0.32 0.86 0.63 1.00 0.40 0.53 0.77 0.70 0.06 0.62 0.39 0.66 0.07 0.77 ]
[0.69 0.03 0.82 0.03 0.28 0.01 0.53 0.86 0.48 0.40 1.00 0.49 0.71 0.71 0.30 0.87 0.58 0.46 0.78 0.76 ]
[0.28 0.91 0.16 0.25 0.13 0.98 0.09 0.98 0.23 0.53 0.49 1.00 0.29 0.97 0.36 0.61 0.93 0.03 0.04 0.83 ]
[0.14 0.98 0.35 0.77 0.06 0.74 0.83 0.29 0.50 0.77 0.71 0.29 1.00 0.98 0.66 0.40 0.12 0.80 0.29 0.62 ]
[0.31 0.61 0.16 0.21 0.88 0.18 0.22 0.03 0.99 0.70 0.71 0.97 0.98 1.00 0.77 0.54 0.37 0.74 0.68 0.29 ]
[0.62 0.17 0.15 0.13 0.77 0.10 0.25 0.17 0.47 0.06 0.30 0.36 0.66 0.77 1.00 0.50 0.83 0.06 0.67 0.36 ]
[0.94 0.86 0.30 0.20 0.22 0.18 0.56 0.28 0.48 0.62 0.87 0.61 0.40 0.54 0.50 1.00 0.22 0.61 0.13 0.32 ]
[0.71 0.01 0.73 0.71 0.24 0.33 0.92 0.99 0.45 0.39 0.58 0.93 0.12 0.37 0.83 0.22 1.00 0.69 0.45 0.40 ]
[0.20 0.19 0.43 0.14 0.73 0.47 0.81 0.85 0.52 0.66 0.46 0.03 0.80 0.74 0.06 0.61 0.69 1.00 0.29 0.84 ]
[0.79 0.48 0.83 0.47 0.81 0.80 0.10 0.16 0.12 0.07 0.78 0.04 0.29 0.68 0.67 0.13 0.45 0.29 1.00 0.25 ]
[1.00 0.16 0.34 0.44 0.76 0.95 0.72 0.23 0.56 0.77 0.76 0.83 0.62 0.29 0.36 0.32 0.40 0.84 0.25 1.00 ]
];
