D = 2;
n = [ 2 2 ];
N = 58;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.18 0.69 0.08 0.45 0.47 0.34 0.06 0.19 0.71 0.11 0.49 0.35 0.32 0.42 0.26 0.53 0.74 0.47 0.48 0.60 0.42 0.81 0.15 0.73 0.90 0.23 0.51 0.48 0.02 0.12 0.36 0.45 0.77 0.46 0.99 0.60 0.96 0.05 0.08 0.56 0.56 0.13 0.89 0.78 0.89 0.26 0.32 0.94 0.79 0.80 0.57 0.06 0.41 0.04 0.61 0.88 0.56 ]
[0.18 1.00 0.75 0.81 0.33 0.42 0.99 0.04 0.08 0.69 0.80 0.53 0.42 0.55 0.46 0.65 0.69 0.20 0.32 0.71 0.67 0.49 0.91 0.91 0.42 0.59 0.71 0.50 0.79 0.40 0.20 0.42 0.73 0.21 0.33 0.50 0.18 0.50 0.61 0.99 0.25 0.09 0.29 0.03 0.43 0.38 0.07 0.15 0.67 0.52 0.39 0.44 0.48 0.35 0.62 0.91 0.06 0.69 ]
[0.69 0.75 1.00 0.83 0.20 0.61 0.47 0.28 0.98 0.50 0.61 0.99 0.23 0.98 0.15 0.83 0.36 0.49 0.51 0.67 0.76 0.74 0.35 0.51 0.68 0.25 0.34 0.75 0.36 0.07 0.29 0.37 0.32 0.79 0.60 0.30 0.94 0.45 0.86 0.29 0.94 0.22 0.01 0.33 0.04 0.80 0.43 0.53 0.18 0.53 0.28 0.59 0.08 0.40 0.76 0.86 0.26 0.19 ]
[0.08 0.81 0.83 1.00 0.76 0.66 0.73 0.20 0.54 0.09 0.94 0.13 0.72 0.14 0.49 0.09 0.91 0.04 0.04 0.71 0.99 0.40 0.34 0.22 0.76 0.75 1.00 0.57 0.77 0.94 0.82 0.37 0.08 0.75 0.70 0.57 0.50 0.05 0.03 0.71 0.26 0.47 0.98 0.89 0.50 0.83 0.45 0.32 0.11 0.96 0.01 0.40 0.36 0.35 0.16 0.77 0.23 0.87 ]
[0.45 0.33 0.20 0.76 1.00 0.09 0.18 0.74 0.29 0.64 0.03 0.86 0.92 0.01 0.47 0.54 0.73 0.21 0.96 0.03 0.28 0.33 0.80 0.21 0.05 0.46 0.09 0.01 0.44 0.69 0.16 0.72 0.24 0.68 0.20 0.77 0.16 0.67 0.60 0.98 0.45 0.58 0.27 0.16 0.25 0.41 0.15 0.12 0.39 0.66 0.31 0.16 0.62 0.77 0.44 0.93 0.14 0.72 ]
[0.47 0.42 0.61 0.66 0.09 1.00 0.17 0.15 0.59 0.05 0.81 0.04 0.44 0.06 0.46 0.05 0.69 0.69 0.56 0.90 0.28 0.52 0.93 0.85 0.42 0.59 0.99 0.06 0.75 0.12 0.61 0.62 0.40 0.12 0.89 0.67 0.12 0.07 0.15 0.48 0.35 0.02 0.86 0.27 0.45 0.10 0.46 0.33 0.92 0.94 0.44 0.75 0.75 0.99 0.65 0.60 0.48 0.94 ]
[0.34 0.99 0.47 0.73 0.18 0.17 1.00 0.97 0.06 0.64 0.63 0.10 0.19 0.16 0.61 0.04 0.04 0.27 0.36 0.96 0.41 0.93 0.60 0.74 0.02 0.24 0.24 0.30 0.33 0.07 0.48 0.96 0.89 0.20 0.06 0.98 0.12 0.50 0.13 0.55 0.08 0.64 0.80 0.53 0.02 0.35 0.35 0.75 0.53 0.96 0.95 0.19 0.42 0.16 0.01 0.88 0.77 0.84 ]
[0.06 0.04 0.28 0.20 0.74 0.15 0.97 1.00 0.32 0.24 0.88 0.62 0.17 0.56 0.78 0.28 0.11 0.88 0.24 0.39 0.45 0.90 0.25 0.45 0.62 0.96 0.97 0.53 0.57 0.92 0.42 0.31 0.54 0.42 0.14 0.81 0.60 0.51 0.68 0.72 0.37 0.31 0.62 0.81 0.07 0.18 0.77 0.66 0.03 0.62 0.93 0.03 0.63 0.44 0.38 0.17 0.08 1.00 ]
[0.19 0.08 0.98 0.54 0.29 0.59 0.06 0.32 1.00 0.65 0.58 0.94 0.05 0.21 0.35 0.02 0.24 0.46 0.12 0.30 0.59 0.79 0.88 0.17 0.02 0.90 0.72 0.83 0.36 0.61 0.80 0.31 0.76 0.45 0.49 0.92 0.93 0.16 0.46 0.59 0.04 0.75 0.09 0.45 0.47 0.81 0.47 0.34 0.98 0.21 0.97 0.21 0.86 0.91 0.28 0.01 0.27 0.42 ]
[0.71 0.69 0.50 0.09 0.64 0.05 0.64 0.24 0.65 1.00 0.74 0.43 0.45 0.44 0.50 0.99 0.35 0.79 0.21 0.48 0.41 0.00 0.23 0.01 0.23 0.05 0.08 0.05 0.20 0.98 0.26 0.45 0.12 0.64 0.51 0.38 0.27 0.14 0.24 0.09 0.31 0.44 0.36 0.10 0.43 0.60 0.50 0.11 0.87 0.95 0.13 0.52 0.45 0.07 0.29 0.89 0.90 0.40 ]
