D = 2;
n = [ 5 5 ];
N = 34;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.09 0.05 0.81 0.44 0.97 0.69 0.98 0.59 0.01 0.01 0.17 0.76 0.04 0.55 0.23 0.52 0.93 0.00 0.23 0.77 0.24 0.81 0.08 0.09 0.25 0.65 0.78 0.85 0.31 0.17 0.76 0.95 0.17 ]
[0.09 1.00 0.54 0.16 0.95 0.15 0.95 0.92 0.22 0.43 0.65 0.62 0.15 0.75 0.09 0.52 0.03 0.63 0.18 0.57 0.91 0.25 0.69 0.81 0.45 0.76 0.73 0.94 0.13 0.93 0.82 0.05 0.15 0.03 ]
[0.05 0.54 1.00 0.98 0.84 0.37 0.19 0.27 0.85 0.04 0.28 0.60 0.91 0.56 0.94 0.23 0.82 0.01 0.90 0.66 0.24 0.02 0.23 0.54 0.21 0.02 0.69 0.25 0.53 0.47 0.65 0.56 0.45 0.63 ]
[0.81 0.16 0.98 1.00 0.70 0.99 0.46 0.64 0.76 0.25 0.22 0.73 0.22 0.57 0.82 0.86 0.09 0.40 0.45 0.39 1.00 0.51 0.40 0.18 0.06 0.52 0.12 0.49 0.33 0.87 0.84 0.51 0.56 0.25 ]
[0.44 0.95 0.84 0.70 1.00 0.01 0.24 0.19 0.73 0.89 0.84 0.80 0.31 0.98 0.32 0.16 0.51 0.38 0.52 0.05 0.51 0.99 0.16 0.70 0.01 0.14 0.55 0.73 0.01 0.32 0.51 0.55 0.09 1.00 ]
[0.97 0.15 0.37 0.99 0.01 1.00 0.71 0.33 0.49 0.47 0.46 0.51 0.95 0.47 0.63 0.56 0.85 0.16 0.18 0.92 0.13 0.36 0.50 0.89 0.38 0.06 0.50 0.50 0.99 0.83 0.97 0.75 0.04 0.86 ]
[0.69 0.95 0.19 0.46 0.24 0.71 1.00 0.00 0.53 0.58 0.91 0.62 0.67 0.84 0.31 0.42 0.99 0.27 0.23 0.85 0.81 0.30 0.58 0.05 0.05 0.59 0.55 0.16 0.01 0.12 0.23 0.11 0.76 0.66 ]
[0.98 0.92 0.27 0.64 0.19 0.33 0.00 1.00 0.38 0.22 0.57 0.62 0.53 0.60 0.44 0.62 0.70 0.21 0.65 0.19 0.58 0.91 0.27 0.37 0.22 0.77 0.13 0.87 0.94 0.61 0.71 0.45 0.84 0.28 ]
[0.59 0.22 0.85 0.76 0.73 0.49 0.53 0.38 1.00 0.70 0.92 0.44 0.66 0.71 0.95 0.31 0.20 0.49 0.88 0.83 0.31 0.88 0.40 0.96 0.58 0.73 0.91 0.59 0.57 0.89 0.54 0.74 0.98 0.45 ]
[0.01 0.43 0.04 0.25 0.89 0.47 0.58 0.22 0.70 1.00 0.24 0.08 0.71 0.97 0.73 0.20 0.44 0.76 0.33 0.90 0.31 0.72 0.59 0.34 0.41 0.43 0.58 0.80 0.88 0.86 0.43 0.71 0.01 0.92 ]
