D = 8;
n = [ 3 3 3 3 3 3 3 3 ];
N = 87;
d = [1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.49 0.49 1.00 0.07 0.15 0.29 0.12 0.71 0.56 0.71 0.71 0.67 0.12 0.83 0.61 0.55 0.57 0.97 0.59 0.67 0.06 0.40 0.43 0.25 0.44 0.15 0.81 0.06 0.84 0.10 0.66 0.51 0.01 0.16 0.91 0.87 0.94 0.04 0.34 0.54 0.87 0.50 0.08 0.42 0.28 0.16 0.59 0.30 0.25 0.82 0.97 0.51 0.07 0.35 0.87 0.35 0.16 0.33 0.66 0.23 0.88 0.11 0.36 0.10 0.29 0.21 0.47 0.95 0.92 0.33 0.68 0.98 0.02 0.98 0.02 0.63 0.52 0.96 0.80 0.94 0.22 0.09 0.94 0.47 0.79 0.67 ]
[0.49 1.00 0.28 0.80 0.27 0.41 0.02 0.02 0.74 0.55 0.31 0.66 0.32 0.60 0.41 0.90 0.06 0.80 0.63 0.41 0.58 0.85 0.04 0.06 0.29 0.25 0.02 0.30 0.05 0.20 0.41 0.64 0.15 0.55 0.65 0.61 0.95 0.58 0.99 0.30 0.93 0.24 0.06 0.25 0.46 0.97 0.58 0.27 0.09 0.16 0.76 0.75 0.90 0.31 0.48 0.09 0.40 0.73 0.41 0.48 0.77 0.65 0.85 0.64 0.68 0.07 0.47 0.67 0.29 0.09 0.77 0.76 0.94 0.02 0.40 0.97 0.51 0.78 0.61 0.63 0.69 0.38 0.75 0.60 0.74 0.19 0.01 ]
[0.49 0.28 1.00 0.78 0.51 0.57 0.76 0.46 0.25 0.90 0.49 0.91 0.39 0.44 0.87 0.77 1.00 0.86 0.83 0.69 0.18 0.92 0.66 0.39 0.09 0.93 0.60 0.92 0.35 0.44 0.96 0.12 0.18 0.59 0.29 0.22 0.48 0.86 0.54 0.93 0.44 0.25 0.95 0.05 0.28 0.84 0.81 0.20 0.52 0.77 0.71 0.18 0.68 0.83 0.85 0.91 0.50 0.80 0.60 0.11 0.07 0.90 0.73 0.43 0.74 0.55 0.67 0.24 0.29 0.20 0.11 0.24 0.03 0.09 0.90 0.01 0.89 0.90 0.01 0.70 0.72 0.25 0.35 0.29 0.60 0.89 0.31 ]
[1.00 0.80 0.78 1.00 0.61 0.14 0.83 0.71 0.10 0.60 0.02 0.65 0.53 0.38 0.56 0.66 0.69 0.96 0.66 0.49 0.39 0.61 0.08 0.19 0.55 0.13 0.30 0.98 0.63 0.25 0.05 0.08 0.23 0.87 0.04 0.72 0.08 0.21 0.97 0.21 0.58 0.30 0.04 0.84 0.44 0.80 0.80 0.97 0.03 0.95 0.10 0.54 0.26 0.64 0.14 0.32 0.28 0.09 0.79 0.33 0.87 0.82 0.89 0.59 0.41 0.14 0.48 0.28 0.22 0.43 0.31 0.91 0.41 0.46 0.07 0.64 0.07 0.85 0.81 0.33 0.33 0.78 0.83 0.86 0.21 0.81 0.44 ]
[0.07 0.27 0.51 0.61 1.00 0.07 0.98 0.84 0.84 0.70 0.15 0.79 0.05 0.31 0.82 0.61 0.40 0.59 0.98 0.54 0.72 0.07 0.50 0.89 0.25 0.47 0.43 0.13 0.39 0.18 0.95 0.47 0.99 0.25 0.57 0.99 0.19 0.86 0.06 0.72 0.62 0.39 0.76 0.36 0.65 0.10 0.57 0.80 0.70 0.00 0.42 0.76 0.03 0.78 0.33 0.83 0.82 0.60 0.20 0.65 0.03 0.81 0.61 0.29 0.56 0.40 0.28 0.13 0.45 0.61 0.73 0.62 0.92 0.97 0.15 0.74 0.94 0.15 0.11 0.66 0.09 0.22 0.79 0.47 0.04 0.12 0.07 ]
[0.15 0.41 0.57 0.14 0.07 1.00 0.77 0.39 0.90 0.17 0.04 0.63 0.65 0.74 0.27 0.23 0.74 0.79 0.22 0.52 0.69 0.59 0.10 0.63 0.37 0.16 0.09 0.24 0.54 0.03 0.39 0.97 0.55 0.05 0.72 0.70 0.40 0.25 1.00 0.11 0.20 0.84 0.23 0.38 0.84 0.42 0.61 0.64 0.90 0.15 0.56 0.49 0.64 0.72 0.96 0.32 0.30 0.83 0.84 0.17 0.15 0.83 0.39 0.50 0.80 0.71 0.76 0.50 0.52 0.26 0.45 0.69 0.56 0.84 0.06 0.74 0.77 0.01 0.73 0.25 0.79 0.96 1.00 0.65 0.22 0.96 0.93 ]
[0.29 0.02 0.76 0.83 0.98 0.77 1.00 0.15 0.22 0.43 0.48 0.64 0.54 0.60 0.69 0.30 0.16 0.35 0.40 0.39 0.42 0.40 0.01 0.09 0.57 0.93 0.30 0.10 0.59 0.27 0.43 0.79 0.72 0.76 0.43 0.55 0.40 0.07 0.32 0.50 0.23 0.72 0.85 0.84 0.99 0.40 0.78 0.71 0.63 0.85 0.09 0.40 0.77 0.74 0.68 0.11 0.39 0.44 0.51 0.45 0.50 0.28 0.03 0.28 0.82 0.20 0.27 0.50 0.55 0.84 0.96 0.38 1.00 0.19 0.84 0.08 0.69 0.74 0.92 0.82 0.01 0.06 0.79 0.12 0.00 0.18 0.70 ]
[0.12 0.02 0.46 0.71 0.84 0.39 0.15 1.00 0.56 0.45 0.42 0.77 0.58 0.77 0.39 0.38 0.15 0.04 0.15 0.63 0.52 0.78 0.59 0.16 0.76 0.52 0.00 0.07 0.28 0.34 0.31 0.18 0.29 0.16 0.39 0.71 0.41 0.09 0.01 0.57 0.01 0.49 0.74 0.51 0.93 0.34 0.04 0.12 0.90 0.44 0.88 0.77 0.99 0.22 0.76 0.85 0.24 0.11 0.80 0.31 0.31 0.83 0.90 0.32 0.89 0.85 0.00 0.20 0.65 0.28 0.03 0.67 0.73 0.38 0.31 0.43 0.84 0.32 0.13 0.33 0.15 0.12 0.84 0.64 0.86 0.51 0.74 ]
[0.71 0.74 0.25 0.10 0.84 0.90 0.22 0.56 1.00 0.49 0.68 0.03 0.92 0.66 0.81 0.97 0.30 0.88 0.85 0.55 0.30 0.54 0.79 0.42 0.10 0.67 0.70 0.67 0.36 0.15 0.84 0.43 0.57 0.57 0.90 0.70 0.74 0.87 0.76 0.35 0.23 0.83 0.80 0.95 0.78 0.70 0.48 0.08 0.91 0.66 0.22 0.45 0.64 0.03 0.41 0.34 0.93 0.07 0.25 0.49 0.05 0.53 0.44 0.63 0.67 0.25 0.42 0.88 0.91 0.98 0.81 0.40 0.88 0.82 0.02 0.62 0.31 0.67 0.52 0.20 0.35 0.39 0.70 0.88 0.61 0.61 0.51 ]
[0.56 0.55 0.90 0.60 0.70 0.17 0.43 0.45 0.49 1.00 0.75 0.09 0.96 0.89 0.83 0.72 0.69 0.94 0.80 0.06 0.81 0.01 0.20 0.09 0.15 0.81 0.59 0.54 0.45 0.67 0.22 0.84 0.48 1.00 0.52 0.92 0.55 0.69 0.19 0.58 0.55 0.20 0.81 0.85 0.62 0.65 0.98 0.06 0.95 0.61 0.96 0.14 0.18 0.29 0.84 0.18 0.92 0.14 0.01 0.05 0.41 0.02 0.61 0.42 0.04 0.36 0.72 0.08 0.91 0.31 0.21 0.08 0.97 0.69 0.09 0.34 0.12 0.14 0.51 0.60 0.15 0.45 0.47 0.06 0.93 0.45 0.23 ]
