D = 6;
n = [ 3 3 3 3 3 3 ];
N = 58;
d = [1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.93 0.22 0.69 0.95 0.10 0.94 0.06 0.42 0.35 0.07 0.21 0.18 0.46 0.00 0.45 0.65 0.89 0.45 0.61 0.45 0.13 0.06 0.73 0.91 0.00 0.07 0.42 0.66 0.42 0.47 0.61 0.54 0.79 0.15 0.16 0.08 0.17 0.19 0.37 0.23 0.15 0.97 0.64 0.82 0.23 0.36 0.41 0.45 0.60 0.48 0.10 0.79 0.79 0.68 0.71 0.62 0.21 ]
[0.93 1.00 0.69 0.69 0.55 0.44 1.00 0.90 0.60 0.45 0.48 0.81 0.31 0.62 0.35 0.52 0.63 0.14 0.59 0.67 0.15 0.75 0.83 0.30 0.73 0.50 0.78 0.52 0.26 0.12 0.95 0.91 0.73 0.02 0.01 0.65 0.42 1.00 0.82 0.84 0.30 0.15 0.02 0.72 0.02 0.34 0.06 0.90 0.63 0.41 0.36 0.42 0.26 0.17 0.14 0.49 0.21 0.94 ]
[0.22 0.69 1.00 0.64 0.14 0.44 0.71 0.94 0.59 0.11 0.04 0.91 0.09 0.42 0.94 0.29 0.11 0.37 0.63 0.62 0.03 0.02 0.66 0.69 0.01 0.58 0.54 0.44 0.28 0.91 0.53 0.05 0.92 0.12 0.45 0.15 0.51 0.31 0.62 0.35 0.27 0.23 0.67 0.66 0.43 0.24 0.67 0.01 0.72 0.42 0.78 0.61 0.19 0.55 0.32 0.05 0.41 0.71 ]
[0.69 0.69 0.64 1.00 0.18 0.29 0.24 0.35 0.04 0.70 0.95 0.15 0.36 0.31 0.14 0.69 0.27 0.23 0.05 0.47 0.51 0.92 1.00 0.02 0.49 0.49 0.89 0.92 0.25 0.89 0.91 0.21 0.45 0.18 0.36 0.54 0.80 0.24 0.42 0.70 0.43 0.88 0.51 0.86 0.51 0.14 0.02 0.82 0.65 0.76 0.48 0.98 0.90 0.08 0.15 0.87 0.61 0.61 ]
[0.95 0.55 0.14 0.18 1.00 0.65 0.50 0.30 0.60 0.19 0.73 0.21 0.69 0.92 0.69 0.12 0.85 0.11 0.47 0.85 0.72 0.31 0.28 0.89 0.78 0.69 0.05 0.81 0.30 0.58 0.27 0.57 0.48 0.53 0.09 0.05 0.61 0.52 0.78 0.36 0.53 0.16 0.97 0.22 0.44 0.44 0.55 0.08 0.77 0.99 0.15 0.12 0.85 0.65 0.16 0.83 0.50 0.58 ]
[0.10 0.44 0.44 0.29 0.65 1.00 0.82 0.11 0.38 0.67 0.48 0.13 0.80 0.48 0.76 0.37 0.06 0.36 0.36 0.51 0.50 0.95 0.83 0.23 0.81 0.09 0.18 0.83 0.81 0.79 0.57 0.22 0.06 0.67 0.14 0.02 0.56 0.06 0.18 0.55 0.19 0.84 0.03 0.67 0.78 0.07 0.98 0.78 0.52 0.58 0.04 0.39 0.70 0.41 0.10 0.55 0.67 0.37 ]
[0.94 1.00 0.71 0.24 0.50 0.82 1.00 0.62 0.15 0.47 0.71 0.39 0.52 0.74 0.55 0.05 0.42 0.83 0.83 0.58 0.35 0.29 0.15 0.52 0.54 0.41 0.73 0.61 0.55 0.56 0.62 0.92 0.89 0.81 0.00 0.70 0.90 0.13 0.68 0.75 0.89 0.67 0.77 0.96 0.31 0.72 0.56 0.68 0.88 0.80 0.78 0.61 0.34 0.90 0.94 0.95 0.75 0.43 ]
[0.06 0.90 0.94 0.35 0.30 0.11 0.62 1.00 0.79 0.96 0.24 0.39 0.56 0.74 0.52 0.25 0.32 0.24 0.99 0.45 0.69 0.65 0.41 0.25 0.32 0.52 0.36 0.83 0.27 0.72 0.29 0.24 0.20 0.69 0.35 0.88 0.53 0.01 0.01 0.82 0.81 0.65 0.47 0.10 0.97 0.13 0.83 0.64 0.98 0.80 0.20 0.65 0.04 0.39 0.84 0.22 0.83 0.99 ]
[0.42 0.60 0.59 0.04 0.60 0.38 0.15 0.79 1.00 0.94 0.40 0.29 0.00 0.19 0.22 0.89 0.32 1.00 0.98 0.52 0.03 0.58 0.97 0.02 0.65 0.39 0.62 0.62 0.06 0.03 0.01 0.47 0.11 0.16 0.80 0.55 0.99 1.00 0.54 0.75 0.26 0.81 0.39 0.39 0.85 0.95 0.16 0.22 0.88 0.83 0.89 0.49 0.05 0.60 0.83 0.37 0.17 0.32 ]
[0.35 0.45 0.11 0.70 0.19 0.67 0.47 0.96 0.94 1.00 0.33 0.38 0.65 0.02 0.36 0.05 0.63 0.08 0.59 0.75 0.87 0.44 0.12 0.87 0.98 0.67 0.12 0.24 0.40 0.96 0.76 0.66 0.13 0.61 0.49 0.23 0.65 0.71 0.84 0.85 0.08 0.43 0.51 0.44 0.03 0.80 0.46 0.02 0.96 0.25 0.31 0.93 0.67 0.79 0.36 0.20 0.29 0.03 ]
