D = 8;
n = [ 2 2 2 2 2 2 2 2 ];
N = 26;
d = [1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 8 8 ];
m = [
[1.00 0.05 0.80 0.35 0.14 0.38 0.48 0.91 0.76 0.80 0.93 0.63 0.08 0.81 0.72 0.33 0.09 0.35 0.76 0.47 0.39 0.09 0.81 0.09 0.12 0.36 ]
[0.05 1.00 0.61 0.94 0.97 0.21 0.93 0.66 0.36 0.69 0.18 0.33 0.58 0.96 0.96 0.13 0.62 0.72 0.09 0.51 0.57 0.89 0.27 0.14 0.67 0.42 ]
[0.80 0.61 1.00 0.61 0.48 0.32 0.24 0.97 0.56 0.06 0.07 0.20 0.35 0.17 0.40 0.02 0.41 0.85 0.05 0.75 0.22 0.92 0.24 0.35 0.77 0.01 ]
[0.35 0.94 0.61 1.00 0.89 0.41 0.64 0.55 1.00 0.91 0.85 0.80 0.82 0.87 0.10 0.91 0.98 0.80 0.18 0.42 0.45 0.27 0.77 0.35 0.62 0.10 ]
[0.14 0.97 0.48 0.89 1.00 0.22 0.75 0.56 0.87 0.12 0.84 0.38 0.77 0.49 0.72 0.59 0.48 0.62 0.68 0.29 0.30 0.01 0.51 0.42 0.73 0.70 ]
[0.38 0.21 0.32 0.41 0.22 1.00 0.71 0.30 0.72 0.70 0.25 0.97 0.56 0.56 0.49 0.29 0.43 0.58 0.05 0.78 0.55 0.25 0.19 0.31 0.13 0.85 ]
[0.48 0.93 0.24 0.64 0.75 0.71 1.00 0.36 0.58 0.65 0.15 0.12 0.48 0.59 0.29 0.24 0.14 0.48 0.38 0.19 0.08 0.53 0.03 0.13 0.37 0.81 ]
[0.91 0.66 0.97 0.55 0.56 0.30 0.36 1.00 0.99 0.91 0.24 0.69 0.75 0.27 0.91 0.28 0.94 0.33 0.44 0.58 0.74 0.15 0.78 0.80 0.08 0.26 ]
[0.76 0.36 0.56 1.00 0.87 0.72 0.58 0.99 1.00 0.95 0.18 0.05 0.95 0.07 0.86 0.30 0.91 0.86 0.19 0.70 0.08 0.67 0.35 0.88 0.06 0.01 ]
[0.80 0.69 0.06 0.91 0.12 0.70 0.65 0.91 0.95 1.00 0.39 0.41 0.25 0.38 0.29 0.14 0.77 0.75 0.27 0.18 0.66 0.64 0.04 0.93 0.09 0.97 ]
