D = 8;
n = [ 2 2 2 2 2 2 2 2 ];
N = 32;
d = [1 1 1 1 2 2 2 2 3 3 3 3 4 4 4 4 5 5 5 5 6 6 6 6 7 7 7 7 8 8 8 8 ];
m = [
[1.00 0.55 0.56 0.48 0.74 0.70 0.39 0.39 0.14 0.98 0.69 0.97 0.26 0.77 0.84 0.90 0.68 0.43 0.37 0.85 0.73 0.66 1.00 0.80 0.91 0.93 0.47 0.26 0.03 0.81 0.41 0.10 ]
[0.55 1.00 0.38 0.46 0.65 0.44 0.44 0.62 0.99 0.50 0.70 0.11 0.42 0.40 0.93 0.20 0.22 0.99 0.48 0.86 0.98 0.97 0.33 0.70 0.24 0.75 0.99 0.68 0.58 0.52 0.44 0.65 ]
[0.56 0.38 1.00 0.95 0.60 0.23 0.05 0.17 0.34 0.46 0.58 0.24 0.42 0.42 0.12 0.23 0.04 0.93 0.13 0.36 0.86 0.90 0.17 0.24 0.35 0.77 0.47 0.96 0.82 0.64 0.92 0.54 ]
[0.48 0.46 0.95 1.00 0.55 0.88 0.10 0.27 0.41 0.46 0.65 0.53 0.03 0.78 0.03 0.60 0.59 0.40 0.25 0.48 0.23 0.66 0.45 0.06 0.60 0.31 0.54 0.81 0.56 0.96 0.53 0.55 ]
[0.74 0.65 0.60 0.55 1.00 0.34 0.86 0.52 0.95 0.42 0.91 0.58 0.60 0.58 0.73 0.02 0.96 0.09 0.85 0.84 0.11 0.89 0.67 0.83 0.98 0.57 0.64 0.28 0.75 0.21 0.86 0.18 ]
[0.70 0.44 0.23 0.88 0.34 1.00 0.22 0.54 0.91 0.19 0.67 0.83 0.57 0.64 0.55 0.80 0.20 0.60 0.65 0.71 0.16 0.27 0.84 0.13 0.65 0.02 0.19 0.70 0.85 0.15 0.84 0.87 ]
[0.39 0.44 0.05 0.10 0.86 0.22 1.00 0.69 0.85 0.04 0.28 0.92 0.75 0.42 0.06 0.59 0.86 0.49 0.95 0.10 0.44 0.34 0.72 0.03 0.33 0.10 0.33 0.69 0.53 0.59 0.01 0.78 ]
[0.39 0.62 0.17 0.27 0.52 0.54 0.69 1.00 0.24 0.29 0.53 0.36 0.95 0.17 0.49 0.90 0.59 0.82 0.95 0.42 0.89 0.11 0.60 1.00 0.02 0.33 0.57 0.28 0.21 0.65 0.82 0.34 ]
[0.14 0.99 0.34 0.41 0.95 0.91 0.85 0.24 1.00 0.53 0.72 0.56 0.38 0.32 0.88 0.74 0.03 0.89 0.69 0.99 0.65 0.87 0.95 0.90 0.26 0.40 0.48 0.29 0.26 0.48 0.75 0.69 ]
[0.98 0.50 0.46 0.46 0.42 0.19 0.04 0.29 0.53 1.00 0.01 0.10 0.24 0.84 0.72 0.45 0.42 0.73 0.42 0.88 0.75 0.23 0.65 0.09 0.19 0.74 0.42 0.11 0.97 0.74 0.39 0.21 ]
[0.69 0.70 0.58 0.65 0.91 0.67 0.28 0.53 0.72 0.01 1.00 0.99 0.02 0.88 0.29 0.68 0.89 0.16 0.23 0.20 0.02 0.40 0.51 0.40 0.67 0.65 0.83 0.31 0.68 0.65 0.39 0.90 ]
[0.97 0.11 0.24 0.53 0.58 0.83 0.92 0.36 0.56 0.10 0.99 1.00 0.16 0.95 0.30 0.35 0.19 0.25 0.25 0.39 0.83 0.95 0.42 0.94 0.26 0.93 0.37 0.48 0.35 0.64 0.76 0.61 ]
[0.26 0.42 0.42 0.03 0.60 0.57 0.75 0.95 0.38 0.24 0.02 0.16 1.00 0.65 0.27 0.90 0.37 0.51 0.06 0.07 0.91 0.76 0.11 0.92 0.31 0.37 0.27 0.12 0.14 0.48 0.06 0.54 ]
[0.77 0.40 0.42 0.78 0.58 0.64 0.42 0.17 0.32 0.84 0.88 0.95 0.65 1.00 0.64 0.55 0.57 0.34 0.17 0.29 0.69 0.69 0.71 0.05 0.21 0.88 0.71 0.82 0.97 0.34 0.37 0.99 ]
[0.84 0.93 0.12 0.03 0.73 0.55 0.06 0.49 0.88 0.72 0.29 0.30 0.27 0.64 1.00 0.46 0.89 0.97 0.31 0.94 0.95 0.73 0.06 0.19 0.33 0.84 0.34 0.57 0.71 0.94 0.37 0.77 ]
[0.90 0.20 0.23 0.60 0.02 0.80 0.59 0.90 0.74 0.45 0.68 0.35 0.90 0.55 0.46 1.00 0.44 0.55 0.22 0.00 0.68 0.15 0.67 0.01 0.44 0.17 0.57 0.54 0.14 0.21 0.24 0.05 ]
[0.68 0.22 0.04 0.59 0.96 0.20 0.86 0.59 0.03 0.42 0.89 0.19 0.37 0.57 0.89 0.44 1.00 0.57 0.58 0.14 0.58 0.89 0.43 0.84 0.71 0.99 0.65 0.90 0.14 0.18 0.78 0.98 ]
[0.43 0.99 0.93 0.40 0.09 0.60 0.49 0.82 0.89 0.73 0.16 0.25 0.51 0.34 0.97 0.55 0.57 1.00 0.18 0.75 0.03 0.93 0.88 0.36 0.50 0.44 0.29 0.47 0.97 0.13 0.82 0.29 ]
[0.37 0.48 0.13 0.25 0.85 0.65 0.95 0.95 0.69 0.42 0.23 0.25 0.06 0.17 0.31 0.22 0.58 0.18 1.00 0.69 0.63 0.83 0.64 0.67 0.48 0.30 0.58 0.34 0.86 0.03 0.39 0.06 ]
[0.85 0.86 0.36 0.48 0.84 0.71 0.10 0.42 0.99 0.88 0.20 0.39 0.07 0.29 0.94 0.00 0.14 0.75 0.69 1.00 0.61 0.72 0.17 0.04 0.58 0.34 0.17 0.31 0.76 0.56 0.74 0.49 ]
[0.73 0.98 0.86 0.23 0.11 0.16 0.44 0.89 0.65 0.75 0.02 0.83 0.91 0.69 0.95 0.68 0.58 0.03 0.63 0.61 1.00 0.34 0.97 0.05 0.10 0.62 0.46 0.96 0.22 0.68 0.08 0.40 ]
[0.66 0.97 0.90 0.66 0.89 0.27 0.34 0.11 0.87 0.23 0.40 0.95 0.76 0.69 0.73 0.15 0.89 0.93 0.83 0.72 0.34 1.00 0.19 0.79 0.09 0.46 0.72 0.85 0.59 0.82 0.75 0.43 ]
[1.00 0.33 0.17 0.45 0.67 0.84 0.72 0.60 0.95 0.65 0.51 0.42 0.11 0.71 0.06 0.67 0.43 0.88 0.64 0.17 0.97 0.19 1.00 0.13 0.34 0.05 0.40 0.01 1.00 0.21 0.78 0.73 ]
[0.80 0.70 0.24 0.06 0.83 0.13 0.03 1.00 0.90 0.09 0.40 0.94 0.92 0.05 0.19 0.01 0.84 0.36 0.67 0.04 0.05 0.79 0.13 1.00 1.00 0.23 0.31 0.45 0.14 0.14 0.27 0.02 ]
[0.91 0.24 0.35 0.60 0.98 0.65 0.33 0.02 0.26 0.19 0.67 0.26 0.31 0.21 0.33 0.44 0.71 0.50 0.48 0.58 0.10 0.09 0.34 1.00 1.00 0.26 0.91 0.27 0.13 0.24 0.69 0.75 ]
[0.93 0.75 0.77 0.31 0.57 0.02 0.10 0.33 0.40 0.74 0.65 0.93 0.37 0.88 0.84 0.17 0.99 0.44 0.30 0.34 0.62 0.46 0.05 0.23 0.26 1.00 0.58 0.99 0.19 0.74 0.51 0.95 ]
[0.47 0.99 0.47 0.54 0.64 0.19 0.33 0.57 0.48 0.42 0.83 0.37 0.27 0.71 0.34 0.57 0.65 0.29 0.58 0.17 0.46 0.72 0.40 0.31 0.91 0.58 1.00 0.82 0.29 0.34 0.17 0.61 ]
[0.26 0.68 0.96 0.81 0.28 0.70 0.69 0.28 0.29 0.11 0.31 0.48 0.12 0.82 0.57 0.54 0.90 0.47 0.34 0.31 0.96 0.85 0.01 0.45 0.27 0.99 0.82 1.00 0.24 0.82 0.94 0.31 ]
[0.03 0.58 0.82 0.56 0.75 0.85 0.53 0.21 0.26 0.97 0.68 0.35 0.14 0.97 0.71 0.14 0.14 0.97 0.86 0.76 0.22 0.59 1.00 0.14 0.13 0.19 0.29 0.24 1.00 0.87 0.49 0.44 ]
[0.81 0.52 0.64 0.96 0.21 0.15 0.59 0.65 0.48 0.74 0.65 0.64 0.48 0.34 0.94 0.21 0.18 0.13 0.03 0.56 0.68 0.82 0.21 0.14 0.24 0.74 0.34 0.82 0.87 1.00 0.04 0.47 ]
[0.41 0.44 0.92 0.53 0.86 0.84 0.01 0.82 0.75 0.39 0.39 0.76 0.06 0.37 0.37 0.24 0.78 0.82 0.39 0.74 0.08 0.75 0.78 0.27 0.69 0.51 0.17 0.94 0.49 0.04 1.00 0.29 ]
[0.10 0.65 0.54 0.55 0.18 0.87 0.78 0.34 0.69 0.21 0.90 0.61 0.54 0.99 0.77 0.05 0.98 0.29 0.06 0.49 0.40 0.43 0.73 0.02 0.75 0.95 0.61 0.31 0.44 0.47 0.29 1.00 ]
];
