D = 8;
n = [ 4 4 4 4 4 4 4 4 ];
N = 61;
d = [1 1 1 1 1 1 1 2 2 2 2 2 2 2 3 3 3 3 3 3 3 4 4 4 4 4 4 4 5 5 5 5 5 5 5 6 6 6 6 6 6 6 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.61 0.96 0.81 0.09 0.22 0.01 0.49 0.70 0.73 0.97 0.40 0.98 0.70 0.16 0.00 0.14 0.05 0.63 0.93 0.78 0.85 0.86 0.49 0.90 0.09 0.21 0.65 0.34 0.06 0.39 0.53 0.91 0.74 0.72 0.68 0.56 0.54 0.32 0.04 0.98 0.76 0.41 0.17 0.52 0.81 0.61 0.85 0.65 0.88 0.04 0.68 0.67 0.73 0.56 0.93 0.05 0.43 0.48 0.13 0.18 ]
[0.61 1.00 0.84 0.16 0.30 0.62 0.26 0.73 0.97 0.97 0.98 0.09 0.12 0.84 0.94 0.89 0.98 0.99 0.16 0.36 0.52 0.66 0.17 0.27 0.29 0.51 0.02 0.75 0.29 0.03 0.04 0.30 0.38 0.94 0.99 0.97 0.66 0.83 0.92 0.26 0.35 0.33 0.43 0.79 0.57 0.69 0.24 0.32 0.07 0.38 0.87 0.29 0.22 0.31 0.22 0.28 0.14 0.37 0.10 0.26 0.15 ]
[0.96 0.84 1.00 0.80 0.52 0.68 0.92 0.74 0.86 0.84 0.05 0.34 0.78 0.17 0.51 0.30 0.34 0.38 0.65 0.45 0.60 0.74 0.55 0.86 0.90 0.30 0.45 0.74 0.33 0.09 0.56 0.49 0.95 0.12 0.83 0.97 0.50 0.45 0.58 0.74 0.59 0.73 0.47 0.18 0.63 0.32 0.14 0.40 0.46 0.82 0.47 0.45 0.22 0.32 0.70 0.72 0.27 0.37 0.85 0.18 0.90 ]
[0.81 0.16 0.80 1.00 0.64 0.46 0.14 0.93 1.00 0.86 0.69 0.45 0.49 0.97 0.16 0.39 0.29 0.86 0.45 0.83 0.19 0.03 0.77 0.36 0.47 0.12 0.66 0.64 0.46 0.72 0.66 0.74 0.87 0.40 0.22 0.21 0.86 0.64 0.27 0.86 0.70 0.50 0.79 0.20 0.68 0.37 0.81 0.39 0.23 0.29 0.02 0.11 0.06 0.06 0.11 0.75 0.55 0.27 0.26 0.96 0.51 ]
[0.09 0.30 0.52 0.64 1.00 0.94 0.49 0.69 0.87 0.79 0.20 0.21 0.69 0.89 0.26 0.37 0.33 0.17 0.75 0.54 0.19 0.26 0.50 0.35 0.02 0.63 0.71 0.47 0.28 0.45 0.30 0.28 0.70 0.31 0.34 0.61 0.95 0.35 0.82 0.64 0.02 0.36 0.98 0.45 0.74 0.30 0.20 0.09 0.32 0.08 0.12 0.01 0.13 0.06 0.91 0.74 0.76 0.34 0.66 0.95 0.30 ]
[0.22 0.62 0.68 0.46 0.94 1.00 0.26 0.12 0.34 0.13 0.30 0.16 0.05 0.40 0.79 0.54 0.91 0.34 0.51 0.78 0.63 0.16 0.18 0.30 0.17 0.39 0.06 0.96 0.95 0.71 0.44 0.20 0.43 0.81 0.05 0.32 0.86 0.98 0.04 0.90 0.68 0.88 0.08 0.79 0.23 0.07 0.28 0.86 0.73 0.93 0.48 0.67 0.13 0.88 0.24 0.33 0.98 0.85 0.42 0.46 0.75 ]
[0.01 0.26 0.92 0.14 0.49 0.26 1.00 0.13 0.64 0.78 0.91 0.56 0.85 0.80 0.29 0.67 0.10 0.56 0.58 0.34 0.63 0.27 0.59 0.28 0.36 0.51 0.21 0.60 0.86 0.96 0.14 0.56 0.60 0.54 0.34 0.24 0.23 0.70 0.47 0.43 0.35 0.07 0.97 0.18 0.95 0.78 0.59 0.80 0.80 0.35 0.35 0.80 0.43 1.00 0.03 0.92 0.52 0.21 0.47 0.50 0.28 ]
[0.49 0.73 0.74 0.93 0.69 0.12 0.13 1.00 0.94 0.52 0.90 0.18 0.31 0.14 0.26 0.81 0.36 0.76 0.91 0.92 0.98 0.56 0.17 0.42 0.37 0.94 0.70 0.94 0.94 0.60 0.29 0.64 0.45 0.07 0.86 0.75 0.82 0.34 0.22 0.93 0.36 0.16 0.63 0.88 0.20 0.92 0.97 0.65 0.09 0.65 0.31 0.70 0.55 0.80 0.93 0.74 0.14 0.26 0.91 0.18 0.55 ]
[0.70 0.97 0.86 1.00 0.87 0.34 0.64 0.94 1.00 0.07 0.84 0.05 0.78 0.14 0.38 0.20 0.13 0.22 0.58 0.83 0.67 0.58 0.18 0.75 0.66 0.39 0.49 0.40 0.78 0.52 0.55 0.72 0.73 0.43 0.74 0.50 0.32 0.97 0.01 0.83 0.55 0.20 0.43 0.24 0.16 0.71 0.64 0.80 0.82 0.85 0.01 0.91 0.19 0.79 0.73 0.71 0.77 0.89 0.78 0.39 0.20 ]
[0.73 0.97 0.84 0.86 0.79 0.13 0.78 0.52 0.07 1.00 0.31 0.56 0.76 0.71 0.41 0.46 0.90 0.78 0.99 0.67 0.90 0.56 0.39 0.42 0.95 0.44 0.48 0.19 0.24 0.79 0.09 0.54 0.44 0.65 0.54 0.54 0.45 0.22 0.28 0.89 0.06 0.10 0.18 0.15 0.71 0.81 0.05 0.88 0.22 0.93 0.51 0.48 0.87 0.56 0.91 0.48 0.29 0.18 0.57 0.39 0.05 ]
[0.97 0.98 0.05 0.69 0.20 0.30 0.91 0.90 0.84 0.31 1.00 0.86 0.72 0.29 0.92 0.09 0.46 0.65 0.62 0.19 0.01 0.10 0.22 0.94 0.18 0.77 0.04 0.18 0.30 0.90 0.46 0.59 0.37 0.54 0.18 0.68 0.23 0.48 0.03 0.49 0.81 0.33 0.96 0.88 0.84 0.55 0.90 0.86 0.49 0.64 0.26 0.51 0.96 0.26 0.73 0.01 0.98 0.36 0.27 0.79 0.02 ]
[0.40 0.09 0.34 0.45 0.21 0.16 0.56 0.18 0.05 0.56 0.86 1.00 0.48 0.56 0.99 0.62 0.06 0.40 0.81 0.33 0.17 0.22 0.39 0.38 0.98 0.45 0.30 0.60 0.62 0.15 0.47 0.82 0.65 0.63 0.69 0.63 0.75 0.86 0.81 0.13 0.86 0.86 0.86 0.21 0.57 0.45 0.54 0.43 0.36 0.99 0.06 0.43 0.55 0.03 0.09 0.73 0.69 1.00 0.54 0.09 0.16 ]
[0.98 0.12 0.78 0.49 0.69 0.05 0.85 0.31 0.78 0.76 0.72 0.48 1.00 0.58 0.94 0.70 0.49 0.33 0.15 0.82 0.25 0.14 0.85 0.82 0.41 0.71 0.72 0.71 0.26 0.07 0.09 0.18 0.13 0.58 0.67 0.72 0.07 0.12 0.17 0.60 0.77 0.18 0.12 0.02 0.50 0.15 0.63 0.64 0.06 0.61 0.74 0.17 0.87 0.32 0.48 0.12 0.29 0.35 0.19 0.70 0.52 ]
[0.70 0.84 0.17 0.97 0.89 0.40 0.80 0.14 0.14 0.71 0.29 0.56 0.58 1.00 0.07 0.95 0.94 0.28 0.65 0.00 0.13 0.60 0.98 0.26 0.39 0.05 0.90 0.32 0.79 0.89 0.90 0.21 0.35 0.46 0.68 0.83 0.69 0.21 0.67 0.82 0.13 0.11 0.47 0.47 0.89 0.30 0.59 0.57 0.30 0.17 0.75 0.22 0.38 0.55 0.68 0.70 0.21 0.86 0.10 0.33 0.99 ]
[0.16 0.94 0.51 0.16 0.26 0.79 0.29 0.26 0.38 0.41 0.92 0.99 0.94 0.07 1.00 0.39 0.92 0.93 0.17 0.13 0.73 0.05 0.58 0.82 0.95 0.96 0.15 0.15 0.59 0.00 0.13 0.99 0.64 0.04 0.29 0.78 0.85 0.66 0.96 0.09 0.52 0.45 0.25 0.07 0.68 0.23 0.80 0.15 0.70 0.31 0.67 0.25 0.83 0.86 0.73 0.55 0.59 0.95 0.86 0.09 0.98 ]
[0.00 0.89 0.30 0.39 0.37 0.54 0.67 0.81 0.20 0.46 0.09 0.62 0.70 0.95 0.39 1.00 0.36 0.28 0.77 0.43 0.93 0.57 0.46 0.04 0.69 0.98 0.16 0.97 0.09 0.50 0.04 0.69 0.39 0.47 0.49 0.25 0.81 0.55 0.42 0.08 0.87 0.54 0.66 0.09 0.40 0.29 0.36 0.51 0.76 0.38 0.09 0.94 0.65 0.62 0.47 0.36 0.42 0.94 0.90 0.99 0.88 ]
[0.14 0.98 0.34 0.29 0.33 0.91 0.10 0.36 0.13 0.90 0.46 0.06 0.49 0.94 0.92 0.36 1.00 0.34 0.38 0.84 0.01 0.30 0.54 0.43 0.05 0.34 0.95 0.79 0.97 0.54 0.53 0.77 0.43 0.27 0.21 0.42 0.49 0.17 0.28 0.97 0.37 0.32 0.46 0.54 0.09 0.74 0.18 0.87 0.96 0.25 0.23 0.75 0.50 0.16 0.60 0.46 0.73 0.44 0.81 0.68 0.40 ]
[0.05 0.99 0.38 0.86 0.17 0.34 0.56 0.76 0.22 0.78 0.65 0.40 0.33 0.28 0.93 0.28 0.34 1.00 0.85 0.98 0.24 0.06 0.35 0.63 0.21 0.62 0.17 0.14 0.26 0.41 0.93 0.39 0.02 0.67 0.66 0.13 0.00 0.17 0.37 0.44 0.56 0.91 0.19 0.21 0.16 0.47 0.02 0.67 0.90 0.85 0.53 0.94 0.43 0.10 0.28 0.57 0.34 0.62 0.49 0.07 0.08 ]
