D = 2;
n = [ 3 3 ];
N = 76;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.54 0.54 0.33 0.74 0.37 0.23 0.47 0.13 0.35 0.15 0.82 0.63 0.74 0.24 0.24 0.67 0.21 0.38 0.20 0.98 0.10 0.08 0.53 0.21 0.32 0.08 0.17 0.52 0.47 0.65 0.84 0.84 0.59 0.18 0.18 0.53 0.45 0.24 0.07 0.60 0.76 0.53 0.32 0.34 0.45 0.28 0.61 0.82 0.61 0.14 0.56 0.14 0.52 0.12 0.33 0.17 0.85 0.49 0.51 0.31 0.03 0.23 0.50 0.60 0.52 0.70 0.37 0.48 0.55 0.17 0.90 0.02 0.81 0.08 0.03 ]
[0.54 1.00 0.40 0.64 0.62 0.39 0.27 0.93 0.76 0.17 0.33 0.39 0.43 0.93 0.61 0.97 0.58 0.17 0.08 0.41 0.40 0.78 0.16 0.29 0.46 0.11 0.88 0.60 0.01 0.03 0.20 0.10 0.50 0.08 0.41 0.42 0.26 0.83 0.82 0.44 0.46 0.61 0.72 0.68 0.73 0.40 0.34 0.29 0.21 0.41 0.48 0.12 0.99 0.97 0.00 0.40 0.02 0.85 0.98 0.86 0.63 0.22 0.35 0.93 0.81 0.65 0.87 0.21 0.88 0.18 0.51 0.80 0.85 0.38 0.01 0.15 ]
[0.54 0.40 1.00 0.09 0.29 0.33 0.39 0.00 0.98 0.59 0.71 0.54 0.83 0.81 0.67 0.11 0.92 0.13 0.77 0.16 0.94 0.47 0.47 0.40 0.67 0.96 0.04 0.32 0.54 0.17 0.53 0.81 0.76 0.68 0.55 0.12 0.54 0.94 0.47 0.02 0.98 0.62 0.26 0.38 0.65 0.53 0.34 0.02 0.26 0.74 0.59 0.37 0.95 0.13 0.78 0.35 0.28 0.69 0.29 0.64 0.93 0.96 0.81 0.86 0.64 0.55 0.82 0.73 0.50 0.27 0.22 0.33 0.01 0.49 0.90 0.06 ]
[0.33 0.64 0.09 1.00 0.46 0.23 0.02 0.39 0.25 0.16 0.41 0.15 0.75 0.65 0.06 0.09 0.27 0.98 0.18 0.33 0.51 0.29 0.89 0.24 0.92 0.89 1.00 0.60 0.71 0.05 0.37 0.07 0.29 0.11 0.99 0.14 0.41 0.71 0.28 0.62 0.52 0.82 0.91 0.76 0.16 0.00 0.32 0.39 0.43 0.98 0.25 0.78 0.27 0.00 0.86 0.37 0.69 0.32 0.90 0.11 0.60 0.27 0.71 0.29 0.54 0.30 0.71 0.95 0.40 0.33 0.87 0.73 0.72 0.94 0.97 0.70 ]
[0.74 0.62 0.29 0.46 1.00 0.13 0.70 0.76 0.09 0.00 0.62 0.40 0.49 0.23 0.35 0.13 0.09 0.95 0.66 0.34 0.69 0.29 0.73 0.57 0.86 0.16 0.50 0.36 0.36 0.07 0.71 0.49 0.67 0.16 0.10 0.15 0.95 0.84 0.00 0.74 0.08 0.51 0.42 0.35 0.26 0.51 0.68 0.40 0.86 0.24 0.38 0.11 0.40 0.72 0.60 0.70 0.17 0.95 0.44 0.36 0.47 0.20 0.81 0.40 0.27 0.48 0.53 0.55 0.84 0.67 0.45 0.49 0.59 0.77 0.80 0.89 ]
[0.37 0.39 0.33 0.23 0.13 1.00 0.38 0.79 0.51 0.06 0.38 0.86 0.83 0.58 0.67 0.82 0.56 0.05 0.47 0.48 0.02 0.29 0.58 0.30 0.97 0.77 0.89 0.23 0.71 0.37 0.95 0.37 0.36 0.22 0.15 0.01 0.44 0.13 0.27 0.34 0.53 0.79 0.92 0.13 0.87 0.19 0.91 0.21 0.24 0.76 0.05 0.35 0.27 0.46 0.98 0.19 0.82 0.34 0.83 0.89 0.27 0.27 0.84 0.83 0.81 0.85 0.76 0.84 0.64 0.98 0.66 0.52 0.82 0.55 0.50 0.99 ]
[0.23 0.27 0.39 0.02 0.70 0.38 1.00 0.12 0.35 0.50 0.38 0.09 0.74 0.18 0.83 0.84 0.28 0.25 0.86 0.74 0.83 0.36 0.98 0.07 0.62 0.55 0.32 0.98 0.71 0.94 0.30 0.77 0.84 0.17 0.63 0.48 0.78 0.84 0.05 0.11 0.74 0.84 0.65 0.80 0.36 0.73 0.10 0.20 0.33 0.97 0.48 0.44 0.25 0.85 0.25 0.87 0.61 0.70 0.96 0.42 0.79 0.49 0.67 0.97 0.92 0.62 0.74 0.17 0.03 0.34 0.72 0.60 1.00 0.14 0.66 0.45 ]
[0.47 0.93 0.00 0.39 0.76 0.79 0.12 1.00 0.58 0.12 0.99 0.70 0.04 0.24 0.58 0.21 0.64 0.72 0.29 0.64 0.98 0.38 0.41 0.91 0.91 0.03 0.33 0.09 0.41 0.44 0.78 0.93 0.38 0.93 0.82 0.54 0.12 0.39 0.04 0.39 0.13 0.36 0.96 0.63 0.98 0.05 0.67 0.88 0.73 0.49 0.89 0.65 0.03 0.31 0.08 0.33 0.94 0.66 0.81 0.38 0.95 0.08 0.48 0.07 0.48 0.09 0.23 0.81 0.08 0.07 0.79 0.68 0.27 0.85 0.48 0.30 ]
[0.13 0.76 0.98 0.25 0.09 0.51 0.35 0.58 1.00 0.12 0.80 0.55 0.46 0.16 0.47 0.35 0.29 0.15 0.36 0.81 1.00 0.98 0.67 0.48 0.93 0.53 0.92 0.49 0.74 0.53 0.85 0.90 0.62 0.82 0.71 0.71 0.94 1.00 0.38 0.35 0.39 0.25 0.33 0.86 0.54 0.60 0.43 0.66 0.49 0.10 0.95 0.73 0.19 0.84 0.30 0.39 0.59 0.37 0.50 0.09 0.97 0.14 0.78 0.88 0.10 0.59 0.27 0.37 0.51 0.09 0.53 0.05 0.04 0.38 0.23 0.88 ]
[0.35 0.17 0.59 0.16 0.00 0.06 0.50 0.12 0.12 1.00 0.18 0.31 0.87 0.22 0.67 0.14 0.75 0.59 0.29 0.96 0.76 0.08 0.17 0.69 0.35 0.79 0.99 0.84 0.56 0.98 0.47 0.70 0.49 0.17 0.96 0.54 0.16 0.67 0.55 0.74 0.24 0.83 0.66 0.33 0.17 0.35 0.65 0.42 0.56 0.65 0.24 0.77 0.42 0.40 0.33 0.59 0.38 0.52 0.94 0.79 0.45 0.07 0.94 0.01 0.97 0.48 0.25 0.27 0.96 0.51 0.50 0.18 0.27 0.83 0.42 0.25 ]
