D = 8;
n = [ 2 2 2 2 2 2 2 2 ];
N = 51;
d = [1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 5 5 5 5 5 5 6 6 6 6 6 6 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.39 0.18 0.01 0.71 0.43 0.59 0.02 0.90 0.00 0.32 0.67 0.97 0.72 0.07 0.59 0.31 0.00 0.83 0.94 0.40 0.30 0.38 0.31 0.18 0.28 0.77 0.17 0.74 0.97 0.34 0.45 0.59 0.78 0.69 0.18 0.84 0.81 0.16 0.90 0.18 0.98 0.81 0.84 0.47 0.75 0.66 0.58 0.07 0.64 0.38 ]
[0.39 1.00 0.32 0.93 0.13 0.10 0.64 0.39 0.26 0.73 0.39 0.66 0.58 0.01 0.84 0.24 0.88 0.88 0.56 0.95 0.96 0.21 0.99 0.73 0.83 0.41 0.37 0.11 0.92 0.45 0.26 0.85 0.21 0.57 0.80 0.97 0.69 0.06 0.31 0.24 0.29 0.51 0.64 0.52 0.49 0.20 0.13 0.32 0.68 0.68 0.52 ]
[0.18 0.32 1.00 0.06 0.06 0.01 0.60 0.02 0.82 0.92 0.21 0.85 0.73 0.35 0.03 0.50 0.60 0.34 0.33 0.88 0.02 0.22 0.27 0.62 0.95 0.18 0.21 0.66 0.79 0.62 0.82 0.52 0.28 0.13 0.63 0.74 0.84 0.19 0.94 0.99 0.47 0.10 0.37 0.34 0.91 0.40 0.64 0.64 0.51 0.56 0.97 ]
[0.01 0.93 0.06 1.00 0.02 0.20 0.51 0.66 0.18 0.76 0.50 0.22 0.21 0.55 0.24 0.36 0.62 0.16 0.07 0.27 0.35 0.02 0.37 0.20 0.31 0.13 0.03 0.88 0.78 0.69 0.70 0.50 0.82 0.32 0.07 0.07 0.77 0.69 0.50 0.64 0.14 0.72 0.14 0.83 0.24 0.32 0.40 0.78 0.05 0.48 0.83 ]
[0.71 0.13 0.06 0.02 1.00 0.04 0.75 0.58 0.36 0.94 0.45 0.34 0.19 0.37 0.56 0.07 0.18 0.52 0.57 0.74 0.82 0.00 0.74 0.34 0.24 0.85 0.13 0.25 0.56 0.79 0.42 0.76 0.43 0.62 0.40 0.33 0.72 0.97 0.40 0.07 0.01 0.55 0.76 0.53 0.62 0.56 0.69 0.83 0.24 0.94 0.20 ]
[0.43 0.10 0.01 0.20 0.04 1.00 0.83 0.20 0.38 0.31 0.37 0.09 0.75 0.93 0.04 0.45 0.16 0.64 0.56 0.10 0.54 0.57 0.49 0.69 0.32 0.85 0.46 0.31 0.24 0.73 0.41 0.14 0.51 0.63 0.38 0.06 0.03 0.09 0.98 0.70 0.28 0.35 0.95 0.00 0.60 0.16 0.22 0.27 0.35 0.45 0.63 ]
[0.59 0.64 0.60 0.51 0.75 0.83 1.00 0.69 0.25 0.38 0.96 0.25 0.16 0.98 0.16 0.30 0.46 0.39 0.43 0.46 0.74 0.92 0.90 0.84 0.88 0.04 0.67 0.78 0.23 0.01 0.82 0.07 0.80 0.88 0.36 0.53 0.36 0.12 0.28 0.34 0.39 0.58 0.37 0.04 0.68 0.59 0.58 0.02 0.29 0.07 0.77 ]
[0.02 0.39 0.02 0.66 0.58 0.20 0.69 1.00 0.73 0.76 0.60 0.59 0.68 0.07 0.09 0.63 0.94 0.71 0.08 0.36 0.90 0.02 0.11 0.45 0.61 0.36 0.97 0.63 0.42 0.18 0.92 0.42 0.72 0.56 0.44 0.28 0.91 0.20 0.05 0.53 0.29 0.00 0.08 0.43 0.18 0.83 0.22 0.51 0.89 0.35 0.09 ]
[0.90 0.26 0.82 0.18 0.36 0.38 0.25 0.73 1.00 0.71 0.97 0.74 0.29 0.62 0.51 0.85 0.21 0.02 0.37 0.09 0.04 0.38 0.03 0.68 0.23 0.78 0.43 0.04 0.11 0.45 0.13 0.28 0.38 0.89 0.95 0.50 0.50 0.00 0.12 0.25 0.89 0.25 0.33 0.15 0.56 0.10 0.48 0.83 0.91 0.63 0.50 ]
[0.00 0.73 0.92 0.76 0.94 0.31 0.38 0.76 0.71 1.00 0.96 0.69 0.34 0.32 0.82 0.86 0.87 0.39 0.28 0.84 0.45 0.91 0.85 0.87 0.47 0.86 0.14 0.94 0.74 0.45 0.72 0.29 0.97 0.50 0.75 0.72 0.66 0.08 0.50 0.73 0.18 0.19 0.08 0.03 0.93 0.73 0.91 0.85 0.60 0.13 0.20 ]
[0.32 0.39 0.21 0.50 0.45 0.37 0.96 0.60 0.97 0.96 1.00 0.29 0.48 0.30 0.43 0.83 0.87 0.83 0.69 0.51 0.74 0.82 0.13 0.95 0.91 0.51 0.17 0.26 0.47 0.96 0.30 0.98 0.84 0.73 0.60 0.49 0.64 0.86 0.29 0.29 0.77 0.69 0.02 0.00 0.60 0.53 0.91 0.44 0.07 0.06 0.86 ]
[0.67 0.66 0.85 0.22 0.34 0.09 0.25 0.59 0.74 0.69 0.29 1.00 0.51 0.55 0.97 0.41 0.85 0.64 0.26 0.85 0.69 0.45 0.84 0.65 0.36 0.87 0.60 0.23 0.38 0.83 0.45 0.95 0.31 0.18 0.65 0.30 0.65 0.61 0.13 0.20 0.62 0.63 0.86 0.61 0.97 0.37 0.52 0.31 0.75 0.80 0.70 ]
[0.97 0.58 0.73 0.21 0.19 0.75 0.16 0.68 0.29 0.34 0.48 0.51 1.00 0.07 0.67 0.66 0.44 0.45 0.07 0.64 0.04 0.84 0.58 0.41 0.68 0.59 0.09 0.03 0.46 0.64 0.98 0.44 0.44 0.69 0.70 0.13 0.46 0.13 0.01 0.62 0.97 0.88 0.57 0.67 0.51 0.50 0.32 0.79 0.39 0.68 0.96 ]
[0.72 0.01 0.35 0.55 0.37 0.93 0.98 0.07 0.62 0.32 0.30 0.55 0.07 1.00 0.36 0.83 0.91 0.81 0.66 0.39 0.04 0.25 0.22 0.34 0.44 0.48 0.84 0.31 0.21 0.51 0.82 0.72 0.71 0.34 0.61 0.76 0.26 0.14 0.71 0.07 0.96 0.96 0.46 0.89 0.01 0.54 0.51 0.26 0.83 0.21 0.65 ]
[0.07 0.84 0.03 0.24 0.56 0.04 0.16 0.09 0.51 0.82 0.43 0.97 0.67 0.36 1.00 0.20 0.31 0.08 0.70 0.80 0.62 0.68 0.84 0.91 0.16 0.52 0.90 0.51 0.05 0.65 0.15 0.04 0.82 0.35 0.09 0.01 0.73 0.80 0.29 0.36 0.27 0.89 0.41 0.91 0.27 0.22 0.58 0.29 0.23 0.52 0.77 ]
[0.59 0.24 0.50 0.36 0.07 0.45 0.30 0.63 0.85 0.86 0.83 0.41 0.66 0.83 0.20 1.00 0.16 0.95 0.16 0.26 0.24 0.51 0.16 0.01 0.62 0.40 0.52 0.44 0.48 0.70 0.43 0.20 0.14 0.05 0.84 0.69 0.74 0.94 0.16 0.45 0.50 0.22 0.48 0.32 0.89 0.40 0.53 0.11 0.88 0.38 0.51 ]
[0.31 0.88 0.60 0.62 0.18 0.16 0.46 0.94 0.21 0.87 0.87 0.85 0.44 0.91 0.31 0.16 1.00 0.27 0.75 0.53 0.99 0.72 0.60 0.70 0.90 0.52 0.59 0.74 0.36 0.29 0.68 0.85 0.05 0.51 0.46 0.75 0.19 0.54 0.26 0.91 0.76 0.20 0.14 0.26 0.94 0.38 0.15 0.92 0.82 0.21 0.83 ]
[0.00 0.88 0.34 0.16 0.52 0.64 0.39 0.71 0.02 0.39 0.83 0.64 0.45 0.81 0.08 0.95 0.27 1.00 0.85 0.90 0.41 0.54 0.90 0.86 0.09 0.84 0.65 0.44 0.82 0.55 0.82 0.23 0.22 0.63 0.59 0.12 0.03 0.38 0.22 0.47 0.40 0.94 0.08 0.74 0.35 0.71 0.72 0.76 0.05 0.92 0.50 ]
[0.83 0.56 0.33 0.07 0.57 0.56 0.43 0.08 0.37 0.28 0.69 0.26 0.07 0.66 0.70 0.16 0.75 0.85 1.00 0.88 0.12 0.46 0.58 0.21 0.32 0.57 0.15 0.51 0.96 0.03 0.31 0.43 0.73 0.07 0.86 0.69 0.57 0.37 0.39 0.29 0.39 0.29 0.44 0.79 0.69 0.04 0.31 0.40 0.34 0.46 0.88 ]
[0.94 0.95 0.88 0.27 0.74 0.10 0.46 0.36 0.09 0.84 0.51 0.85 0.64 0.39 0.80 0.26 0.53 0.90 0.88 1.00 0.12 0.66 0.81 0.70 0.65 0.47 0.80 0.17 0.83 0.64 0.46 0.66 0.47 0.58 0.49 0.26 0.51 0.17 0.27 0.36 0.24 0.12 0.51 0.28 0.71 0.85 0.65 0.00 0.09 0.21 0.14 ]
[0.40 0.96 0.02 0.35 0.82 0.54 0.74 0.90 0.04 0.45 0.74 0.69 0.04 0.04 0.62 0.24 0.99 0.41 0.12 0.12 1.00 0.34 0.58 0.41 0.77 0.03 0.70 0.29 0.79 0.33 0.26 0.48 0.25 0.81 0.17 0.14 0.44 0.92 0.49 0.82 0.28 0.35 0.92 0.44 0.59 0.21 0.31 0.79 0.09 0.28 0.52 ]
[0.30 0.21 0.22 0.02 0.00 0.57 0.92 0.02 0.38 0.91 0.82 0.45 0.84 0.25 0.68 0.51 0.72 0.54 0.46 0.66 0.34 1.00 0.61 0.32 0.36 0.14 0.95 0.77 0.22 0.02 0.50 0.06 0.38 0.57 0.25 0.16 0.49 0.55 0.07 0.56 0.76 0.82 0.47 0.75 0.82 0.54 0.06 0.95 0.61 0.42 0.96 ]
