D = 2;
n = [ 5 5 ];
N = 21;
d = [1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.40 0.97 0.58 0.94 0.87 0.70 0.54 0.35 0.78 0.62 0.85 0.79 0.42 0.10 0.76 0.69 0.26 0.42 0.95 0.40 ]
[0.40 1.00 0.58 0.94 0.43 0.62 0.47 0.86 0.33 0.57 0.68 0.45 0.09 0.22 0.18 0.09 0.65 0.07 0.69 0.54 0.77 ]
[0.97 0.58 1.00 0.49 0.04 0.39 0.25 0.28 0.23 0.68 0.54 0.78 0.53 0.03 0.69 0.26 0.79 0.14 0.40 0.69 0.01 ]
[0.58 0.94 0.49 1.00 0.95 0.71 0.54 0.24 0.89 0.01 0.96 0.68 0.05 0.69 0.84 0.92 0.83 0.83 0.48 0.48 0.21 ]
[0.94 0.43 0.04 0.95 1.00 0.82 0.20 0.07 0.96 0.71 0.35 0.70 0.26 0.53 0.56 0.87 0.63 0.60 0.28 0.32 0.73 ]
[0.87 0.62 0.39 0.71 0.82 1.00 0.78 0.53 0.01 0.94 0.64 0.96 0.48 0.68 0.90 0.67 0.47 0.12 0.34 0.77 0.82 ]
[0.70 0.47 0.25 0.54 0.20 0.78 1.00 0.73 0.98 0.00 0.43 0.22 0.06 0.31 0.33 0.04 0.63 0.71 0.26 0.74 0.18 ]
[0.54 0.86 0.28 0.24 0.07 0.53 0.73 1.00 0.52 0.23 0.15 0.29 0.47 0.28 0.38 0.93 0.71 0.85 0.89 0.47 0.40 ]
[0.35 0.33 0.23 0.89 0.96 0.01 0.98 0.52 1.00 0.62 0.44 0.72 0.79 0.01 0.17 0.59 0.50 0.68 0.22 0.20 0.82 ]
[0.78 0.57 0.68 0.01 0.71 0.94 0.00 0.23 0.62 1.00 0.51 0.10 0.89 0.30 0.01 0.44 0.78 0.54 0.67 0.80 0.52 ]
[0.62 0.68 0.54 0.96 0.35 0.64 0.43 0.15 0.44 0.51 1.00 0.54 0.73 0.99 0.73 0.36 0.03 0.28 0.57 0.22 0.57 ]
[0.85 0.45 0.78 0.68 0.70 0.96 0.22 0.29 0.72 0.10 0.54 1.00 0.08 0.02 0.68 0.99 0.89 0.06 0.74 0.02 0.18 ]
[0.79 0.09 0.53 0.05 0.26 0.48 0.06 0.47 0.79 0.89 0.73 0.08 1.00 0.73 0.47 0.09 0.97 0.74 0.34 0.38 0.52 ]
[0.42 0.22 0.03 0.69 0.53 0.68 0.31 0.28 0.01 0.30 0.99 0.02 0.73 1.00 0.95 0.33 0.75 0.48 0.14 0.98 0.74 ]
[0.10 0.18 0.69 0.84 0.56 0.90 0.33 0.38 0.17 0.01 0.73 0.68 0.47 0.95 1.00 0.92 0.10 0.87 0.05 0.23 0.46 ]
[0.76 0.09 0.26 0.92 0.87 0.67 0.04 0.93 0.59 0.44 0.36 0.99 0.09 0.33 0.92 1.00 0.89 0.79 0.26 0.83 0.17 ]
[0.69 0.65 0.79 0.83 0.63 0.47 0.63 0.71 0.50 0.78 0.03 0.89 0.97 0.75 0.10 0.89 1.00 0.10 0.30 0.64 0.91 ]
[0.26 0.07 0.14 0.83 0.60 0.12 0.71 0.85 0.68 0.54 0.28 0.06 0.74 0.48 0.87 0.79 0.10 1.00 0.05 0.73 0.80 ]
[0.42 0.69 0.40 0.48 0.28 0.34 0.26 0.89 0.22 0.67 0.57 0.74 0.34 0.14 0.05 0.26 0.30 0.05 1.00 0.12 0.21 ]
[0.95 0.54 0.69 0.48 0.32 0.77 0.74 0.47 0.20 0.80 0.22 0.02 0.38 0.98 0.23 0.83 0.64 0.73 0.12 1.00 0.13 ]
[0.40 0.77 0.01 0.21 0.73 0.82 0.18 0.40 0.82 0.52 0.57 0.18 0.52 0.74 0.46 0.17 0.91 0.80 0.21 0.13 1.00 ]
];
