D = 2;
n = [ 3 3 ];
N = 37;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.89 0.84 0.83 0.21 0.98 0.52 0.42 0.05 0.09 0.79 0.86 0.51 0.56 0.49 0.85 0.34 0.40 0.63 0.75 0.61 0.55 0.97 0.64 0.72 0.75 0.84 0.61 0.56 0.03 0.12 0.53 0.67 0.66 0.54 0.98 0.62 ]
[0.89 1.00 0.71 0.69 0.83 0.99 0.42 0.18 0.50 0.81 0.80 0.58 0.17 0.21 0.20 0.17 0.94 0.52 0.38 0.23 0.01 0.77 0.04 0.78 0.53 0.06 0.36 0.90 0.16 0.42 0.81 0.58 0.88 0.62 0.43 0.87 0.96 ]
[0.84 0.71 1.00 0.62 0.22 0.48 0.75 0.69 0.98 0.22 0.70 0.05 0.13 0.14 0.79 0.16 0.78 0.87 0.55 0.10 0.55 0.49 0.57 0.45 0.69 0.20 0.66 0.94 0.27 0.16 0.80 0.98 0.29 0.50 0.69 0.03 0.22 ]
[0.83 0.69 0.62 1.00 0.32 0.40 0.86 0.10 0.57 0.36 0.17 0.16 0.10 0.25 0.25 0.54 0.85 0.89 0.37 0.62 0.06 0.64 0.25 0.15 0.00 0.64 0.08 0.09 0.07 0.92 0.38 0.78 0.32 0.96 0.95 0.32 0.68 ]
[0.21 0.83 0.22 0.32 1.00 0.39 0.97 0.94 0.11 0.99 0.47 0.02 0.26 0.54 0.82 0.43 0.87 0.83 0.71 0.10 0.79 0.37 0.07 0.77 0.23 0.39 0.72 0.84 0.06 0.80 0.87 0.65 0.42 0.63 0.05 0.39 0.39 ]
[0.98 0.99 0.48 0.40 0.39 1.00 0.55 0.00 1.00 0.64 0.78 0.09 0.96 0.15 0.71 0.69 0.06 0.27 0.96 0.43 0.41 0.38 0.73 0.26 0.31 0.25 0.69 0.77 0.01 0.12 0.02 0.13 0.40 0.29 0.07 0.15 0.93 ]
[0.52 0.42 0.75 0.86 0.97 0.55 1.00 0.56 0.75 0.91 0.07 0.61 0.57 0.16 0.88 0.64 0.06 0.87 0.11 0.07 0.37 0.83 0.80 0.32 0.82 0.55 0.56 0.60 0.39 0.41 0.84 0.31 0.30 0.13 0.22 0.62 0.73 ]
[0.42 0.18 0.69 0.10 0.94 0.00 0.56 1.00 0.10 0.13 0.17 0.04 0.38 0.95 0.93 0.48 0.56 0.78 0.09 0.10 0.60 0.99 0.83 0.87 0.61 0.66 0.16 0.86 0.46 0.01 0.43 0.09 0.23 0.03 0.58 0.83 0.91 ]
[0.05 0.50 0.98 0.57 0.11 1.00 0.75 0.10 1.00 0.18 0.09 0.86 0.34 0.80 0.15 0.44 0.79 0.70 0.60 0.92 0.53 0.95 0.06 0.01 0.77 0.74 0.41 0.25 0.20 0.91 0.62 0.79 0.57 0.58 0.92 0.86 0.82 ]
[0.09 0.81 0.22 0.36 0.99 0.64 0.91 0.13 0.18 1.00 0.52 0.22 0.96 0.01 0.54 0.44 0.05 0.65 0.47 0.12 0.28 0.09 0.02 1.00 0.98 0.68 0.98 0.55 0.43 0.29 0.00 0.41 0.18 0.39 0.74 0.84 0.73 ]
[0.79 0.80 0.70 0.17 0.47 0.78 0.07 0.17 0.09 0.52 1.00 0.44 0.50 0.89 0.57 0.17 0.85 0.05 0.33 0.87 0.21 0.15 0.96 0.89 0.14 0.58 0.22 0.01 0.25 0.92 0.20 0.30 0.03 0.99 0.51 0.87 0.52 ]
[0.86 0.58 0.05 0.16 0.02 0.09 0.61 0.04 0.86 0.22 0.44 1.00 0.60 0.74 0.43 0.55 0.23 0.09 0.78 0.15 0.55 0.93 0.23 0.60 0.54 0.26 0.81 0.09 0.77 0.12 0.56 0.89 0.12 0.16 0.44 0.84 0.02 ]
[0.51 0.17 0.13 0.10 0.26 0.96 0.57 0.38 0.34 0.96 0.50 0.60 1.00 0.54 0.80 0.38 0.94 0.11 0.33 0.05 0.29 0.89 0.28 0.70 0.52 0.42 0.51 0.87 0.67 0.88 0.04 0.71 0.82 0.37 0.46 0.96 0.35 ]
[0.56 0.21 0.14 0.25 0.54 0.15 0.16 0.95 0.80 0.01 0.89 0.74 0.54 1.00 0.32 0.82 0.35 0.63 0.35 0.90 0.50 0.58 0.23 0.84 0.27 0.67 0.45 0.03 0.40 0.12 0.66 0.41 0.93 0.73 0.11 0.41 0.10 ]
[0.49 0.20 0.79 0.25 0.82 0.71 0.88 0.93 0.15 0.54 0.57 0.43 0.80 0.32 1.00 0.78 0.79 0.99 0.91 0.48 0.37 0.71 0.50 0.72 0.34 0.99 0.58 0.80 0.35 0.33 0.77 0.33 0.68 0.46 0.06 0.65 0.10 ]
[0.85 0.17 0.16 0.54 0.43 0.69 0.64 0.48 0.44 0.44 0.17 0.55 0.38 0.82 0.78 1.00 0.21 0.39 0.24 0.92 0.03 0.84 0.84 0.15 0.24 0.93 0.96 0.75 0.92 0.24 0.26 0.97 0.08 0.79 0.36 0.25 0.37 ]
[0.34 0.94 0.78 0.85 0.87 0.06 0.06 0.56 0.79 0.05 0.85 0.23 0.94 0.35 0.79 0.21 1.00 0.94 0.82 0.07 0.99 0.20 0.02 0.12 0.42 0.62 0.16 0.99 0.53 0.75 0.54 0.72 0.14 0.29 0.56 0.18 0.32 ]
[0.40 0.52 0.87 0.89 0.83 0.27 0.87 0.78 0.70 0.65 0.05 0.09 0.11 0.63 0.99 0.39 0.94 1.00 0.67 0.93 0.46 0.09 0.37 0.62 0.32 0.55 0.85 0.70 0.67 0.48 0.86 0.61 0.45 0.50 0.52 0.20 0.72 ]
[0.63 0.38 0.55 0.37 0.71 0.96 0.11 0.09 0.60 0.47 0.33 0.78 0.33 0.35 0.91 0.24 0.82 0.67 1.00 0.18 0.23 0.62 0.13 0.08 0.32 0.57 0.33 1.00 0.72 0.58 0.55 0.46 0.56 0.14 0.71 0.22 0.13 ]
