D = 2;
n = [ 2 2 ];
N = 41;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.26 0.17 0.97 0.07 0.58 0.49 0.81 0.31 0.98 0.11 0.57 0.99 0.48 0.95 0.75 0.76 0.43 0.18 0.84 0.13 0.20 0.51 0.61 0.14 0.78 0.53 0.37 0.75 0.61 0.37 0.30 0.19 0.32 0.61 0.64 0.11 0.56 0.63 0.18 0.69 ]
[0.26 1.00 0.21 0.19 0.50 0.99 0.70 0.06 0.39 0.44 0.93 0.44 0.54 0.65 0.04 0.97 0.28 0.45 0.60 0.78 0.20 0.94 0.63 0.90 0.36 0.33 0.27 0.25 0.26 0.45 0.79 0.18 0.30 0.05 0.45 0.09 0.48 0.71 0.66 0.04 0.99 ]
[0.17 0.21 1.00 0.58 0.46 0.57 0.99 0.35 0.58 0.00 0.25 0.35 0.26 0.13 0.43 0.17 0.32 0.76 0.45 0.76 0.31 0.36 0.10 0.32 0.37 0.36 0.32 0.58 0.80 0.94 0.15 0.33 0.66 0.05 0.10 0.61 0.81 0.24 0.74 0.18 0.76 ]
[0.97 0.19 0.58 1.00 0.55 0.95 0.35 0.37 0.14 0.55 0.74 0.19 0.32 0.38 0.10 0.98 0.64 0.17 0.64 0.41 0.84 0.48 0.04 0.48 0.02 0.21 0.27 0.31 0.33 0.25 0.35 0.88 0.74 0.45 0.45 0.44 0.76 0.86 0.99 0.45 0.45 ]
[0.07 0.50 0.46 0.55 1.00 0.02 0.78 0.46 0.69 0.96 0.85 0.49 0.63 0.97 0.36 0.16 0.09 0.43 0.64 0.66 0.82 0.91 0.72 0.74 0.74 0.35 0.55 0.87 0.21 0.64 0.79 0.63 0.70 0.08 0.81 0.98 0.36 0.60 0.42 0.05 0.93 ]
[0.58 0.99 0.57 0.95 0.02 1.00 0.21 0.69 0.30 0.65 0.48 0.95 0.51 0.70 0.04 0.57 0.17 0.59 0.36 0.63 0.86 0.28 0.90 0.54 0.61 0.78 0.49 0.44 0.56 0.13 0.90 0.58 0.38 0.31 0.67 0.32 0.84 0.90 0.23 0.67 0.16 ]
[0.49 0.70 0.99 0.35 0.78 0.21 1.00 0.36 0.74 0.82 0.18 0.85 0.08 0.62 0.56 0.77 0.93 0.89 0.41 0.40 0.06 0.99 0.99 0.02 0.75 0.33 0.25 0.18 0.68 0.02 0.64 0.33 0.16 0.21 0.98 0.46 0.64 0.20 0.54 0.07 0.95 ]
[0.81 0.06 0.35 0.37 0.46 0.69 0.36 1.00 0.42 0.65 0.08 0.06 0.46 0.80 0.71 0.24 0.95 0.90 0.67 0.51 0.57 0.04 0.51 0.01 0.56 0.49 0.38 0.39 0.12 0.19 0.51 0.43 0.42 0.76 0.43 0.47 0.23 0.15 0.92 0.83 0.61 ]
[0.31 0.39 0.58 0.14 0.69 0.30 0.74 0.42 1.00 0.16 0.99 0.16 0.17 0.91 0.09 0.62 0.69 0.33 0.74 0.33 0.87 0.40 0.13 0.04 0.19 0.60 0.32 0.01 0.20 0.38 0.93 0.79 0.85 0.88 0.31 0.48 0.91 0.16 0.41 0.56 0.44 ]
[0.98 0.44 0.00 0.55 0.96 0.65 0.82 0.65 0.16 1.00 0.09 0.67 0.10 0.71 0.33 0.63 0.43 0.69 0.66 0.41 0.51 0.99 0.00 0.58 0.61 0.87 0.68 0.17 0.48 0.78 0.69 0.43 0.47 0.12 0.13 0.62 0.67 0.01 0.39 0.38 0.94 ]
[0.11 0.93 0.25 0.74 0.85 0.48 0.18 0.08 0.99 0.09 1.00 0.99 0.22 0.67 0.70 0.08 0.57 0.29 0.77 0.86 0.04 0.14 0.21 0.41 0.50 0.08 0.52 0.92 0.08 0.57 0.05 0.46 0.49 0.06 0.67 0.22 0.94 0.85 0.56 0.79 0.56 ]
[0.57 0.44 0.35 0.19 0.49 0.95 0.85 0.06 0.16 0.67 0.99 1.00 0.27 0.54 0.26 0.35 0.67 0.00 1.00 0.09 0.33 0.43 0.30 0.04 0.05 0.96 0.35 0.96 0.37 0.79 0.45 0.17 0.41 0.37 0.38 0.57 0.06 0.05 0.57 0.69 0.60 ]
[0.99 0.54 0.26 0.32 0.63 0.51 0.08 0.46 0.17 0.10 0.22 0.27 1.00 0.49 0.37 0.71 0.74 0.77 0.33 0.50 0.26 0.01 0.43 0.03 0.76 0.69 0.44 0.79 0.41 0.42 0.98 0.56 0.03 0.19 0.63 0.57 0.14 0.12 0.16 0.60 0.74 ]
[0.48 0.65 0.13 0.38 0.97 0.70 0.62 0.80 0.91 0.71 0.67 0.54 0.49 1.00 0.11 0.11 0.13 0.61 0.21 0.22 0.72 0.13 0.19 0.89 0.04 0.76 0.58 0.16 0.80 0.81 0.17 0.49 0.99 0.38 0.47 0.25 0.31 0.38 0.04 0.49 0.95 ]
