D = 4;
n = [ 2 2 2 2 ];
N = 28;
d = [1 1 1 1 1 1 1 2 2 2 2 2 2 2 3 3 3 3 3 3 3 4 4 4 4 4 4 4 ];
m = [
[1.00 0.73 0.80 0.03 0.86 0.86 0.96 1.00 0.21 0.35 0.90 0.43 0.60 0.48 0.80 0.91 0.40 0.36 0.28 0.00 0.97 0.67 0.14 0.43 0.69 0.46 0.60 0.17 ]
[0.73 1.00 0.65 0.55 0.47 0.75 0.48 0.65 0.34 0.98 0.90 0.42 0.37 0.58 0.79 0.30 0.20 0.16 0.71 0.43 0.46 0.80 0.64 0.22 0.23 0.29 0.50 0.53 ]
[0.80 0.65 1.00 0.13 0.88 0.46 0.09 0.58 0.67 0.94 0.35 0.90 0.62 0.96 0.99 0.67 0.36 0.56 0.84 0.11 0.39 0.18 0.22 0.81 0.24 0.70 0.92 0.25 ]
[0.03 0.55 0.13 1.00 0.13 0.47 0.34 0.43 0.06 0.65 0.74 0.56 0.64 0.47 0.87 0.95 0.63 0.90 0.43 0.85 0.42 0.12 0.18 0.05 0.62 0.61 0.74 0.25 ]
[0.86 0.47 0.88 0.13 1.00 0.70 0.73 1.00 0.55 1.00 0.48 0.70 0.09 0.50 0.73 0.81 0.80 0.40 0.33 0.59 0.26 0.91 0.14 0.67 0.87 0.81 0.65 0.48 ]
[0.86 0.75 0.46 0.47 0.70 1.00 0.58 0.64 0.66 0.12 0.27 0.84 0.51 0.09 0.14 0.07 0.78 0.31 0.22 0.30 0.00 0.17 0.83 0.31 0.04 0.92 0.42 0.02 ]
[0.96 0.48 0.09 0.34 0.73 0.58 1.00 0.45 0.27 0.62 0.14 0.25 0.40 0.72 0.52 0.83 0.14 0.16 0.13 0.83 0.42 0.71 0.53 0.66 0.23 0.43 0.87 0.94 ]
[1.00 0.65 0.58 0.43 1.00 0.64 0.45 1.00 0.88 0.76 0.86 0.89 0.89 0.26 0.50 0.98 0.97 0.89 0.53 0.51 0.70 0.90 0.17 0.58 0.50 0.37 0.90 0.22 ]
[0.21 0.34 0.67 0.06 0.55 0.66 0.27 0.88 1.00 0.78 0.14 0.63 0.48 0.94 0.59 0.33 0.69 0.43 0.09 0.59 0.65 0.62 0.35 0.86 0.75 0.47 0.38 0.23 ]
[0.35 0.98 0.94 0.65 1.00 0.12 0.62 0.76 0.78 1.00 0.53 0.04 0.22 0.09 0.73 0.49 0.39 0.05 0.10 0.01 0.47 0.94 0.30 0.18 0.28 0.47 0.29 0.58 ]
[0.90 0.90 0.35 0.74 0.48 0.27 0.14 0.86 0.14 0.53 1.00 0.63 0.97 0.58 0.83 0.54 0.69 0.19 0.90 0.29 0.85 0.81 0.02 0.29 0.03 0.81 0.47 0.51 ]
[0.43 0.42 0.90 0.56 0.70 0.84 0.25 0.89 0.63 0.04 0.63 1.00 0.52 0.81 0.56 0.57 0.43 0.60 0.99 0.49 0.34 0.09 0.86 0.37 0.88 0.14 0.86 0.28 ]
