D = 6;
n = [ 2 2 2 2 2 2 ];
N = 34;
d = [1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 4 4 4 4 4 5 5 5 5 5 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.50 0.40 0.73 0.26 0.28 0.10 0.15 0.07 0.61 0.91 0.33 0.68 0.65 0.57 0.23 0.83 0.06 0.20 0.27 0.83 0.21 0.34 0.76 0.82 0.50 0.20 0.03 0.09 0.89 0.40 0.14 0.61 0.04 ]
[0.50 1.00 0.97 0.77 0.47 0.23 0.03 0.32 0.19 0.98 0.57 0.11 0.22 0.85 0.67 0.95 0.99 0.67 0.07 0.00 0.99 0.77 0.74 0.51 0.23 0.13 0.85 0.21 0.28 0.17 0.65 0.38 0.17 0.27 ]
[0.40 0.97 1.00 0.06 0.95 0.74 0.13 0.14 0.03 0.32 0.39 0.80 0.72 0.62 0.05 0.90 0.44 0.14 0.12 0.35 0.93 0.33 0.04 0.19 0.37 0.84 0.55 0.06 0.71 0.70 0.30 0.25 0.01 0.58 ]
[0.73 0.77 0.06 1.00 0.32 0.64 0.06 0.51 0.79 0.24 0.18 0.64 0.66 0.26 0.91 0.20 0.92 0.96 0.74 0.45 0.62 0.43 0.70 0.11 0.10 0.12 0.77 0.65 0.80 0.03 0.83 0.00 0.65 0.14 ]
[0.26 0.47 0.95 0.32 1.00 0.53 0.87 0.69 0.37 0.14 0.95 0.36 0.17 0.33 0.12 0.73 0.86 0.77 0.41 0.56 0.70 0.75 0.56 0.27 0.42 0.83 0.35 0.54 0.85 0.17 0.05 0.01 0.58 0.61 ]
[0.28 0.23 0.74 0.64 0.53 1.00 0.11 0.53 0.56 0.91 0.44 0.96 0.23 0.74 0.54 0.96 0.62 0.99 0.44 0.24 0.02 0.71 0.83 0.60 0.87 0.94 0.32 0.95 0.32 0.79 0.51 0.99 0.48 0.97 ]
[0.10 0.03 0.13 0.06 0.87 0.11 1.00 0.21 0.36 0.81 0.72 0.38 0.67 0.93 0.33 0.18 0.77 0.11 0.23 0.83 0.14 0.18 0.00 0.60 0.03 0.72 0.65 0.33 0.19 0.52 0.95 0.06 0.51 0.53 ]
[0.15 0.32 0.14 0.51 0.69 0.53 0.21 1.00 0.09 0.88 0.24 0.33 0.32 0.59 0.59 0.10 0.08 0.69 0.60 0.12 0.89 0.34 0.17 0.66 0.54 0.81 0.57 0.81 0.75 0.69 0.08 0.74 0.71 0.54 ]
[0.07 0.19 0.03 0.79 0.37 0.56 0.36 0.09 1.00 0.50 0.50 0.49 0.59 0.15 0.25 1.00 0.16 0.82 0.69 0.51 0.73 0.15 0.20 0.29 0.95 0.08 0.75 0.31 0.96 0.10 0.03 0.98 0.18 0.34 ]
[0.61 0.98 0.32 0.24 0.14 0.91 0.81 0.88 0.50 1.00 0.68 0.29 0.81 0.28 0.80 0.33 0.81 0.13 0.16 0.40 0.98 0.76 0.28 0.04 1.00 0.86 0.89 0.31 0.97 0.76 0.50 0.63 0.97 0.13 ]
[0.91 0.57 0.39 0.18 0.95 0.44 0.72 0.24 0.50 0.68 1.00 0.40 0.44 0.09 0.14 0.95 0.56 0.47 0.32 0.05 0.93 0.76 0.60 0.79 0.30 0.16 0.60 0.69 0.85 0.53 0.79 0.90 0.31 0.24 ]
[0.33 0.11 0.80 0.64 0.36 0.96 0.38 0.33 0.49 0.29 0.40 1.00 0.44 0.85 0.70 0.30 0.74 0.50 0.66 0.66 0.30 0.04 0.10 0.75 0.50 0.98 0.41 0.56 0.91 0.48 0.52 0.62 0.52 0.54 ]
[0.68 0.22 0.72 0.66 0.17 0.23 0.67 0.32 0.59 0.81 0.44 0.44 1.00 0.29 0.87 0.11 0.97 0.77 0.54 0.89 0.17 0.78 0.27 0.18 0.50 0.54 0.26 0.36 0.20 0.41 0.79 0.16 0.56 0.34 ]
[0.65 0.85 0.62 0.26 0.33 0.74 0.93 0.59 0.15 0.28 0.09 0.85 0.29 1.00 0.94 0.84 0.56 0.40 0.58 0.27 0.61 0.80 0.36 0.64 0.70 0.12 0.74 0.08 0.64 0.82 0.74 0.50 0.23 0.77 ]
[0.57 0.67 0.05 0.91 0.12 0.54 0.33 0.59 0.25 0.80 0.14 0.70 0.87 0.94 1.00 0.86 0.07 0.88 0.83 0.44 0.97 0.39 0.62 0.17 0.38 0.15 0.79 0.22 0.19 0.15 0.92 0.10 0.59 0.16 ]
[0.23 0.95 0.90 0.20 0.73 0.96 0.18 0.10 1.00 0.33 0.95 0.30 0.11 0.84 0.86 1.00 0.78 0.09 0.42 0.71 0.04 0.52 0.88 0.84 0.13 0.05 0.32 0.13 0.64 0.03 0.68 0.75 0.74 0.37 ]
[0.83 0.99 0.44 0.92 0.86 0.62 0.77 0.08 0.16 0.81 0.56 0.74 0.97 0.56 0.07 0.78 1.00 0.23 0.61 0.43 0.92 0.05 0.69 0.44 0.56 0.02 0.26 0.29 0.12 0.84 0.59 0.50 0.17 0.53 ]
[0.06 0.67 0.14 0.96 0.77 0.99 0.11 0.69 0.82 0.13 0.47 0.50 0.77 0.40 0.88 0.09 0.23 1.00 0.81 0.97 1.00 0.76 0.76 0.57 0.25 0.90 0.58 0.11 0.00 0.81 0.09 0.91 0.41 0.06 ]
