D = 4;
n = [ 3 3 3 3 ];
N = 27;
d = [1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.81 0.18 0.43 0.15 0.89 0.46 0.86 0.40 0.21 0.16 0.56 0.57 0.55 0.15 0.62 0.80 0.88 0.86 0.58 0.27 0.29 0.31 0.97 0.91 0.81 0.78 ]
[0.81 1.00 0.66 0.96 0.95 0.28 0.93 0.98 0.31 0.30 0.87 0.02 0.55 0.21 0.68 0.24 0.28 0.44 0.45 0.09 0.79 0.67 0.05 0.46 0.49 0.30 0.01 ]
[0.18 0.66 1.00 0.11 0.59 0.60 0.54 0.88 0.86 0.72 0.04 0.64 0.54 0.44 0.83 0.72 0.83 0.17 0.12 0.50 0.06 0.25 0.62 0.59 0.13 0.75 0.17 ]
[0.43 0.96 0.11 1.00 0.20 0.86 0.06 0.42 0.36 0.82 0.70 0.97 0.09 0.01 0.27 0.71 0.02 0.92 0.28 0.80 0.68 0.60 0.88 0.68 0.25 0.16 0.25 ]
[0.15 0.95 0.59 0.20 1.00 0.18 0.21 0.66 0.58 0.37 0.76 0.46 0.14 0.77 0.27 0.83 0.42 0.19 0.51 0.14 0.28 0.83 0.91 0.72 0.39 0.35 0.91 ]
[0.89 0.28 0.60 0.86 0.18 1.00 0.39 0.68 0.47 0.60 0.57 0.28 0.04 0.12 0.71 0.19 0.43 0.60 0.87 0.50 0.80 0.29 0.53 0.59 0.62 0.12 0.97 ]
[0.46 0.93 0.54 0.06 0.21 0.39 1.00 0.52 0.50 0.73 0.31 0.04 0.24 0.37 0.88 0.34 0.74 0.20 0.39 0.28 0.11 0.56 0.92 0.77 0.07 0.74 0.80 ]
[0.86 0.98 0.88 0.42 0.66 0.68 0.52 1.00 0.34 0.74 0.96 0.85 0.65 0.63 0.40 0.99 0.25 0.22 0.23 0.74 0.94 0.06 0.17 0.45 0.39 0.91 0.33 ]
[0.40 0.31 0.86 0.36 0.58 0.47 0.50 0.34 1.00 0.82 0.77 0.16 0.67 0.32 0.35 0.90 0.53 0.62 0.16 0.34 0.36 0.33 0.28 0.82 0.29 0.00 0.44 ]
[0.21 0.30 0.72 0.82 0.37 0.60 0.73 0.74 0.82 1.00 0.03 0.28 0.73 0.94 0.03 0.20 0.63 0.09 0.81 0.04 0.16 0.54 0.79 0.64 0.98 0.73 0.22 ]
[0.16 0.87 0.04 0.70 0.76 0.57 0.31 0.96 0.77 0.03 1.00 0.40 0.93 0.88 0.51 0.83 0.33 0.22 0.70 0.92 0.97 0.82 0.39 0.60 0.76 0.23 0.01 ]
[0.56 0.02 0.64 0.97 0.46 0.28 0.04 0.85 0.16 0.28 0.40 1.00 0.74 0.70 0.33 0.64 0.30 0.51 0.56 0.46 0.56 0.53 0.72 0.45 0.79 0.31 0.20 ]
[0.57 0.55 0.54 0.09 0.14 0.04 0.24 0.65 0.67 0.73 0.93 0.74 1.00 0.17 0.90 0.36 0.56 0.19 0.29 0.03 0.23 0.24 0.73 0.36 0.32 0.25 0.60 ]
[0.55 0.21 0.44 0.01 0.77 0.12 0.37 0.63 0.32 0.94 0.88 0.70 0.17 1.00 0.32 0.56 0.31 0.01 0.96 0.94 0.74 0.39 0.74 0.03 0.33 0.23 0.30 ]
[0.15 0.68 0.83 0.27 0.27 0.71 0.88 0.40 0.35 0.03 0.51 0.33 0.90 0.32 1.00 0.93 0.51 0.91 0.27 0.61 0.96 0.96 0.96 0.55 0.36 0.30 0.02 ]
[0.62 0.24 0.72 0.71 0.83 0.19 0.34 0.99 0.90 0.20 0.83 0.64 0.36 0.56 0.93 1.00 0.32 0.30 0.33 0.10 0.59 0.79 0.60 0.14 0.69 0.75 0.54 ]
[0.80 0.28 0.83 0.02 0.42 0.43 0.74 0.25 0.53 0.63 0.33 0.30 0.56 0.31 0.51 0.32 1.00 0.27 0.58 0.83 0.33 0.71 0.33 0.25 0.05 0.92 0.90 ]
[0.88 0.44 0.17 0.92 0.19 0.60 0.20 0.22 0.62 0.09 0.22 0.51 0.19 0.01 0.91 0.30 0.27 1.00 0.17 0.84 0.60 0.49 0.73 0.36 0.18 0.56 0.95 ]
[0.86 0.45 0.12 0.28 0.51 0.87 0.39 0.23 0.16 0.81 0.70 0.56 0.29 0.96 0.27 0.33 0.58 0.17 1.00 0.52 0.85 0.57 0.74 0.11 0.70 0.10 0.70 ]
[0.58 0.09 0.50 0.80 0.14 0.50 0.28 0.74 0.34 0.04 0.92 0.46 0.03 0.94 0.61 0.10 0.83 0.84 0.52 1.00 0.95 0.99 0.85 0.84 0.38 0.77 0.07 ]
[0.27 0.79 0.06 0.68 0.28 0.80 0.11 0.94 0.36 0.16 0.97 0.56 0.23 0.74 0.96 0.59 0.33 0.60 0.85 0.95 1.00 0.51 0.04 0.39 0.02 0.38 0.72 ]
[0.29 0.67 0.25 0.60 0.83 0.29 0.56 0.06 0.33 0.54 0.82 0.53 0.24 0.39 0.96 0.79 0.71 0.49 0.57 0.99 0.51 1.00 0.42 0.95 0.52 0.38 0.34 ]
[0.31 0.05 0.62 0.88 0.91 0.53 0.92 0.17 0.28 0.79 0.39 0.72 0.73 0.74 0.96 0.60 0.33 0.73 0.74 0.85 0.04 0.42 1.00 0.05 0.32 0.84 0.00 ]
[0.97 0.46 0.59 0.68 0.72 0.59 0.77 0.45 0.82 0.64 0.60 0.45 0.36 0.03 0.55 0.14 0.25 0.36 0.11 0.84 0.39 0.95 0.05 1.00 0.48 0.31 0.76 ]
[0.91 0.49 0.13 0.25 0.39 0.62 0.07 0.39 0.29 0.98 0.76 0.79 0.32 0.33 0.36 0.69 0.05 0.18 0.70 0.38 0.02 0.52 0.32 0.48 1.00 0.95 0.35 ]
[0.81 0.30 0.75 0.16 0.35 0.12 0.74 0.91 0.00 0.73 0.23 0.31 0.25 0.23 0.30 0.75 0.92 0.56 0.10 0.77 0.38 0.38 0.84 0.31 0.95 1.00 0.28 ]
[0.78 0.01 0.17 0.25 0.91 0.97 0.80 0.33 0.44 0.22 0.01 0.20 0.60 0.30 0.02 0.54 0.90 0.95 0.70 0.07 0.72 0.34 0.00 0.76 0.35 0.28 1.00 ]
];
