D = 4;
n = [ 3 3 3 3 ];
N = 90;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.42 0.04 0.48 0.57 0.12 0.14 0.90 0.20 0.29 0.21 0.49 0.35 0.94 0.29 0.31 0.23 0.62 0.15 0.45 0.08 0.62 0.79 0.65 0.45 0.58 0.59 0.68 0.55 0.28 0.86 0.53 0.14 0.34 0.29 0.02 0.09 0.70 0.22 0.41 0.20 0.59 0.20 0.08 0.44 0.41 0.76 0.12 0.70 0.59 0.94 0.75 0.04 0.37 0.22 0.01 0.83 0.45 0.21 0.80 0.50 0.26 0.15 0.04 0.01 0.20 0.20 0.35 0.70 0.28 0.08 0.99 0.61 0.05 0.23 0.19 0.39 0.39 0.79 0.23 0.80 0.11 0.60 0.67 0.85 0.87 0.67 0.05 0.79 0.06 ]
[0.42 1.00 0.80 0.03 0.50 0.71 0.22 0.18 0.20 0.64 0.03 0.00 0.44 0.64 0.59 0.79 0.87 0.62 0.57 0.72 0.63 0.19 0.70 0.65 0.57 0.51 0.28 0.10 0.67 0.29 0.16 0.30 0.54 0.39 0.67 0.75 0.89 0.55 0.93 0.06 0.48 0.20 0.89 0.05 0.93 0.06 0.16 0.05 0.73 0.58 0.35 0.88 0.02 0.80 0.23 0.27 0.04 0.07 0.31 0.22 0.01 0.16 0.98 0.79 0.07 0.06 0.61 0.73 0.66 0.13 0.76 0.56 0.51 0.17 0.15 0.96 0.02 0.38 0.35 0.31 0.33 0.89 0.89 0.02 0.76 0.60 0.85 0.27 0.02 0.23 ]
[0.04 0.80 1.00 0.84 0.34 0.69 0.27 0.69 0.75 0.22 0.06 0.51 0.03 0.61 0.08 0.41 0.73 0.22 0.50 0.05 0.38 0.47 0.71 0.84 0.71 0.04 0.91 0.98 0.88 0.58 0.41 0.57 0.48 0.24 0.20 0.09 0.63 0.82 0.04 0.83 0.02 0.04 0.84 0.21 0.11 0.55 0.67 0.15 0.44 0.88 0.57 0.95 0.07 0.88 0.12 0.40 0.61 0.97 0.05 0.49 0.83 0.95 0.03 0.89 0.38 0.74 0.81 0.64 0.37 0.71 0.25 0.85 0.25 0.48 0.82 0.94 0.42 0.77 0.01 0.07 0.85 0.17 0.16 0.73 0.57 0.22 0.54 0.90 0.81 0.37 ]
[0.48 0.03 0.84 1.00 0.30 0.12 0.78 0.96 0.67 0.19 0.87 0.18 0.45 0.75 0.72 0.10 0.83 0.30 0.69 0.50 0.50 0.12 0.54 0.31 0.59 0.60 0.70 0.25 0.88 0.44 0.85 0.05 0.49 0.36 0.52 0.05 0.32 0.39 0.47 0.56 0.06 0.05 0.61 0.41 0.73 0.92 0.22 0.58 0.01 0.43 0.88 0.08 0.09 0.18 0.71 0.16 0.90 0.65 0.19 0.13 0.34 0.34 0.71 0.40 0.01 0.87 0.93 0.35 0.16 0.80 1.00 0.99 0.67 0.95 0.85 0.26 0.34 0.13 0.93 0.35 0.54 0.74 0.87 0.78 0.46 0.21 0.93 0.86 0.84 0.01 ]
[0.57 0.50 0.34 0.30 1.00 0.14 0.59 0.27 0.17 0.43 0.12 0.94 0.57 0.78 0.31 0.76 0.18 0.66 0.60 0.34 0.40 0.03 0.19 0.22 0.31 0.75 0.65 0.95 0.66 0.54 0.09 0.98 0.96 0.61 0.40 0.08 0.83 0.88 1.00 0.67 0.97 0.71 0.11 0.38 0.83 0.16 0.12 0.72 0.92 0.45 0.13 0.34 0.69 0.24 0.53 0.05 0.75 0.76 0.12 0.13 0.15 0.33 0.59 0.67 0.41 0.14 0.45 0.41 0.22 0.82 0.33 0.81 0.94 0.72 0.17 0.38 0.19 0.40 0.85 0.91 0.57 0.13 0.75 0.34 0.53 0.63 0.08 0.90 0.68 0.93 ]
[0.12 0.71 0.69 0.12 0.14 1.00 0.23 0.06 0.14 0.84 0.44 0.35 0.07 0.17 0.55 0.55 0.51 0.96 0.37 0.97 0.53 0.31 0.38 0.42 0.33 0.02 0.96 0.50 0.25 0.17 0.12 0.50 0.86 0.59 0.19 0.36 0.35 0.78 0.56 0.51 0.06 0.94 0.71 0.78 0.82 0.14 0.18 0.76 0.94 0.23 0.44 0.92 0.31 0.88 0.20 0.37 0.68 0.62 0.49 0.56 0.57 0.80 0.65 0.03 0.02 0.71 0.51 0.05 0.39 0.55 0.20 0.81 0.07 0.86 0.68 0.12 0.86 0.30 0.28 0.81 0.65 0.20 0.48 0.32 0.84 0.24 0.90 0.11 0.07 0.73 ]
[0.14 0.22 0.27 0.78 0.59 0.23 1.00 0.28 0.45 0.01 0.63 0.70 0.12 0.59 0.54 0.17 0.30 0.74 0.88 0.88 0.21 0.97 0.48 0.86 0.14 0.48 0.49 0.05 0.32 0.51 0.66 0.86 0.81 0.96 0.99 0.53 0.18 0.27 0.22 0.08 0.14 0.98 0.49 0.58 0.62 0.21 0.07 0.95 0.50 0.58 0.42 0.74 0.09 0.10 0.22 0.28 0.05 0.94 0.85 0.05 0.35 0.79 0.19 0.49 0.65 0.35 0.91 0.79 0.11 0.47 0.36 0.41 0.29 0.28 0.27 0.62 0.87 0.86 0.01 0.53 0.72 0.83 0.44 0.72 0.04 0.32 0.72 0.20 0.86 0.97 ]
[0.90 0.18 0.69 0.96 0.27 0.06 0.28 1.00 0.96 0.56 0.27 0.21 0.11 0.94 0.25 0.47 0.38 0.98 1.00 0.48 0.05 0.97 0.80 0.92 0.28 0.69 0.16 0.17 0.41 0.51 0.04 0.87 0.90 0.54 0.26 0.76 0.48 0.84 0.70 0.22 0.46 0.08 0.41 0.43 0.98 0.26 0.35 0.37 0.02 0.48 0.78 0.44 0.16 0.73 0.52 0.86 0.12 0.39 0.80 0.91 0.02 0.08 0.65 0.93 0.98 0.13 0.56 0.80 0.37 0.66 0.61 0.73 0.15 0.29 0.74 0.01 0.14 0.69 0.56 0.23 0.75 0.66 0.55 0.24 0.74 0.10 0.73 0.09 0.76 0.08 ]
[0.20 0.20 0.75 0.67 0.17 0.14 0.45 0.96 1.00 0.80 0.61 0.30 0.47 0.08 0.34 0.58 0.90 0.18 0.14 0.03 0.37 0.89 0.92 0.70 0.69 0.47 0.77 0.41 0.41 0.72 0.85 0.81 0.13 0.77 0.85 0.35 0.39 0.08 0.17 0.30 0.77 0.12 0.35 0.35 0.37 0.84 0.19 0.95 0.60 0.20 0.45 0.93 0.83 0.39 0.61 0.08 0.23 0.49 0.15 0.35 0.57 0.33 0.72 0.54 0.53 0.24 0.77 0.13 0.60 0.80 0.75 0.70 0.92 0.54 0.97 0.42 0.16 0.21 0.50 0.11 0.51 0.31 0.64 0.84 0.38 0.73 0.11 0.14 0.84 0.62 ]
[0.29 0.64 0.22 0.19 0.43 0.84 0.01 0.56 0.80 1.00 0.18 0.32 0.87 0.52 0.57 0.27 0.14 0.59 0.70 0.15 0.28 0.94 0.31 0.65 0.31 0.60 0.04 0.04 0.05 0.81 0.86 0.84 0.54 0.61 0.58 0.75 0.26 0.98 0.24 0.26 0.53 0.69 0.85 0.52 0.66 0.84 0.26 0.86 0.58 0.31 0.48 0.97 0.62 0.70 0.31 0.08 0.94 0.62 0.14 0.92 0.08 0.88 0.35 0.04 0.23 0.76 0.90 0.15 0.33 0.74 0.13 0.83 0.55 0.05 0.40 0.85 0.69 0.82 0.48 0.56 0.02 0.43 0.06 0.38 0.49 0.88 0.98 0.57 0.99 0.96 ]
[0.21 0.03 0.06 0.87 0.12 0.44 0.63 0.27 0.61 0.18 1.00 0.12 0.40 0.97 0.54 0.78 0.85 0.19 0.72 0.11 0.12 0.96 0.25 0.11 0.47 0.61 0.86 0.23 0.47 0.06 0.90 0.29 0.25 0.80 0.72 0.12 0.94 0.04 0.15 0.37 0.35 0.33 0.86 0.77 1.00 0.91 0.17 0.61 0.50 0.67 0.77 0.46 0.34 0.57 0.81 0.89 0.30 0.47 0.74 0.36 0.52 0.36 0.09 0.64 0.83 0.38 0.47 0.01 0.21 0.31 0.36 0.91 0.72 0.74 0.85 0.10 0.94 0.10 0.32 0.96 0.53 0.95 0.28 0.79 0.52 0.69 0.48 0.49 0.94 0.78 ]
[0.49 0.00 0.51 0.18 0.94 0.35 0.70 0.21 0.30 0.32 0.12 1.00 0.10 0.30 0.76 0.28 0.68 0.30 0.25 0.38 0.22 0.14 0.04 0.54 0.07 0.34 0.60 0.85 0.28 0.17 0.32 0.78 0.27 0.16 0.29 0.09 0.15 0.20 0.81 0.21 0.54 0.99 0.32 0.62 0.07 0.50 0.46 0.94 0.61 0.53 0.73 0.57 0.49 0.87 0.10 0.65 0.24 0.59 0.94 0.89 0.40 0.66 0.49 0.58 0.14 0.06 0.13 0.61 0.58 0.99 0.42 0.60 0.45 0.44 0.41 0.31 0.17 0.57 0.74 0.09 0.32 0.52 0.74 0.93 0.39 0.76 0.87 0.51 0.52 0.12 ]
[0.35 0.44 0.03 0.45 0.57 0.07 0.12 0.11 0.47 0.87 0.40 0.10 1.00 0.74 0.96 0.11 0.18 0.85 0.73 0.75 0.20 0.96 0.93 0.05 0.21 0.99 1.00 0.94 0.35 0.20 0.56 0.80 0.29 0.96 0.94 0.05 0.25 0.70 0.91 0.66 0.94 0.03 0.20 0.01 0.36 0.78 0.32 0.29 0.13 0.05 0.23 0.48 0.10 0.95 0.62 0.13 0.83 0.03 0.36 0.80 0.48 0.10 0.67 0.66 0.72 0.28 0.14 0.86 0.82 0.54 0.76 0.55 0.61 0.53 0.36 0.21 0.57 0.36 0.87 0.24 0.69 0.96 0.34 0.21 0.44 0.20 0.29 0.83 0.61 0.37 ]
[0.94 0.64 0.61 0.75 0.78 0.17 0.59 0.94 0.08 0.52 0.97 0.30 0.74 1.00 0.11 0.02 0.38 0.11 0.27 0.99 0.69 0.52 0.07 0.81 0.81 0.15 0.21 0.95 0.58 0.07 0.61 0.71 0.06 0.18 0.41 0.37 0.23 0.51 0.84 0.01 0.73 0.48 0.05 0.02 0.40 0.16 0.47 0.00 0.74 0.27 0.62 0.18 0.45 0.65 0.10 0.34 0.28 0.48 0.14 0.02 0.84 0.51 0.14 0.52 0.14 0.51 0.11 0.09 0.55 0.72 0.95 0.05 0.29 0.50 0.78 0.56 0.18 0.97 0.37 0.79 0.28 0.90 0.17 0.26 0.98 0.74 0.27 0.06 0.48 0.05 ]
[0.29 0.59 0.08 0.72 0.31 0.55 0.54 0.25 0.34 0.57 0.54 0.76 0.96 0.11 1.00 0.08 0.26 0.62 0.82 0.89 0.15 0.13 0.39 0.90 0.97 0.04 0.20 0.25 0.75 0.12 0.63 0.41 0.03 0.67 0.03 0.17 0.59 0.05 0.59 0.31 0.45 0.23 0.67 0.05 0.58 0.82 0.38 0.03 0.84 0.93 0.91 0.95 0.88 0.26 0.09 0.54 0.14 0.59 0.69 0.29 0.88 0.66 0.97 0.08 0.97 0.82 0.06 0.39 0.67 0.22 0.76 0.51 0.84 0.45 0.75 0.20 0.88 0.91 0.60 0.63 0.63 0.09 0.38 0.98 0.14 0.53 0.25 0.28 0.39 0.77 ]
[0.31 0.79 0.41 0.10 0.76 0.55 0.17 0.47 0.58 0.27 0.78 0.28 0.11 0.02 0.08 1.00 0.38 0.16 0.25 0.10 0.87 0.12 0.92 0.99 0.90 0.18 0.52 0.01 0.49 0.25 0.85 0.35 0.22 0.39 0.06 0.79 0.82 0.74 0.86 0.29 0.28 0.61 0.40 0.47 0.78 0.17 0.97 0.10 0.99 0.78 0.83 0.21 0.41 0.44 0.89 0.64 0.73 0.25 0.81 0.96 0.90 0.91 0.49 0.12 0.82 0.31 0.73 0.35 0.96 0.33 0.20 0.69 0.12 0.67 0.23 0.68 0.62 0.28 0.02 0.69 0.04 0.13 0.31 0.74 0.15 0.51 0.84 0.76 0.52 0.89 ]
[0.23 0.87 0.73 0.83 0.18 0.51 0.30 0.38 0.90 0.14 0.85 0.68 0.18 0.38 0.26 0.38 1.00 0.33 0.85 0.18 0.68 0.74 0.01 0.50 0.42 0.67 0.30 0.89 0.16 0.17 0.18 0.59 0.41 0.08 0.47 0.18 0.83 0.66 0.59 0.23 0.30 0.42 0.30 0.31 0.77 0.92 0.17 0.02 0.85 0.97 0.41 0.59 0.96 0.09 0.07 0.71 0.04 0.01 0.10 0.36 0.89 0.53 0.12 0.50 0.79 0.28 0.43 0.93 0.45 0.93 0.80 0.01 0.63 0.84 0.43 0.03 0.88 0.15 0.20 0.47 0.03 0.11 0.82 0.33 0.41 0.70 0.07 0.39 0.75 0.37 ]
