D = 8;
n = [ 3 3 3 3 3 3 3 3 ];
N = 76;
d = [1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.69 0.93 0.23 0.36 0.99 0.87 0.31 0.37 0.10 0.86 0.93 0.55 0.11 0.21 0.54 0.07 0.07 0.59 0.32 0.64 0.19 0.53 0.20 0.25 0.40 0.55 0.03 0.77 0.12 0.73 0.54 0.06 0.43 0.66 0.06 0.69 0.14 0.46 0.10 0.48 0.69 0.07 0.13 0.74 0.13 0.99 0.12 0.39 0.97 0.26 0.86 0.27 0.42 0.52 0.11 0.69 0.11 0.30 0.86 0.22 0.04 0.93 0.41 0.89 0.70 0.44 0.01 0.36 0.51 0.79 0.81 0.46 0.25 0.89 0.55 ]
[0.69 1.00 0.86 0.16 0.37 0.78 0.98 0.18 0.10 0.01 0.90 0.64 0.32 0.72 0.90 0.68 0.31 0.02 0.71 0.29 0.71 0.46 0.07 0.48 0.10 0.43 0.88 0.70 0.49 0.38 0.39 0.86 0.08 0.04 0.57 0.65 0.79 0.27 0.79 0.85 0.96 0.84 0.06 0.47 0.12 0.48 0.44 0.36 0.24 0.71 0.42 0.71 0.34 0.69 0.86 0.08 0.72 0.36 0.67 0.29 0.68 0.93 0.27 0.05 0.14 0.07 0.99 0.98 0.96 0.14 0.09 0.59 0.55 0.66 0.80 0.50 ]
[0.93 0.86 1.00 0.53 0.76 0.87 0.02 0.58 0.35 0.85 0.41 0.40 0.98 0.80 0.87 0.63 0.26 0.50 0.92 0.53 0.00 0.85 0.55 0.52 0.53 0.85 0.01 0.90 0.32 0.18 0.50 0.45 0.72 0.71 0.12 0.45 0.61 0.34 0.45 0.80 0.16 0.72 0.10 0.18 0.61 0.04 0.44 0.55 0.60 0.95 0.49 0.35 0.94 0.55 0.29 0.64 0.09 0.57 0.01 0.62 0.92 0.13 0.05 0.83 0.60 0.33 0.07 0.84 0.49 0.26 0.75 0.13 0.89 0.42 0.33 0.41 ]
[0.23 0.16 0.53 1.00 0.30 0.24 0.45 0.04 0.45 0.46 0.96 0.21 0.55 0.50 0.94 0.81 0.88 0.24 0.91 0.07 0.76 0.69 0.35 0.07 0.36 0.63 0.64 0.21 0.93 0.07 0.86 0.11 0.78 0.90 0.88 0.02 0.04 0.94 0.04 0.37 0.99 0.09 0.67 0.87 0.75 0.19 0.98 0.76 0.71 0.92 0.14 0.16 0.35 0.18 0.24 0.88 0.19 0.74 0.41 0.00 0.92 0.06 0.72 0.29 0.97 0.28 0.76 0.27 0.24 0.49 0.40 0.80 0.62 0.39 0.09 0.58 ]
[0.36 0.37 0.76 0.30 1.00 0.65 0.62 0.36 0.40 0.37 0.63 0.28 0.14 0.40 0.34 0.36 0.92 0.73 0.44 0.08 0.82 0.01 0.71 0.90 0.26 0.01 0.12 0.86 0.57 0.19 0.36 0.23 0.86 0.60 0.56 0.19 0.61 0.67 0.77 0.47 0.46 0.20 0.93 0.52 0.79 0.42 0.32 0.36 0.18 0.66 0.32 0.43 0.58 0.51 0.73 0.52 0.82 0.80 0.38 0.91 0.39 0.94 0.59 0.08 0.55 0.28 0.47 0.39 0.39 0.97 0.76 0.29 0.11 0.80 0.51 0.97 ]
[0.99 0.78 0.87 0.24 0.65 1.00 0.16 0.06 0.06 0.83 0.39 0.37 0.31 0.10 0.54 0.17 0.20 0.63 0.21 0.56 0.82 0.32 0.08 0.71 0.16 0.97 0.28 0.98 0.93 0.58 0.33 0.93 0.50 0.62 0.14 0.22 0.71 0.73 0.94 0.71 0.72 0.06 1.00 0.75 0.22 0.71 0.96 0.66 0.73 0.36 0.05 0.93 0.20 0.98 0.46 0.58 0.23 0.49 0.00 0.52 0.55 0.04 0.93 0.51 0.77 0.01 0.87 0.40 0.48 0.70 0.22 0.40 0.98 0.19 0.43 0.18 ]
[0.87 0.98 0.02 0.45 0.62 0.16 1.00 0.15 0.72 0.78 0.82 0.05 0.52 0.64 0.86 0.10 0.70 0.06 0.00 0.89 0.66 0.09 0.73 0.52 0.78 0.70 0.77 0.82 0.33 0.62 0.63 0.05 0.07 0.01 0.02 0.77 0.66 0.29 0.72 0.46 0.44 0.77 0.60 0.08 0.28 0.79 0.85 0.92 0.11 0.60 0.35 0.89 0.74 0.08 0.74 0.87 0.95 0.44 0.56 0.78 0.72 0.06 0.66 0.21 0.10 0.27 0.09 0.20 0.34 0.88 0.25 0.05 0.03 0.92 0.21 0.84 ]
[0.31 0.18 0.58 0.04 0.36 0.06 0.15 1.00 0.31 0.31 0.88 0.68 0.38 0.05 0.23 0.71 0.68 0.42 0.12 0.36 0.89 0.81 0.42 0.92 0.09 0.42 0.44 0.83 0.37 0.27 0.78 0.36 0.81 0.07 0.19 0.86 1.00 0.56 0.07 0.82 0.14 0.50 0.76 0.26 0.20 0.61 0.02 0.36 0.49 0.33 0.52 0.80 0.08 0.38 0.83 0.04 0.99 0.97 0.37 0.43 0.53 0.06 0.73 0.46 0.66 0.27 0.84 0.04 0.49 0.70 0.53 0.07 0.91 0.98 0.93 0.12 ]
[0.37 0.10 0.35 0.45 0.40 0.06 0.72 0.31 1.00 0.08 0.53 0.31 0.57 0.21 0.81 0.14 0.05 0.89 0.74 0.62 0.80 0.06 0.33 0.44 0.88 0.24 0.36 0.37 0.56 0.55 0.17 0.44 0.96 0.85 0.31 0.76 0.43 0.54 0.50 0.64 0.90 0.24 0.41 0.48 0.90 0.83 0.44 0.30 0.02 0.83 0.24 0.95 0.49 0.16 0.96 0.41 0.03 0.59 0.72 0.08 0.64 0.18 0.42 0.21 0.36 0.17 0.59 0.68 0.18 0.79 0.85 0.24 0.45 0.75 0.64 0.32 ]
[0.10 0.01 0.85 0.46 0.37 0.83 0.78 0.31 0.08 1.00 0.81 0.77 0.53 0.98 1.00 0.44 0.99 0.52 0.39 0.36 0.53 0.14 0.94 0.30 0.33 0.58 0.53 0.28 0.69 0.23 0.80 0.19 0.84 0.65 0.31 0.18 0.85 0.09 0.40 0.84 0.83 0.28 0.49 0.98 0.60 0.25 0.55 0.51 0.15 0.75 0.01 0.32 0.82 0.82 0.53 0.65 0.92 0.60 0.58 0.40 0.57 0.80 0.55 0.39 0.03 0.95 0.29 0.02 0.46 0.02 0.93 0.41 0.17 0.62 0.79 0.28 ]
