D = 4;
n = [ 5 5 5 5 ];
N = 32;
d = [1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.78 0.80 0.89 0.58 0.58 0.98 0.43 0.36 0.69 0.27 0.93 0.81 0.71 0.96 0.82 0.95 0.35 0.94 0.90 0.44 0.32 0.39 0.71 0.89 0.01 0.41 0.67 0.47 0.04 0.18 0.53 ]
[0.78 1.00 0.73 0.12 0.28 0.89 0.27 0.11 0.09 0.06 0.47 0.91 0.01 0.54 0.20 0.01 0.65 0.55 0.94 0.93 0.79 0.94 0.59 0.92 0.13 0.65 0.81 0.07 0.66 0.60 0.87 0.31 ]
[0.80 0.73 1.00 0.75 0.82 0.35 0.13 0.81 0.18 0.09 0.43 0.54 0.86 0.86 0.21 0.65 0.96 0.45 0.25 0.64 0.17 0.74 0.62 0.57 0.83 0.97 0.59 0.30 0.28 0.69 0.34 0.69 ]
[0.89 0.12 0.75 1.00 0.22 0.04 0.41 0.94 0.21 0.78 0.29 0.27 0.34 1.00 0.30 0.66 0.81 0.78 0.51 0.21 0.44 0.80 0.26 0.54 0.43 0.49 0.51 0.71 0.43 0.34 0.71 0.59 ]
[0.58 0.28 0.82 0.22 1.00 0.93 0.16 0.78 0.09 0.82 0.79 0.57 0.29 0.09 0.61 0.59 0.70 0.85 0.00 0.82 0.54 0.94 0.22 0.28 0.49 0.58 0.49 0.17 0.65 0.60 0.22 0.21 ]
[0.58 0.89 0.35 0.04 0.93 1.00 0.77 0.41 0.72 0.45 0.95 0.34 0.59 0.69 0.03 0.40 0.88 0.05 0.99 0.18 0.44 0.44 0.63 0.82 0.04 0.51 0.68 0.00 0.99 0.03 0.81 0.89 ]
[0.98 0.27 0.13 0.41 0.16 0.77 1.00 0.15 0.63 0.41 0.60 0.98 0.26 0.13 0.16 0.69 0.53 0.08 0.68 0.63 0.81 0.11 0.04 0.03 0.44 0.49 0.93 0.44 0.61 0.74 0.98 0.50 ]
[0.43 0.11 0.81 0.94 0.78 0.41 0.15 1.00 0.24 0.76 0.99 0.27 0.42 0.13 0.19 0.80 0.84 0.17 0.21 0.52 0.15 0.56 0.14 0.84 0.40 0.40 0.13 0.09 0.18 0.56 0.97 0.93 ]
[0.36 0.09 0.18 0.21 0.09 0.72 0.63 0.24 1.00 0.96 0.57 0.25 0.17 0.75 0.92 0.29 0.39 0.79 0.11 0.97 1.00 0.96 0.36 0.08 0.13 0.43 0.03 0.21 0.75 0.49 0.50 0.37 ]
[0.69 0.06 0.09 0.78 0.82 0.45 0.41 0.76 0.96 1.00 0.29 0.57 0.50 0.51 0.06 0.19 0.66 0.87 0.50 0.37 0.94 0.72 0.15 0.01 0.77 0.23 0.33 0.82 0.35 0.33 0.01 0.53 ]
[0.27 0.47 0.43 0.29 0.79 0.95 0.60 0.99 0.57 0.29 1.00 0.21 0.02 0.01 0.48 0.28 0.52 0.43 0.12 0.78 0.55 0.62 0.96 0.78 0.19 0.11 0.12 0.68 0.91 0.97 0.58 0.36 ]
[0.93 0.91 0.54 0.27 0.57 0.34 0.98 0.27 0.25 0.57 0.21 1.00 0.91 0.06 0.80 0.22 0.14 0.68 0.54 0.33 0.76 0.67 0.36 0.74 0.81 0.97 0.67 0.94 0.41 0.40 0.51 0.46 ]
[0.81 0.01 0.86 0.34 0.29 0.59 0.26 0.42 0.17 0.50 0.02 0.91 1.00 1.00 0.66 0.73 0.71 0.25 0.59 0.86 0.27 0.95 0.90 0.12 0.41 0.62 0.44 0.67 0.82 0.89 0.32 0.60 ]
[0.71 0.54 0.86 1.00 0.09 0.69 0.13 0.13 0.75 0.51 0.01 0.06 1.00 1.00 0.97 0.32 0.36 0.83 0.32 0.66 0.33 0.99 0.70 0.34 0.20 0.55 0.76 0.01 0.65 0.20 0.93 0.39 ]
[0.96 0.20 0.21 0.30 0.61 0.03 0.16 0.19 0.92 0.06 0.48 0.80 0.66 0.97 1.00 0.16 0.70 0.08 0.92 0.16 0.62 0.57 0.66 0.55 0.20 0.66 0.81 0.41 0.93 0.46 0.08 0.07 ]
[0.82 0.01 0.65 0.66 0.59 0.40 0.69 0.80 0.29 0.19 0.28 0.22 0.73 0.32 0.16 1.00 0.27 0.96 0.64 0.72 0.76 0.98 0.94 0.27 0.52 0.02 0.34 0.37 0.26 0.27 0.23 0.63 ]
[0.95 0.65 0.96 0.81 0.70 0.88 0.53 0.84 0.39 0.66 0.52 0.14 0.71 0.36 0.70 0.27 1.00 0.07 0.23 1.00 0.87 0.96 0.16 0.16 0.95 0.34 0.48 0.91 0.10 0.56 0.30 0.11 ]
[0.35 0.55 0.45 0.78 0.85 0.05 0.08 0.17 0.79 0.87 0.43 0.68 0.25 0.83 0.08 0.96 0.07 1.00 0.49 0.26 0.36 0.64 0.97 0.54 0.86 0.89 0.24 0.84 0.63 0.95 0.26 0.08 ]
[0.94 0.94 0.25 0.51 0.00 0.99 0.68 0.21 0.11 0.50 0.12 0.54 0.59 0.32 0.92 0.64 0.23 0.49 1.00 0.12 0.61 0.21 0.74 0.71 0.29 0.28 0.36 0.01 0.01 0.70 0.36 0.14 ]
[0.90 0.93 0.64 0.21 0.82 0.18 0.63 0.52 0.97 0.37 0.78 0.33 0.86 0.66 0.16 0.72 1.00 0.26 0.12 1.00 0.06 0.32 0.64 0.50 0.21 0.83 0.99 0.63 0.82 0.98 0.99 0.88 ]
[0.44 0.79 0.17 0.44 0.54 0.44 0.81 0.15 1.00 0.94 0.55 0.76 0.27 0.33 0.62 0.76 0.87 0.36 0.61 0.06 1.00 0.19 0.85 0.25 0.85 0.15 0.52 0.86 0.50 0.22 0.17 0.98 ]
[0.32 0.94 0.74 0.80 0.94 0.44 0.11 0.56 0.96 0.72 0.62 0.67 0.95 0.99 0.57 0.98 0.96 0.64 0.21 0.32 0.19 1.00 0.00 0.39 0.75 0.09 0.74 0.76 0.75 0.69 0.20 0.50 ]
[0.39 0.59 0.62 0.26 0.22 0.63 0.04 0.14 0.36 0.15 0.96 0.36 0.90 0.70 0.66 0.94 0.16 0.97 0.74 0.64 0.85 0.00 1.00 0.98 1.00 0.96 0.14 0.75 0.82 0.26 0.89 0.87 ]
[0.71 0.92 0.57 0.54 0.28 0.82 0.03 0.84 0.08 0.01 0.78 0.74 0.12 0.34 0.55 0.27 0.16 0.54 0.71 0.50 0.25 0.39 0.98 1.00 0.57 0.35 0.99 0.06 0.46 0.15 0.49 0.15 ]
[0.89 0.13 0.83 0.43 0.49 0.04 0.44 0.40 0.13 0.77 0.19 0.81 0.41 0.20 0.20 0.52 0.95 0.86 0.29 0.21 0.85 0.75 1.00 0.57 1.00 0.84 0.33 0.45 0.74 0.57 0.14 0.63 ]
[0.01 0.65 0.97 0.49 0.58 0.51 0.49 0.40 0.43 0.23 0.11 0.97 0.62 0.55 0.66 0.02 0.34 0.89 0.28 0.83 0.15 0.09 0.96 0.35 0.84 1.00 0.82 0.21 0.88 0.13 0.11 0.08 ]
[0.41 0.81 0.59 0.51 0.49 0.68 0.93 0.13 0.03 0.33 0.12 0.67 0.44 0.76 0.81 0.34 0.48 0.24 0.36 0.99 0.52 0.74 0.14 0.99 0.33 0.82 1.00 0.50 0.25 0.40 0.33 0.04 ]
[0.67 0.07 0.30 0.71 0.17 0.00 0.44 0.09 0.21 0.82 0.68 0.94 0.67 0.01 0.41 0.37 0.91 0.84 0.01 0.63 0.86 0.76 0.75 0.06 0.45 0.21 0.50 1.00 0.86 0.82 0.66 0.21 ]
[0.47 0.66 0.28 0.43 0.65 0.99 0.61 0.18 0.75 0.35 0.91 0.41 0.82 0.65 0.93 0.26 0.10 0.63 0.01 0.82 0.50 0.75 0.82 0.46 0.74 0.88 0.25 0.86 1.00 0.00 0.82 0.49 ]
[0.04 0.60 0.69 0.34 0.60 0.03 0.74 0.56 0.49 0.33 0.97 0.40 0.89 0.20 0.46 0.27 0.56 0.95 0.70 0.98 0.22 0.69 0.26 0.15 0.57 0.13 0.40 0.82 0.00 1.00 0.29 0.81 ]
[0.18 0.87 0.34 0.71 0.22 0.81 0.98 0.97 0.50 0.01 0.58 0.51 0.32 0.93 0.08 0.23 0.30 0.26 0.36 0.99 0.17 0.20 0.89 0.49 0.14 0.11 0.33 0.66 0.82 0.29 1.00 0.87 ]
[0.53 0.31 0.69 0.59 0.21 0.89 0.50 0.93 0.37 0.53 0.36 0.46 0.60 0.39 0.07 0.63 0.11 0.08 0.14 0.88 0.98 0.50 0.87 0.15 0.63 0.08 0.04 0.21 0.49 0.81 0.87 1.00 ]
];
