D = 2;
n = [ 5 5 ];
N = 85;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.61 0.96 0.58 0.65 0.02 0.92 0.97 0.01 0.88 0.60 0.67 0.31 0.05 0.83 0.03 0.94 0.84 0.50 0.12 0.89 0.01 0.88 0.56 0.21 0.81 0.42 0.44 0.89 0.15 0.11 0.53 0.48 0.64 0.34 0.75 0.52 0.73 0.34 0.82 0.74 0.26 0.74 0.05 0.10 0.42 0.16 0.87 0.85 0.21 0.43 0.69 0.74 0.27 0.60 0.46 0.84 0.42 0.41 0.02 0.73 0.31 0.74 0.60 0.34 0.14 0.87 0.63 0.85 0.04 0.60 0.29 0.35 0.98 0.20 0.44 0.78 0.07 0.76 0.57 0.24 0.32 0.78 0.26 0.30 ]
[0.61 1.00 0.69 0.70 0.27 0.44 0.97 0.44 0.88 0.33 0.38 0.82 0.73 0.40 0.03 0.26 0.40 0.05 0.38 0.03 0.08 0.85 0.12 0.28 0.98 0.84 0.87 0.54 0.97 0.10 0.27 0.69 0.88 0.44 0.63 0.64 0.32 0.73 0.87 0.33 0.62 0.73 0.89 0.69 0.35 0.75 0.82 0.98 0.22 0.27 0.32 0.18 0.85 0.30 1.00 0.37 0.18 0.11 0.02 0.05 0.89 0.19 0.40 0.18 0.46 0.11 0.37 0.67 0.61 0.28 0.74 0.11 0.05 0.90 0.14 0.97 0.96 0.34 0.15 0.09 0.64 0.00 0.98 0.45 0.51 ]
[0.96 0.69 1.00 0.29 0.85 0.13 0.76 0.20 0.06 0.20 0.68 0.80 0.14 0.55 0.16 0.15 0.99 0.26 0.06 0.51 0.98 0.32 0.53 0.38 0.67 0.64 0.40 0.85 0.29 0.26 0.86 0.41 0.94 0.37 0.44 0.64 0.14 0.34 0.07 0.36 0.90 0.80 0.72 1.00 0.49 0.22 0.49 0.03 0.97 0.11 0.91 0.49 0.30 0.56 0.71 0.22 0.51 0.32 0.31 0.74 0.69 0.40 0.11 0.31 0.52 0.12 0.84 0.35 0.27 0.48 0.81 0.59 0.30 0.39 0.04 0.76 0.66 0.22 0.61 0.99 0.27 0.51 0.04 0.26 0.94 ]
[0.58 0.70 0.29 1.00 0.28 0.45 0.82 0.75 0.68 0.57 0.83 0.48 0.02 0.24 0.81 0.77 0.76 0.78 0.62 0.75 0.20 0.40 0.91 0.63 0.70 0.21 0.99 0.14 0.68 0.93 0.51 0.75 0.91 0.90 0.28 0.56 0.26 0.64 0.93 0.05 0.76 0.06 0.06 0.71 0.26 0.35 0.79 0.48 0.73 0.92 0.31 0.99 0.44 0.17 0.11 0.39 0.03 0.55 0.81 0.07 0.40 0.31 0.95 0.12 0.13 0.48 0.06 0.15 0.79 0.30 0.13 0.79 0.90 0.84 0.78 0.27 0.42 0.25 0.28 0.51 0.10 0.86 0.75 0.99 0.23 ]
[0.65 0.27 0.85 0.28 1.00 0.21 0.86 0.83 0.43 0.71 0.66 0.14 0.96 0.11 0.21 0.24 0.98 0.25 0.35 0.63 0.11 0.05 0.68 0.94 0.79 0.77 0.61 0.35 0.70 0.05 0.07 0.16 0.74 0.80 0.72 0.82 0.25 0.66 0.46 0.12 0.21 0.25 0.29 0.24 0.10 0.93 0.40 0.28 0.44 0.26 0.28 0.57 0.13 0.48 0.27 0.84 0.71 0.67 0.99 0.27 0.75 0.44 0.03 0.72 0.77 0.97 0.49 0.95 0.05 0.77 0.59 0.60 0.08 0.70 0.82 0.97 0.97 0.57 0.31 0.99 0.96 0.01 0.07 0.83 0.61 ]
[0.02 0.44 0.13 0.45 0.21 1.00 0.32 0.18 0.61 0.13 0.45 0.37 0.99 0.64 0.11 0.28 0.15 0.23 0.32 0.47 0.71 0.92 0.47 0.49 0.56 0.65 0.87 0.11 0.37 0.53 0.27 0.18 0.84 0.49 0.80 0.20 0.27 0.29 0.63 0.90 0.97 0.44 0.88 0.11 0.72 0.84 0.70 0.07 0.70 0.27 0.82 0.92 0.32 0.62 0.76 0.28 0.20 0.86 0.27 0.13 0.81 0.74 0.44 0.39 0.78 0.77 0.71 0.27 0.77 0.48 0.01 0.27 0.40 0.89 0.31 0.48 0.43 0.35 0.92 0.73 0.26 0.11 0.31 0.51 0.38 ]
[0.92 0.97 0.76 0.82 0.86 0.32 1.00 0.44 0.63 0.19 0.71 0.45 0.72 0.51 0.45 0.59 0.09 0.04 0.12 0.65 0.97 0.68 0.70 0.68 0.65 0.13 0.91 0.65 0.08 0.19 0.82 0.65 0.67 0.15 0.43 0.07 0.65 0.12 0.55 0.46 0.47 0.47 0.60 0.39 0.07 0.22 0.69 0.65 0.43 0.25 0.62 0.80 0.53 0.17 0.40 0.81 0.69 0.69 0.62 0.01 0.61 0.26 0.35 0.12 0.53 0.77 0.45 0.68 0.03 0.55 0.46 0.63 0.03 0.07 0.84 0.12 0.29 0.30 0.37 0.63 0.60 0.33 0.35 0.88 0.31 ]
[0.97 0.44 0.20 0.75 0.83 0.18 0.44 1.00 0.67 0.87 0.74 0.88 0.98 0.30 0.71 0.78 0.30 0.84 0.57 0.02 0.34 0.80 0.34 0.54 0.72 0.93 0.73 0.47 0.22 0.18 1.00 0.20 0.33 0.80 0.49 0.98 0.89 0.28 0.75 0.50 0.80 0.55 0.09 0.64 0.58 0.40 0.58 0.30 0.67 0.88 0.15 0.66 0.39 0.61 0.15 0.88 0.78 0.86 0.75 0.16 0.86 0.40 0.46 0.27 0.96 0.13 0.56 0.03 0.78 0.41 0.69 0.65 0.24 0.29 0.99 0.76 0.99 0.11 0.47 0.93 0.25 0.56 0.02 0.09 0.19 ]
[0.01 0.88 0.06 0.68 0.43 0.61 0.63 0.67 1.00 0.31 0.50 0.02 0.67 0.28 0.92 0.82 0.89 0.31 0.23 0.51 0.59 1.00 0.46 0.61 0.04 0.54 0.65 0.44 0.72 0.74 0.91 0.86 0.78 0.61 0.26 0.30 0.31 0.99 0.95 0.90 0.50 0.09 0.59 0.27 0.57 0.19 0.74 0.13 0.42 0.33 0.63 0.64 0.98 0.94 0.24 0.59 0.65 0.48 0.73 0.10 0.92 0.98 0.28 0.85 0.42 0.65 0.30 0.39 0.27 0.02 0.39 0.99 0.59 0.86 0.90 0.34 0.68 0.88 0.30 0.26 0.39 0.10 0.20 0.48 0.27 ]
[0.88 0.33 0.20 0.57 0.71 0.13 0.19 0.87 0.31 1.00 0.22 0.76 0.96 0.21 0.99 0.59 0.74 0.61 0.30 0.95 0.79 0.56 0.74 0.09 0.96 0.68 0.19 0.95 0.89 0.71 0.64 0.60 0.73 0.44 0.14 0.39 0.63 0.29 0.34 0.94 0.44 0.49 0.91 0.81 0.04 0.53 0.97 0.90 0.26 0.37 0.21 0.57 0.53 0.56 0.69 0.32 0.57 0.75 0.42 0.93 0.83 0.10 0.34 0.13 1.00 0.04 0.64 0.47 0.99 0.30 0.63 0.45 0.32 0.43 0.19 0.53 0.05 0.30 0.20 0.38 0.03 0.52 0.82 0.52 0.26 ]
