D = 4;
n = [ 4 4 4 4 ];
N = 40;
d = [1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.77 0.14 0.83 0.25 0.37 0.37 0.61 0.54 0.87 0.85 0.89 0.58 0.16 0.07 0.08 0.18 0.83 0.76 0.08 0.14 0.62 0.65 0.14 0.98 0.64 0.97 0.33 0.44 0.73 0.01 0.22 0.26 0.22 0.84 0.40 0.71 0.64 0.93 0.83 ]
[0.77 1.00 0.43 0.96 0.66 0.47 1.00 0.60 0.47 1.00 0.78 0.74 0.87 0.87 1.00 0.96 0.01 0.01 0.67 0.84 0.78 0.34 0.32 0.52 0.15 0.20 0.14 0.14 0.89 0.57 0.94 0.58 0.82 0.84 0.26 0.92 0.77 0.66 0.41 0.40 ]
[0.14 0.43 1.00 0.67 0.39 0.04 0.30 0.25 0.48 0.46 0.49 0.79 0.17 0.68 0.72 0.16 0.12 0.05 0.21 0.06 0.44 0.30 0.60 0.12 0.08 0.25 0.94 0.91 0.20 0.33 0.34 0.16 0.62 0.14 0.08 0.57 0.25 0.74 0.22 0.60 ]
[0.83 0.96 0.67 1.00 0.33 0.83 0.10 0.37 0.08 0.54 0.99 0.33 0.17 0.61 0.10 0.18 0.76 0.11 0.18 0.31 0.90 0.29 0.27 0.66 0.40 0.08 0.64 0.11 0.99 0.77 0.21 0.09 0.88 0.01 0.60 0.68 0.24 0.14 0.26 0.88 ]
[0.25 0.66 0.39 0.33 1.00 0.95 0.53 0.08 0.35 0.47 0.54 0.54 0.43 0.91 0.41 0.32 0.29 0.92 0.10 0.65 0.97 0.70 0.25 0.32 0.46 0.87 0.02 0.33 0.87 0.25 0.24 0.89 0.32 0.00 0.03 0.68 0.36 0.16 0.26 0.93 ]
[0.37 0.47 0.04 0.83 0.95 1.00 0.04 0.88 0.78 0.07 0.36 0.64 0.28 0.87 0.31 0.72 0.85 0.05 0.06 0.69 0.01 0.60 0.00 0.13 0.77 0.99 0.70 0.37 0.24 0.90 0.98 0.93 0.07 0.80 0.98 0.69 0.23 0.01 0.51 0.84 ]
[0.37 1.00 0.30 0.10 0.53 0.04 1.00 0.00 0.05 0.99 0.56 0.23 0.97 0.20 0.02 0.98 0.97 0.51 0.10 0.38 0.56 0.26 0.43 0.77 0.27 0.02 0.83 0.49 0.68 0.45 0.23 0.32 0.66 0.20 0.81 0.52 0.85 0.51 0.61 0.17 ]
[0.61 0.60 0.25 0.37 0.08 0.88 0.00 1.00 0.18 0.66 0.16 0.93 0.98 0.43 0.69 0.88 0.24 0.08 0.86 0.12 0.18 0.32 0.15 0.98 0.58 0.71 0.95 0.75 0.65 0.03 0.51 0.04 0.64 0.13 0.70 0.27 0.73 0.36 0.37 0.95 ]
[0.54 0.47 0.48 0.08 0.35 0.78 0.05 0.18 1.00 0.91 0.69 0.37 0.55 0.81 0.46 0.61 0.04 0.01 0.46 0.50 0.32 0.35 0.49 0.25 0.49 0.67 0.68 0.74 0.38 0.28 0.61 0.39 0.88 0.11 0.84 1.00 0.13 0.20 0.21 0.55 ]
[0.87 1.00 0.46 0.54 0.47 0.07 0.99 0.66 0.91 1.00 0.40 1.00 0.33 0.86 0.94 0.55 0.41 0.72 0.03 0.82 0.17 0.38 0.06 0.24 0.26 0.80 0.95 0.27 0.67 0.25 0.32 0.24 0.34 0.68 0.23 0.91 0.58 0.56 0.72 0.68 ]
[0.85 0.78 0.49 0.99 0.54 0.36 0.56 0.16 0.69 0.40 1.00 0.77 0.52 0.10 0.64 0.20 0.05 0.82 0.47 0.90 0.09 0.51 0.72 0.04 0.49 0.14 0.31 0.11 0.99 0.93 0.56 0.61 0.18 0.14 0.06 0.19 0.78 0.95 0.51 0.21 ]
[0.89 0.74 0.79 0.33 0.54 0.64 0.23 0.93 0.37 1.00 0.77 1.00 0.31 0.38 0.78 0.94 0.49 0.89 0.31 0.32 0.53 0.59 0.58 0.32 0.94 0.76 0.47 0.78 0.07 0.41 0.99 0.39 0.78 0.61 0.36 0.12 0.33 0.68 0.70 0.34 ]
[0.58 0.87 0.17 0.17 0.43 0.28 0.97 0.98 0.55 0.33 0.52 0.31 1.00 0.64 0.60 0.66 0.22 0.68 0.60 0.51 0.80 0.72 0.39 0.41 0.67 0.01 0.09 0.82 0.57 0.67 0.72 0.84 0.20 0.55 0.65 0.48 0.22 0.94 0.91 0.11 ]
[0.16 0.87 0.68 0.61 0.91 0.87 0.20 0.43 0.81 0.86 0.10 0.38 0.64 1.00 0.31 0.93 0.29 0.84 0.18 0.24 0.61 0.87 0.35 0.05 0.46 0.52 0.20 0.36 0.43 0.03 0.43 0.61 0.40 0.40 0.92 0.32 0.20 0.47 0.18 0.30 ]
[0.07 1.00 0.72 0.10 0.41 0.31 0.02 0.69 0.46 0.94 0.64 0.78 0.60 0.31 1.00 0.26 0.19 0.99 0.30 0.68 0.84 0.95 0.60 0.18 0.25 0.31 0.69 0.99 0.33 0.15 0.53 0.52 0.93 0.69 0.46 0.61 0.07 0.09 0.12 0.95 ]
[0.08 0.96 0.16 0.18 0.32 0.72 0.98 0.88 0.61 0.55 0.20 0.94 0.66 0.93 0.26 1.00 0.61 0.60 0.01 0.61 0.48 0.03 0.01 0.73 0.50 0.44 0.13 0.59 0.87 0.87 0.39 0.88 0.22 0.94 0.71 0.58 0.77 0.74 0.96 0.39 ]
[0.18 0.01 0.12 0.76 0.29 0.85 0.97 0.24 0.04 0.41 0.05 0.49 0.22 0.29 0.19 0.61 1.00 0.40 0.77 0.30 0.02 0.69 0.24 0.50 0.75 0.14 0.96 0.91 0.71 0.51 0.80 0.10 0.51 0.55 0.57 0.07 0.40 0.86 0.18 0.29 ]
[0.83 0.01 0.05 0.11 0.92 0.05 0.51 0.08 0.01 0.72 0.82 0.89 0.68 0.84 0.99 0.60 0.40 1.00 0.99 0.52 0.77 0.90 0.76 0.75 0.00 0.13 0.95 0.60 0.66 0.11 0.86 0.49 0.54 0.43 0.88 0.77 0.51 0.69 0.67 0.35 ]
[0.76 0.67 0.21 0.18 0.10 0.06 0.10 0.86 0.46 0.03 0.47 0.31 0.60 0.18 0.30 0.01 0.77 0.99 1.00 0.58 0.61 0.78 0.61 0.39 0.82 0.95 0.74 0.06 0.55 0.50 0.32 0.02 0.56 0.71 0.39 0.62 0.18 0.24 0.56 0.10 ]
[0.08 0.84 0.06 0.31 0.65 0.69 0.38 0.12 0.50 0.82 0.90 0.32 0.51 0.24 0.68 0.61 0.30 0.52 0.58 1.00 0.14 0.89 0.29 0.31 0.89 0.28 0.81 0.06 0.93 0.99 0.34 0.59 0.04 0.07 0.45 0.62 0.95 0.84 0.20 0.42 ]
[0.14 0.78 0.44 0.90 0.97 0.01 0.56 0.18 0.32 0.17 0.09 0.53 0.80 0.61 0.84 0.48 0.02 0.77 0.61 0.14 1.00 0.11 0.11 0.96 0.18 0.60 0.23 0.73 0.05 0.01 0.55 0.34 0.86 0.49 0.92 0.42 0.25 0.90 0.83 0.49 ]
[0.62 0.34 0.30 0.29 0.70 0.60 0.26 0.32 0.35 0.38 0.51 0.59 0.72 0.87 0.95 0.03 0.69 0.90 0.78 0.89 0.11 1.00 0.71 0.67 0.33 0.20 0.65 0.40 0.38 0.93 0.21 0.15 0.44 0.83 0.33 0.81 0.73 0.51 0.96 0.13 ]
[0.65 0.32 0.60 0.27 0.25 0.00 0.43 0.15 0.49 0.06 0.72 0.58 0.39 0.35 0.60 0.01 0.24 0.76 0.61 0.29 0.11 0.71 1.00 0.04 0.60 0.73 0.73 0.36 0.39 0.36 0.45 0.54 0.39 0.82 0.63 0.21 0.34 0.03 0.17 0.36 ]
[0.14 0.52 0.12 0.66 0.32 0.13 0.77 0.98 0.25 0.24 0.04 0.32 0.41 0.05 0.18 0.73 0.50 0.75 0.39 0.31 0.96 0.67 0.04 1.00 0.64 0.57 0.77 0.07 0.08 0.18 0.19 0.38 0.71 0.41 0.84 0.78 0.08 0.23 0.28 0.64 ]
[0.98 0.15 0.08 0.40 0.46 0.77 0.27 0.58 0.49 0.26 0.49 0.94 0.67 0.46 0.25 0.50 0.75 0.00 0.82 0.89 0.18 0.33 0.60 0.64 1.00 0.30 0.53 0.03 0.36 0.82 0.94 0.08 0.75 0.40 0.19 0.32 0.19 0.16 0.08 0.19 ]
[0.64 0.20 0.25 0.08 0.87 0.99 0.02 0.71 0.67 0.80 0.14 0.76 0.01 0.52 0.31 0.44 0.14 0.13 0.95 0.28 0.60 0.20 0.73 0.57 0.30 1.00 0.34 0.07 0.09 0.76 0.82 0.22 0.59 0.13 0.61 0.87 0.65 0.12 0.22 0.81 ]
[0.97 0.14 0.94 0.64 0.02 0.70 0.83 0.95 0.68 0.95 0.31 0.47 0.09 0.20 0.69 0.13 0.96 0.95 0.74 0.81 0.23 0.65 0.73 0.77 0.53 0.34 1.00 0.29 0.21 0.15 0.12 0.49 0.83 0.60 0.32 0.74 0.91 0.57 0.27 0.48 ]
[0.33 0.14 0.91 0.11 0.33 0.37 0.49 0.75 0.74 0.27 0.11 0.78 0.82 0.36 0.99 0.59 0.91 0.60 0.06 0.06 0.73 0.40 0.36 0.07 0.03 0.07 0.29 1.00 0.08 0.26 0.17 0.16 0.98 0.46 0.20 0.84 0.29 0.93 0.88 0.16 ]
[0.44 0.89 0.20 0.99 0.87 0.24 0.68 0.65 0.38 0.67 0.99 0.07 0.57 0.43 0.33 0.87 0.71 0.66 0.55 0.93 0.05 0.38 0.39 0.08 0.36 0.09 0.21 0.08 1.00 0.73 0.73 0.04 0.40 0.57 0.79 0.29 0.59 0.12 0.80 0.58 ]
[0.73 0.57 0.33 0.77 0.25 0.90 0.45 0.03 0.28 0.25 0.93 0.41 0.67 0.03 0.15 0.87 0.51 0.11 0.50 0.99 0.01 0.93 0.36 0.18 0.82 0.76 0.15 0.26 0.73 1.00 0.13 0.40 0.84 0.19 0.84 0.78 0.98 0.73 0.44 0.52 ]
[0.01 0.94 0.34 0.21 0.24 0.98 0.23 0.51 0.61 0.32 0.56 0.99 0.72 0.43 0.53 0.39 0.80 0.86 0.32 0.34 0.55 0.21 0.45 0.19 0.94 0.82 0.12 0.17 0.73 0.13 1.00 0.29 0.75 0.04 0.60 0.87 0.24 0.83 0.70 0.68 ]
[0.22 0.58 0.16 0.09 0.89 0.93 0.32 0.04 0.39 0.24 0.61 0.39 0.84 0.61 0.52 0.88 0.10 0.49 0.02 0.59 0.34 0.15 0.54 0.38 0.08 0.22 0.49 0.16 0.04 0.40 0.29 1.00 0.31 0.66 0.06 0.17 0.73 0.69 0.88 0.22 ]
[0.26 0.82 0.62 0.88 0.32 0.07 0.66 0.64 0.88 0.34 0.18 0.78 0.20 0.40 0.93 0.22 0.51 0.54 0.56 0.04 0.86 0.44 0.39 0.71 0.75 0.59 0.83 0.98 0.40 0.84 0.75 0.31 1.00 0.81 0.37 0.41 0.63 0.24 0.02 0.60 ]
[0.22 0.84 0.14 0.01 0.00 0.80 0.20 0.13 0.11 0.68 0.14 0.61 0.55 0.40 0.69 0.94 0.55 0.43 0.71 0.07 0.49 0.83 0.82 0.41 0.40 0.13 0.60 0.46 0.57 0.19 0.04 0.66 0.81 1.00 0.02 0.39 0.71 0.73 0.13 0.37 ]
[0.84 0.26 0.08 0.60 0.03 0.98 0.81 0.70 0.84 0.23 0.06 0.36 0.65 0.92 0.46 0.71 0.57 0.88 0.39 0.45 0.92 0.33 0.63 0.84 0.19 0.61 0.32 0.20 0.79 0.84 0.60 0.06 0.37 0.02 1.00 0.32 0.50 0.40 0.82 0.81 ]
[0.40 0.92 0.57 0.68 0.68 0.69 0.52 0.27 1.00 0.91 0.19 0.12 0.48 0.32 0.61 0.58 0.07 0.77 0.62 0.62 0.42 0.81 0.21 0.78 0.32 0.87 0.74 0.84 0.29 0.78 0.87 0.17 0.41 0.39 0.32 1.00 0.56 0.27 0.41 0.70 ]
[0.71 0.77 0.25 0.24 0.36 0.23 0.85 0.73 0.13 0.58 0.78 0.33 0.22 0.20 0.07 0.77 0.40 0.51 0.18 0.95 0.25 0.73 0.34 0.08 0.19 0.65 0.91 0.29 0.59 0.98 0.24 0.73 0.63 0.71 0.50 0.56 1.00 0.81 0.05 0.45 ]
[0.64 0.66 0.74 0.14 0.16 0.01 0.51 0.36 0.20 0.56 0.95 0.68 0.94 0.47 0.09 0.74 0.86 0.69 0.24 0.84 0.90 0.51 0.03 0.23 0.16 0.12 0.57 0.93 0.12 0.73 0.83 0.69 0.24 0.73 0.40 0.27 0.81 1.00 0.23 0.31 ]
[0.93 0.41 0.22 0.26 0.26 0.51 0.61 0.37 0.21 0.72 0.51 0.70 0.91 0.18 0.12 0.96 0.18 0.67 0.56 0.20 0.83 0.96 0.17 0.28 0.08 0.22 0.27 0.88 0.80 0.44 0.70 0.88 0.02 0.13 0.82 0.41 0.05 0.23 1.00 0.76 ]
[0.83 0.40 0.60 0.88 0.93 0.84 0.17 0.95 0.55 0.68 0.21 0.34 0.11 0.30 0.95 0.39 0.29 0.35 0.10 0.42 0.49 0.13 0.36 0.64 0.19 0.81 0.48 0.16 0.58 0.52 0.68 0.22 0.60 0.37 0.81 0.70 0.45 0.31 0.76 1.00 ]
];
