D = 4;
n = [ 3 3 3 3 ];
N = 77;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.04 0.65 0.13 0.33 0.75 0.10 0.04 0.19 0.89 0.98 0.58 0.39 0.03 0.69 0.50 0.66 0.77 0.14 0.21 0.40 0.58 0.17 0.85 0.26 0.42 0.57 0.67 0.83 0.71 0.65 0.55 0.40 0.69 0.24 0.95 0.99 0.54 0.20 0.96 0.37 0.45 0.34 0.80 0.95 0.13 0.36 0.97 0.33 0.42 0.93 0.93 0.61 0.82 0.61 0.01 0.06 0.86 0.61 0.35 0.79 0.66 0.02 0.79 0.83 0.76 0.42 0.27 0.49 0.24 0.72 0.46 0.70 0.34 0.87 0.88 0.46 ]
[0.04 1.00 0.63 0.31 0.32 0.58 0.74 0.30 0.26 0.11 0.64 0.76 0.70 0.67 0.81 0.65 0.91 0.92 0.57 0.46 0.76 0.58 0.28 0.12 0.70 0.90 0.35 0.92 0.93 0.69 0.45 0.05 0.74 0.12 0.91 0.69 0.88 0.90 0.96 0.37 0.18 0.02 0.27 0.66 0.66 0.13 0.65 0.77 0.83 0.34 0.12 0.21 0.20 0.43 0.28 0.26 0.95 0.56 0.08 0.92 0.19 0.58 0.03 0.71 0.19 0.53 0.63 0.27 0.11 0.62 0.42 0.94 0.25 0.79 0.63 0.53 0.54 ]
[0.65 0.63 1.00 0.78 0.98 0.11 0.89 0.44 0.91 0.73 0.84 0.90 0.89 0.13 0.72 0.80 0.60 0.07 1.00 0.22 0.47 0.04 0.36 0.58 0.28 0.53 0.90 0.20 0.08 0.82 0.08 0.02 0.54 0.48 0.32 0.88 0.31 0.76 0.44 0.15 0.57 0.72 0.32 0.78 0.79 0.56 0.37 0.51 0.80 0.37 0.68 0.49 0.24 0.38 0.35 0.37 0.20 0.09 0.42 0.33 0.06 0.92 0.80 0.36 0.38 0.40 0.89 0.24 0.93 0.36 0.43 0.18 0.77 0.17 0.71 0.80 0.84 ]
[0.13 0.31 0.78 1.00 0.85 0.06 0.23 0.32 0.01 0.49 0.55 0.31 0.32 0.98 0.88 0.30 0.96 0.99 0.01 0.65 0.14 0.92 0.42 0.71 0.43 0.67 0.20 0.94 0.26 0.98 0.23 0.39 0.08 0.96 0.05 0.71 0.65 0.79 0.95 0.16 0.39 0.25 0.47 0.77 0.90 0.86 0.70 0.95 0.26 0.61 0.44 0.19 0.94 0.96 0.67 0.17 0.57 0.26 0.23 0.40 0.86 0.49 0.50 0.48 0.36 0.08 0.74 0.59 0.63 0.80 0.96 0.85 0.90 0.87 0.53 0.46 0.93 ]
[0.33 0.32 0.98 0.85 1.00 0.73 1.00 0.96 0.38 0.03 0.49 0.83 0.56 0.59 0.48 0.25 0.76 0.95 0.32 0.56 0.87 0.33 0.45 0.93 0.42 0.20 0.68 0.65 0.49 0.87 0.29 0.38 0.32 0.70 0.66 0.76 0.90 0.26 0.92 0.42 0.27 0.18 0.55 0.62 0.61 0.52 0.35 0.07 0.60 0.08 0.84 0.64 0.65 0.83 0.16 0.26 0.68 0.13 0.72 0.36 0.23 0.85 0.20 0.54 0.23 0.99 0.91 0.77 0.89 0.06 0.76 0.20 0.85 0.42 0.48 0.14 0.68 ]
[0.75 0.58 0.11 0.06 0.73 1.00 0.59 0.13 0.45 0.81 0.12 0.01 0.24 0.94 0.51 0.23 0.24 0.75 0.14 0.24 0.51 0.69 0.84 0.07 0.25 0.88 0.84 0.25 0.32 0.17 0.07 0.72 0.68 0.91 0.68 0.37 0.83 0.85 0.09 0.05 0.38 0.88 0.48 0.43 0.18 0.03 0.50 0.56 0.91 0.65 0.79 0.67 0.22 0.36 0.68 0.27 0.32 0.68 0.94 0.74 0.57 0.80 0.79 0.91 0.47 0.92 0.97 0.07 0.26 0.55 0.23 0.01 0.99 0.59 0.44 0.17 0.89 ]
[0.10 0.74 0.89 0.23 1.00 0.59 1.00 0.74 0.89 0.90 0.36 0.80 0.62 0.88 0.58 0.31 0.40 0.54 0.14 0.38 0.93 0.70 0.64 0.41 0.49 0.74 0.86 0.24 0.28 0.99 0.14 0.46 0.40 0.42 0.48 0.91 0.12 0.09 0.52 0.22 0.13 0.68 1.00 0.38 0.27 0.96 0.59 0.67 0.56 0.95 0.62 0.29 0.32 0.28 0.64 0.36 0.66 0.46 0.76 0.03 0.88 0.00 0.42 0.67 0.85 0.45 0.41 0.57 0.23 0.77 0.55 0.67 0.16 0.42 0.99 0.88 0.74 ]
[0.04 0.30 0.44 0.32 0.96 0.13 0.74 1.00 0.86 0.78 0.44 0.22 0.47 0.85 0.88 0.95 0.07 0.20 0.58 0.28 0.23 0.94 0.31 0.27 0.33 0.88 0.87 0.33 0.34 0.91 0.04 0.89 0.93 0.75 0.87 0.28 0.34 0.33 0.64 0.90 0.35 0.67 0.90 0.91 0.31 0.90 0.59 0.77 0.16 0.48 0.99 0.14 0.54 0.40 0.53 0.86 0.47 0.24 0.72 0.53 0.01 0.65 0.55 0.80 0.59 0.01 0.16 0.02 0.47 0.35 0.26 0.24 0.09 0.15 0.46 0.71 0.91 ]
[0.19 0.26 0.91 0.01 0.38 0.45 0.89 0.86 1.00 0.96 0.47 0.60 0.79 0.00 0.01 0.90 0.03 0.74 0.97 1.00 0.87 0.72 0.29 0.14 0.53 0.32 0.05 0.65 0.71 0.09 0.96 0.58 0.62 0.25 0.46 0.74 0.03 0.34 0.01 0.45 0.54 0.31 0.98 0.20 0.79 0.47 0.54 0.28 0.20 0.57 0.63 0.36 0.31 0.28 0.92 0.70 0.49 0.78 0.70 0.39 0.65 0.71 0.74 0.98 0.39 0.58 0.83 0.47 0.41 0.48 0.88 0.41 0.92 0.82 0.49 0.45 0.02 ]
[0.89 0.11 0.73 0.49 0.03 0.81 0.90 0.78 0.96 1.00 0.24 0.07 0.64 0.87 0.69 0.99 0.47 0.24 0.19 0.69 0.95 0.66 0.53 0.46 0.65 0.52 0.94 0.28 0.15 0.96 0.29 0.56 0.79 0.62 0.11 0.33 0.56 0.74 0.10 0.55 0.97 0.96 0.79 0.85 0.94 0.48 0.61 0.11 0.93 0.20 0.95 0.26 0.90 0.70 0.64 0.42 0.37 0.27 0.82 0.55 0.62 0.19 0.71 0.01 0.35 0.83 0.37 0.28 0.12 0.32 0.40 0.57 0.32 0.84 0.43 0.00 0.85 ]
