D = 4;
n = [ 2 2 2 2 ];
N = 20;
d = [1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 4 4 4 4 4 ];
m = [
[1.00 0.56 0.99 0.66 0.04 0.30 0.75 0.55 0.36 0.51 0.21 0.80 0.73 0.17 0.84 0.18 0.66 0.58 0.90 0.30 ]
[0.56 1.00 0.75 0.06 0.59 0.59 0.06 0.58 0.97 0.30 0.31 0.63 0.23 0.30 0.04 0.41 0.65 0.70 0.79 0.39 ]
[0.99 0.75 1.00 0.14 0.16 0.94 0.93 0.18 0.44 0.61 0.51 0.79 0.06 0.94 0.53 0.33 0.37 0.42 0.63 0.26 ]
[0.66 0.06 0.14 1.00 0.13 0.52 0.53 0.91 0.66 0.00 0.82 0.65 0.42 0.30 0.77 0.17 0.49 0.51 0.37 0.53 ]
[0.04 0.59 0.16 0.13 1.00 0.04 0.77 0.27 0.37 0.25 0.30 0.13 0.82 0.38 0.11 0.81 0.09 0.81 0.94 0.83 ]
[0.30 0.59 0.94 0.52 0.04 1.00 0.90 0.40 0.84 0.56 0.05 0.78 0.11 0.77 0.96 0.74 0.32 0.19 0.25 0.32 ]
[0.75 0.06 0.93 0.53 0.77 0.90 1.00 0.33 0.80 0.27 0.37 0.06 0.76 0.61 0.56 0.51 0.83 0.54 0.98 0.23 ]
[0.55 0.58 0.18 0.91 0.27 0.40 0.33 1.00 0.83 0.76 0.26 0.68 0.30 0.50 0.19 0.37 0.53 0.13 0.32 0.40 ]
[0.36 0.97 0.44 0.66 0.37 0.84 0.80 0.83 1.00 0.83 0.12 0.34 0.82 0.38 0.29 0.75 0.54 0.61 0.89 0.28 ]
[0.51 0.30 0.61 0.00 0.25 0.56 0.27 0.76 0.83 1.00 0.75 0.71 0.06 0.55 0.66 0.57 0.90 0.05 0.54 0.16 ]
[0.21 0.31 0.51 0.82 0.30 0.05 0.37 0.26 0.12 0.75 1.00 0.64 0.29 0.28 0.50 0.90 0.24 0.96 0.35 0.53 ]
[0.80 0.63 0.79 0.65 0.13 0.78 0.06 0.68 0.34 0.71 0.64 1.00 0.94 0.26 1.00 0.03 0.37 0.85 0.04 0.51 ]
[0.73 0.23 0.06 0.42 0.82 0.11 0.76 0.30 0.82 0.06 0.29 0.94 1.00 0.40 0.07 0.46 0.61 0.34 0.47 0.90 ]
[0.17 0.30 0.94 0.30 0.38 0.77 0.61 0.50 0.38 0.55 0.28 0.26 0.40 1.00 0.91 0.46 0.11 0.23 0.20 0.32 ]
[0.84 0.04 0.53 0.77 0.11 0.96 0.56 0.19 0.29 0.66 0.50 1.00 0.07 0.91 1.00 0.39 0.60 0.51 0.50 0.92 ]
[0.18 0.41 0.33 0.17 0.81 0.74 0.51 0.37 0.75 0.57 0.90 0.03 0.46 0.46 0.39 1.00 0.15 0.64 0.60 0.56 ]
[0.66 0.65 0.37 0.49 0.09 0.32 0.83 0.53 0.54 0.90 0.24 0.37 0.61 0.11 0.60 0.15 1.00 0.89 0.98 0.69 ]
[0.58 0.70 0.42 0.51 0.81 0.19 0.54 0.13 0.61 0.05 0.96 0.85 0.34 0.23 0.51 0.64 0.89 1.00 1.00 0.31 ]
[0.90 0.79 0.63 0.37 0.94 0.25 0.98 0.32 0.89 0.54 0.35 0.04 0.47 0.20 0.50 0.60 0.98 1.00 1.00 0.65 ]
[0.30 0.39 0.26 0.53 0.83 0.32 0.23 0.40 0.28 0.16 0.53 0.51 0.90 0.32 0.92 0.56 0.69 0.31 0.65 1.00 ]
];
