D = 2;
n = [ 2 2 ];
N = 14;
d = [1 1 1 1 1 1 1 2 2 2 2 2 2 2 ];
m = [
[1.00 0.57 0.70 0.29 0.19 0.13 0.15 0.75 0.80 0.26 0.18 0.46 0.15 0.83 ]
[0.57 1.00 0.84 0.79 0.65 0.67 0.67 0.55 0.65 0.56 0.35 0.80 0.10 0.38 ]
[0.70 0.84 1.00 0.86 0.34 0.39 0.23 0.20 0.36 0.53 0.40 0.81 0.06 0.44 ]
[0.29 0.79 0.86 1.00 0.99 0.54 0.94 0.59 0.74 0.69 0.22 0.05 0.36 0.47 ]
[0.19 0.65 0.34 0.99 1.00 0.86 0.75 0.80 0.04 0.90 0.50 0.09 0.20 0.33 ]
[0.13 0.67 0.39 0.54 0.86 1.00 0.03 0.54 0.52 0.71 0.46 0.04 0.63 0.63 ]
[0.15 0.67 0.23 0.94 0.75 0.03 1.00 0.78 0.17 0.08 0.72 0.25 0.20 0.55 ]
[0.75 0.55 0.20 0.59 0.80 0.54 0.78 1.00 0.58 0.91 0.01 0.77 0.77 0.02 ]
[0.80 0.65 0.36 0.74 0.04 0.52 0.17 0.58 1.00 0.79 0.55 0.75 0.42 0.84 ]
[0.26 0.56 0.53 0.69 0.90 0.71 0.08 0.91 0.79 1.00 0.15 0.62 0.55 0.75 ]
[0.18 0.35 0.40 0.22 0.50 0.46 0.72 0.01 0.55 0.15 1.00 0.90 0.15 0.63 ]
[0.46 0.80 0.81 0.05 0.09 0.04 0.25 0.77 0.75 0.62 0.90 1.00 0.88 0.27 ]
[0.15 0.10 0.06 0.36 0.20 0.63 0.20 0.77 0.42 0.55 0.15 0.88 1.00 0.35 ]
[0.83 0.38 0.44 0.47 0.33 0.63 0.55 0.02 0.84 0.75 0.63 0.27 0.35 1.00 ]
];
