D = 2;
n = [ 3 3 ];
N = 20;
d = [1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.31 0.56 0.27 0.20 0.51 0.65 0.92 0.89 0.53 0.04 0.48 0.59 0.75 0.28 0.38 0.23 0.90 0.42 0.97 ]
[0.31 1.00 0.38 0.27 0.68 0.08 0.59 0.48 0.65 0.90 0.76 0.88 0.70 0.99 0.24 0.61 0.82 0.41 0.22 0.81 ]
[0.56 0.38 1.00 1.00 0.35 0.48 0.51 0.61 0.91 0.73 0.57 0.08 0.18 0.09 0.76 0.78 0.37 0.17 0.13 0.07 ]
[0.27 0.27 1.00 1.00 0.52 0.96 0.21 0.27 0.60 0.81 0.42 0.03 0.58 0.08 0.95 0.42 0.22 0.01 0.22 0.99 ]
[0.20 0.68 0.35 0.52 1.00 0.30 0.80 0.65 0.81 0.11 0.13 0.12 0.98 0.75 0.18 0.60 0.47 0.34 0.33 0.91 ]
[0.51 0.08 0.48 0.96 0.30 1.00 0.02 0.45 0.42 0.74 0.34 0.21 0.69 0.50 0.68 0.07 0.88 0.42 0.77 0.09 ]
[0.65 0.59 0.51 0.21 0.80 0.02 1.00 0.99 0.48 0.10 0.13 0.36 0.37 0.11 0.17 0.80 0.71 0.08 0.88 0.39 ]
[0.92 0.48 0.61 0.27 0.65 0.45 0.99 1.00 0.88 0.92 0.81 0.47 0.43 0.82 0.26 0.10 0.01 0.18 0.11 0.97 ]
[0.89 0.65 0.91 0.60 0.81 0.42 0.48 0.88 1.00 0.69 0.66 0.37 0.23 0.94 0.30 0.62 0.45 0.84 0.94 0.41 ]
[0.53 0.90 0.73 0.81 0.11 0.74 0.10 0.92 0.69 1.00 0.76 0.97 0.23 0.96 0.77 0.73 0.67 0.59 0.70 0.09 ]
[0.04 0.76 0.57 0.42 0.13 0.34 0.13 0.81 0.66 0.76 1.00 0.54 0.55 0.09 0.19 0.59 0.33 0.22 0.76 0.09 ]
[0.48 0.88 0.08 0.03 0.12 0.21 0.36 0.47 0.37 0.97 0.54 1.00 0.17 0.39 0.18 0.94 0.74 0.37 0.66 0.94 ]
[0.59 0.70 0.18 0.58 0.98 0.69 0.37 0.43 0.23 0.23 0.55 0.17 1.00 0.01 0.06 0.19 0.73 0.80 0.06 0.38 ]
[0.75 0.99 0.09 0.08 0.75 0.50 0.11 0.82 0.94 0.96 0.09 0.39 0.01 1.00 0.69 0.00 0.67 0.65 0.05 0.25 ]
[0.28 0.24 0.76 0.95 0.18 0.68 0.17 0.26 0.30 0.77 0.19 0.18 0.06 0.69 1.00 0.84 0.33 0.24 0.34 0.13 ]
[0.38 0.61 0.78 0.42 0.60 0.07 0.80 0.10 0.62 0.73 0.59 0.94 0.19 0.00 0.84 1.00 0.24 0.56 0.14 0.34 ]
[0.23 0.82 0.37 0.22 0.47 0.88 0.71 0.01 0.45 0.67 0.33 0.74 0.73 0.67 0.33 0.24 1.00 0.97 0.66 0.66 ]
[0.90 0.41 0.17 0.01 0.34 0.42 0.08 0.18 0.84 0.59 0.22 0.37 0.80 0.65 0.24 0.56 0.97 1.00 0.83 0.85 ]
[0.42 0.22 0.13 0.22 0.33 0.77 0.88 0.11 0.94 0.70 0.76 0.66 0.06 0.05 0.34 0.14 0.66 0.83 1.00 0.98 ]
[0.97 0.81 0.07 0.99 0.91 0.09 0.39 0.97 0.41 0.09 0.09 0.94 0.38 0.25 0.13 0.34 0.66 0.85 0.98 1.00 ]
];
