D = 6;
n = [ 5 5 5 5 5 5 ];
N = 46;
d = [1 1 1 1 1 1 1 2 2 2 2 2 2 2 3 3 3 3 3 3 3 4 4 4 4 4 4 4 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.88 0.78 0.41 0.57 0.53 0.39 0.86 0.66 0.79 0.20 0.05 0.99 0.48 0.43 0.89 0.48 0.37 0.64 0.73 0.70 0.39 0.51 0.13 0.34 0.55 0.27 0.94 0.47 0.75 0.55 0.69 0.39 0.95 0.75 0.99 0.15 0.50 0.04 0.09 0.05 0.49 0.88 0.48 0.95 0.60 ]
[0.88 1.00 0.65 0.91 0.87 0.45 0.75 0.13 0.09 0.58 0.58 0.80 0.34 0.17 0.57 0.28 0.27 0.04 0.97 0.89 0.61 0.25 0.98 0.88 0.07 0.55 0.09 0.27 0.31 0.67 0.26 0.34 0.45 0.02 0.11 0.77 0.34 0.58 0.74 0.78 0.65 0.11 0.12 0.79 0.94 0.45 ]
[0.78 0.65 1.00 0.77 0.78 0.03 0.31 0.93 0.41 0.48 0.26 0.42 0.85 0.33 0.11 0.50 0.12 0.87 0.43 0.74 0.68 0.31 0.04 0.88 0.52 0.59 0.30 0.76 0.56 0.90 0.25 0.60 0.42 0.02 0.50 0.24 0.20 0.12 0.73 0.11 0.66 0.55 0.74 0.54 0.12 0.50 ]
[0.41 0.91 0.77 1.00 0.40 0.44 0.64 0.29 0.67 0.72 0.21 0.11 0.05 1.00 0.52 0.24 0.92 0.53 0.18 0.14 0.51 0.34 0.62 0.25 0.36 0.16 0.72 0.86 0.73 0.45 0.78 0.98 0.99 0.06 0.95 0.18 0.64 0.87 0.77 0.17 0.24 1.00 0.93 0.66 0.26 0.92 ]
[0.57 0.87 0.78 0.40 1.00 0.21 0.92 0.65 0.92 0.08 0.94 0.19 0.06 0.26 0.03 0.12 0.99 0.75 0.78 0.79 0.26 0.46 0.90 0.23 0.27 1.00 0.97 0.68 0.26 0.84 0.50 0.04 0.56 0.27 0.54 0.33 0.11 0.15 0.03 0.10 0.41 0.38 0.51 0.40 0.97 0.00 ]
[0.53 0.45 0.03 0.44 0.21 1.00 0.31 0.09 0.31 0.82 0.09 0.98 0.79 0.65 0.86 0.40 0.72 0.71 0.00 0.23 0.81 0.58 0.71 0.30 0.33 0.45 0.79 0.36 0.25 0.45 0.47 0.03 0.63 0.23 0.06 0.32 0.93 0.07 0.25 0.65 0.56 0.49 0.14 0.85 0.35 0.75 ]
[0.39 0.75 0.31 0.64 0.92 0.31 1.00 0.40 0.03 0.89 0.89 0.75 0.64 0.88 0.51 0.07 0.17 0.54 0.74 0.25 0.35 0.35 0.82 0.30 0.84 0.89 0.41 0.51 0.76 0.22 0.62 0.22 0.04 0.45 0.23 0.21 0.47 0.75 0.96 0.77 0.95 0.44 0.36 0.17 0.65 0.99 ]
[0.86 0.13 0.93 0.29 0.65 0.09 0.40 1.00 0.45 0.15 0.21 0.85 0.06 0.20 0.46 0.27 0.93 0.76 0.96 0.85 0.45 0.83 0.53 0.17 0.55 0.56 0.70 0.75 0.65 0.06 0.12 0.73 0.81 0.86 0.25 0.15 0.11 0.82 0.68 0.79 0.27 0.33 0.50 0.16 0.33 0.39 ]
[0.66 0.09 0.41 0.67 0.92 0.31 0.03 0.45 1.00 0.58 0.40 0.36 0.69 0.29 0.14 0.05 0.48 0.48 0.31 0.21 0.68 0.65 0.63 0.57 0.78 0.01 0.02 0.09 0.57 0.92 0.60 0.38 0.22 0.04 0.73 0.38 0.16 0.17 0.09 0.86 0.37 0.81 0.59 0.05 0.15 0.42 ]
[0.79 0.58 0.48 0.72 0.08 0.82 0.89 0.15 0.58 1.00 0.12 0.27 0.40 0.27 0.42 0.30 0.45 0.00 0.03 0.05 0.04 0.20 0.09 0.17 0.49 0.35 0.15 0.84 0.84 0.87 0.73 0.05 0.71 0.96 0.91 0.22 0.91 0.68 0.63 0.34 0.16 0.41 0.66 0.27 0.39 0.87 ]
[0.20 0.58 0.26 0.21 0.94 0.09 0.89 0.21 0.40 0.12 1.00 0.94 0.49 0.03 0.02 0.96 0.31 0.28 0.17 0.39 0.65 0.58 0.86 0.94 0.31 0.81 0.69 0.68 0.76 0.34 0.44 0.95 0.62 0.59 0.78 0.49 0.80 0.37 0.16 0.50 0.01 0.54 0.16 0.56 0.02 0.19 ]
[0.05 0.80 0.42 0.11 0.19 0.98 0.75 0.85 0.36 0.27 0.94 1.00 0.42 0.97 0.09 0.85 0.58 0.03 0.14 0.27 0.69 0.69 0.98 0.19 0.63 0.93 0.98 0.95 0.28 0.78 0.49 0.62 0.72 0.19 0.33 0.76 0.78 0.58 0.95 0.59 0.92 0.55 0.34 0.24 0.19 0.60 ]
[0.99 0.34 0.85 0.05 0.06 0.79 0.64 0.06 0.69 0.40 0.49 0.42 1.00 0.83 0.33 0.07 0.95 0.06 0.24 0.60 0.56 0.84 0.81 0.43 0.76 0.66 0.45 0.13 0.74 0.77 0.90 0.38 0.97 0.07 0.69 0.29 0.41 0.94 0.51 0.49 0.21 0.91 0.09 0.90 0.43 0.56 ]
[0.48 0.17 0.33 1.00 0.26 0.65 0.88 0.20 0.29 0.27 0.03 0.97 0.83 1.00 0.10 0.10 0.11 0.22 0.33 0.99 0.18 0.88 0.79 0.19 0.21 0.85 0.90 0.19 0.68 0.52 0.07 0.69 0.66 0.20 0.52 0.88 0.40 0.64 0.16 0.04 0.26 0.85 0.47 0.24 0.37 0.99 ]
[0.43 0.57 0.11 0.52 0.03 0.86 0.51 0.46 0.14 0.42 0.02 0.09 0.33 0.10 1.00 0.77 0.24 0.83 0.13 0.14 0.89 0.92 0.03 0.50 0.04 0.26 0.97 0.15 0.12 0.14 0.59 0.79 0.34 0.47 0.57 0.48 0.75 0.73 0.53 0.40 0.86 0.59 0.53 0.11 0.33 0.61 ]
[0.89 0.28 0.50 0.24 0.12 0.40 0.07 0.27 0.05 0.30 0.96 0.85 0.07 0.10 0.77 1.00 0.95 0.17 0.13 0.22 0.78 0.29 0.59 0.79 0.61 0.52 0.19 0.10 0.88 0.98 0.77 0.47 0.18 0.46 0.68 0.18 0.12 0.18 0.16 0.68 0.18 0.46 0.15 0.66 0.62 0.96 ]
[0.48 0.27 0.12 0.92 0.99 0.72 0.17 0.93 0.48 0.45 0.31 0.58 0.95 0.11 0.24 0.95 1.00 0.38 0.18 0.89 0.18 0.29 0.45 0.39 0.33 0.11 0.17 0.84 0.34 0.88 0.08 0.51 0.99 0.06 0.99 0.13 0.81 0.36 0.16 0.40 0.05 0.21 0.01 0.59 0.45 0.20 ]
[0.37 0.04 0.87 0.53 0.75 0.71 0.54 0.76 0.48 0.00 0.28 0.03 0.06 0.22 0.83 0.17 0.38 1.00 0.93 0.27 0.20 0.44 0.74 0.04 0.81 0.58 0.83 0.27 0.44 0.65 0.55 0.06 0.07 0.12 0.55 0.93 0.76 0.67 0.02 0.71 0.74 0.88 0.69 0.59 0.46 0.32 ]
[0.64 0.97 0.43 0.18 0.78 0.00 0.74 0.96 0.31 0.03 0.17 0.14 0.24 0.33 0.13 0.13 0.18 0.93 1.00 0.24 0.27 0.24 0.54 0.50 0.53 0.48 0.89 0.61 0.45 0.15 0.78 0.64 0.51 0.16 0.31 0.57 0.79 0.14 0.35 0.12 0.09 0.42 0.21 0.71 0.54 0.65 ]
[0.73 0.89 0.74 0.14 0.79 0.23 0.25 0.85 0.21 0.05 0.39 0.27 0.60 0.99 0.14 0.22 0.89 0.27 0.24 1.00 0.32 0.02 0.29 0.88 0.59 0.06 0.89 0.68 0.76 0.97 0.61 0.71 0.73 0.24 0.09 0.89 0.18 0.76 0.67 0.97 0.27 0.88 0.43 0.95 0.94 0.15 ]
[0.70 0.61 0.68 0.51 0.26 0.81 0.35 0.45 0.68 0.04 0.65 0.69 0.56 0.18 0.89 0.78 0.18 0.20 0.27 0.32 1.00 0.08 0.21 0.90 0.67 0.57 0.05 0.02 0.40 0.97 0.65 0.85 0.40 0.06 0.58 0.68 0.53 0.55 0.17 0.28 0.01 0.56 0.73 0.99 0.78 0.68 ]
[0.39 0.25 0.31 0.34 0.46 0.58 0.35 0.83 0.65 0.20 0.58 0.69 0.84 0.88 0.92 0.29 0.29 0.44 0.24 0.02 0.08 1.00 0.12 0.54 0.77 0.31 0.65 0.86 0.90 0.27 0.40 0.35 0.44 0.86 0.69 0.72 0.64 0.98 0.08 0.34 0.61 0.66 0.16 0.90 0.88 0.01 ]
[0.51 0.98 0.04 0.62 0.90 0.71 0.82 0.53 0.63 0.09 0.86 0.98 0.81 0.79 0.03 0.59 0.45 0.74 0.54 0.29 0.21 0.12 1.00 0.18 0.33 0.69 0.03 0.68 0.79 0.12 0.82 0.40 0.01 0.99 0.29 0.06 0.12 0.81 0.97 0.39 0.29 0.43 0.07 0.33 0.85 0.14 ]
[0.13 0.88 0.88 0.25 0.23 0.30 0.30 0.17 0.57 0.17 0.94 0.19 0.43 0.19 0.50 0.79 0.39 0.04 0.50 0.88 0.90 0.54 0.18 1.00 0.82 0.49 0.84 0.93 0.55 0.66 0.02 0.69 0.10 0.61 0.60 0.15 0.19 0.89 0.27 0.90 0.98 0.06 0.56 0.16 0.66 0.64 ]
[0.34 0.07 0.52 0.36 0.27 0.33 0.84 0.55 0.78 0.49 0.31 0.63 0.76 0.21 0.04 0.61 0.33 0.81 0.53 0.59 0.67 0.77 0.33 0.82 1.00 0.90 0.14 0.19 0.52 0.03 0.92 0.84 0.69 0.68 0.69 0.92 0.30 0.02 0.76 0.60 0.05 0.34 0.79 0.50 0.93 0.86 ]
[0.55 0.55 0.59 0.16 1.00 0.45 0.89 0.56 0.01 0.35 0.81 0.93 0.66 0.85 0.26 0.52 0.11 0.58 0.48 0.06 0.57 0.31 0.69 0.49 0.90 1.00 0.17 0.69 0.65 0.38 0.26 0.47 0.34 0.05 0.37 0.58 0.76 0.41 0.97 0.09 0.04 0.46 0.69 0.15 0.50 0.67 ]
[0.27 0.09 0.30 0.72 0.97 0.79 0.41 0.70 0.02 0.15 0.69 0.98 0.45 0.90 0.97 0.19 0.17 0.83 0.89 0.89 0.05 0.65 0.03 0.84 0.14 0.17 1.00 0.51 0.17 0.11 0.93 0.94 0.64 0.10 0.81 0.90 0.83 0.08 0.52 0.63 0.94 0.69 0.88 0.00 0.76 0.95 ]
[0.94 0.27 0.76 0.86 0.68 0.36 0.51 0.75 0.09 0.84 0.68 0.95 0.13 0.19 0.15 0.10 0.84 0.27 0.61 0.68 0.02 0.86 0.68 0.93 0.19 0.69 0.51 1.00 0.74 0.99 0.56 0.76 0.88 0.26 0.90 0.03 0.62 0.52 0.65 0.08 0.94 0.41 0.40 0.77 0.23 0.25 ]
[0.47 0.31 0.56 0.73 0.26 0.25 0.76 0.65 0.57 0.84 0.76 0.28 0.74 0.68 0.12 0.88 0.34 0.44 0.45 0.76 0.40 0.90 0.79 0.55 0.52 0.65 0.17 0.74 1.00 0.64 0.73 0.53 1.00 0.35 0.13 0.31 0.44 0.62 0.78 0.36 0.43 0.63 0.12 0.02 0.31 0.84 ]
