D = 4;
n = [ 2 2 2 2 ];
N = 32;
d = [1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.61 0.00 0.50 0.67 0.21 0.20 0.08 0.63 0.94 0.79 0.58 0.87 0.94 0.12 0.73 0.64 0.89 0.64 0.75 0.16 0.98 0.03 0.68 0.58 0.17 0.21 0.61 0.79 0.80 0.34 0.79 ]
[0.61 1.00 0.20 0.55 0.50 0.68 0.71 0.47 0.74 0.64 0.68 0.51 0.53 0.21 0.64 0.32 0.15 0.45 0.11 0.30 0.25 0.96 0.39 0.94 0.12 0.24 0.81 0.86 0.03 0.15 0.33 0.37 ]
[0.00 0.20 1.00 0.98 0.35 0.96 0.19 0.95 0.34 0.93 0.04 0.77 0.34 0.76 0.71 0.44 0.31 0.86 0.21 0.41 0.31 0.99 0.97 0.06 0.26 0.95 0.36 0.76 0.19 0.21 0.03 0.46 ]
[0.50 0.55 0.98 1.00 0.14 0.79 0.31 0.27 0.18 0.14 0.51 0.91 0.24 0.55 0.04 0.84 0.37 0.45 0.27 0.23 0.17 0.90 0.11 0.63 0.36 0.29 0.02 0.67 0.61 0.90 0.54 0.71 ]
[0.67 0.50 0.35 0.14 1.00 0.31 0.27 0.34 0.99 0.62 0.45 0.75 0.75 0.01 0.77 0.27 0.45 0.40 0.36 0.66 0.39 0.25 0.57 0.51 0.02 0.71 0.51 0.60 0.09 0.65 0.29 0.24 ]
[0.21 0.68 0.96 0.79 0.31 1.00 0.12 0.29 0.13 0.11 0.52 0.16 0.67 0.33 0.41 0.03 0.29 0.09 0.13 0.85 0.81 0.46 0.55 0.61 0.23 0.21 0.73 0.45 0.42 0.98 0.63 0.23 ]
[0.20 0.71 0.19 0.31 0.27 0.12 1.00 0.23 0.85 0.11 0.09 0.53 0.12 0.22 0.90 0.43 0.85 0.20 0.47 0.36 0.69 0.63 0.28 0.65 0.42 0.07 0.07 0.50 0.00 0.85 0.48 0.92 ]
[0.08 0.47 0.95 0.27 0.34 0.29 0.23 1.00 0.73 0.31 0.27 0.38 0.50 0.91 0.38 0.85 0.63 0.46 0.51 0.32 0.65 0.38 0.10 0.63 0.24 0.98 0.06 0.91 0.86 0.63 0.98 0.49 ]
[0.63 0.74 0.34 0.18 0.99 0.13 0.85 0.73 1.00 0.21 0.91 0.31 0.86 0.83 0.35 0.77 0.88 0.96 0.98 0.53 0.35 0.56 0.32 1.00 0.46 0.32 0.11 0.35 0.59 0.67 0.43 0.29 ]
[0.94 0.64 0.93 0.14 0.62 0.11 0.11 0.31 0.21 1.00 0.16 0.00 0.37 0.12 0.79 0.93 0.33 0.96 0.98 0.88 0.06 0.91 0.93 0.84 0.62 0.09 0.54 0.12 0.32 0.70 0.07 0.70 ]
[0.79 0.68 0.04 0.51 0.45 0.52 0.09 0.27 0.91 0.16 1.00 0.18 0.89 0.75 0.55 0.77 0.88 0.77 0.49 0.52 0.28 0.08 0.63 0.22 0.42 0.59 0.19 0.56 0.91 0.43 0.19 0.76 ]
[0.58 0.51 0.77 0.91 0.75 0.16 0.53 0.38 0.31 0.00 0.18 1.00 0.38 0.84 0.18 0.04 0.27 0.63 0.24 0.94 0.67 0.65 0.52 0.84 0.35 0.72 0.07 0.06 0.94 0.12 0.95 0.93 ]
