D = 4;
n = [ 4 4 4 4 ];
N = 16;
d = [1 1 1 1 2 2 2 2 3 3 3 3 4 4 4 4 ];
m = [
[1.00 0.44 0.15 0.83 0.87 0.21 0.31 0.62 0.45 0.37 0.92 0.09 0.01 0.76 0.06 0.14 ]
[0.44 1.00 0.60 0.07 0.61 0.44 0.43 0.29 0.77 0.91 0.76 0.71 0.03 0.33 0.55 0.65 ]
[0.15 0.60 1.00 0.37 0.29 0.73 0.69 0.19 0.74 0.08 0.49 0.31 0.18 0.09 0.52 0.48 ]
[0.83 0.07 0.37 1.00 0.49 0.18 0.09 0.23 0.31 0.14 0.28 0.69 0.38 0.96 0.57 0.47 ]
[0.87 0.61 0.29 0.49 1.00 0.81 0.06 0.25 0.58 0.28 0.42 0.96 0.94 0.01 0.93 0.93 ]
[0.21 0.44 0.73 0.18 0.81 1.00 0.04 0.20 0.90 0.59 0.38 0.49 0.27 0.37 0.56 0.89 ]
[0.31 0.43 0.69 0.09 0.06 0.04 1.00 0.57 0.48 0.96 0.30 1.00 0.15 0.61 0.95 0.23 ]
[0.62 0.29 0.19 0.23 0.25 0.20 0.57 1.00 0.46 0.69 0.53 0.79 0.63 0.97 0.19 0.79 ]
[0.45 0.77 0.74 0.31 0.58 0.90 0.48 0.46 1.00 0.11 0.15 0.87 0.03 0.91 0.68 0.45 ]
[0.37 0.91 0.08 0.14 0.28 0.59 0.96 0.69 0.11 1.00 0.47 0.33 0.51 0.48 0.82 0.64 ]
[0.92 0.76 0.49 0.28 0.42 0.38 0.30 0.53 0.15 0.47 1.00 0.09 0.79 0.35 0.15 0.05 ]
[0.09 0.71 0.31 0.69 0.96 0.49 1.00 0.79 0.87 0.33 0.09 1.00 0.20 0.51 0.36 0.64 ]
[0.01 0.03 0.18 0.38 0.94 0.27 0.15 0.63 0.03 0.51 0.79 0.20 1.00 0.21 0.91 0.19 ]
[0.76 0.33 0.09 0.96 0.01 0.37 0.61 0.97 0.91 0.48 0.35 0.51 0.21 1.00 0.65 0.39 ]
[0.06 0.55 0.52 0.57 0.93 0.56 0.95 0.19 0.68 0.82 0.15 0.36 0.91 0.65 1.00 0.47 ]
[0.14 0.65 0.48 0.47 0.93 0.89 0.23 0.79 0.45 0.64 0.05 0.64 0.19 0.39 0.47 1.00 ]
];
