D = 8;
n = [ 3 3 3 3 3 3 3 3 ];
N = 41;
d = [1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 4 4 4 4 4 5 5 5 5 5 6 6 6 6 6 7 7 7 7 7 8 8 8 8 8 8 ];
m = [
[1.00 0.35 0.02 0.48 0.02 0.60 0.99 0.25 0.21 0.58 0.76 0.80 0.18 0.73 0.65 0.54 0.33 0.56 0.59 0.00 0.89 0.66 0.80 0.79 0.55 0.01 0.50 0.43 0.24 0.16 0.47 0.58 0.87 0.37 0.50 0.62 0.56 0.25 0.25 0.22 0.24 ]
[0.35 1.00 0.05 0.77 0.50 0.55 0.30 0.47 0.30 0.23 0.79 0.88 0.63 0.37 0.14 0.44 0.66 0.88 0.42 0.02 0.28 0.94 0.73 0.96 0.16 0.71 0.74 0.80 0.45 0.15 0.40 0.03 0.99 0.72 0.17 0.78 0.92 0.42 0.84 0.62 0.58 ]
[0.02 0.05 1.00 0.30 0.47 0.82 0.98 0.67 0.35 0.85 0.08 0.14 0.66 0.50 0.14 0.20 0.64 0.20 0.05 0.13 0.55 0.45 0.23 0.22 0.63 0.18 0.18 0.85 0.15 0.52 0.99 0.61 0.41 0.90 0.23 0.66 0.87 0.42 0.77 0.69 0.21 ]
[0.48 0.77 0.30 1.00 0.87 0.32 0.77 0.27 0.58 0.87 0.51 0.87 0.47 0.64 0.53 0.75 0.75 0.21 0.78 0.66 0.76 0.29 0.62 0.16 0.33 0.65 0.51 0.04 0.96 0.83 0.35 0.51 0.21 0.31 0.48 0.41 0.28 0.24 0.76 0.43 0.05 ]
[0.02 0.50 0.47 0.87 1.00 0.09 0.90 0.75 0.57 0.43 0.76 0.53 0.82 0.31 0.44 0.66 0.75 0.49 0.34 0.75 0.98 0.55 0.40 0.44 0.24 0.98 0.31 0.30 0.51 0.96 0.09 0.87 0.21 0.41 0.05 0.37 0.83 0.08 0.79 0.05 0.44 ]
[0.60 0.55 0.82 0.32 0.09 1.00 0.07 0.92 0.96 0.79 0.27 0.15 0.42 0.01 0.66 0.07 0.00 0.55 0.32 0.48 0.17 0.12 0.32 0.41 0.32 0.47 0.63 0.93 0.05 0.80 0.92 0.49 0.25 0.73 0.75 0.63 0.66 0.96 0.03 0.58 0.56 ]
[0.99 0.30 0.98 0.77 0.90 0.07 1.00 0.29 0.53 0.14 0.21 0.07 0.43 0.86 0.02 0.05 0.49 0.78 0.66 0.26 0.11 0.31 0.22 0.43 0.81 0.70 0.46 0.35 0.76 0.47 0.40 0.69 0.93 0.24 0.04 0.38 0.06 0.18 0.50 0.38 0.68 ]
[0.25 0.47 0.67 0.27 0.75 0.92 0.29 1.00 0.09 0.51 0.37 0.99 0.13 0.57 0.10 0.27 0.55 0.72 0.16 0.81 0.53 0.80 0.16 0.54 0.24 0.62 0.48 0.97 0.67 0.36 0.27 0.82 0.74 0.88 0.51 0.36 0.35 0.40 0.31 0.32 0.73 ]
[0.21 0.30 0.35 0.58 0.57 0.96 0.53 0.09 1.00 0.09 0.39 0.30 0.89 0.28 0.01 0.68 0.87 0.35 0.04 0.62 0.43 0.09 0.51 0.21 0.67 0.91 0.63 0.85 0.39 0.26 0.47 0.30 0.69 0.93 0.09 0.84 0.75 0.10 0.87 0.26 0.18 ]
[0.58 0.23 0.85 0.87 0.43 0.79 0.14 0.51 0.09 1.00 0.30 0.44 0.12 0.02 0.24 0.60 0.67 0.44 0.27 0.99 0.07 0.93 0.43 0.35 0.62 0.82 0.62 0.03 0.55 0.28 0.49 0.74 0.05 0.49 0.25 0.92 0.96 0.50 0.97 0.36 0.78 ]
[0.76 0.79 0.08 0.51 0.76 0.27 0.21 0.37 0.39 0.30 1.00 0.27 0.56 0.04 0.39 0.87 0.35 0.47 0.40 0.48 0.57 0.25 0.42 0.05 0.67 0.12 0.91 0.30 0.22 0.45 0.60 0.01 0.85 0.61 0.03 0.40 0.36 0.35 0.82 0.35 0.14 ]
[0.80 0.88 0.14 0.87 0.53 0.15 0.07 0.99 0.30 0.44 0.27 1.00 0.14 0.51 0.12 0.73 0.89 0.57 0.99 0.91 0.69 0.81 0.84 0.96 0.82 0.33 0.06 0.76 0.75 0.59 0.30 0.71 0.38 0.87 0.28 0.15 0.98 0.48 0.74 0.80 0.31 ]
[0.18 0.63 0.66 0.47 0.82 0.42 0.43 0.13 0.89 0.12 0.56 0.14 1.00 0.38 0.70 0.44 0.13 0.51 0.10 0.76 0.85 0.96 0.99 0.90 0.32 0.99 0.21 0.85 0.50 0.98 0.84 0.91 0.16 0.17 0.26 0.22 0.05 0.67 0.17 0.69 0.93 ]
