D = 6;
n = [ 2 2 2 2 2 2 ];
N = 23;
d = [1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.84 0.59 0.99 0.71 0.47 0.63 0.63 0.39 0.66 0.07 0.87 0.44 0.04 0.91 0.98 0.78 0.28 0.52 0.24 0.93 0.79 0.22 ]
[0.84 1.00 0.51 0.63 0.45 0.16 0.43 0.11 0.28 0.53 0.10 0.31 0.33 0.75 0.45 0.85 0.16 0.27 0.30 0.93 0.13 0.26 0.06 ]
[0.59 0.51 1.00 0.46 0.82 0.91 0.36 0.53 0.04 0.05 0.52 0.99 0.52 0.99 0.61 0.12 0.73 0.53 0.19 0.87 0.22 0.54 0.47 ]
[0.99 0.63 0.46 1.00 0.32 0.59 0.35 0.15 0.03 0.45 0.35 0.43 0.44 0.97 0.32 0.39 0.20 0.90 0.36 0.96 0.38 0.11 0.82 ]
[0.71 0.45 0.82 0.32 1.00 0.26 0.08 0.28 0.24 0.78 0.17 0.13 0.42 0.42 0.48 0.39 0.06 0.08 0.45 0.27 0.68 0.92 0.43 ]
[0.47 0.16 0.91 0.59 0.26 1.00 0.19 0.87 0.90 0.34 0.04 0.94 0.26 0.19 0.29 0.67 0.81 0.81 0.62 0.49 0.06 0.51 0.14 ]
[0.63 0.43 0.36 0.35 0.08 0.19 1.00 0.34 0.11 0.07 0.43 0.40 0.86 0.49 0.52 0.07 0.79 0.94 0.48 0.15 0.16 0.75 0.11 ]
[0.63 0.11 0.53 0.15 0.28 0.87 0.34 1.00 0.13 0.46 0.82 0.08 0.21 0.30 0.23 0.91 0.10 0.86 0.59 0.69 0.53 0.00 0.75 ]
[0.39 0.28 0.04 0.03 0.24 0.90 0.11 0.13 1.00 0.02 0.98 0.01 0.91 0.25 0.21 0.66 0.93 0.35 0.50 0.76 0.15 0.51 0.68 ]
[0.66 0.53 0.05 0.45 0.78 0.34 0.07 0.46 0.02 1.00 0.34 0.79 0.66 0.25 0.11 0.22 0.38 0.47 0.35 0.95 0.44 0.28 0.97 ]
[0.07 0.10 0.52 0.35 0.17 0.04 0.43 0.82 0.98 0.34 1.00 0.72 0.05 0.33 0.95 0.22 0.96 0.40 0.70 0.60 0.25 0.48 0.89 ]
[0.87 0.31 0.99 0.43 0.13 0.94 0.40 0.08 0.01 0.79 0.72 1.00 0.69 0.40 0.04 0.64 0.50 0.38 0.04 0.29 0.37 0.21 0.52 ]
[0.44 0.33 0.52 0.44 0.42 0.26 0.86 0.21 0.91 0.66 0.05 0.69 1.00 0.40 0.83 0.32 0.55 0.39 0.35 0.87 0.29 0.15 0.14 ]
[0.04 0.75 0.99 0.97 0.42 0.19 0.49 0.30 0.25 0.25 0.33 0.40 0.40 1.00 0.30 0.50 0.04 0.29 0.61 0.28 0.53 0.89 0.75 ]
[0.91 0.45 0.61 0.32 0.48 0.29 0.52 0.23 0.21 0.11 0.95 0.04 0.83 0.30 1.00 0.79 0.72 0.04 0.30 0.08 0.52 0.12 0.36 ]
[0.98 0.85 0.12 0.39 0.39 0.67 0.07 0.91 0.66 0.22 0.22 0.64 0.32 0.50 0.79 1.00 0.72 0.62 0.10 0.13 0.69 0.84 0.50 ]
[0.78 0.16 0.73 0.20 0.06 0.81 0.79 0.10 0.93 0.38 0.96 0.50 0.55 0.04 0.72 0.72 1.00 0.93 0.34 0.47 0.56 0.11 0.81 ]
[0.28 0.27 0.53 0.90 0.08 0.81 0.94 0.86 0.35 0.47 0.40 0.38 0.39 0.29 0.04 0.62 0.93 1.00 0.01 0.81 0.97 0.66 0.85 ]
[0.52 0.30 0.19 0.36 0.45 0.62 0.48 0.59 0.50 0.35 0.70 0.04 0.35 0.61 0.30 0.10 0.34 0.01 1.00 0.18 0.04 0.63 0.57 ]
[0.24 0.93 0.87 0.96 0.27 0.49 0.15 0.69 0.76 0.95 0.60 0.29 0.87 0.28 0.08 0.13 0.47 0.81 0.18 1.00 0.70 0.53 0.96 ]
[0.93 0.13 0.22 0.38 0.68 0.06 0.16 0.53 0.15 0.44 0.25 0.37 0.29 0.53 0.52 0.69 0.56 0.97 0.04 0.70 1.00 0.70 0.62 ]
[0.79 0.26 0.54 0.11 0.92 0.51 0.75 0.00 0.51 0.28 0.48 0.21 0.15 0.89 0.12 0.84 0.11 0.66 0.63 0.53 0.70 1.00 0.90 ]
[0.22 0.06 0.47 0.82 0.43 0.14 0.11 0.75 0.68 0.97 0.89 0.52 0.14 0.75 0.36 0.50 0.81 0.85 0.57 0.96 0.62 0.90 1.00 ]
];
