D = 6;
n = [ 3 3 3 3 3 3 ];
N = 22;
d = [1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 6 6 6 6 ];
m = [
[1.00 0.74 0.76 0.81 0.41 0.49 0.83 0.39 0.54 0.21 0.13 0.22 0.97 0.56 0.33 0.24 0.57 0.44 0.94 0.45 0.91 0.86 ]
[0.74 1.00 0.92 0.52 0.62 0.79 0.58 0.67 0.06 0.46 0.66 0.05 0.21 0.05 0.99 0.03 0.85 0.02 0.41 0.22 0.50 0.90 ]
[0.76 0.92 1.00 0.97 0.54 0.54 0.09 0.36 0.86 0.36 0.80 0.40 0.09 0.03 0.20 0.69 0.63 0.05 0.35 0.75 0.54 0.26 ]
[0.81 0.52 0.97 1.00 0.85 0.77 0.18 0.07 0.32 0.17 0.49 0.25 0.53 0.89 0.59 0.52 0.63 0.23 0.57 0.38 0.84 0.88 ]
[0.41 0.62 0.54 0.85 1.00 0.18 0.45 0.65 0.96 0.92 0.95 0.39 0.90 0.87 0.79 1.00 0.94 0.60 0.21 0.64 0.70 0.25 ]
[0.49 0.79 0.54 0.77 0.18 1.00 0.71 0.61 0.98 0.02 0.32 0.22 0.17 1.00 0.02 0.65 0.20 0.05 0.41 0.87 0.43 0.42 ]
[0.83 0.58 0.09 0.18 0.45 0.71 1.00 0.97 0.90 0.31 0.74 0.94 0.89 0.17 0.24 0.04 0.78 0.41 0.39 0.47 0.24 0.15 ]
[0.39 0.67 0.36 0.07 0.65 0.61 0.97 1.00 0.83 0.59 0.93 0.45 0.51 0.94 0.49 0.43 0.33 0.53 0.04 0.51 0.73 0.82 ]
[0.54 0.06 0.86 0.32 0.96 0.98 0.90 0.83 1.00 0.34 0.30 0.99 0.83 0.71 1.00 0.90 0.05 0.22 0.92 0.88 0.04 0.96 ]
[0.21 0.46 0.36 0.17 0.92 0.02 0.31 0.59 0.34 1.00 0.45 0.30 0.07 0.45 0.08 0.76 0.54 0.99 0.85 0.90 0.86 0.15 ]
[0.13 0.66 0.80 0.49 0.95 0.32 0.74 0.93 0.30 0.45 1.00 0.66 0.54 0.18 0.02 0.77 0.27 0.27 0.20 0.05 0.36 0.04 ]
[0.22 0.05 0.40 0.25 0.39 0.22 0.94 0.45 0.99 0.30 0.66 1.00 0.04 0.81 0.35 0.53 0.22 0.21 0.15 0.50 0.21 0.88 ]
[0.97 0.21 0.09 0.53 0.90 0.17 0.89 0.51 0.83 0.07 0.54 0.04 1.00 0.91 0.72 0.16 0.03 0.80 0.81 0.51 0.86 0.95 ]
[0.56 0.05 0.03 0.89 0.87 1.00 0.17 0.94 0.71 0.45 0.18 0.81 0.91 1.00 0.62 0.16 0.08 0.70 0.20 0.67 0.39 0.39 ]
[0.33 0.99 0.20 0.59 0.79 0.02 0.24 0.49 1.00 0.08 0.02 0.35 0.72 0.62 1.00 0.21 0.68 0.64 0.66 0.76 0.82 0.47 ]
[0.24 0.03 0.69 0.52 1.00 0.65 0.04 0.43 0.90 0.76 0.77 0.53 0.16 0.16 0.21 1.00 0.22 0.71 0.41 1.00 0.28 0.70 ]
[0.57 0.85 0.63 0.63 0.94 0.20 0.78 0.33 0.05 0.54 0.27 0.22 0.03 0.08 0.68 0.22 1.00 0.93 0.20 0.16 0.83 0.04 ]
[0.44 0.02 0.05 0.23 0.60 0.05 0.41 0.53 0.22 0.99 0.27 0.21 0.80 0.70 0.64 0.71 0.93 1.00 0.66 0.34 0.31 0.60 ]
[0.94 0.41 0.35 0.57 0.21 0.41 0.39 0.04 0.92 0.85 0.20 0.15 0.81 0.20 0.66 0.41 0.20 0.66 1.00 0.92 0.63 0.82 ]
[0.45 0.22 0.75 0.38 0.64 0.87 0.47 0.51 0.88 0.90 0.05 0.50 0.51 0.67 0.76 1.00 0.16 0.34 0.92 1.00 0.35 0.16 ]
[0.91 0.50 0.54 0.84 0.70 0.43 0.24 0.73 0.04 0.86 0.36 0.21 0.86 0.39 0.82 0.28 0.83 0.31 0.63 0.35 1.00 0.43 ]
[0.86 0.90 0.26 0.88 0.25 0.42 0.15 0.82 0.96 0.15 0.04 0.88 0.95 0.39 0.47 0.70 0.04 0.60 0.82 0.16 0.43 1.00 ]
];
