D = 6;
n = [ 2 2 2 2 2 2 ];
N = 80;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.82 0.63 0.03 0.25 0.73 0.50 1.00 0.71 0.50 0.95 0.60 0.80 0.46 0.65 0.05 0.74 0.72 0.59 0.54 0.86 0.37 0.82 0.54 0.91 0.75 1.00 0.90 0.93 0.21 0.54 0.36 0.87 0.33 0.30 0.95 0.20 0.63 0.34 0.31 0.45 0.46 0.84 0.33 0.31 0.35 0.66 0.11 0.51 0.90 0.92 0.70 0.94 0.23 0.85 0.27 0.01 0.26 0.64 0.94 0.16 0.09 0.18 0.93 0.19 0.69 0.21 0.67 0.98 0.62 0.45 0.99 0.40 0.46 0.59 0.93 0.57 0.32 0.41 0.14 ]
[0.82 1.00 0.20 0.73 0.19 0.10 0.28 0.63 0.52 0.29 0.00 0.10 0.53 0.51 0.41 0.91 0.70 0.44 0.44 0.63 0.39 0.24 0.41 0.63 0.80 0.49 0.48 0.62 0.49 0.39 0.99 0.62 0.33 0.49 0.35 0.32 0.68 0.12 0.99 0.92 0.86 0.26 0.70 0.70 0.31 0.11 0.92 0.26 0.73 0.71 0.02 0.98 0.82 0.81 0.85 0.27 0.78 0.74 0.02 0.62 0.38 0.24 0.92 0.48 0.14 0.58 0.88 0.64 0.04 0.98 0.60 0.82 0.25 0.38 0.12 0.65 0.35 0.73 0.05 0.55 ]
[0.63 0.20 1.00 0.39 0.98 0.71 0.22 0.10 0.26 0.41 0.22 0.49 0.39 0.65 0.24 0.44 0.34 0.09 0.33 0.06 0.69 0.25 0.23 0.27 0.60 0.22 0.82 0.06 0.43 0.34 0.35 0.68 0.35 0.47 0.48 0.61 0.70 0.44 0.40 0.79 0.75 0.85 0.56 0.18 0.33 0.14 0.91 0.72 0.80 0.68 0.66 0.14 0.89 0.41 0.43 0.97 0.47 0.88 0.78 0.35 0.08 0.22 0.18 0.96 0.75 0.16 0.61 0.55 0.90 0.35 0.88 0.11 0.03 0.60 0.33 1.00 0.42 0.79 0.66 0.11 ]
[0.03 0.73 0.39 1.00 0.81 0.09 0.71 0.96 0.94 0.50 0.49 0.41 0.12 0.08 0.74 0.07 0.88 0.70 0.09 0.01 0.30 0.85 0.77 0.40 0.14 0.65 0.52 0.91 0.72 0.59 0.09 0.87 0.07 0.74 0.45 0.11 0.49 0.48 0.70 0.36 0.60 0.65 0.30 0.29 0.89 0.74 0.72 0.06 0.25 0.23 0.74 0.94 0.87 0.86 0.07 0.56 0.19 0.31 0.99 0.01 0.24 0.57 0.37 0.66 0.44 0.41 0.58 0.27 0.27 0.28 0.08 0.95 0.14 0.58 0.17 0.94 0.23 0.88 0.17 0.36 ]
[0.25 0.19 0.98 0.81 1.00 0.09 0.96 0.71 0.73 0.50 0.04 0.33 0.12 0.41 0.81 0.98 0.17 0.77 0.10 0.31 0.21 0.44 0.17 0.37 0.01 0.96 0.67 0.33 0.48 0.26 0.30 0.64 0.43 0.83 0.10 0.24 0.42 0.13 0.60 0.88 0.04 0.57 0.62 0.55 0.95 0.25 0.16 0.84 0.94 0.32 0.78 0.15 0.49 0.86 0.80 0.35 0.44 0.28 0.63 0.58 0.51 0.68 0.90 0.34 0.76 0.70 0.81 0.02 0.51 0.08 0.64 0.25 0.94 0.44 0.78 0.11 0.24 0.22 0.22 0.92 ]
[0.73 0.10 0.71 0.09 0.09 1.00 0.46 0.01 0.26 0.42 0.93 0.04 0.06 0.25 0.06 0.81 0.47 0.46 0.56 0.39 0.48 0.82 0.02 0.82 0.04 0.57 0.87 0.79 0.16 0.77 0.11 0.03 0.47 0.74 0.59 0.86 0.83 0.49 0.71 0.76 0.39 0.49 0.59 0.37 0.26 0.09 0.19 0.23 0.65 0.13 0.83 0.48 0.71 0.12 0.61 0.28 0.96 0.21 0.31 0.74 0.23 0.69 0.88 0.77 0.81 0.68 0.65 0.20 0.04 0.11 0.16 0.86 0.81 0.62 0.46 0.55 0.07 0.34 0.56 0.47 ]
[0.50 0.28 0.22 0.71 0.96 0.46 1.00 0.76 0.83 1.00 0.45 0.01 0.24 0.62 0.84 0.05 0.47 0.35 0.79 0.07 0.29 0.26 0.34 0.19 0.51 0.91 0.63 0.88 0.73 0.95 0.78 0.24 0.19 0.10 0.34 0.23 0.98 0.83 0.70 0.42 0.77 0.73 0.87 0.29 0.97 0.79 0.27 0.16 0.04 0.54 0.18 0.17 0.99 0.17 0.29 0.32 0.50 0.77 0.78 0.43 0.11 0.82 0.19 0.57 0.72 0.49 0.23 0.99 0.73 0.95 0.18 0.54 0.51 0.30 0.70 0.83 0.56 0.94 0.54 0.55 ]
[1.00 0.63 0.10 0.96 0.71 0.01 0.76 1.00 0.85 0.22 0.73 0.09 0.26 0.40 0.23 0.58 0.90 0.18 0.52 0.54 0.78 0.74 0.24 0.27 0.60 0.33 0.71 0.12 0.69 0.69 0.71 0.25 0.14 0.88 0.00 0.96 0.47 0.44 0.00 0.92 0.83 0.57 0.88 0.93 0.46 0.38 0.93 0.82 0.60 0.96 0.62 0.57 0.94 0.39 0.33 0.96 0.51 0.94 0.81 0.35 0.35 0.22 0.98 0.17 0.42 0.43 0.78 0.07 0.74 0.78 0.51 0.19 0.89 0.94 0.87 0.77 0.47 0.16 0.40 0.32 ]
[0.71 0.52 0.26 0.94 0.73 0.26 0.83 0.85 1.00 0.07 0.47 0.92 0.24 0.58 0.15 0.25 0.38 0.30 0.67 0.42 0.15 0.81 0.28 0.13 0.85 0.56 0.77 0.79 0.23 0.08 0.31 0.65 0.11 0.63 0.83 0.12 0.84 0.96 0.16 0.66 0.98 0.70 0.70 0.55 0.48 0.87 0.62 0.42 0.07 0.27 0.88 0.05 0.77 0.12 0.44 0.76 0.52 0.11 0.89 0.53 0.98 0.76 0.99 0.62 0.46 0.41 0.14 0.64 0.56 0.35 0.43 0.19 0.65 0.46 0.33 0.32 0.79 0.83 0.88 0.94 ]
[0.50 0.29 0.41 0.50 0.50 0.42 1.00 0.22 0.07 1.00 0.38 0.83 0.66 0.26 0.84 0.54 0.32 0.11 0.06 0.54 0.72 0.05 0.31 0.12 0.19 0.25 0.20 0.39 0.93 0.85 0.32 0.08 0.17 0.30 0.22 0.83 0.67 0.67 0.36 0.28 0.78 0.66 0.90 0.25 0.40 0.58 0.78 0.11 0.64 0.31 0.80 0.73 0.59 0.97 0.46 0.75 0.01 0.85 0.89 0.63 0.44 0.01 0.05 0.45 0.14 0.47 0.70 0.12 0.21 0.04 0.43 0.46 0.77 0.70 0.41 0.52 0.15 0.15 0.69 0.05 ]
