D = 6;
n = [ 4 4 4 4 4 4 ];
N = 76;
d = [1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.78 0.23 0.66 0.67 0.46 0.71 0.05 0.04 0.61 0.29 0.58 0.31 0.28 0.72 0.87 0.52 0.30 0.38 0.35 0.89 0.62 0.51 0.48 0.16 0.57 0.66 0.89 0.40 0.90 0.21 0.36 0.70 0.88 0.64 0.05 0.53 0.37 0.83 0.29 0.81 0.74 0.11 0.04 0.56 0.24 0.84 0.64 0.88 0.71 0.68 0.84 0.37 0.19 0.68 0.67 0.69 1.00 0.62 0.34 0.25 0.66 0.97 0.39 0.94 0.43 0.37 0.52 0.46 0.15 0.46 0.60 0.37 0.30 0.02 0.89 ]
[0.78 1.00 0.53 0.63 0.76 0.31 0.02 0.10 0.92 0.17 0.85 0.45 0.90 0.59 0.95 0.89 0.24 0.89 0.60 0.78 0.02 0.38 0.06 0.34 0.09 0.64 0.14 0.17 0.79 0.97 0.33 0.19 0.66 0.74 0.10 0.71 0.54 0.96 0.88 0.73 0.46 0.09 0.70 0.11 0.09 0.14 0.49 0.12 0.13 0.07 0.80 0.73 0.14 0.55 0.52 0.58 0.26 0.31 0.30 0.86 0.22 0.55 0.70 0.19 0.83 0.85 0.22 0.87 0.58 0.49 0.88 0.56 0.87 0.08 0.75 0.27 ]
[0.23 0.53 1.00 0.16 0.41 0.60 0.95 0.04 0.12 0.66 0.21 0.44 0.83 0.08 0.78 0.03 0.13 0.06 0.91 0.49 0.13 0.81 0.50 0.96 0.62 0.18 0.76 0.63 0.69 0.98 0.92 0.84 0.78 0.62 0.09 0.28 0.02 0.27 0.96 0.22 0.83 0.50 0.97 0.14 0.55 0.53 0.18 0.96 0.56 0.38 0.57 0.76 0.23 0.58 0.30 0.33 0.36 0.13 0.73 0.21 0.98 0.95 0.43 0.42 0.94 0.98 0.71 0.71 0.37 0.05 0.61 0.83 0.99 0.34 0.57 0.73 ]
[0.66 0.63 0.16 1.00 0.97 0.60 0.57 0.10 0.55 0.47 0.29 0.54 0.37 0.62 0.86 0.28 0.95 0.37 0.41 0.90 0.72 0.69 0.65 0.31 0.25 0.32 0.73 0.48 0.92 0.40 0.59 0.07 0.80 0.47 0.33 0.70 0.46 0.16 0.69 0.08 0.44 0.06 0.21 0.86 0.79 0.55 0.09 0.27 0.20 0.01 0.94 0.81 0.49 0.86 0.90 0.23 0.20 0.89 0.03 0.66 0.37 0.66 0.44 0.01 0.10 0.90 0.54 0.67 0.98 0.48 0.89 0.07 0.55 0.55 0.01 0.80 ]
[0.67 0.76 0.41 0.97 1.00 0.87 0.31 0.16 0.70 0.82 0.10 0.35 0.20 0.47 0.53 0.56 0.31 0.42 0.99 0.54 0.42 0.75 0.66 0.53 0.10 0.96 0.67 0.77 0.35 0.13 0.45 0.48 0.94 0.18 0.18 0.33 0.09 0.94 0.34 0.84 0.68 0.64 0.77 0.81 0.29 0.18 0.29 0.23 0.43 0.54 0.68 0.80 0.44 0.19 0.94 0.65 0.29 0.88 0.80 0.44 0.24 0.84 0.16 0.55 0.77 0.27 0.15 0.12 0.07 0.53 0.80 0.25 0.09 0.18 0.51 0.32 ]
[0.46 0.31 0.60 0.60 0.87 1.00 0.28 0.90 0.56 0.63 0.62 0.86 0.76 0.48 0.96 0.34 0.21 0.32 0.81 0.30 0.56 0.05 0.57 0.78 0.15 0.53 0.38 0.87 0.85 0.91 0.65 0.90 0.08 0.08 0.49 0.34 0.47 0.37 0.23 0.95 0.54 0.08 0.74 0.05 0.20 0.76 0.04 0.94 0.40 0.04 0.92 0.30 0.65 0.73 0.89 0.24 0.40 0.21 0.00 0.47 0.75 0.03 0.28 0.88 0.25 0.66 0.26 0.25 0.13 0.32 0.25 0.42 0.42 0.69 0.26 0.81 ]
[0.71 0.02 0.95 0.57 0.31 0.28 1.00 0.56 0.12 0.22 0.24 0.01 0.32 0.57 0.41 0.91 0.73 0.13 0.15 0.50 0.58 0.16 0.89 0.87 0.64 0.39 0.74 0.71 0.43 0.78 0.04 0.43 0.31 0.83 0.73 0.59 0.64 0.86 0.68 0.38 0.72 0.56 0.25 0.15 0.74 0.87 0.77 0.16 0.66 0.05 0.48 0.76 0.29 0.84 0.23 0.39 0.43 0.65 0.54 0.79 0.01 0.10 0.73 0.62 0.61 0.71 0.87 0.82 0.91 0.22 0.57 0.22 0.10 0.63 0.76 0.92 ]
[0.05 0.10 0.04 0.10 0.16 0.90 0.56 1.00 0.98 0.42 0.67 0.52 0.48 0.09 0.93 0.72 0.90 0.31 0.69 0.26 0.16 0.62 0.96 0.89 0.91 0.53 0.42 0.57 0.88 0.30 0.63 0.87 0.48 0.89 0.70 0.15 0.74 0.01 0.79 0.72 0.45 0.68 0.87 0.65 0.02 0.83 0.83 0.30 0.17 0.50 0.30 0.94 0.18 0.33 0.24 0.32 0.17 0.98 0.47 0.33 0.93 0.30 0.53 0.30 0.61 0.51 0.30 0.27 0.27 0.66 0.29 0.39 0.96 0.00 0.47 0.18 ]
[0.04 0.92 0.12 0.55 0.70 0.56 0.12 0.98 1.00 0.08 0.63 0.23 0.44 0.72 0.79 0.97 0.01 0.07 0.17 0.22 0.08 0.03 0.41 0.08 0.70 0.49 0.94 0.76 0.03 0.52 0.07 0.64 0.71 0.32 0.50 0.58 0.31 0.45 0.15 0.07 0.03 0.88 0.12 0.43 0.77 0.92 0.43 0.86 0.72 0.68 0.15 0.18 0.70 0.08 0.23 0.41 0.78 0.50 0.86 0.79 0.60 0.72 0.68 0.80 0.09 0.22 0.12 0.44 0.45 0.46 0.65 0.38 0.16 0.63 0.00 0.85 ]
[0.61 0.17 0.66 0.47 0.82 0.63 0.22 0.42 0.08 1.00 0.89 0.32 0.54 0.25 0.92 0.35 0.78 0.53 0.39 0.73 0.73 0.21 0.02 0.77 0.82 0.63 0.37 0.27 0.19 0.50 0.64 0.76 0.39 0.78 0.14 0.50 1.00 0.77 0.44 0.03 0.69 0.09 0.14 0.06 0.15 0.02 0.02 0.95 0.18 0.44 0.45 0.35 0.44 0.76 0.23 0.66 0.55 0.28 0.05 0.56 0.87 0.68 0.95 0.08 0.61 0.15 0.29 0.13 0.65 0.82 0.04 0.46 0.02 0.26 0.28 0.87 ]
