D = 2;
n = [ 3 3 ];
N = 30;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.92 0.83 0.73 0.62 0.91 0.35 0.91 0.87 0.55 0.78 0.25 0.39 0.26 0.35 0.21 0.21 0.21 0.65 0.01 0.63 0.90 0.29 0.33 0.96 0.44 0.40 1.00 0.39 0.75 ]
[0.92 1.00 0.76 0.96 0.52 0.86 0.68 0.66 0.99 0.84 0.03 0.36 0.30 0.64 0.68 0.29 0.29 0.17 0.34 0.13 0.36 0.10 0.64 0.07 0.45 0.80 0.25 0.05 0.70 1.00 ]
[0.83 0.76 1.00 0.67 0.86 0.65 0.33 0.03 0.52 0.43 0.35 0.24 0.29 0.92 0.14 0.01 0.21 0.33 0.33 0.06 0.26 0.05 0.65 0.33 0.93 0.26 0.53 0.74 0.98 0.86 ]
[0.73 0.96 0.67 1.00 0.29 0.35 0.55 0.56 0.31 0.12 0.35 0.49 0.48 0.54 0.54 0.43 0.69 0.55 0.53 0.42 0.14 0.96 0.53 0.73 0.31 0.84 0.84 0.29 0.86 0.41 ]
[0.62 0.52 0.86 0.29 1.00 0.29 0.86 0.69 0.47 0.42 0.66 0.49 0.28 0.00 0.43 0.49 0.10 0.68 0.09 0.28 0.52 0.75 0.50 0.88 0.59 0.01 0.81 0.96 0.33 0.86 ]
[0.91 0.86 0.65 0.35 0.29 1.00 0.09 0.48 0.31 0.49 0.06 0.61 0.44 0.38 0.11 0.05 0.33 0.73 0.49 0.48 0.41 0.84 0.75 0.75 0.59 0.52 0.89 0.68 0.31 0.02 ]
[0.35 0.68 0.33 0.55 0.86 0.09 1.00 0.18 0.04 0.77 0.33 0.21 0.96 0.57 0.89 0.19 0.41 0.89 0.40 0.10 0.99 0.64 0.96 0.07 0.34 0.15 0.18 0.91 0.06 0.11 ]
[0.91 0.66 0.03 0.56 0.69 0.48 0.18 1.00 0.50 0.70 0.35 0.52 0.50 0.27 0.65 0.30 0.53 0.05 0.11 0.06 0.48 0.03 0.09 0.76 0.49 0.13 0.04 0.46 0.21 0.68 ]
[0.87 0.99 0.52 0.31 0.47 0.31 0.04 0.50 1.00 0.04 0.71 0.32 0.59 0.00 0.37 0.76 0.45 0.97 0.83 0.55 0.62 0.57 0.11 0.44 0.88 0.09 0.79 0.12 0.36 0.04 ]
[0.55 0.84 0.43 0.12 0.42 0.49 0.77 0.70 0.04 1.00 0.10 0.64 0.30 0.82 0.47 0.99 0.04 0.56 0.84 0.19 0.85 0.54 0.86 0.85 0.44 0.40 0.58 0.61 0.66 0.12 ]
[0.78 0.03 0.35 0.35 0.66 0.06 0.33 0.35 0.71 0.10 1.00 0.81 0.06 0.76 0.57 0.49 0.13 0.02 0.90 0.86 0.42 0.29 0.93 0.91 0.24 0.86 0.37 0.98 0.77 0.16 ]
[0.25 0.36 0.24 0.49 0.49 0.61 0.21 0.52 0.32 0.64 0.81 1.00 0.96 0.43 0.15 0.71 0.44 0.06 0.19 0.31 0.20 0.28 0.90 0.06 0.30 0.71 0.84 0.53 0.85 0.55 ]
[0.39 0.30 0.29 0.48 0.28 0.44 0.96 0.50 0.59 0.30 0.06 0.96 1.00 0.78 0.76 0.13 0.46 0.93 0.36 0.56 0.33 1.00 0.16 0.66 1.00 0.11 0.93 0.24 0.62 0.58 ]
[0.26 0.64 0.92 0.54 0.00 0.38 0.57 0.27 0.00 0.82 0.76 0.43 0.78 1.00 0.24 0.81 0.03 0.60 0.55 0.34 0.86 0.73 0.61 0.04 0.64 0.45 0.12 0.12 0.87 0.77 ]
[0.35 0.68 0.14 0.54 0.43 0.11 0.89 0.65 0.37 0.47 0.57 0.15 0.76 0.24 1.00 0.58 0.68 0.17 0.38 0.93 0.47 0.81 0.56 0.02 0.67 0.70 0.78 0.16 0.16 0.84 ]
[0.21 0.29 0.01 0.43 0.49 0.05 0.19 0.30 0.76 0.99 0.49 0.71 0.13 0.81 0.58 1.00 0.09 0.09 0.40 0.65 0.28 0.24 0.02 0.38 0.44 0.75 0.36 0.49 0.08 0.07 ]
[0.21 0.29 0.21 0.69 0.10 0.33 0.41 0.53 0.45 0.04 0.13 0.44 0.46 0.03 0.68 0.09 1.00 0.55 0.19 0.74 0.35 0.26 0.04 0.21 0.58 0.34 0.98 0.28 0.94 0.57 ]
[0.21 0.17 0.33 0.55 0.68 0.73 0.89 0.05 0.97 0.56 0.02 0.06 0.93 0.60 0.17 0.09 0.55 1.00 0.25 0.89 0.90 0.48 0.00 0.60 0.03 0.36 0.83 0.52 0.96 0.24 ]
[0.65 0.34 0.33 0.53 0.09 0.49 0.40 0.11 0.83 0.84 0.90 0.19 0.36 0.55 0.38 0.40 0.19 0.25 1.00 0.78 0.30 0.74 0.04 0.00 0.02 0.60 0.94 0.53 0.87 0.45 ]
[0.01 0.13 0.06 0.42 0.28 0.48 0.10 0.06 0.55 0.19 0.86 0.31 0.56 0.34 0.93 0.65 0.74 0.89 0.78 1.00 0.83 0.43 0.85 0.80 0.50 0.27 0.59 0.61 0.92 0.78 ]
[0.63 0.36 0.26 0.14 0.52 0.41 0.99 0.48 0.62 0.85 0.42 0.20 0.33 0.86 0.47 0.28 0.35 0.90 0.30 0.83 1.00 0.43 0.02 0.98 0.28 0.42 0.70 0.91 0.91 0.59 ]
[0.90 0.10 0.05 0.96 0.75 0.84 0.64 0.03 0.57 0.54 0.29 0.28 1.00 0.73 0.81 0.24 0.26 0.48 0.74 0.43 0.43 1.00 0.15 0.62 0.83 0.27 0.44 0.86 0.71 0.89 ]
[0.29 0.64 0.65 0.53 0.50 0.75 0.96 0.09 0.11 0.86 0.93 0.90 0.16 0.61 0.56 0.02 0.04 0.00 0.04 0.85 0.02 0.15 1.00 0.90 0.05 0.03 0.12 0.30 0.55 0.75 ]
[0.33 0.07 0.33 0.73 0.88 0.75 0.07 0.76 0.44 0.85 0.91 0.06 0.66 0.04 0.02 0.38 0.21 0.60 0.00 0.80 0.98 0.62 0.90 1.00 0.36 0.12 0.73 0.60 0.09 0.46 ]
[0.96 0.45 0.93 0.31 0.59 0.59 0.34 0.49 0.88 0.44 0.24 0.30 1.00 0.64 0.67 0.44 0.58 0.03 0.02 0.50 0.28 0.83 0.05 0.36 1.00 0.83 0.90 0.70 0.28 0.49 ]
[0.44 0.80 0.26 0.84 0.01 0.52 0.15 0.13 0.09 0.40 0.86 0.71 0.11 0.45 0.70 0.75 0.34 0.36 0.60 0.27 0.42 0.27 0.03 0.12 0.83 1.00 0.03 0.76 0.20 0.54 ]
[0.40 0.25 0.53 0.84 0.81 0.89 0.18 0.04 0.79 0.58 0.37 0.84 0.93 0.12 0.78 0.36 0.98 0.83 0.94 0.59 0.70 0.44 0.12 0.73 0.90 0.03 1.00 0.39 0.92 0.96 ]
[1.00 0.05 0.74 0.29 0.96 0.68 0.91 0.46 0.12 0.61 0.98 0.53 0.24 0.12 0.16 0.49 0.28 0.52 0.53 0.61 0.91 0.86 0.30 0.60 0.70 0.76 0.39 1.00 0.86 0.18 ]
[0.39 0.70 0.98 0.86 0.33 0.31 0.06 0.21 0.36 0.66 0.77 0.85 0.62 0.87 0.16 0.08 0.94 0.96 0.87 0.92 0.91 0.71 0.55 0.09 0.28 0.20 0.92 0.86 1.00 0.90 ]
[0.75 1.00 0.86 0.41 0.86 0.02 0.11 0.68 0.04 0.12 0.16 0.55 0.58 0.77 0.84 0.07 0.57 0.24 0.45 0.78 0.59 0.89 0.75 0.46 0.49 0.54 0.96 0.18 0.90 1.00 ]
];
