D = 4;
n = [ 4 4 4 4 ];
N = 44;
d = [1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.68 0.74 0.28 0.01 0.94 0.51 0.54 0.39 0.93 0.20 0.54 0.36 0.72 0.86 0.70 0.28 0.62 0.20 0.47 0.32 0.17 0.73 0.46 0.73 0.18 0.32 0.18 0.79 0.61 0.99 0.91 0.39 0.99 0.92 0.55 0.83 0.08 0.91 0.05 0.74 0.18 0.43 0.41 ]
[0.68 1.00 0.52 0.38 0.57 0.83 0.21 0.66 0.05 0.79 0.08 0.92 0.18 0.15 0.51 0.45 0.56 0.54 0.01 0.49 0.33 0.21 0.02 0.93 0.80 0.12 0.42 0.06 0.71 0.90 0.71 0.62 0.94 0.56 0.75 0.43 0.12 0.51 0.13 0.64 0.30 0.68 0.25 0.54 ]
[0.74 0.52 1.00 0.22 0.93 0.17 0.19 0.86 0.96 0.07 0.20 0.56 0.88 0.08 0.27 0.95 0.59 0.21 0.82 0.94 0.81 0.41 0.60 0.82 0.32 0.55 0.03 0.96 0.38 0.14 0.88 0.49 0.03 0.57 0.99 0.64 0.88 0.60 0.09 0.66 0.13 0.63 0.19 0.30 ]
[0.28 0.38 0.22 1.00 0.25 0.12 0.49 0.48 0.79 0.97 0.32 0.44 0.86 0.58 0.92 0.45 0.11 0.04 0.19 0.30 0.08 0.86 0.96 0.49 0.02 0.12 0.73 0.97 0.07 0.43 0.16 0.63 0.84 0.49 0.97 0.79 0.10 0.30 0.16 0.42 0.45 0.06 0.41 0.11 ]
[0.01 0.57 0.93 0.25 1.00 0.06 0.58 0.66 0.51 0.94 0.94 0.61 0.64 0.41 0.51 0.99 0.13 0.44 0.73 0.67 1.00 0.53 0.92 0.22 0.99 0.56 0.97 0.14 0.37 0.52 0.01 0.09 0.05 0.13 0.13 0.57 0.91 0.37 0.52 0.04 0.30 0.31 0.62 0.38 ]
[0.94 0.83 0.17 0.12 0.06 1.00 0.68 0.06 0.95 0.99 0.72 0.16 0.14 0.03 0.67 0.22 0.19 0.72 0.04 0.95 0.96 0.28 0.55 0.45 0.87 0.80 0.84 0.41 0.16 0.43 0.14 0.37 0.82 0.15 0.32 0.17 0.47 0.74 0.51 0.79 0.59 0.01 0.31 0.16 ]
[0.51 0.21 0.19 0.49 0.58 0.68 1.00 0.03 0.22 0.78 0.43 0.93 0.18 0.18 0.80 0.10 0.36 0.88 0.49 0.12 0.47 0.84 0.39 0.14 0.50 0.39 0.04 0.91 0.22 0.94 0.53 0.46 0.14 0.59 0.48 0.19 0.67 0.19 0.42 0.86 0.26 0.85 0.30 0.97 ]
[0.54 0.66 0.86 0.48 0.66 0.06 0.03 1.00 0.32 0.32 0.29 0.72 0.53 0.94 0.87 0.11 0.51 0.33 0.55 0.55 0.82 0.53 0.73 0.11 0.31 0.36 0.21 0.45 0.25 0.87 0.74 0.36 0.12 0.41 0.33 0.24 0.94 0.73 0.58 0.53 0.55 0.31 0.98 0.77 ]
[0.39 0.05 0.96 0.79 0.51 0.95 0.22 0.32 1.00 0.41 0.76 0.13 0.22 0.76 0.43 0.15 0.57 0.54 0.98 0.36 0.86 0.33 0.78 0.03 0.82 0.21 0.04 0.03 0.76 0.10 0.64 0.26 0.53 0.53 0.56 0.04 0.70 0.65 0.31 0.49 0.02 0.18 0.89 0.25 ]
[0.93 0.79 0.07 0.97 0.94 0.99 0.78 0.32 0.41 1.00 0.19 0.62 0.05 0.91 0.45 0.26 0.37 0.36 0.81 0.89 0.61 0.19 0.61 0.33 0.27 0.90 0.82 0.92 0.15 0.01 0.46 0.76 0.76 0.32 0.34 0.73 0.13 0.63 0.91 0.64 0.26 0.65 0.66 0.83 ]
[0.20 0.08 0.20 0.32 0.94 0.72 0.43 0.29 0.76 0.19 1.00 0.53 0.27 0.65 0.26 0.47 0.58 0.31 0.41 0.42 0.14 0.82 0.53 0.04 0.00 0.86 0.98 0.88 0.05 0.18 0.78 0.82 0.68 0.76 0.30 0.15 0.39 0.58 0.85 0.12 0.83 0.25 0.92 1.00 ]
[0.54 0.92 0.56 0.44 0.61 0.16 0.93 0.72 0.13 0.62 0.53 1.00 0.73 0.14 0.61 0.94 0.16 0.37 0.30 0.09 0.82 0.95 0.11 0.48 0.33 0.51 0.92 0.92 0.07 0.82 0.58 0.54 0.72 0.20 0.99 0.89 0.83 0.80 0.93 0.83 0.65 0.53 0.65 0.72 ]
[0.36 0.18 0.88 0.86 0.64 0.14 0.18 0.53 0.22 0.05 0.27 0.73 1.00 0.31 0.16 0.07 0.20 0.04 0.97 0.95 0.75 0.25 0.15 0.79 0.93 0.72 0.39 0.74 0.27 0.64 0.72 0.31 0.71 0.60 0.36 0.14 0.92 0.49 0.72 0.38 0.35 0.51 0.11 0.87 ]
[0.72 0.15 0.08 0.58 0.41 0.03 0.18 0.94 0.76 0.91 0.65 0.14 0.31 1.00 1.00 0.05 0.79 0.67 0.18 0.07 0.14 0.43 0.38 0.89 0.65 0.55 0.86 0.53 0.56 0.32 0.91 0.25 0.80 0.98 0.66 0.70 0.19 0.55 0.33 0.38 0.75 0.89 0.78 0.88 ]
[0.86 0.51 0.27 0.92 0.51 0.67 0.80 0.87 0.43 0.45 0.26 0.61 0.16 1.00 1.00 0.78 0.04 0.40 0.99 0.82 0.23 0.68 0.24 0.16 0.87 0.84 0.76 0.74 0.74 0.97 0.28 0.95 0.85 0.98 0.92 0.33 0.26 1.00 0.09 0.41 0.89 0.25 0.26 0.41 ]
[0.70 0.45 0.95 0.45 0.99 0.22 0.10 0.11 0.15 0.26 0.47 0.94 0.07 0.05 0.78 1.00 0.51 0.40 0.51 0.37 0.26 0.65 0.31 0.76 0.93 0.09 0.06 0.44 0.31 0.14 0.92 0.16 0.17 0.59 0.82 0.25 0.21 0.41 0.88 0.90 0.40 0.18 0.18 0.84 ]
