D = 4;
n = [ 2 2 2 2 ];
N = 57;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.96 0.47 0.21 0.71 0.41 0.64 0.86 0.47 0.79 0.19 0.99 0.73 0.16 0.68 0.69 0.33 0.06 0.91 0.84 0.60 0.11 0.16 0.87 0.98 0.84 0.96 0.84 0.43 0.51 0.68 0.55 0.64 0.10 0.65 0.63 0.52 0.09 0.09 0.68 0.48 0.96 0.38 0.77 0.70 0.73 0.89 0.88 0.75 0.65 0.65 0.59 0.62 0.29 0.44 1.00 0.97 ]
[0.96 1.00 0.77 0.15 0.34 0.16 0.53 0.94 0.85 0.83 0.66 0.03 0.22 0.43 0.55 0.13 0.39 0.86 0.38 0.74 0.71 0.53 0.62 0.16 0.66 0.09 0.88 0.37 0.77 0.16 0.64 0.81 0.25 0.12 0.00 0.71 0.75 0.69 0.12 0.36 0.08 0.68 0.71 0.83 0.69 0.18 0.66 0.10 0.17 0.39 0.12 0.34 0.35 0.65 0.96 0.07 0.65 ]
[0.47 0.77 1.00 0.74 0.64 0.31 0.88 0.54 0.96 0.21 0.77 0.99 0.96 0.70 0.66 0.98 0.79 0.89 0.49 0.60 0.42 0.03 0.90 0.85 0.35 0.70 0.13 0.01 0.76 0.67 0.33 0.92 0.89 0.17 0.28 0.27 0.30 0.50 0.49 0.57 0.60 0.20 0.92 0.30 0.41 0.08 0.66 0.02 0.53 0.02 0.44 0.10 0.07 0.48 0.57 0.36 0.81 ]
[0.21 0.15 0.74 1.00 0.05 0.19 0.06 0.09 0.68 0.89 0.64 0.43 0.56 0.83 0.12 0.61 0.95 0.50 0.97 0.81 0.67 0.36 0.31 0.51 0.03 0.64 0.63 0.24 0.60 0.88 0.23 0.31 0.58 0.56 0.20 0.18 0.21 0.43 0.53 0.30 0.58 0.25 0.16 0.83 0.03 0.17 0.87 0.54 0.63 0.07 0.07 0.83 0.55 0.59 0.51 0.45 0.27 ]
[0.71 0.34 0.64 0.05 1.00 0.70 0.38 0.73 0.40 0.11 0.52 0.15 0.16 0.04 0.23 0.43 0.54 0.26 0.78 0.53 0.96 0.93 0.30 0.72 0.86 0.88 0.44 0.43 0.95 0.06 0.39 0.63 0.45 0.47 0.54 0.33 0.73 0.76 0.67 0.59 0.54 0.05 0.19 0.10 0.75 0.50 0.44 0.47 0.28 0.69 0.34 0.87 0.96 0.36 0.23 1.00 0.19 ]
[0.41 0.16 0.31 0.19 0.70 1.00 0.11 0.56 0.73 0.78 0.76 0.92 1.00 0.90 0.53 0.40 0.09 0.53 0.59 0.27 0.27 0.87 0.51 0.89 0.21 0.53 0.07 0.15 0.27 0.40 0.56 0.34 0.93 0.73 0.89 0.12 0.02 0.05 0.67 0.14 0.09 0.17 0.22 0.01 0.60 0.70 0.41 0.27 0.03 0.52 0.12 0.12 0.95 0.87 0.41 0.03 0.47 ]
[0.64 0.53 0.88 0.06 0.38 0.11 1.00 0.40 0.94 0.83 0.36 0.34 0.17 0.33 0.94 0.31 0.75 0.10 0.82 0.72 0.16 0.52 0.74 0.78 0.71 0.84 0.76 0.09 0.88 0.03 0.88 0.03 0.19 0.60 0.84 0.05 0.39 0.83 0.46 0.38 0.56 0.08 0.90 0.19 0.40 0.50 0.59 0.75 0.64 0.59 0.64 0.37 0.41 0.52 0.23 0.07 0.54 ]
[0.86 0.94 0.54 0.09 0.73 0.56 0.40 1.00 0.63 0.48 0.38 0.67 0.83 0.71 1.00 0.01 0.07 0.05 0.39 0.70 0.01 0.65 0.92 0.48 0.68 0.19 0.88 0.08 0.42 0.68 0.14 0.53 0.96 0.58 0.32 0.88 0.83 0.70 0.66 0.08 0.06 0.14 0.22 0.84 0.71 0.34 0.98 0.63 0.56 0.59 0.42 0.94 0.10 0.79 0.86 0.22 0.83 ]
[0.47 0.85 0.96 0.68 0.40 0.73 0.94 0.63 1.00 0.11 0.27 0.66 0.77 0.16 0.75 0.57 0.99 0.77 0.64 0.68 0.08 0.88 0.28 0.53 0.31 0.23 0.79 0.40 0.09 0.64 0.69 0.89 0.62 0.53 0.87 0.59 0.51 0.88 0.93 0.20 0.82 0.56 0.41 0.02 0.86 0.88 0.74 0.40 0.49 0.33 0.84 0.48 0.17 0.96 0.70 0.71 0.94 ]
[0.79 0.83 0.21 0.89 0.11 0.78 0.83 0.48 0.11 1.00 0.77 0.95 0.36 0.65 0.96 0.50 0.84 0.70 0.39 0.88 0.25 0.01 0.15 0.11 0.75 0.70 0.55 0.87 0.95 0.65 0.04 0.44 0.28 0.75 0.71 0.16 0.78 0.36 0.47 0.22 0.37 0.30 0.19 0.42 0.66 0.98 0.74 0.36 0.98 0.88 0.56 0.09 0.22 0.39 0.05 0.24 0.50 ]
