D = 8;
n = [ 5 5 5 5 5 5 5 5 ];
N = 80;
d = [1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.67 0.64 0.18 0.65 0.10 0.06 0.50 0.40 0.65 0.63 0.19 0.16 0.54 0.89 0.94 0.98 0.89 0.66 0.58 0.97 0.64 0.94 0.86 0.71 0.41 0.92 0.72 0.59 0.57 0.82 0.32 0.71 0.30 0.39 0.29 0.20 0.14 0.61 0.25 0.05 0.54 0.55 0.43 0.77 0.48 0.16 0.38 0.25 0.28 0.60 0.07 0.00 0.75 0.02 0.78 0.59 0.11 0.41 0.60 0.66 0.96 0.79 0.18 0.80 0.84 0.93 0.73 0.25 0.10 0.08 0.16 0.80 0.53 0.46 0.06 0.28 0.48 0.04 0.52 ]
[0.67 1.00 0.88 0.26 0.46 0.39 0.99 0.24 0.18 0.30 0.76 0.50 0.12 0.04 0.79 0.55 0.79 0.33 0.10 0.28 0.07 0.71 0.76 0.30 0.64 0.89 0.96 0.55 0.74 0.80 0.44 0.59 0.47 0.64 0.10 0.22 0.33 0.27 0.38 0.15 0.46 0.16 0.32 0.68 0.87 0.01 0.10 0.96 0.72 0.67 0.38 0.86 0.64 0.58 0.72 0.04 0.35 0.74 0.59 0.59 0.15 0.72 0.18 0.30 0.83 0.73 0.64 0.76 0.98 0.78 0.95 0.25 0.89 0.60 0.54 0.05 0.79 0.71 0.02 0.75 ]
[0.64 0.88 1.00 0.99 0.41 0.08 0.99 0.07 0.16 0.07 0.02 0.35 0.87 0.32 0.88 0.17 0.55 0.21 0.30 0.15 0.35 0.74 0.79 0.47 0.87 0.78 0.02 0.81 0.17 0.17 0.77 0.99 0.94 0.19 0.17 0.21 0.38 0.38 0.56 0.43 0.77 0.11 0.95 0.24 0.86 0.01 0.90 0.01 0.36 0.73 0.53 0.28 0.15 0.89 0.14 0.06 0.02 0.05 0.71 0.81 0.37 0.69 0.24 0.37 0.01 0.30 0.62 0.53 0.79 0.98 0.24 0.86 0.86 0.98 0.14 0.59 0.57 0.95 0.85 0.78 ]
[0.18 0.26 0.99 1.00 0.75 0.10 0.75 0.29 0.71 0.19 0.08 0.36 0.29 0.72 0.81 0.52 0.14 0.56 0.22 0.49 0.86 0.02 0.42 0.40 0.00 0.06 0.99 0.98 0.01 0.43 0.80 0.76 0.03 0.67 0.50 0.68 0.94 0.52 0.34 0.77 0.23 0.56 0.46 0.88 0.54 0.99 0.52 0.01 0.43 0.86 0.07 0.87 0.95 0.14 0.12 0.36 0.31 0.27 0.83 0.73 0.76 0.22 0.93 0.96 0.99 0.27 0.58 0.66 0.17 0.10 0.12 0.70 0.22 0.22 0.71 0.70 0.37 0.43 0.35 0.14 ]
[0.65 0.46 0.41 0.75 1.00 0.30 0.02 0.58 0.80 0.57 0.15 0.55 0.86 0.60 0.65 0.47 0.79 0.01 0.05 0.45 0.60 0.69 0.74 0.71 0.89 0.58 0.54 0.47 0.35 0.92 0.36 0.74 0.70 0.95 0.85 0.13 0.28 0.18 0.77 0.10 0.23 0.28 0.96 0.30 0.82 0.59 0.32 0.48 0.53 0.81 0.77 0.57 0.07 0.59 0.33 0.04 0.66 0.95 0.54 0.25 0.82 0.64 0.80 0.10 0.36 0.27 0.46 0.70 0.38 0.08 0.13 0.91 0.87 0.26 0.12 0.13 0.15 0.55 0.16 0.42 ]
[0.10 0.39 0.08 0.10 0.30 1.00 0.16 0.52 0.18 0.91 0.16 0.02 0.69 0.12 0.08 0.96 0.99 0.72 0.06 0.39 0.82 0.26 0.25 0.03 0.84 0.05 0.23 0.39 0.91 0.38 0.14 0.21 0.11 0.80 0.33 0.41 0.38 0.04 0.25 0.55 0.76 0.28 0.87 0.43 0.17 0.63 0.40 0.99 0.81 0.07 0.74 0.83 0.55 0.78 0.62 0.35 0.55 0.07 0.63 0.52 0.10 0.44 0.28 0.77 0.30 0.26 0.24 0.38 0.47 0.27 0.05 0.45 0.38 0.69 0.51 0.05 0.64 0.57 0.50 0.40 ]
[0.06 0.99 0.99 0.75 0.02 0.16 1.00 0.25 0.44 0.54 0.01 0.23 0.05 0.02 0.46 0.61 0.40 0.16 0.51 0.04 0.17 0.76 0.18 0.89 0.43 0.73 0.80 0.24 0.97 0.90 0.40 0.75 0.01 0.97 0.23 0.46 0.71 0.91 0.80 0.88 0.73 0.28 0.81 0.61 0.06 0.02 0.27 0.38 0.03 0.82 0.69 0.08 0.16 0.31 0.44 0.48 0.01 0.79 0.29 0.31 0.54 0.72 0.22 0.01 0.07 0.12 0.04 0.64 0.95 0.46 0.80 0.20 0.69 0.52 0.71 0.51 0.35 0.81 0.89 0.98 ]
[0.50 0.24 0.07 0.29 0.58 0.52 0.25 1.00 0.63 0.78 0.83 0.66 0.16 0.15 0.88 0.13 0.17 0.30 0.55 0.41 0.10 0.75 0.58 0.47 0.19 0.70 0.60 0.56 0.31 0.98 0.46 0.02 1.00 0.89 0.60 0.54 0.59 0.85 0.38 0.60 0.49 0.05 0.32 0.35 0.77 0.83 0.06 0.25 0.76 0.66 0.95 0.77 0.99 0.92 0.55 0.52 0.10 0.05 0.54 0.74 0.97 0.68 0.27 0.18 0.09 0.03 0.23 0.63 0.50 0.83 0.77 0.74 0.19 0.01 0.19 0.41 0.64 0.54 0.16 0.47 ]
[0.40 0.18 0.16 0.71 0.80 0.18 0.44 0.63 1.00 0.16 0.92 0.38 0.84 0.12 0.17 0.78 0.25 0.33 0.66 0.39 0.89 0.02 0.50 0.93 0.56 0.16 0.79 0.37 0.27 0.51 0.88 0.12 0.51 0.75 0.51 0.81 0.49 0.21 0.30 0.95 0.22 0.47 0.20 0.31 0.89 0.84 0.45 0.34 0.65 0.05 0.81 0.20 0.77 0.01 0.76 0.76 0.14 0.25 0.88 0.02 0.85 0.60 0.53 0.90 0.70 0.93 0.43 0.52 0.19 0.86 0.35 0.79 0.52 0.32 0.49 0.22 0.19 0.77 0.51 0.52 ]
[0.65 0.30 0.07 0.19 0.57 0.91 0.54 0.78 0.16 1.00 0.85 0.96 0.20 0.28 0.05 0.52 0.91 0.64 0.03 0.90 0.05 0.69 0.17 0.51 0.58 0.24 0.11 0.73 0.52 0.94 0.99 0.35 0.87 0.83 0.72 0.13 0.37 0.99 0.53 0.29 0.44 0.60 0.97 0.75 0.74 0.80 0.85 0.37 0.58 0.91 0.09 0.48 0.23 0.81 0.95 0.82 0.22 0.59 0.93 0.51 0.55 0.43 0.11 0.68 0.22 0.07 0.01 0.60 0.88 0.45 0.28 0.30 0.45 0.59 0.31 0.20 0.77 0.99 0.23 0.23 ]
[0.63 0.76 0.02 0.08 0.15 0.16 0.01 0.83 0.92 0.85 1.00 0.25 0.64 0.55 0.10 0.81 0.63 0.93 0.26 0.19 0.91 0.25 0.73 0.78 0.81 0.57 0.92 0.02 0.73 0.03 0.83 0.62 0.71 0.30 0.99 0.71 0.03 0.63 0.97 0.17 0.57 0.28 0.82 0.20 0.61 0.37 0.35 0.29 0.38 0.61 0.85 0.41 0.97 0.11 0.96 0.49 0.46 0.50 0.66 0.26 0.70 0.11 0.93 0.21 0.23 0.04 0.12 0.64 0.88 0.63 0.54 0.94 0.20 0.52 0.68 0.07 0.74 0.86 0.21 0.30 ]
[0.19 0.50 0.35 0.36 0.55 0.02 0.23 0.66 0.38 0.96 0.25 1.00 0.43 0.62 0.96 0.02 0.20 0.55 0.90 0.27 0.48 0.07 0.19 0.42 0.20 0.60 0.02 0.42 0.21 0.50 0.74 0.74 0.61 0.36 0.99 0.33 0.35 0.71 0.08 0.66 0.33 0.66 0.42 0.04 0.71 0.30 0.77 0.41 0.14 0.31 0.89 0.86 0.90 0.15 0.65 0.36 0.73 0.93 0.55 0.16 0.46 0.87 0.78 0.10 0.42 0.56 0.79 0.17 0.43 0.53 0.91 0.53 0.27 0.48 0.44 0.35 0.14 0.97 0.52 0.97 ]
[0.16 0.12 0.87 0.29 0.86 0.69 0.05 0.16 0.84 0.20 0.64 0.43 1.00 0.73 0.82 0.98 0.00 0.31 0.72 0.27 0.85 0.78 0.03 0.75 0.69 0.28 0.99 0.24 0.67 0.51 0.33 0.60 0.60 0.85 0.89 0.75 0.06 0.55 0.45 0.29 0.79 0.36 0.78 0.91 0.52 0.36 0.09 0.36 0.10 0.27 0.58 0.91 0.10 0.49 0.52 0.13 0.89 0.82 0.25 0.05 0.98 0.51 0.85 0.73 0.77 0.41 0.42 0.03 0.37 0.77 0.61 0.02 0.15 0.65 0.61 0.53 0.72 0.15 0.21 0.74 ]
[0.54 0.04 0.32 0.72 0.60 0.12 0.02 0.15 0.12 0.28 0.55 0.62 0.73 1.00 0.44 0.74 0.09 0.72 0.36 0.80 0.85 0.63 0.92 0.59 0.27 0.43 0.88 0.75 0.09 0.94 0.14 0.51 0.82 0.82 0.17 0.66 0.95 0.84 0.39 0.42 0.29 0.73 0.04 0.63 0.16 0.00 0.71 0.25 0.66 0.26 0.18 0.83 0.19 0.61 0.43 0.92 0.65 0.46 0.37 0.32 0.14 0.51 0.47 0.79 0.67 0.58 0.98 0.41 0.01 0.83 0.70 0.11 0.06 0.67 0.13 0.17 0.68 0.83 0.55 0.55 ]
[0.89 0.79 0.88 0.81 0.65 0.08 0.46 0.88 0.17 0.05 0.10 0.96 0.82 0.44 1.00 0.78 0.36 0.89 0.97 0.56 0.32 0.75 0.81 0.24 0.24 0.70 0.99 0.05 0.81 0.80 0.14 0.02 0.67 0.95 0.22 0.89 0.13 0.94 0.54 0.70 0.35 0.10 0.37 0.32 0.36 0.70 0.06 0.25 0.28 0.91 0.92 0.90 0.26 0.99 0.35 0.09 0.57 0.22 0.74 0.73 0.61 0.39 0.28 0.68 0.70 0.24 0.35 1.00 0.30 0.71 0.10 0.76 0.89 0.65 0.55 0.88 0.75 0.62 0.27 0.87 ]
[0.94 0.55 0.17 0.52 0.47 0.96 0.61 0.13 0.78 0.52 0.81 0.02 0.98 0.74 0.78 1.00 0.47 0.80 0.95 0.02 0.60 0.11 0.35 0.38 0.74 0.91 0.26 0.91 0.62 0.46 0.61 0.03 0.72 0.66 0.07 0.48 0.68 0.92 0.38 0.50 0.73 0.63 0.59 0.81 0.72 0.23 0.20 0.43 0.37 0.41 0.40 0.19 0.38 1.00 0.36 0.88 0.18 0.75 0.28 0.26 0.66 0.09 0.17 0.21 0.52 0.13 0.76 0.54 0.76 0.31 0.35 0.25 0.22 0.15 0.05 0.02 0.11 0.64 0.52 0.77 ]
[0.98 0.79 0.55 0.14 0.79 0.99 0.40 0.17 0.25 0.91 0.63 0.20 0.00 0.09 0.36 0.47 1.00 0.49 0.72 0.86 0.84 0.27 0.99 0.34 0.79 0.59 0.06 0.07 0.12 0.50 0.83 0.35 0.04 0.77 0.79 0.27 0.72 0.96 0.52 0.65 0.02 0.94 0.48 0.12 0.77 0.72 0.05 0.88 0.54 0.83 0.02 0.18 0.86 0.05 0.63 0.11 0.69 0.19 0.67 0.17 0.90 0.32 0.82 0.91 0.84 0.25 0.76 0.39 0.42 0.83 0.13 0.71 0.15 0.75 0.84 0.38 0.78 0.85 0.32 0.69 ]
[0.89 0.33 0.21 0.56 0.01 0.72 0.16 0.30 0.33 0.64 0.93 0.55 0.31 0.72 0.89 0.80 0.49 1.00 0.52 0.40 0.69 0.20 0.64 0.37 0.94 0.53 0.76 0.48 0.85 0.02 0.19 0.43 0.03 0.26 0.82 0.64 0.07 0.18 0.40 0.83 0.40 0.24 0.66 0.91 0.24 0.59 0.62 0.74 0.29 0.54 0.38 0.02 0.56 0.97 0.11 0.42 0.32 0.82 0.62 0.07 0.97 0.39 0.31 0.42 0.37 0.90 0.67 0.67 0.20 0.92 0.41 0.48 0.02 0.90 0.44 0.89 0.25 0.81 0.11 0.15 ]
[0.66 0.10 0.30 0.22 0.05 0.06 0.51 0.55 0.66 0.03 0.26 0.90 0.72 0.36 0.97 0.95 0.72 0.52 1.00 0.22 0.23 0.07 0.96 0.29 0.75 0.55 0.40 0.80 0.85 0.84 0.97 0.48 0.89 0.80 0.42 0.50 0.67 0.58 0.80 0.35 0.30 0.19 0.31 0.90 0.83 0.85 0.61 0.91 0.65 0.89 0.52 0.71 0.62 0.84 0.27 0.03 0.33 0.63 0.60 0.52 0.79 0.93 0.64 0.02 0.22 0.47 0.97 0.88 0.40 0.80 0.98 0.62 0.51 0.91 0.72 0.63 0.55 0.63 0.92 0.85 ]
[0.58 0.28 0.15 0.49 0.45 0.39 0.04 0.41 0.39 0.90 0.19 0.27 0.27 0.80 0.56 0.02 0.86 0.40 0.22 1.00 0.25 0.76 0.77 0.93 0.10 0.20 0.50 0.41 0.77 0.25 0.81 0.62 0.39 0.17 0.01 0.74 0.46 0.52 0.69 0.12 0.02 0.69 0.08 0.93 0.06 0.67 0.68 0.55 0.81 0.99 0.25 0.42 0.08 0.41 0.27 0.08 0.92 0.66 0.09 0.35 0.14 0.51 0.56 0.59 0.50 0.83 0.63 0.15 0.36 0.78 0.13 0.61 0.11 0.93 0.42 0.02 0.85 0.01 0.47 0.28 ]
[0.97 0.07 0.35 0.86 0.60 0.82 0.17 0.10 0.89 0.05 0.91 0.48 0.85 0.85 0.32 0.60 0.84 0.69 0.23 0.25 1.00 0.79 0.42 0.06 0.39 0.44 0.05 0.56 0.75 0.93 0.77 0.81 0.77 0.55 0.18 0.11 0.21 0.52 0.94 0.66 0.92 0.23 0.80 0.85 0.52 0.65 0.57 0.46 0.70 0.16 0.00 0.90 0.95 0.40 0.70 0.24 0.59 0.12 0.35 0.73 0.12 0.41 0.33 0.63 0.10 0.37 0.35 0.65 0.05 0.58 0.75 0.21 0.53 0.78 0.02 0.76 0.75 0.87 0.32 0.74 ]
[0.64 0.71 0.74 0.02 0.69 0.26 0.76 0.75 0.02 0.69 0.25 0.07 0.78 0.63 0.75 0.11 0.27 0.20 0.07 0.76 0.79 1.00 0.04 0.14 0.81 0.59 0.17 0.88 0.50 0.79 0.40 0.25 0.73 0.89 0.06 0.77 0.12 0.35 0.09 0.33 0.99 0.13 0.11 0.27 0.25 0.43 0.54 0.67 0.29 0.03 0.77 0.28 0.58 0.16 0.31 0.81 0.36 0.51 0.38 0.74 0.87 0.35 0.29 0.81 0.83 0.67 0.15 0.41 0.22 0.67 0.32 0.58 0.04 0.37 0.70 0.14 0.60 0.51 0.36 0.44 ]
[0.94 0.76 0.79 0.42 0.74 0.25 0.18 0.58 0.50 0.17 0.73 0.19 0.03 0.92 0.81 0.35 0.99 0.64 0.96 0.77 0.42 0.04 1.00 0.26 0.94 0.32 0.85 0.94 0.64 0.21 0.91 0.06 0.29 0.06 0.30 0.11 0.79 0.85 0.70 0.12 0.36 0.52 0.02 0.20 0.84 0.40 0.75 0.31 0.59 0.74 0.86 0.33 0.37 0.06 0.61 0.91 1.00 0.42 0.66 0.52 0.50 0.77 0.89 0.98 0.28 0.86 0.39 0.23 0.36 0.99 0.05 0.53 0.39 0.80 0.20 0.56 0.12 0.69 0.49 0.53 ]
[0.86 0.30 0.47 0.40 0.71 0.03 0.89 0.47 0.93 0.51 0.78 0.42 0.75 0.59 0.24 0.38 0.34 0.37 0.29 0.93 0.06 0.14 0.26 1.00 0.09 0.15 0.06 0.29 0.82 0.29 0.04 0.14 0.93 0.50 0.87 0.89 0.60 0.88 0.06 0.01 0.54 0.83 0.06 0.40 0.83 0.62 0.52 0.76 0.35 0.16 0.79 0.19 0.04 0.28 0.92 0.27 0.14 0.29 0.75 0.54 0.32 0.29 0.38 0.45 0.59 0.88 0.87 0.68 0.30 0.25 0.59 0.22 0.94 0.99 0.29 0.20 0.55 0.94 0.67 0.77 ]
[0.71 0.64 0.87 0.00 0.89 0.84 0.43 0.19 0.56 0.58 0.81 0.20 0.69 0.27 0.24 0.74 0.79 0.94 0.75 0.10 0.39 0.81 0.94 0.09 1.00 0.60 0.32 0.41 0.41 0.13 0.73 0.43 0.30 0.30 0.82 0.99 0.81 0.54 0.46 0.83 0.53 0.81 0.02 0.76 0.15 0.18 0.65 0.39 0.02 0.79 0.63 0.95 0.19 0.45 0.81 0.97 0.01 0.65 0.42 0.57 0.55 0.57 0.74 0.29 0.83 0.92 0.77 0.71 0.18 0.86 0.21 0.41 0.15 0.93 0.44 0.40 0.23 0.35 0.75 0.04 ]
[0.41 0.89 0.78 0.06 0.58 0.05 0.73 0.70 0.16 0.24 0.57 0.60 0.28 0.43 0.70 0.91 0.59 0.53 0.55 0.20 0.44 0.59 0.32 0.15 0.60 1.00 0.28 0.87 0.33 0.09 0.59 0.44 0.45 0.41 0.19 0.63 0.84 0.73 0.65 0.26 0.49 0.76 0.92 0.26 0.12 0.59 0.17 0.52 0.31 0.90 0.31 0.99 0.96 0.42 0.47 0.48 0.63 0.89 0.48 0.40 0.16 0.42 0.68 0.96 0.24 0.25 0.33 0.14 0.94 0.62 0.49 0.04 0.61 0.22 0.05 0.86 0.44 0.00 0.82 0.71 ]
[0.92 0.96 0.02 0.99 0.54 0.23 0.80 0.60 0.79 0.11 0.92 0.02 0.99 0.88 0.99 0.26 0.06 0.76 0.40 0.50 0.05 0.17 0.85 0.06 0.32 0.28 1.00 0.04 0.36 0.60 0.33 0.96 0.14 0.34 0.63 0.73 0.47 0.98 0.61 0.91 1.00 0.40 0.91 0.44 0.47 0.98 0.73 0.92 0.26 0.75 0.26 0.84 0.06 0.04 0.61 0.00 0.48 0.65 0.88 0.81 0.17 0.81 0.01 0.11 0.02 0.77 0.43 0.56 0.61 0.75 0.63 0.34 0.96 0.39 0.30 0.77 0.57 0.08 0.43 0.78 ]
[0.72 0.55 0.81 0.98 0.47 0.39 0.24 0.56 0.37 0.73 0.02 0.42 0.24 0.75 0.05 0.91 0.07 0.48 0.80 0.41 0.56 0.88 0.94 0.29 0.41 0.87 0.04 1.00 0.40 0.10 0.11 0.39 0.69 0.15 0.01 0.13 0.70 0.06 0.05 0.31 0.73 0.22 0.36 0.47 0.28 0.61 0.17 0.85 0.83 0.70 0.27 0.89 0.48 0.96 0.88 0.72 0.35 0.32 0.56 0.64 0.56 0.60 0.30 0.03 0.29 0.73 0.39 0.55 0.09 0.41 0.61 0.49 0.89 0.29 0.64 0.25 0.78 0.16 0.74 0.60 ]
[0.59 0.74 0.17 0.01 0.35 0.91 0.97 0.31 0.27 0.52 0.73 0.21 0.67 0.09 0.81 0.62 0.12 0.85 0.85 0.77 0.75 0.50 0.64 0.82 0.41 0.33 0.36 0.40 1.00 0.96 0.84 0.55 0.05 0.54 0.74 0.56 0.05 0.81 0.28 0.83 0.26 0.41 0.38 0.36 0.68 0.72 0.12 0.29 0.31 0.74 0.62 0.82 0.14 0.55 0.57 0.01 0.42 0.24 0.39 0.94 0.42 0.47 0.54 0.88 0.19 0.94 0.08 0.34 0.28 0.87 0.69 0.56 0.39 0.99 0.79 0.92 0.00 0.84 0.69 0.69 ]
[0.57 0.80 0.17 0.43 0.92 0.38 0.90 0.98 0.51 0.94 0.03 0.50 0.51 0.94 0.80 0.46 0.50 0.02 0.84 0.25 0.93 0.79 0.21 0.29 0.13 0.09 0.60 0.10 0.96 1.00 0.00 0.90 0.02 0.86 0.85 0.72 0.25 0.17 0.42 0.15 0.96 0.81 0.37 0.08 0.35 0.45 0.63 0.44 0.74 0.78 0.21 0.66 0.59 0.70 0.01 0.13 0.27 0.88 0.91 0.18 0.07 0.09 0.21 0.15 0.88 0.44 0.58 0.45 0.03 0.46 0.83 0.81 0.33 0.39 0.29 0.24 0.85 0.68 0.28 0.53 ]
[0.82 0.44 0.77 0.80 0.36 0.14 0.40 0.46 0.88 0.99 0.83 0.74 0.33 0.14 0.14 0.61 0.83 0.19 0.97 0.81 0.77 0.40 0.91 0.04 0.73 0.59 0.33 0.11 0.84 0.00 1.00 0.99 0.95 0.24 0.91 0.83 0.23 0.97 0.29 0.92 0.66 0.00 0.95 0.39 0.53 0.79 0.64 0.09 0.28 0.91 0.68 0.24 0.72 0.76 0.14 0.09 0.16 0.01 0.45 0.75 0.24 0.31 0.65 0.64 0.62 0.64 0.30 0.96 0.27 0.53 0.14 0.26 0.00 0.66 0.32 0.52 0.29 0.56 0.31 0.20 ]
[0.32 0.59 0.99 0.76 0.74 0.21 0.75 0.02 0.12 0.35 0.62 0.74 0.60 0.51 0.02 0.03 0.35 0.43 0.48 0.62 0.81 0.25 0.06 0.14 0.43 0.44 0.96 0.39 0.55 0.90 0.99 1.00 0.09 0.79 0.43 0.80 0.89 0.37 0.99 0.95 0.34 0.41 0.40 0.34 0.64 0.52 0.97 0.64 0.66 0.72 0.12 0.27 0.38 0.83 0.32 0.93 0.39 0.51 0.13 0.51 0.26 0.67 0.97 0.85 0.24 0.67 0.89 0.77 0.18 0.19 0.77 0.07 0.63 0.21 0.78 0.35 0.32 0.12 0.38 0.74 ]
[0.71 0.47 0.94 0.03 0.70 0.11 0.01 1.00 0.51 0.87 0.71 0.61 0.60 0.82 0.67 0.72 0.04 0.03 0.89 0.39 0.77 0.73 0.29 0.93 0.30 0.45 0.14 0.69 0.05 0.02 0.95 0.09 1.00 0.06 0.51 0.17 0.13 0.92 0.31 0.19 0.72 0.68 0.24 0.76 0.25 0.73 0.64 0.22 0.13 0.71 0.75 0.74 0.22 0.29 0.21 0.37 0.80 0.62 0.19 0.41 0.85 0.17 0.18 0.73 0.26 0.87 0.50 0.04 0.82 0.39 0.07 0.86 0.25 0.33 0.95 0.46 0.82 0.68 0.36 0.37 ]
